id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/13/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2527944471,1,34,16,0,0,5icuo8utnztpsd9l03gdd68dl,1,0,0,2023-04-03T01:03:51.300Z,2023-04-03T02:02:09Z,4160049813,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4160049815,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4160138757,197,3380,4160049805,30,"9q91h72hhbibgekbjb8vcdxey, 809wpocve7kf4vpdn7wd84v3e, 7zr3gif60ntltgt3s5yi6qjca, 7ajceczjsu9ci4nqv9gg2860a, 9pdlqvcvxbblylawycpp2ywvd, d99eakp27bro9g50wpzti8rca, 5uwkzz79ayagkh2ukysvgolwp, 968mlew2amftejfuaptayz6c5, 3wtx6mgbgjvf1zsi5j7m1yxas, 8khtu1w0lp1f5d5t4zmfxiei, chiwsyjdyk4sn4vxqu9mdr0x6, bdrs643l8uzj01plxa25wncdm, 8q1x8z8d3c04jymsfc73o1qll, 49iwtxrt13s34ib195mr98ewa, b0xuwec3m6rvxwx7gygv34o6i, e2t6sxwsa5ll4zvsxh96512zu, 3007iihmvmlzgpgtxri3v3hg4",4160049811,130,8,4160049809,59,"26, 21, 31, 34, 32, 92, 35, 88, 38, 77, 72, 29, 36, 45, 81, 83, 96",4160049807,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",4160138755,194,968mlew2amftejfuaptayz6c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527948731,1,34,16,0,0,cbip96wzs3jc2xadoluhhxotl,1,0,0,2023-04-03T01:17:53.321Z,2023-04-03T02:58:54Z,4160140591,197,6183,4160070151,59,"57, 91, 92, 49, 83, 51, 90, 33, 93, 70, 45, 66, 80, 81, 82",4160204129,194,925j70waph5n48rvazrjj1pg4,4160070153,130,6,4160070157,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4160070149,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5",4160070147,30,"2ig362xub2syd45v3usgymbkk, 20z2nx7xh9mgty7qp6xur14yy, 72dbw7qmu3g31kn5s9tryuy38, 3wkej06590b61lyqm7vt1kwes, 2re5upwzvbaolbxwqfw8sio0k, 48vc423tkz4mx7oql1ahqneac, c668p7wllgd89qdbb3js1k1lg, e2olfsduxvaqsx6rdbaasa356, 4vmw7lpfhvg82znnxd35bldec, 925j70waph5n48rvazrjj1pg4, 79606fy6lyfs1h12645q4shzo, 7245yhxv8xqbp82wemsmkdu6s, 6ty40ck7vbzvp58aakry7kxlg, 14hkfiu3q5s8uddoupp9qi1hw, cg9el0nbm3eu6fhwqksy7xhjo",4160070155,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527962637,2,32,1,0,0,5icuo8utnztpsd9l03gdd68dl,1,0,0,2023-04-03T02:05:09.068Z,2023-04-09T17:28:10Z,4160141825,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527962641,2,32,1,0,0,cbip96wzs3jc2xadoluhhxotl,1,0,0,2023-04-03T02:05:09.068Z,2023-04-03T02:05:12Z,4160141835,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527962657,3,1,1,0,1,5icuo8utnztpsd9l03gdd68dl,1,49.9,49.9,2023-04-03T02:05:10.225Z,2023-04-03T02:05:12Z,4160141903,279,S,4160141897,141,55.4,4160141893,56,Back,4160141899,212,16.3,4160141895,140,34.8,4160141901,213,2.9,,,,,,,8khtu1w0lp1f5d5t4zmfxiei,S. Kitahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527962665,4,1,1,0,3,5icuo8utnztpsd9l03gdd68dl,1,34.8,55.4,2023-04-03T02:05:12.373Z,2023-04-03T02:05:14Z,4160141943,141,15.3,4160141947,213,5.5,4160141945,212,40.7,4160141949,1,,4160141939,56,Right,4160141941,140,63.6,4160141937,155,,,,,968mlew2amftejfuaptayz6c5,A. Ovalle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527962675,5,1,1,0,5,5icuo8utnztpsd9l03gdd68dl,0,63.6,15.3,2023-04-03T02:05:14.457Z,2023-04-03T02:05:16Z,4160141997,3,,4160142001,140,79.4,4160141999,56,Right,4160142005,212,16.9,4160142003,141,19.8,4160142007,213,0.2,,,,,,,809wpocve7kf4vpdn7wd84v3e,R. Baker-Whiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527962679,3,49,1,0,8,cbip96wzs3jc2xadoluhhxotl,1,23,96.2,2023-04-03T02:05:17.305Z,2023-04-03T02:15:58Z,,,,,,,,,,,,,,,,,,,,,,,,,72dbw7qmu3g31kn5s9tryuy38,P. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527962681,4,1,1,0,8,cbip96wzs3jc2xadoluhhxotl,0,23,96.2,2023-04-03T02:05:17.720Z,2023-04-03T02:15:59Z,4160142065,212,20.3,4160142069,1,,4160142063,141,100.0,4160142067,213,0.2,4160142059,56,Back,4160142061,140,42.0,4160142057,157,,,,,72dbw7qmu3g31kn5s9tryuy38,P. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527962683,5,5,1,0,9,cbip96wzs3jc2xadoluhhxotl,0,42.6,101.6,2023-04-03T02:05:18.788Z,2023-04-03T02:37:37Z,4160142075,347,,4160142073,56,Back,4160142257,233,6,,,,,,,,,,,,,,,,72dbw7qmu3g31kn5s9tryuy38,P. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
