id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2527915801,186,15,1,18,21,erwnez7ksfkns4dqmyr1fhbe,1,88.6,65.2,2023-04-02T23:23:41.493Z,2023-04-03T01:22:57Z,4159888209,55,185,4159887929,20,,4159888201,77,,4159888205,154,,4159888223,147,52.2,4159887667,64,,4159888213,102,52.9,4159933383,233,155,6i2k03ji4uy1a9vgbl6t0hno4,J. Villal,4159887669,56,4159888203,29,,Center,4159887665,22,4159888221,146,4159888207,133,4159888215,103,20.9,,,98.4,,,,,,,,,,
2527915833,155,10,1,18,21,4g68p0t2f5jzhzfr67i2rj1ex,1,2.1,48.5,2023-04-02T23:23:41.593Z,2023-04-02T23:50:51Z,4159887851,56,Back,4159888303,179,,4159887849,182,,4159933387,233,186,4159887845,173,,,,,,,,,,,8nw8gd0fkp3a3g0sivl7cu63u,A. Marcucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527915843,156,6,1,18,21,4g68p0t2f5jzhzfr67i2rj1ex,0,6.8,41.6,2023-04-02T23:23:42.213Z,2023-04-02T23:50:48Z,4159887891,56,Back,4159887893,73,,4159933291,233,187,,,,,,,,,,,,,,,,8nw8gd0fkp3a3g0sivl7cu63u,A. Marcucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527915809,187,6,1,18,21,erwnez7ksfkns4dqmyr1fhbe,1,93.2,58.4,2023-04-02T23:23:42.213Z,2023-04-02T23:50:48Z,4159933287,233,156,4159887717,56,Center,4159887719,73,,,,,,,,,,,,,,,,,6i2k03ji4uy1a9vgbl6t0hno4,J. Villal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527915953,188,1,1,18,53,erwnez7ksfkns4dqmyr1fhbe,0,99.5,99.5,2023-04-02T23:24:13.558Z,2023-04-03T01:23:04Z,4159888707,212,31.7,4159888697,155,,4159888709,213,4.6,4159888703,140,96.5,4159888705,141,53.1,4159888701,56,Center,4159888695,6,,4159888693,2,,ah3swx80hoddr239t1r6qg2ga,T. Wolff,4159888699,223,,,,,,,,,,,,,,,,,,,,,,,,,,
2527915965,157,12,1,18,55,4g68p0t2f5jzhzfr67i2rj1ex,1,5.5,40.4,2023-04-02T23:24:15.491Z,2023-04-02T23:24:40Z,4159888783,56,Back,4159889599,15,,4159888791,213,1.7,4159888785,140,4.2,4159888789,212,14.4,4159888787,141,61.5,,,,,,,8h2z8e9plnkfdchzblcq9d016,M. Nocita,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527915975,158,12,1,18,57,4g68p0t2f5jzhzfr67i2rj1ex,1,4.5,62,2023-04-02T23:24:17.828Z,2023-04-02T23:26:43Z,4159888869,213,5.6,4159888865,141,52.1,4159888861,56,Back,4159888863,140,13.2,4159889623,15,,4159888867,212,11.3,,,,,,,1nh4q19wfaedlpp1vnfuny9zo,O. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527915989,159,12,1,19,0,4g68p0t2f5jzhzfr67i2rj1ex,1,14.3,51.2,2023-04-02T23:24:20.484Z,2023-04-02T23:24:45Z,4159888969,56,Back,4159888979,213,6.1,4159888977,212,35.8,4159888975,141,43.0,4159888973,140,48.0,,,,,,,,,,92np3jwhxchmtfeov82ehe13o,O. Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916011,189,1,1,19,2,erwnez7ksfkns4dqmyr1fhbe,1,52.6,55.4,2023-04-02T23:24:22.805Z,2023-04-02T23:24:26Z,4159889109,140,57.7,4159889107,56,Center,4159889111,141,75.3,4159889115,213,1.2,4159889113,212,14.6,,,,,,,,,,chsrsho2yeaqt0uh2jhtlb78q,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916019,190,1,1,19,6,erwnez7ksfkns4dqmyr1fhbe,0,58.2,74.5,2023-04-02T23:24:26.550Z,2023-04-02T23:24:28Z,4159889175,1,,4159889171,212,33.1,4159889173,213,5.2,4159889167,140,72.7,4159889163,155,,4159889165,56,Center,4159889169,141,31.3,,,,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916025,160,1,1,19,7,4g68p0t2f5jzhzfr67i2rj1ex,0,29.4,67.8,2023-04-02T23:24:27.619Z,2023-04-02T23:24:29Z,4159889213,140,44.9,4159889217,212,16.3,4159889215,141,68.2,4159889211,56,Back,4159889219,213,0.0,4159889209,3,,,,,,,,92np3jwhxchmtfeov82ehe13o,O. Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916085,191,1,1,19,13,erwnez7ksfkns4dqmyr1fhbe,1,43.9,31.5,2023-04-02T23:24:33.557Z,2023-04-02T23:24:40Z,4159889585,213,2.8,4159889581,141,48.4,4159889583,212,34.0,4159889579,140,13.4,4159889587,1,,4159889577,56,Back,,,,,,,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916091,192,1,1,19,19,erwnez7ksfkns4dqmyr1fhbe,1,18.1,52.4,2023-04-02T23:24:40.422Z,2023-04-02T23:24:42Z,4159889627,189,,4159889617,212,17.7,4159889619,213,5.1,4159889613,140,24.1,4159889611,56,Back,4159889615,141,28.0,,,,,,,8x7ureyddmuodp6nl4rxfudw5,C. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916111,193,1,1,19,22,erwnez7ksfkns4dqmyr1fhbe,1,24.6,26.8,2023-04-02T23:24:43.382Z,2023-04-02T23:24:46Z,4159889707,56,Back,4159889711,141,1.6,4159889715,213,5.2,4159889713,212,19.2,4159889709,140,32.8,,,,,,,,,,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916151,194,1,1,19,25,erwnez7ksfkns4dqmyr1fhbe,1,30.3,3.8,2023-04-02T23:24:46.070Z,2023-04-02T23:24:52Z,4159889969,56,Back,4159889975,212,16.6,4159889977,213,2.8,4159889971,140,15.3,4159889973,141,11.4,,,,,,,,,,chsrsho2yeaqt0uh2jhtlb78q,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916201,195,1,1,19,32,erwnez7ksfkns4dqmyr1fhbe,1,3.8,17.1,2023-04-02T23:24:52.646Z,2023-04-02T23:25:03Z,4159890309,141,51.0,4159890305,56,Back,4159890313,213,1.6,4159890311,212,23.1,4159890307,140,3.2,,,,,,,,,,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916209,196,1,1,19,42,erwnez7ksfkns4dqmyr1fhbe,1,3.1,49.4,2023-04-02T23:25:03.142Z,2023-04-02T23:25:07Z,4159890369,56,Back,4159890377,213,4.8,4159890371,140,5.8,4159890375,212,23.4,4159890373,141,15.2,,,,,,,,,,8x7ureyddmuodp6nl4rxfudw5,C. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916223,197,1,1,19,46,erwnez7ksfkns4dqmyr1fhbe,0,8.5,12.5,2023-04-02T23:25:07.031Z,2023-04-02T23:25:11Z,4159890467,155,,4159890479,1,,4159890473,141,34.0,4159890475,212,57.8,4159890471,140,61.8,4159890469,56,Center,4159890477,213,0.3,,,,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916253,161,1,1,19,49,4g68p0t2f5jzhzfr67i2rj1ex,1,44.4,62.9,2023-04-02T23:25:09.811Z,2023-04-02T23:25:16Z,4159890673,1,,4159890671,213,3.0,4159890667,141,70.2,4159890669,212,32.7,4159890661,3,,4159890665,140,13.6,4159890663,56,Back,,,,8h2z8e9plnkfdchzblcq9d016,M. Nocita,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916269,163,49,1,19,55,4g68p0t2f5jzhzfr67i2rj1ex,1,18.8,63.9,2023-04-02T23:25:16.011Z,2023-04-02T23:28:26Z,,,,,,,,,,,,,,,,,,,,,,,,,8nw8gd0fkp3a3g0sivl7cu63u,A. Marcucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916265,162,1,1,19,56,4g68p0t2f5jzhzfr67i2rj1ex,1,15.7,64.6,2023-04-02T23:25:16.659Z,2023-04-02T23:25:19Z,4159890777,140,35.6,4159890783,213,0.6,4159890781,212,26.0,4159890775,56,Back,4159890779,141,87.4,,,,,,,,,,8nw8gd0fkp3a3g0sivl7cu63u,A. Marcucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916285,164,1,1,19,58,4g68p0t2f5jzhzfr67i2rj1ex,1,43.4,88.3,2023-04-02T23:25:19.395Z,2023-04-02T23:25:23Z,4159890929,141,73.3,4159890925,56,Center,4159890931,212,20.3,4159890933,213,5.8,4159890927,140,60.1,,,,,,,,,,92np3jwhxchmtfeov82ehe13o,O. Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916301,165,1,1,20,2,4g68p0t2f5jzhzfr67i2rj1ex,1,77.6,68.2,2023-04-02T23:25:23.043Z,2023-04-02T23:25:26Z,4159891003,141,62.0,4159891001,140,79.6,4159891007,213,5.2,4159891005,212,4.7,4159890999,56,Center,,,,,,,,,,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916317,166,1,1,20,5,4g68p0t2f5jzhzfr67i2rj1ex,1,75.4,64.9,2023-04-02T23:25:25.970Z,2023-04-02T23:25:28Z,4159891087,213,2.7,4159891081,140,68.0,4159891085,212,8.5,4159891083,141,70.0,4159891079,56,Center,,,,,,,,,,dug5046izrlh3owqk26hnvdre,W. Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916337,167,1,1,20,9,4g68p0t2f5jzhzfr67i2rj1ex,1,75.8,88.6,2023-04-02T23:25:30.322Z,2023-04-02T23:25:33Z,4159891239,56,Left,4159891247,213,0.1,4159891241,140,85.2,4159891245,212,9.9,4159891243,141,89.6,,,,,,,,,,1pic8r417eldupxmh7nobfkve,D. Yearwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916347,168,1,1,20,12,4g68p0t2f5jzhzfr67i2rj1ex,1,84.8,89.4,2023-04-02T23:25:33.266Z,2023-04-02T23:25:34Z,4159891299,141,82.1,4159891301,212,6.6,4159891295,56,Left,4159891303,213,4.0,4159891297,140,80.7,,,,,,,,,,92np3jwhxchmtfeov82ehe13o,O. Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916349,169,50,1,20,13,4g68p0t2f5jzhzfr67i2rj1ex,1,82.2,84.2,2023-04-02T23:25:33.752Z,2023-04-02T23:25:36Z,4159891329,233,198,4159891307,56,Left,4159891309,286,,,,,,,,,,,,,,,,,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916351,198,7,1,20,13,erwnez7ksfkns4dqmyr1fhbe,1,17.8,15.8,2023-04-02T23:25:33.753Z,2023-04-02T23:25:36Z,4159891321,233,169,4159891313,56,Back,4159891315,285,,,,,,,,,,,,,,,,,dowfebdy2qnsz8hkj0ilrux62,K. Twumasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916353,199,49,1,20,14,erwnez7ksfkns4dqmyr1fhbe,1,8.1,10.3,2023-04-02T23:25:34.951Z,2023-04-02T23:25:35Z,,,,,,,,,,,,,,,,,,,,,,,,,a63su8pudaernrvj1fi9006qc,L. Brennan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916379,200,1,1,20,14,erwnez7ksfkns4dqmyr1fhbe,1,8.1,10.3,2023-04-02T23:25:35.415Z,2023-04-02T23:25:37Z,4159891467,56,Back,4159891473,212,16.4,4159891471,141,33.4,4159891475,213,1.9,4159891469,140,3.5,,,,,,,,,,a63su8pudaernrvj1fi9006qc,L. Brennan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916387,201,1,1,20,16,erwnez7ksfkns4dqmyr1fhbe,0,2.9,34,2023-04-02T23:25:37.432Z,2023-04-02T23:25:38Z,4159891511,213,4.8,4159891505,140,5.0,4159891507,141,0.0,4159891503,56,Back,4159891509,212,24.6,,,,,,,,,,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916425,170,5,1,20,17,4g68p0t2f5jzhzfr67i2rj1ex,1,95.8,101.4,2023-04-02T23:25:37.794Z,2023-04-02T23:25:45Z,4159891733,233,202,4159891731,347,,4159891729,56,Left,,,,,,,,,,,,,,,,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916389,202,5,1,20,17,erwnez7ksfkns4dqmyr1fhbe,0,4.2,-1.4,2023-04-02T23:25:37.794Z,2023-04-03T00:32:19Z,4159891517,56,Back,4159891737,233,170,4159891519,347,,,,,,,,,,,,,,,,,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916441,171,1,1,20,25,4g68p0t2f5jzhzfr67i2rj1ex,1,96.5,100,2023-04-02T23:25:45.538Z,2023-04-02T23:25:47Z,4159891801,56,Left,4159891805,140,89.8,4159891797,107,,4159891807,141,90.3,4159891811,212,10.0,4159891815,213,3.9,,,,,,,92np3jwhxchmtfeov82ehe13o,O. Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916451,172,1,1,20,26,4g68p0t2f5jzhzfr67i2rj1ex,1,92,91.7,2023-04-02T23:25:47.426Z,2023-04-02T23:25:49Z,4159891857,56,Left,4159891873,213,0.5,4159891869,212,5.7,4159891861,140,96.8,4159891865,141,95.6,,,,,,,,,,nhhmltlm3ayn7vqmp6etck5w,C. Ofori,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916471,173,1,1,20,29,4g68p0t2f5jzhzfr67i2rj1ex,0,95.8,95.7,2023-04-02T23:25:49.506Z,2023-04-02T23:25:51Z,4159891939,155,,4159891949,213,4.4,4159891941,56,Center,4159891945,141,44.5,4159891943,140,86.4,4159891937,2,,4159891951,1,,4159891947,212,36.2,92np3jwhxchmtfeov82ehe13o,O. Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916479,203,12,1,20,29,erwnez7ksfkns4dqmyr1fhbe,1,14,59.3,2023-04-02T23:25:50.264Z,2023-04-02T23:25:51Z,4159892015,213,4.6,4159892011,141,13.7,4159892013,212,31.2,4159892009,140,10.7,4159892007,56,Back,,,,,,,,,,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916487,204,1,1,20,30,erwnez7ksfkns4dqmyr1fhbe,0,10.7,13.7,2023-04-02T23:25:51.367Z,2023-04-02T23:25:55Z,4159892065,213,0.7,4159892061,141,37.3,4159892063,212,23.8,4159892057,56,Back,4159892059,140,27.5,4159892055,3,,,,,,,,a63su8pudaernrvj1fi9006qc,L. Brennan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916493,174,1,1,20,34,4g68p0t2f5jzhzfr67i2rj1ex,1,74,62.3,2023-04-02T23:25:54.979Z,2023-04-02T23:25:58Z,4159892109,56,Center,4159892113,141,68.4,4159892115,212,4.2,4159892117,213,1.7,4159892111,140,73.5,,,,,,,,,,dhy8f54t9uvukub7qbmsth8iy,D. Edelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916511,175,2,1,20,37,4g68p0t2f5jzhzfr67i2rj1ex,1,76,69.7,2023-04-02T23:25:58.067Z,2023-04-02T23:26:01Z,4159892221,56,Left,4159892225,141,86.0,4159892223,140,91.3,4159892219,7,92np3jwhxchmtfeov82ehe13o,,,,,,,,,,,,,dug5046izrlh3owqk26hnvdre,W. Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916517,205,55,1,20,37,erwnez7ksfkns4dqmyr1fhbe,1,12.8,40.6,2023-04-02T23:25:58.068Z,2023-04-03T01:23:21Z,,,,,,,,,,,,,,,,,,,,,,,,,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916627,206,1,1,21,4,erwnez7ksfkns4dqmyr1fhbe,1,10.2,44.5,2023-04-02T23:26:24.889Z,2023-04-02T23:26:29Z,4159892937,141,31.5,4159892927,5,,4159892941,213,6.1,4159892943,1,,4159892929,157,,4159892939,212,52.2,4159892931,241,,4159892935,140,59.2,8x7ureyddmuodp6nl4rxfudw5,C. Diop,4159892933,56,,,,Center,,,,,,,,,,,,,,,,,,,,,,
2527916629,207,61,1,21,9,erwnez7ksfkns4dqmyr1fhbe,0,60.2,31,2023-04-02T23:26:29.498Z,2023-04-03T01:23:44Z,4159892949,56,Center,,,,,,,,,,,,,,,,,,,,,,6rzzilhwedeems5je313t0uay,E. López,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916637,176,49,1,21,10,4g68p0t2f5jzhzfr67i2rj1ex,1,43.6,75,2023-04-02T23:26:30.946Z,2023-04-02T23:26:31Z,,,,,,,,,,,,,,,,,,,,,,,,,abrdu87vmuqj50ebgalr3c7op,H. Ndam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916643,177,1,1,21,10,4g68p0t2f5jzhzfr67i2rj1ex,1,45.5,75.4,2023-04-02T23:26:31.362Z,2023-04-02T23:26:32Z,4159893021,140,55.2,4159893027,213,6.2,4159893025,212,10.3,4159893023,141,73.5,4159893019,56,Center,,,,,,,,,,abrdu87vmuqj50ebgalr3c7op,H. Ndam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916657,178,1,1,21,11,4g68p0t2f5jzhzfr67i2rj1ex,1,55.6,73.3,2023-04-02T23:26:32.242Z,2023-04-02T23:26:33Z,4159893097,56,Center,4159893099,140,76.0,4159893103,212,23.3,4159893105,213,5.9,4159893101,141,59.7,,,,,,,,,,1pic8r417eldupxmh7nobfkve,D. Yearwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916663,179,1,1,21,12,4g68p0t2f5jzhzfr67i2rj1ex,0,75.9,60,2023-04-02T23:26:33.474Z,2023-04-02T23:26:34Z,4159893193,156,,4159893127,56,Center,4159893129,140,74.6,4159893135,213,1.8,4159893131,141,69.3,4159893133,212,6.5,,,,,,,1nh4q19wfaedlpp1vnfuny9zo,O. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916681,208,49,1,21,14,erwnez7ksfkns4dqmyr1fhbe,1,27.4,27.7,2023-04-02T23:26:35.466Z,2023-04-02T23:26:35Z,,,,,,,,,,,,,,,,,,,,,,,,,9zuk40rppwiyzn980bw7z1v1m,A. Fortune,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916689,209,1,1,21,15,erwnez7ksfkns4dqmyr1fhbe,1,27.4,27.7,2023-04-02T23:26:36.249Z,2023-04-02T23:26:37Z,4159893271,213,2.6,4159893269,212,13.5,4159893263,56,Back,4159893265,140,16.3,4159893267,141,37.7,,,,,,,,,,9zuk40rppwiyzn980bw7z1v1m,A. Fortune,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916699,210,1,1,21,16,erwnez7ksfkns4dqmyr1fhbe,1,14.8,37.9,2023-04-02T23:26:37.353Z,2023-04-02T23:26:41Z,4159893343,141,57.5,4159893347,213,2.3,4159893345,212,17.6,4159893341,140,3.9,4159893339,56,Back,,,,,,,,,,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916713,211,1,1,21,20,erwnez7ksfkns4dqmyr1fhbe,1,7.3,57.2,2023-04-02T23:26:41.177Z,2023-04-02T23:26:44Z,4159893441,213,4.7,4159893439,212,18.9,4159893433,56,Back,4159893435,140,7.4,4159893437,141,29.4,,,,,,,,,,8x7ureyddmuodp6nl4rxfudw5,C. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916721,212,1,1,21,23,erwnez7ksfkns4dqmyr1fhbe,0,11.8,29.8,2023-04-02T23:26:44.346Z,2023-04-02T23:26:49Z,4159893517,213,0.9,4159893509,56,Back,4159893519,1,,4159893513,141,79.3,4159893515,212,43.5,4159893511,140,38.1,4159893507,155,,,,,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916725,180,43,1,21,26,4g68p0t2f5jzhzfr67i2rj1ex,1,0,0,2023-04-02T23:26:46.819Z,2023-04-02T23:26:55Z,4159893545,286,0,4159893543,56,Center,4159893751,144,3,,,,,,,,,,,,,,,,1nh4q19wfaedlpp1vnfuny9zo,O. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916745,181,1,1,21,27,4g68p0t2f5jzhzfr67i2rj1ex,0,61.7,17.3,2023-04-02T23:26:48.098Z,2023-04-02T23:26:52Z,4159893657,141,2.5,4159893651,3,,4159893655,140,86.2,4159893653,56,Right,4159893659,212,27.6,4159893661,213,5.9,,,,,,,7pdl6jqfaq1x1trdi5k30wsus,O. Mullings,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916747,213,12,1,21,31,erwnez7ksfkns4dqmyr1fhbe,1,12.2,96.8,2023-04-02T23:26:51.994Z,2023-04-02T23:26:53Z,4159893667,56,Back,4159893673,141,100.0,4159893671,140,12.6,4159893675,212,3.4,4159893697,167,,4159893677,213,1.4,,,,,,,4ysjz78ep100dov88zn3kgz6c,F. Adeniyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916777,182,5,1,21,32,4g68p0t2f5jzhzfr67i2rj1ex,1,87.2,-1.4,2023-04-02T23:26:52.588Z,2023-04-03T00:32:19Z,4159893837,347,,4159893835,56,Right,4159893881,233,214,,,,,,,,,,,,,,,,7pdl6jqfaq1x1trdi5k30wsus,O. Mullings,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916749,214,5,1,21,32,erwnez7ksfkns4dqmyr1fhbe,0,12.8,101.4,2023-04-02T23:26:52.588Z,2023-04-02T23:26:59Z,4159893885,233,182,4159893683,56,Back,4159893685,347,,,,,,,,,,,,,,,,,4ysjz78ep100dov88zn3kgz6c,F. Adeniyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916785,183,1,1,21,38,4g68p0t2f5jzhzfr67i2rj1ex,1,77.1,0,2023-04-02T23:26:58.978Z,2023-04-02T23:27:18Z,4159893907,140,85.6,4159893911,212,11.1,4159893913,213,0.6,4159893905,56,Right,4159893903,107,,4159893909,141,8.3,,,,,,,7pdl6jqfaq1x1trdi5k30wsus,O. Mullings,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916787,184,1,1,21,39,4g68p0t2f5jzhzfr67i2rj1ex,1,86.6,11,2023-04-02T23:27:00.161Z,2023-04-02T23:27:21Z,4159893957,56,Right,4159893961,141,4.2,4159893965,213,4.0,4159893963,212,6.1,4159893959,140,82.8,,,,,,,,,,dug5046izrlh3owqk26hnvdre,W. Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916797,185,1,1,21,40,4g68p0t2f5jzhzfr67i2rj1ex,1,84.5,4.2,2023-04-02T23:27:01.073Z,2023-04-02T23:27:24Z,4159893999,56,Right,4159894003,141,19.6,4159894007,213,1.7,4159894005,212,10.6,4159894001,140,83.1,,,,,,,,,,7pdl6jqfaq1x1trdi5k30wsus,O. Mullings,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916809,186,1,1,21,44,4g68p0t2f5jzhzfr67i2rj1ex,1,82.7,25.3,2023-04-02T23:27:04.562Z,2023-04-02T23:27:26Z,4159894083,140,92.5,4159894085,141,8.9,4159894081,56,Right,4159894089,213,5.5,4159894087,212,15.2,,,,,,,,,,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916811,187,1,1,21,46,4g68p0t2f5jzhzfr67i2rj1ex,0,92.1,8.6,2023-04-02T23:27:07.234Z,2023-04-02T23:27:08Z,4159894105,140,93.6,4159894101,56,Center,4159894099,155,,4159894097,2,,4159894109,141,24.9,4159894117,213,1.4,4159894113,212,11.2,,,,dug5046izrlh3owqk26hnvdre,W. Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916835,215,12,1,21,47,erwnez7ksfkns4dqmyr1fhbe,1,8,66.6,2023-04-02T23:27:07.819Z,2023-04-02T23:27:14Z,4159894267,141,79.0,4159894265,140,36.4,4159894263,56,Back,4159894269,212,31.0,4159894271,213,0.3,,,,,,,,,,4ysjz78ep100dov88zn3kgz6c,F. Adeniyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916831,188,1,1,21,49,4g68p0t2f5jzhzfr67i2rj1ex,0,73.6,20.6,2023-04-02T23:27:10.338Z,2023-04-02T23:27:13Z,4159894237,56,Center,4159894243,212,25.6,4159894245,213,0.2,4159894241,141,28.0,4159894239,140,97.5,4159894235,155,,,,,,,,8h2z8e9plnkfdchzblcq9d016,M. Nocita,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916837,216,52,1,21,54,erwnez7ksfkns4dqmyr1fhbe,1,1.9,74.1,2023-04-02T23:27:14.762Z,2023-04-02T23:27:15Z,,,,,,,,,,,,,,,,,,,,,,,,,8x7ureyddmuodp6nl4rxfudw5,C. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916911,217,1,1,22,3,erwnez7ksfkns4dqmyr1fhbe,1,8,59.1,2023-04-02T23:27:23.643Z,2023-04-02T23:27:33Z,4159894687,141,29.5,4159894681,123,,4159894691,213,4.7,4159894685,140,8.0,4159894683,56,Back,4159894689,212,20.1,,,,,,,8x7ureyddmuodp6nl4rxfudw5,C. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916925,218,1,1,22,12,erwnez7ksfkns4dqmyr1fhbe,1,19.7,35.2,2023-04-02T23:27:33.034Z,2023-04-02T23:27:39Z,4159894777,140,2.9,4159894783,212,26.8,4159894781,141,64.8,4159894785,213,2.3,4159894775,56,Back,,,,,,,,,,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527916941,219,1,1,22,18,erwnez7ksfkns4dqmyr1fhbe,0,7.7,69.4,2023-04-02T23:27:39.100Z,2023-04-02T23:27:43Z,4159894871,213,0.2,4159894869,212,29.8,4159894863,56,Back,4159894861,155,,4159894867,141,78.7,4159894865,140,35.4,,,,,,,8x7ureyddmuodp6nl4rxfudw5,C. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
