id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/15/value,keyPass,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2532667581,1,34,16,0,0,99l7fsj6ykgbyqcb9zqqu9dgq,1,0,0,2023-04-12T23:07:36.682Z,2023-04-13T00:06:14Z,4185172639,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4185172641,59,"13, 7, 12, 11, 24, 20, 77, 80, 21, 8, 27, 3, 18, 9, 28, 5, 36, 42, 48, 51",4185172637,30,"608d9yxcn99up33girsspyaga, 44imqpdf6e2a9gblwzelw6f4k, 9acojrco6dg2i9otq02gj6904, 9dg5ce0f3mlqzoiwak09qeooa, 9nl0k91lrjonu0z2irbs01oiy, cxm5xmc7zajd0j1zirav6q2qy, 4rbdimd60mev06u2km69yyvo, 6girdg17h5o2qr8stoywy3vv8, 9zp60lqhm9pbqhuem9izpcpre, 2tfx7w7d0g0br756uj7gzy61g, akgtib8zyv5lrvh9mxunj2rdg, bo4noec1doijfg99edrxiii5m, 74rnjizxzn5a0oag6sue0ja7e, 4h9jg544q8afcodiyjpm0vf2s, rtca480n5ehey5ffvt8nudck, c3casxnuawoljnb937tn49s0k, 96eutzcdgnp13k6mp6znzmo2y, 9t6mlje26qs2w8n7ivj85vp5g, 52bdctrgk5sdsyoqz65k9eqdw, 8vnnownnzz2ksuuitbw3ax5yi",4185242429,194,9dg5ce0f3mlqzoiwak09qeooa,4185242431,197,18838,4185172643,130,8,4185172645,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4185172647,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532668465,1,34,16,0,0,d0c07im4a6oj8qa7f1zlt3pqs,1,0,0,2023-04-12T23:11:03.169Z,2023-04-13T00:08:39Z,4185177541,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4185177539,30,"a3k4grlhkn63p3xfb2rzslkdm, 8ly83pm2mbtz4u7jwsv0o96qy, 457wpw6s1esrs616paqzo355, 2yxzh220ndd4s4wqditruo0h6, 5h73r4bv42whxsvnlq89b89re, d0riqrsz7ojwb9m94rbvx7r6y, 3sm6srzig957fdn96ta68nmne, 7nxqbiq6fics5w3qnwhz249as, 42wy8249nwozwzl13jqewtn56, e6gr1t1rp2x7waywgzlrj8yqx, 3cbmr8hg3kszw5wl04p3ol27e, 9ddxuhle7n4xyozin0wrhatih, elvrjpt1jlko4henaqvfid7o4, 4521gkm1oemvrfsgksz7b6zxm, 2j9i9ersvndkywcgqx9pzc9ka, ov91zkisppven9tp72gfbjf8, 6pqyqf9v6g60ci7jjggalqsq1, 6jsu34146kbtoeco3ue1a7ok4, 1yx6uyxuxgse5bypoqytqjotm, mr8rvq7r4wljhv3rrdasjxuc",4185177553,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4185177551,197,18756,4185177545,130,8,4185177549,194,2yxzh220ndd4s4wqditruo0h6,4185177543,59,"12, 2, 26, 23, 4, 5, 10, 15, 28, 21, 19, 1, 7, 9, 11, 18, 22, 24, 77, 99",4185177547,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532680593,2,32,1,0,0,d0c07im4a6oj8qa7f1zlt3pqs,1,0,0,2023-04-13T00:05:50.550Z,2023-04-17T15:52:27Z,4185243919,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532680595,2,32,1,0,0,99l7fsj6ykgbyqcb9zqqu9dgq,1,0,0,2023-04-13T00:05:50.550Z,2023-04-13T00:05:53Z,4185243927,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532680597,3,1,1,0,0,99l7fsj6ykgbyqcb9zqqu9dgq,1,50.1,50.3,2023-04-13T00:05:50.650Z,2023-04-13T00:13:03Z,4185243937,141,48.0,4185243935,140,37.3,4185243939,212,13.5,4185243941,213,3.3,4185243933,56,Back,4185243943,279,S,,,,,,,9zp60lqhm9pbqhuem9izpcpre,J. Mulato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532680599,4,1,1,0,3,99l7fsj6ykgbyqcb9zqqu9dgq,1,40,49.6,2023-04-13T00:05:53.778Z,2023-04-13T00:05:55Z,4185243963,213,6.2,4185243959,141,47.2,4185243955,56,Center,4185243961,212,16.5,4185243957,140,55.6,,,,,,,,,,9dg5ce0f3mlqzoiwak09qeooa,A. Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532680601,5,1,1,0,4,99l7fsj6ykgbyqcb9zqqu9dgq,1,55.6,47.2,2023-04-13T00:05:55.184Z,2023-04-13T00:05:56Z,4185243967,56,Center,4185243971,141,65.2,4185243969,140,55.7,4185243975,213,1.6,4185243973,212,12.2,,,,,,,,,,9zp60lqhm9pbqhuem9izpcpre,J. Mulato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532680603,6,1,1,0,5,99l7fsj6ykgbyqcb9zqqu9dgq,1,55.7,65.2,2023-04-13T00:05:55.887Z,2023-04-13T00:05:58Z,4185244005,141,96.2,4185244009,213,1.4,4185244003,140,60.1,4185244001,56,Left,4185244007,212,21.6,,,,,,,,,,2tfx7w7d0g0br756uj7gzy61g,Theo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532680605,7,61,1,0,6,99l7fsj6ykgbyqcb9zqqu9dgq,0,60.1,96.2,2023-04-13T00:05:57.246Z,2023-04-13T00:12:57Z,4185244013,56,Left,,,,,,,,,,,,,,,,,,,,,,9acojrco6dg2i9otq02gj6904,T. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532680609,3,5,1,0,7,d0c07im4a6oj8qa7f1zlt3pqs,1,44,-2,2023-04-13T00:05:57.875Z,2023-04-13T00:06:05Z,4185244047,233,8,4185244045,347,,4185244043,56,Back,,,,,,,,,,,,,,,,3sm6srzig957fdn96ta68nmne,D. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
