id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/13/value
2524963865,1,34,16,0,0,8ijkk62897so5r3bq0wgwx4bu,1,0,0,2023-03-26T22:10:53.888Z,2023-03-27T02:18:31Z,4125644529,130,8,4125644531,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4125738871,197,3364,4125644525,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4125880607,194,91kiw0xa00btt5v54ywplywkq,4125644527,59,"41, 83, 50, 43, 47, 51, 56, 45, 73, 65, 84, 48, 52, 53, 54, 60, 64, 72, 74, 82",4125644533,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4125644523,30,"2mmciwk6gllcf11plcch710yc, 4x2cg9w7dpg8axic4gehs66fo, 4blue6g56i3t9iffjcmjs6hhw, 91kiw0xa00btt5v54ywplywkq, 2vq2t4ttpcwey95jzofd60qy2, e23yyl43xtcve09dx234uuj8, 5iy3sz4b3mokizd2qlcskl5d6, 37zynr7fwzqg4c9w5ydefywyy, 1kl9112b8rcbr3k1s5hs353x0, 66zmbqbya1p4k1uh2qd171pii, 4o8ulvahxfb06x5xhvflvwhzo, al111zqt4j4b3yg8064d9cep6, 561nh7xvxljfxm1z0n8wsik4q, okf3cwwp4y2zzqt67yfa5mac, ei9pb5zfqe7ujhtxk8xeqwutw, 7daffq7yhd9nfyisa544glzbo, 51vt3fm98sj2g3xn0k2ira0wk, 2eoftsi3eznjjmhu8ybft11ck, byzzgz3ix7vuh6c3hqf7580lw, dforwtga5cjqwclmcle9jcjro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524965839,1,34,16,0,0,ew2zirzye0sw1txr2m33nr25y,1,0,0,2023-03-26T22:26:05.751Z,2023-03-27T01:03:59Z,4125806553,194,1t9thoa7j9ftzkriq2g50w4fe,4125655063,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4125738801,197,15342,4125655065,59,"51, 52, 17, 19, 24, 77, 70, 60, 25, 64, 20, 50, 53, 66, 68, 74, 75, 76, 78, 99",4125655061,30,"tovg87rxcrz5i06ubaq99nxm, bl9rj1qcik8467w0w5i27hkru, 59kky4fyi0w9bdz4ow3gs95yi, dpedfgxin5nc4qmziaokpmiy2, dvre51zzdkdr43uahtwerekiy, 79z5vt08ga8prn33vi2a260kq, 32t6g252ti1peycjite40qiy2, 1bmbt6h6bsiimpzxt07cqwfvu, a5zvb5q87awncgadmlqd0sm0a, 1t9thoa7j9ftzkriq2g50w4fe, au9595t3oo0zbzexhr01ts0h6, dwyatw1wz3nrh1fcwu27ie8ve, 641y4ji285n1knqul0flhzsyy, dqa88ma3jbk33lsyzo45uy2cq, 4ozih7wnybdxb1wgvd5fkjp5g, dff9imrullmkpil44rv379hxw, 49ag6csupgt40gbs2snq1xs7o, 828t4m5d66xcy7hvq55jbto2c, a7l9tu0j7sibivo0982fepm38, 5n1wehugx0qtun8oopg2jbndg",4125655067,130,7,4125655069,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4125655071,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524981839,2,32,1,0,0,8ijkk62897so5r3bq0wgwx4bu,1,0,0,2023-03-27T00:05:09.172Z,2023-03-27T00:05:14Z,4125739277,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524981837,2,32,1,0,0,ew2zirzye0sw1txr2m33nr25y,1,0,0,2023-03-27T00:05:09.172Z,2023-03-28T11:25:29Z,4125739275,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524981845,3,1,1,0,1,ew2zirzye0sw1txr2m33nr25y,1,50,50,2023-03-27T00:05:10.272Z,2023-03-28T11:26:27Z,4125739319,213,2.8,4125739313,140,33.2,4125739321,279,S,4125739311,56,Back,4125739315,141,58.1,4125739317,212,18.5,,,,,,,dpedfgxin5nc4qmziaokpmiy2,C. Cilley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524981847,4,1,1,0,3,ew2zirzye0sw1txr2m33nr25y,0,33.2,58.1,2023-03-27T00:05:12.562Z,2023-03-27T00:05:16Z,4125739341,1,,4125739331,56,Left,4125739335,141,100.0,4125739337,212,58.8,4125739339,213,0.5,4125739333,140,81.8,4125739329,155,,,,,a5zvb5q87awncgadmlqd0sm0a,O. Bouda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524981861,3,5,1,0,7,8ijkk62897so5r3bq0wgwx4bu,1,16.4,-1.2,2023-03-27T00:05:16.173Z,2023-03-27T00:05:24Z,4125739387,56,Back,4125739389,347,,4125739391,233,5,,,,,,,,,,,,,,,,2vq2t4ttpcwey95jzofd60qy2,C. Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524981851,5,5,1,0,7,ew2zirzye0sw1txr2m33nr25y,0,83.6,101.2,2023-03-27T00:05:16.173Z,2023-03-27T00:55:35Z,4125739347,56,Left,4125739349,347,,4125739395,233,3,,,,,,,,,,,,,,,,a5zvb5q87awncgadmlqd0sm0a,O. Bouda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524981865,4,1,1,0,14,8ijkk62897so5r3bq0wgwx4bu,0,13.3,0,2023-03-27T00:05:24.077Z,2023-03-27T00:22:54Z,4125739411,212,22.0,4125739415,1,,4125739405,56,Back,4125739407,140,33.5,4125739409,141,6.4,4125739413,213,0.3,4125739403,107,,,,,4x2cg9w7dpg8axic4gehs66fo,A. Legaspi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524981875,6,1,1,0,18,ew2zirzye0sw1txr2m33nr25y,0,52.5,86.5,2023-03-27T00:05:27.856Z,2023-03-27T00:05:29Z,4125739457,212,4.8,4125739455,141,79.9,4125739451,56,Left,4125739453,140,54.2,4125739449,3,,4125739459,213,5.1,,,,,,,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
