id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2531418653,1,34,16,0,0,5ou8b446l1sl8frblkz3xi17g,1,0,0,2023-04-09T23:51:20.578Z,2023-04-14T20:15:08Z,4178480981,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4178480979,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4178480977,130,11,4178693199,197,18754,4178480971,30,"c2tmm1kt6qyna4650kfy4bpm2, a89drfd4adts1cbtqa77l1boq, 6nejufbzmepf2iiqr0ttbu19l, 3xd2kq7cxmvdbqsfzgi644c4q, dv0qqd4mx117y4al165nsdic4, 33l8nq6xbj3pm1lkxo2qs5vfu, bxnegxnynd1glae8g0vfigfvu, 6sn6a1xpp6tyqac8a21ka1fxl, 7t8o8pe93me2pef74vw21nr6y, 4v2oh5flirf9wtc1u9u42apnu, b2er4t1ttbuv1acwx6jaugb56, 5x0b9g9r6sasydzefwyqz9isq, 2jo0y5ayg0vsmddpl01639isq, 3f5g2kijev81v9nzwsyxwiiju, 472t8s7bbxzyi4uoue9niq7f8, 5nykil6w1bxfevpp2c5rr32fo, 4wr32d93f1q1v8qjq2ywmnbze",4178480973,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",4178480975,59,"36, 45, 35, 72, 39, 40, 92, 57, 70, 88, 77, 37, 38, 42, 46, 80, 96",4188358451,194,6nejufbzmepf2iiqr0ttbu19l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531436007,1,34,16,0,0,iiolvosiuokkrl5iuoxcjo4p,1,0,0,2023-04-10T00:41:56.408Z,2023-04-10T03:07:34Z,4178572285,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4178572283,130,13,4178572277,30,"2unnytu55d7lvws7h3r86yhud, 8qqehla9xvhut6uua4a0zcju2, 5odgmdtpkte7j2674it4hpqs5, 4ecgnoxeou0m46yw8hwisbrx0, dw8iyfupgsqkt8ogxssmtss4q, at9jab3qv8j4azup6qd5ggui2, 38z2cuwmbeanujqho9cqwozmy, 1v39pm9r5ela9fe63tlsq3tka, 8iak9g0hidtul7s5b298x7wq2, cfx7vo0kbjvcly2nf1b7papsk, ew8oodr9hiuqve7xlz24xznfu, 2m7xhno7xnktvmzwa6j7wlgfe, 7wsz05ayxgiiu9jldfourk4d0, f1oc42nax0yel4gblge49py7e, 2nu3jw4piu1qnqha0kdq8nzai, 1ss7pdaxmlk0sijax5brwpkyy, 5u5nybfj4jbz5w9a1eocjo2l0, 4wu5ystem7t4d7veep83j2qne, du287pgrexe4p29tti43grv56, 1keonaeqvrkqhbw9sjaaxsff8",4178692205,197,15057,4178692203,194,dw8iyfupgsqkt8ogxssmtss4q,4178572279,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4178572281,59,"1, 27, 16, 31, 34, 42, 40, 18, 14, 47, 39, 26, 44, 45, 46, 48, 52, 53, 56, 99",4178572287,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531457653,2,32,1,0,0,iiolvosiuokkrl5iuoxcjo4p,1,0,0,2023-04-10T02:05:19.354Z,2023-04-14T18:17:26Z,4178695243,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531457651,2,32,1,0,0,5ou8b446l1sl8frblkz3xi17g,1,0,0,2023-04-10T02:05:19.354Z,2023-04-10T02:05:19Z,4178695231,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531457667,3,1,1,0,0,5ou8b446l1sl8frblkz3xi17g,1,50,50,2023-04-10T02:05:19.454Z,2023-04-10T02:05:25Z,4178695351,141,51.8,4178695347,56,Back,4178695353,212,25.9,4178695355,213,3.1,4178695349,140,25.4,4178695357,279,S,,,,,,,7t8o8pe93me2pef74vw21nr6y,J. Penn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531457673,4,1,1,0,5,5ou8b446l1sl8frblkz3xi17g,0,30.8,49.5,2023-04-10T02:05:25.308Z,2023-04-14T18:30:05Z,4178695401,140,75.9,4178695405,212,58.4,4178695403,141,0.0,4178695409,1,,4178695397,157,,4178695407,213,5.7,4178695399,56,Right,,,,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531457681,3,5,1,0,8,iiolvosiuokkrl5iuoxcjo4p,1,19.3,101.4,2023-04-10T02:05:28.216Z,2023-04-10T02:46:59Z,4178695455,56,Back,4178695463,233,5,4178695457,347,,,,,,,,,,,,,,,,,8iak9g0hidtul7s5b298x7wq2,C. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531457675,5,5,1,0,8,5ou8b446l1sl8frblkz3xi17g,0,80.7,-1.4,2023-04-10T02:05:28.216Z,2023-04-10T02:05:30Z,4178695423,347,,4178695467,233,3,4178695421,56,Right,,,,,,,,,,,,,,,,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531457713,4,1,1,0,18,iiolvosiuokkrl5iuoxcjo4p,1,22.9,100,2023-04-10T02:05:37.564Z,2023-04-10T02:05:41Z,4178695655,56,Back,4178695653,107,,4178695661,212,26.4,4178695659,141,96.3,4178695657,140,47.8,4178695663,213,6.2,4178695665,1,,,,,5odgmdtpkte7j2674it4hpqs5,A. Gersbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531457715,5,61,1,0,19,iiolvosiuokkrl5iuoxcjo4p,0,47.5,96.3,2023-04-10T02:05:38.677Z,2023-04-14T18:30:26Z,4178695673,56,Back,,,,,,,,,,,,,,,,,,,,,,8iak9g0hidtul7s5b298x7wq2,C. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533170127,739,49,1,0,20,5ou8b446l1sl8frblkz3xi17g,1,62.6,11.5,2023-04-10T02:05:39.942Z,2023-04-14T18:33:45Z,,,,,,,,,,,,,,,,,,,,,,,,,6sn6a1xpp6tyqac8a21ka1fxl,V. Griffith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
