id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,assist,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2531400077,12,1,1,0,49,6ddsx316t3j0z6nolrky9k4r8,0,38.9,59.9,2023-04-09T23:06:44.119Z,2023-04-09T23:06:46Z,4178383605,56,Right,4178383613,213,5.5,4178383611,212,41.8,4178383603,155,,4178383615,1,,4178383609,141,17.4,4178383607,140,67.6,,,,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400089,7,1,1,0,53,erwnez7ksfkns4dqmyr1fhbe,0,27.1,80.6,2023-04-09T23:06:47.907Z,2023-04-12T06:20:39Z,4178383663,56,Back,4184050441,141,85.3,4184050445,213,0.3,4184050439,140,35.9,4184050437,3,,4184050443,212,9.8,,,,,,,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400107,13,8,1,0,55,6ddsx316t3j0z6nolrky9k4r8,1,60.2,18.7,2023-04-09T23:06:49.846Z,2023-04-12T06:21:41Z,4184050885,385,,4178383757,56,Right,,,,,,,,,,,,,,,,,,,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400111,8,49,1,0,55,erwnez7ksfkns4dqmyr1fhbe,1,27.9,74.2,2023-04-09T23:06:50.196Z,2023-04-09T23:06:50Z,,,,,,,,,,,,,,,,,,,,,,,,,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532457345,750,3,1,0,56,erwnez7ksfkns4dqmyr1fhbe,1,23.9,85,2023-04-09T23:06:50.489Z,2023-04-12T13:40:40Z,4184051119,285,,4184051117,56,Back,4184051161,464,,4184631197,233,942,,,,,,,,,,,,,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532457347,942,45,1,0,56,6ddsx316t3j0z6nolrky9k4r8,0,76.1,15,2023-04-09T23:06:50.489Z,2023-04-12T13:40:40Z,4184631201,233,750,4184051121,56,Right,4184051123,286,,,,,,,,,,,,,,,,,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400125,14,43,1,0,56,6ddsx316t3j0z6nolrky9k4r8,1,0,0,2023-04-09T23:06:50.934Z,2023-04-12T06:22:10Z,4178383817,213,6.0,4178383813,141,16.1,4178383811,140,70.4,4184051033,144,1,4178383815,212,8.1,4178383809,56,Right,,,,,,,8sydisziijh84elb8dprtlduy,N. Benalcazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400143,9,3,1,0,58,erwnez7ksfkns4dqmyr1fhbe,0,37,75.6,2023-04-09T23:06:53.012Z,2023-04-12T06:22:37Z,4184051209,464,,4178383941,286,,4178383939,56,Back,4178384101,233,15,,,,,,,,,,,,,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400157,15,7,1,0,58,6ddsx316t3j0z6nolrky9k4r8,0,63,24.4,2023-04-09T23:06:53.013Z,2023-04-12T06:22:58Z,4184051349,385,,4178384051,285,,4178384091,233,9,4178384049,56,Center,,,,,,,,,,,,,bb31x0lmvx07e83d344y8byay,J. Haak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400169,10,61,1,1,1,erwnez7ksfkns4dqmyr1fhbe,0,30.6,68.4,2023-04-09T23:06:55.747Z,2023-04-10T00:00:54Z,4178384105,56,Back,,,,,,,,,,,,,,,,,,,,,,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400187,16,49,1,1,3,6ddsx316t3j0z6nolrky9k4r8,1,68.7,39.6,2023-04-09T23:06:58.279Z,2023-04-09T23:06:58Z,,,,,,,,,,,,,,,,,,,,,,,,,8sydisziijh84elb8dprtlduy,N. Benalcazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400209,17,1,1,1,4,6ddsx316t3j0z6nolrky9k4r8,1,68.7,39.6,2023-04-09T23:06:58.734Z,2023-04-09T23:07:02Z,4178384271,212,8.6,4178384267,140,72.2,4178384269,141,51.1,4178384265,56,Center,4178384273,213,1.1,,,,,,,,,,8sydisziijh84elb8dprtlduy,N. Benalcazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400229,18,1,1,1,7,6ddsx316t3j0z6nolrky9k4r8,1,70.4,59.6,2023-04-09T23:07:02.045Z,2023-04-09T23:07:04Z,4178384405,141,68.0,4178384401,56,Center,4178384409,213,2.8,4178384407,212,15.0,4178384403,140,57.2,,,,,,,,,,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400249,19,1,1,1,9,6ddsx316t3j0z6nolrky9k4r8,1,55.5,72.4,2023-04-09T23:07:04.086Z,2023-04-09T23:07:06Z,4178384513,140,66.1,4178384519,213,0.8,4178384517,212,15.8,4178384511,56,Left,4178384515,141,88.8,,,,,,,,,,eiyzqnfh8r8aduel0seou7nu2,S. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400275,20,1,1,1,11,6ddsx316t3j0z6nolrky9k4r8,1,67.7,89.3,2023-04-09T23:07:06.293Z,2023-04-09T23:07:09Z,4178384633,213,3.5,4178384629,141,81.1,4178384627,140,55.1,4178384631,212,14.4,4178384625,56,Left,,,,,,,,,,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400291,21,1,1,1,15,6ddsx316t3j0z6nolrky9k4r8,1,47.1,75.6,2023-04-09T23:07:09.701Z,2023-04-09T23:07:12Z,4178384707,1,,4178384705,213,4.8,4178384701,141,26.9,4178384699,140,48.5,4178384697,56,Back,4178384703,212,33.1,,,,,,,eiyzqnfh8r8aduel0seou7nu2,S. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400313,22,1,1,1,18,6ddsx316t3j0z6nolrky9k4r8,1,54.4,19.2,2023-04-09T23:07:12.838Z,2023-04-09T23:07:16Z,4178384819,56,Right,4178384825,212,16.3,4178384821,140,66.3,4178384823,141,3.9,4178384827,213,5.6,,,,,,,,,,eq98gflais2v26wgbkw9wrxg4,K. Haxhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400383,23,1,1,1,21,6ddsx316t3j0z6nolrky9k4r8,1,67.4,4,2023-04-09T23:07:15.910Z,2023-04-09T23:07:23Z,4178385149,155,,4178385159,213,0.2,4178385157,212,17.6,4178385151,56,Right,4178385155,141,8.0,4178385153,140,84.0,,,,,,,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400391,24,50,1,1,27,6ddsx316t3j0z6nolrky9k4r8,1,91.1,11.7,2023-04-09T23:07:21.812Z,2023-04-12T06:25:03Z,4178385181,286,,4178385219,233,11,4178385179,56,Right,,,,,,,,,,,,,,,,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400373,11,7,1,1,27,erwnez7ksfkns4dqmyr1fhbe,1,8.9,88.3,2023-04-09T23:07:21.813Z,2023-04-12T06:25:05Z,4178385115,167,,4184052073,385,,4178385215,233,24,4178385117,56,Back,4178385119,285,,,,,,,,,,,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400379,12,6,1,1,28,erwnez7ksfkns4dqmyr1fhbe,0,9,87.3,2023-04-09T23:07:22.580Z,2023-04-12T06:25:21Z,4178385353,233,25,4178385125,56,Back,4178385127,73,,,,,,,,,,,,,,,,,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400419,25,6,1,1,28,6ddsx316t3j0z6nolrky9k4r8,1,91,12.7,2023-04-09T23:07:22.580Z,2023-04-12T06:25:10Z,4178385333,56,Right,4178385335,75,,4178385343,233,12,,,,,,,,,,,,,,,,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400567,26,1,1,1,48,6ddsx316t3j0z6nolrky9k4r8,1,99.5,0.1,2023-04-09T23:07:42.742Z,2023-04-12T13:40:35Z,4178386177,141,42.1,4178386165,2,,4178386171,224,,4178386169,155,,4178386173,56,Center,4184052751,210,15,4178386181,213,1.9,4178386179,212,30.0,abhcwxqh35hbgze01m4ihopyi,J. Beer,4184052179,20,,1,4184052753,154,4178386167,6,4178386175,140,90.7,,,,,,,,,,,,,,,,,,,,,,
2531400569,27,15,1,1,50,6ddsx316t3j0z6nolrky9k4r8,1,90.6,42.2,2023-04-09T23:07:44.654Z,2023-04-12T13:40:35Z,4184052703,25,,4184052761,55,26,4184052759,154,,4178386189,56,Center,4184052755,78,,4184052775,231,46.4,4184052767,103,19,4184630995,233,349,eq98gflais2v26wgbkw9wrxg4,K. Haxhari,4184052483,17,,,4184052765,102,4184052705,20,4184052757,29,,48.5,4184052709,82,4184052769,146,92.3,4184052771,147,43.3,4184052773,230,98.5,,,,,,,,,,
2531421107,349,10,1,1,50,erwnez7ksfkns4dqmyr1fhbe,1,11.5,60.5,2023-04-09T23:07:44.754Z,2023-04-12T13:40:36Z,4184631007,233,27,4184052667,94,,4178494745,56,Back,,,,,,,,,,,,,,,,6rzzilhwedeems5je313t0uay,E. López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400553,13,49,1,1,52,erwnez7ksfkns4dqmyr1fhbe,1,12,65.2,2023-04-09T23:07:46.932Z,2023-04-09T23:07:47Z,,,,,,,,,,,,,,,,,,,,,,,,,dowfebdy2qnsz8hkj0ilrux62,K. Twumasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400587,14,1,1,1,53,erwnez7ksfkns4dqmyr1fhbe,1,17.1,70.2,2023-04-09T23:07:48.323Z,2023-04-09T23:07:52Z,4178386269,141,87.4,4178386267,140,31.1,4178386271,212,18.8,4178386265,56,Back,4178386273,213,0.7,,,,,,,,,,dowfebdy2qnsz8hkj0ilrux62,K. Twumasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400589,15,4,1,1,57,erwnez7ksfkns4dqmyr1fhbe,1,32.9,89.6,2023-04-09T23:07:51.620Z,2023-04-09T23:07:56Z,4178386289,265,,4178386287,152,,4178386291,285,,4178386425,233,28,4178386283,13,,4178386285,56,Back,,,,,,,a63su8pudaernrvj1fi9006qc,L. Brennan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400613,28,4,1,1,57,6ddsx316t3j0z6nolrky9k4r8,0,67.1,10.4,2023-04-09T23:07:51.621Z,2023-04-12T06:28:34Z,4178386399,13,,4178386445,233,15,4178386449,286,,4178386403,152,,4178386401,56,Right,4178386405,265,,,,,,,,abhcwxqh35hbgze01m4ihopyi,J. Beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400707,16,1,1,2,10,erwnez7ksfkns4dqmyr1fhbe,1,21.3,86.5,2023-04-09T23:08:05.412Z,2023-04-09T23:08:34Z,4178386861,141,93.9,4178386857,140,32.1,4178386863,212,12.4,4178386849,5,,4178386853,56,Back,4178386867,213,0.4,4178386851,152,,,,,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400733,17,1,1,2,12,erwnez7ksfkns4dqmyr1fhbe,1,32.1,93.9,2023-04-09T23:08:06.867Z,2023-04-10T00:01:58Z,4178386985,140,27.5,4178386983,56,Back,4178386991,213,4.0,4178386987,141,86.2,4178386989,212,7.1,,,,,,,,,,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400757,18,1,1,2,15,erwnez7ksfkns4dqmyr1fhbe,1,27.5,86.2,2023-04-09T23:08:09.748Z,2023-04-09T23:08:11Z,4178387111,56,Back,4178387115,141,72.4,4178387117,212,17.8,4178387119,213,3.7,4178387113,140,13.1,,,,,,,,,,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400791,19,1,1,2,17,erwnez7ksfkns4dqmyr1fhbe,1,12.7,71.7,2023-04-09T23:08:11.795Z,2023-04-09T23:08:14Z,4178387299,141,49.1,4178387297,140,7.4,4178387303,213,4.4,4178387301,212,16.3,4178387291,56,Back,,,,,,,,,,4ysjz78ep100dov88zn3kgz6c,F. Adeniyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400817,20,1,1,2,20,erwnez7ksfkns4dqmyr1fhbe,1,7.8,46.9,2023-04-09T23:08:14.548Z,2023-04-09T23:08:17Z,4178387421,56,Back,4178387425,141,20.1,4178387423,140,11.2,4178387429,213,4.9,4178387427,212,18.6,,,,,,,,,,e4xcds6mws71mpp0lskbft9wq,V. Reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400847,21,1,1,2,22,erwnez7ksfkns4dqmyr1fhbe,1,11.5,20.6,2023-04-09T23:08:17.107Z,2023-04-09T23:08:21Z,4178387593,213,1.9,4178387589,141,46.7,4178387587,140,6.6,4178387591,212,18.5,4178387585,56,Back,,,,,,,,,,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400903,22,1,1,2,26,erwnez7ksfkns4dqmyr1fhbe,1,8.2,47.8,2023-04-09T23:08:20.803Z,2023-04-09T23:08:28Z,4178387905,140,7.1,4178387903,56,Back,4178387907,141,74.8,4178387909,212,18.4,4178387911,213,1.6,,,,,,,,,,e4xcds6mws71mpp0lskbft9wq,V. Reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400907,23,50,1,2,34,erwnez7ksfkns4dqmyr1fhbe,1,2,66,2023-04-09T23:08:28.627Z,2023-04-09T23:08:32Z,4178387921,285,,4178387919,56,Back,4178388089,233,29,,,,,,,,,,,,,,,,4ysjz78ep100dov88zn3kgz6c,F. Adeniyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400941,29,7,1,2,34,6ddsx316t3j0z6nolrky9k4r8,0,98,34,2023-04-09T23:08:28.628Z,2023-04-12T06:29:29Z,4178388083,233,23,4178388073,286,,4184053917,385,,4178388071,56,Center,,,,,,,,,,,,,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531400937,24,5,1,2,37,erwnez7ksfkns4dqmyr1fhbe,1,-1.3,63.6,2023-04-09T23:08:31.426Z,2023-04-10T00:00:21Z,4178486283,233,483,4178388053,346,,4178388051,56,Back,,,,,,,,,,,,,,,,4ysjz78ep100dov88zn3kgz6c,F. Adeniyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531419611,483,5,1,2,37,6ddsx316t3j0z6nolrky9k4r8,0,101.3,36.4,2023-04-09T23:08:31.426Z,2023-04-09T23:54:20Z,4178486291,233,24,4178486235,56,Center,4178486237,346,,,,,,,,,,,,,,,,,eiyzqnfh8r8aduel0seou7nu2,S. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531401019,25,1,1,2,46,erwnez7ksfkns4dqmyr1fhbe,1,4.3,49.6,2023-04-09T23:08:41.220Z,2023-04-09T23:08:42Z,4178388483,213,4.9,4178388487,237,,4178388479,141,25.9,4178388477,140,7.2,4178388473,124,,4178388481,212,16.4,4178388475,56,Back,,,,e4xcds6mws71mpp0lskbft9wq,V. Reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
