id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2534967793,1,34,16,0,0,7pmw399vh2v44cjle4fkklp1w,1,0,0,2023-04-16T23:09:22.604Z,2023-04-22T13:57:33Z,4197378795,130,4,4197378789,30,"1e8v2xaqa6v181ryoqids2zmx, 52zm1dgc5jge02cdhzptghq3u, 6lyedmu2vuf7jig3jmhz9b4ve, 7gmf2omch4d84vwb55m2apt9m, 9imj5ig0i01uljnd3gd2cz1m, 5iegbcu89n3fv2deuig645hxw, 4e4c7mr0ljxxmt53k0wsqg4r8, 4uuq2zuhmlbg7kh85v5l8723u, cqmvrx028gh19yh8qh7w01y0a, eehmjxbl4xwc3mz1geibnszkk, 6oia90bi52zwmgdlvcvfnj1pm, 1d43ue54zl1o9rvnwz5zfotm, dgrqyrhb6nyp5primfoltapuy, azzpjrq2pndxuz0waw25p7r6y, 3acyax22zfwdjw0cpgg4x7dre, erwor15ez2ech6aoyxoeyix62, 9ec4ump12btlgb7tkc3sqwfvu, 8qgdg40qe62yreujy7rueil0p, aa4ut2fmswha43fxnrxp1obo4, 22p6n3oird085u2kbkiqp4pg",4197427459,197,15044,4197378799,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208443209,194,1e8v2xaqa6v181ryoqids2zmx,4197378797,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4197378793,59,"30, 2, 3, 8, 4, 45, 6, 18, 14, 7, 21, 5, 10, 11, 13, 19, 24, 31, 41, 44",4197378791,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534968607,1,34,16,0,0,6gaq85erpkvbyxvivd96wuw44,1,0,0,2023-04-16T23:11:36.079Z,2023-04-22T13:57:38Z,4197383207,130,4,4197383211,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4197383201,30,"9kwo52gydq7po5fqdzxulzr3d, 8bnjioj1guv0abf5zdd21c2ui, 1flsu0b92eflc2wkg9m1wwufo, a55do2tx3wz5tsboyf355aiok, do2o6ka25talswmmillufejqi, 28cixms5w9uu1e38kcc8o2j9w, ajxa2yfzwct5nd0ded1sa9vmy, c2pi2xabsj7qnewpbdc3qeqz8, 98fsrsej50fnbqmssbxw0rc44, 9mykkeqzvaf8r8lb3qidk8ro4, 36e17qrefearxp7lxb1eibwbu, ew25ktcp76pmryz5psl1ctlka, 9i53xk5oxyd6tzi3tbinjo6j8, 21z7llugd0b62zpbdymm27iay, dd4yxwa1lgokj2e3zqa3uq7hm, amv1k59v4y61ld157atwkk7bo, a4gyvdkcnjn0b1hru0w1nwyne, 9wcoh9iowuv9sigdyofvruwb8",4197383203,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4197425153,197,18938,4197383205,59,"30, 80, 24, 26, 13, 5, 8, 6, 9, 20, 27, 7, 12, 19, 21, 22, 25, 31",4197383209,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4208443311,194,9kwo52gydq7po5fqdzxulzr3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977333,2,32,1,0,0,6gaq85erpkvbyxvivd96wuw44,1,0,0,2023-04-16T23:35:36.608Z,2023-04-16T23:35:36Z,4197430033,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977345,2,32,1,0,0,7pmw399vh2v44cjle4fkklp1w,1,0,0,2023-04-16T23:35:36.608Z,2023-04-23T09:56:31Z,4197430089,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977359,3,1,1,0,0,6gaq85erpkvbyxvivd96wuw44,1,49.4,50.6,2023-04-16T23:35:36.708Z,2023-04-22T11:42:39Z,4197430171,140,35.6,4197430169,56,Back,4197430179,212,14.9,4197430183,279,S,4197430181,213,2.9,4197430175,141,55.8,,,,,,,98fsrsej50fnbqmssbxw0rc44,D. Aguirre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977373,4,1,1,0,2,6gaq85erpkvbyxvivd96wuw44,1,33.8,55.8,2023-04-16T23:35:39.237Z,2023-04-17T00:34:10Z,4197430259,213,4.5,4197430255,141,26.1,4197430251,56,Back,4197430253,140,28.9,4197430257,212,20.8,,,,,,,,,,a55do2tx3wz5tsboyf355aiok,B. Moyado,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977403,5,1,1,0,5,6gaq85erpkvbyxvivd96wuw44,1,28.9,20.7,2023-04-16T23:35:42.301Z,2023-04-16T23:35:44Z,4197430431,213,2.3,4197430425,140,21.3,4197430427,141,33.7,4197430429,212,11.9,4197430423,56,Back,,,,,,,,,,8bnjioj1guv0abf5zdd21c2ui,J. Gaines,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977413,6,1,1,0,8,6gaq85erpkvbyxvivd96wuw44,1,22.3,34,2023-04-16T23:35:45.180Z,2023-04-16T23:35:46Z,4197430489,140,22.6,4197430487,56,Back,4197430493,212,19.3,4197430491,141,62.4,4197430497,213,1.6,,,,,,,,,,do2o6ka25talswmmillufejqi,D.Rosales,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977439,7,1,1,0,10,6gaq85erpkvbyxvivd96wuw44,1,22.1,66.6,2023-04-16T23:35:46.900Z,2023-04-16T23:35:49Z,4197430649,141,88.4,4197430653,212,15.3,4197430645,140,25.6,4197430657,213,1.3,4197430643,56,Back,,,,,,,,,,28cixms5w9uu1e38kcc8o2j9w,N. Dollenmayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977443,8,61,1,0,12,6gaq85erpkvbyxvivd96wuw44,0,24.4,93.2,2023-04-16T23:35:49.493Z,2023-04-22T11:50:52Z,4197430671,56,Back,,,,,,,,,,,,,,,,,,,,,,1flsu0b92eflc2wkg9m1wwufo,J. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977501,3,5,1,0,13,7pmw399vh2v44cjle4fkklp1w,1,74.8,-1.6,2023-04-16T23:35:49.780Z,2023-04-22T11:50:52Z,4197431037,233,9,4197431023,347,,4197431021,56,Right,,,,,,,,,,,,,,,,4e4c7mr0ljxxmt53k0wsqg4r8,C. Auguste,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977453,9,5,1,0,14,6gaq85erpkvbyxvivd96wuw44,0,25.2,101.6,2023-04-16T23:35:50.780Z,2023-04-17T00:29:04Z,4197430733,347,,4197430731,56,Back,4197431053,233,3,,,,,,,,,,,,,,,,1flsu0b92eflc2wkg9m1wwufo,J. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977535,4,1,1,0,23,7pmw399vh2v44cjle4fkklp1w,0,74.9,0,2023-04-16T23:36:00.044Z,2023-04-22T11:51:54Z,4197431197,107,,4197431205,212,16.7,4197431207,213,1.3,4197431203,141,21.5,4197431201,140,79.6,4197431199,56,Center,,,,,,,52zm1dgc5jge02cdhzptghq3u,M. Murana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536955065,857,61,1,0,25,6gaq85erpkvbyxvivd96wuw44,1,24.7,77.8,2023-04-16T23:36:02.119Z,2023-04-22T11:51:59Z,4207930087,56,Back,,,,,,,,,,,,,,,,,,,,,,a55do2tx3wz5tsboyf355aiok,B. Moyado,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977575,10,12,1,0,26,6gaq85erpkvbyxvivd96wuw44,1,14.2,58.2,2023-04-16T23:36:02.885Z,2023-04-22T11:52:04Z,4197431349,212,22.2,4197431351,213,0.6,4197431343,56,Back,4197431347,141,77.9,4197431345,140,31.1,,,,,,,,,,do2o6ka25talswmmillufejqi,D.Rosales,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977589,5,44,1,0,29,7pmw399vh2v44cjle4fkklp1w,1,70.4,20.4,2023-04-16T23:36:06.307Z,2023-04-22T11:52:16Z,4197431465,233,11,4197431425,286,,4197431423,56,Right,,,,,,,,,,,,,,,,4e4c7mr0ljxxmt53k0wsqg4r8,C. Auguste,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977581,11,44,1,0,29,6gaq85erpkvbyxvivd96wuw44,0,29.6,79.6,2023-04-16T23:36:06.308Z,2023-04-22T11:52:18Z,4197538777,233,5,4197431383,56,Back,4197431385,285,,,,,,,,,,,,,,,,,ajxa2yfzwct5nd0ded1sa9vmy,C. Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977591,6,61,1,0,30,7pmw399vh2v44cjle4fkklp1w,1,79.3,13.8,2023-04-16T23:36:07.141Z,2023-04-22T11:52:19Z,4197431429,56,Right,,,,,,,,,,,,,,,,,,,,,,4e4c7mr0ljxxmt53k0wsqg4r8,C. Auguste,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977607,12,49,1,0,32,6gaq85erpkvbyxvivd96wuw44,1,40.5,84.5,2023-04-16T23:36:09.485Z,2023-04-22T11:52:33Z,,,,,,,,,,,,,,,,,,,,,,,,,36e17qrefearxp7lxb1eibwbu,N. Ordaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977649,13,1,1,0,33,6gaq85erpkvbyxvivd96wuw44,1,34.2,78.5,2023-04-16T23:36:10.529Z,2023-04-22T11:53:17Z,4197431675,213,4.7,4197435631,210,15,4197431669,140,34.6,4197431667,56,Back,4197431673,212,14.6,4197431671,141,57.1,,,,,,,36e17qrefearxp7lxb1eibwbu,N. Ordaz,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977661,14,15,1,0,38,6gaq85erpkvbyxvivd96wuw44,1,68.5,64.7,2023-04-16T23:36:14.662Z,2023-04-22T11:53:18Z,4197435687,147,49.3,4197435685,146,98.9,4197435671,102,52.7,4197435657,22,,4197431727,18,,4197435665,55,13,4197435661,77,,4197431729,56,Center,c2pi2xabsj7qnewpbdc3qeqz8,J. Batioja,,4197435659,72,4197435675,103,30.4,4197435663,29,4197434471,233,7,4197435677,215,,,,,,,,,,,,,,,
2534977693,7,10,1,0,38,7pmw399vh2v44cjle4fkklp1w,1,3.6,50.3,2023-04-16T23:36:14.762Z,2023-04-22T11:53:29Z,4197431897,182,,4207933129,181,,4197434509,233,14,4207933127,175,,4197431899,56,Back,4207933131,378,,,,,,,,1e8v2xaqa6v181ryoqids2zmx,A. Tarbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977707,8,6,1,0,40,7pmw399vh2v44cjle4fkklp1w,0,17.1,44.3,2023-04-16T23:36:17.093Z,2023-04-22T11:54:36Z,4197432007,233,15,4197431987,56,Back,4197431989,73,,,,,,,,,,,,,,,,,1e8v2xaqa6v181ryoqids2zmx,A. Tarbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977685,15,6,1,0,40,6gaq85erpkvbyxvivd96wuw44,1,82.9,55.7,2023-04-16T23:36:17.093Z,2023-04-22T11:53:34Z,4197431835,73,,4197431831,56,Center,4197431999,233,8,,,,,,,,,,,,,,,,c2pi2xabsj7qnewpbdc3qeqz8,J. Batioja,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977967,16,1,1,1,27,6gaq85erpkvbyxvivd96wuw44,0,99.5,99.5,2023-04-16T23:37:04.191Z,2023-04-22T11:54:32Z,4197433555,6,,4197433559,223,,4197433567,212,38.8,4197433553,2,,4197433561,56,Center,4197433565,141,42.5,4197433569,213,4.7,4197433557,155,,a55do2tx3wz5tsboyf355aiok,B. Moyado,,4197433563,140,4197433571,1,,4207935453,20,,,,,,97.4,,,,,,,,,,,,,,
2534977985,9,12,1,1,30,7pmw399vh2v44cjle4fkklp1w,1,6,56.9,2023-04-16T23:37:07.378Z,2023-04-16T23:37:09Z,4197433665,140,14.1,4197433667,141,62.7,4197433663,56,Back,4197433669,212,9.4,4197433671,213,0.4,4197433679,15,,,,,,,,6lyedmu2vuf7jig3jmhz9b4ve,D. van der Kust,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977995,17,1,1,1,32,6gaq85erpkvbyxvivd96wuw44,1,85.8,34.5,2023-04-16T23:37:09.239Z,2023-04-22T11:54:56Z,4197433759,56,Center,4197433765,212,8.1,4197433761,140,82.8,4197433763,141,45.4,4197433767,213,2.0,4197433757,3,,,,,,,,ajxa2yfzwct5nd0ded1sa9vmy,C. Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534977999,18,4,1,1,35,6gaq85erpkvbyxvivd96wuw44,1,77.9,49.2,2023-04-16T23:37:12.160Z,2023-04-22T11:55:12Z,4197433779,152,,4197433883,233,10,4197433775,13,,4197433783,286,,4207936855,294,,4197433777,56,Center,,,,,,,c2pi2xabsj7qnewpbdc3qeqz8,J. Batioja,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534978013,10,4,1,1,35,7pmw399vh2v44cjle4fkklp1w,0,22.1,50.8,2023-04-16T23:37:12.161Z,2023-04-22T11:57:51Z,4207936717,294,,4197433887,233,18,4197433849,56,Back,4197433851,152,,4197433855,285,,4197433847,13,,,,,,,,4uuq2zuhmlbg7kh85v5l8723u,D. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534978361,19,15,1,2,32,6gaq85erpkvbyxvivd96wuw44,1,78.4,48.5,2023-04-16T23:38:08.738Z,2023-04-22T11:58:35Z,4197437023,458,,4197435875,18,,4197437025,146,83.8,4197437019,102,51.0,4197435873,26,,4197437029,230,98.9,4197436895,82,,4197437035,233,11,9mykkeqzvaf8r8lb3qidk8ro4,L. Mallé,,4197436891,72,4197437031,231,48.7,4197437027,147,4197437021,103,19,4197437017,78,,49.3,4197435877,56,Center,,,,,,,,,,
2534978365,11,10,1,2,32,7pmw399vh2v44cjle4fkklp1w,1,20.6,48.4,2023-04-16T23:38:08.838Z,2023-04-22T12:00:12Z,4197435903,56,Back,4197436915,233,19,4197435901,94,,4207944705,239,,,,,,,,,,,,,,7gmf2omch4d84vwb55m2apt9m,J. Castilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534978429,12,43,1,2,39,7pmw399vh2v44cjle4fkklp1w,1,0,0,2023-04-16T23:38:16.249Z,2023-04-16T23:38:28Z,4197436565,144,45,4197436247,56,Back,4197436249,285,0,4197436259,233,20,,,,,,,,,,,,,6lyedmu2vuf7jig3jmhz9b4ve,D. van der Kust,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534978423,20,3,1,2,39,6gaq85erpkvbyxvivd96wuw44,0,93.8,25.6,2023-04-16T23:38:16.249Z,2023-04-22T12:00:27Z,4197436219,56,Center,4207947059,465,,4197436871,233,13,4197436221,286,,,,,,,,,,,,,,c2pi2xabsj7qnewpbdc3qeqz8,J. Batioja,,,,,,,,,,,,,,,,,,,,,,,,,,,,
