id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2530038355,123,1,1,14,1,7pmw399vh2v44cjle4fkklp1w,1,28.3,81.4,2023-04-08T00:19:27.241Z,2023-04-08T00:19:31Z,4171236593,212,12.2,4171236587,56,Back,4171236591,141,64.2,4171236589,140,31.7,4171236595,213,5.0,,,,,,,,,,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038361,124,1,1,14,5,7pmw399vh2v44cjle4fkklp1w,1,36.2,50,2023-04-08T00:19:30.905Z,2023-04-08T00:19:33Z,4171236637,213,4.8,4171236635,212,29.3,4171236629,56,Back,4171236631,140,39.1,4171236633,141,7.1,,,,,,,,,,7gmf2omch4d84vwb55m2apt9m,J. Castilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038371,125,1,1,14,7,7pmw399vh2v44cjle4fkklp1w,1,39.1,7.1,2023-04-08T00:19:33.625Z,2023-04-08T00:19:35Z,4171236681,212,10.0,4171236677,140,48.3,4171236675,56,Back,4171236683,213,6.0,4171236679,141,3.5,,,,,,,,,,3acyax22zfwdjw0cpgg4x7dre,J. Juarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038381,126,1,1,14,9,7pmw399vh2v44cjle4fkklp1w,1,48.3,3.5,2023-04-08T00:19:35.273Z,2023-04-08T00:19:37Z,4171236733,212,7.2,4171236729,140,41.5,4171236727,56,Back,4171236735,213,3.3,4171236731,141,2.3,,,,,,,,,,eehmjxbl4xwc3mz1geibnszkk,P. Ndoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038413,127,1,1,14,11,7pmw399vh2v44cjle4fkklp1w,1,41.1,2.3,2023-04-08T00:19:37.273Z,2023-04-08T00:19:40Z,4171236887,213,2.5,4171236885,212,24.9,4171236881,140,21.7,4171236883,141,23.4,4171236879,56,Back,,,,,,,,,,3acyax22zfwdjw0cpgg4x7dre,J. Juarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038431,128,1,1,14,15,7pmw399vh2v44cjle4fkklp1w,0,23.5,23.4,2023-04-08T00:19:40.730Z,2023-04-08T00:19:43Z,4171236953,141,70.5,4171236959,1,,4171236947,155,,4171236949,56,Back,4171236957,213,1.2,4171236955,212,34.1,4171236951,140,34.6,,,,52zm1dgc5jge02cdhzptghq3u,M. Murana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532551819,948,1,1,14,17,dqx48fglv1l96cyrmjdod0xec,0,61.2,24.5,2023-04-08T00:19:42.796Z,2023-04-12T12:36:26Z,4184532981,212,12.0,4184532975,140,65.3,4184532969,56,Center,4184532979,141,40.9,4184532983,213,1.2,,,,,,,,,,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038435,129,61,1,14,18,7pmw399vh2v44cjle4fkklp1w,1,30.8,60.3,2023-04-08T00:19:44.293Z,2023-04-12T12:36:31Z,4171236967,56,Back,,,,,,,,,,,,,,,,,,,,,,4e4c7mr0ljxxmt53k0wsqg4r8,C. Auguste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038433,129,49,1,14,19,dqx48fglv1l96cyrmjdod0xec,1,64.1,24.7,2023-04-08T00:19:45.533Z,2023-04-12T12:36:16Z,,,,,,,,,,,,,,,,,,,,,,,,,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038439,130,1,1,14,20,dqx48fglv1l96cyrmjdod0xec,1,65.2,24.1,2023-04-08T00:19:45.949Z,2023-04-12T12:33:30Z,4171236975,212,23.4,4171236977,213,1.4,4171236969,56,Center,4171236971,140,69.2,4171236973,141,57.9,,,,,,,,,,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038445,131,1,1,14,23,dqx48fglv1l96cyrmjdod0xec,0,72,63.4,2023-04-08T00:19:49.181Z,2023-04-12T12:33:54Z,4171237001,141,62.0,4171236999,140,88.6,4171237005,213,6.2,4171236997,56,Center,4171237003,212,17.5,,,,,,,,,,en6q7ddrr22sz6knipkbqhyw9,Wan Kuzain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038449,130,49,1,14,25,7pmw399vh2v44cjle4fkklp1w,1,14.5,24.6,2023-04-08T00:19:51.306Z,2023-04-08T00:19:51Z,,,,,,,,,,,,,,,,,,,,,,,,,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038455,131,1,1,14,25,7pmw399vh2v44cjle4fkklp1w,1,14.5,24.6,2023-04-08T00:19:51.357Z,2023-04-08T00:19:53Z,4171237073,140,27.5,4171237079,213,5.8,4171237075,141,15.3,4171237077,212,15.0,4171237071,56,Back,,,,,,,,,,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038457,132,1,1,14,27,7pmw399vh2v44cjle4fkklp1w,0,27.5,15.3,2023-04-08T00:19:53.145Z,2023-04-08T00:19:54Z,4171237087,141,37.0,4171237085,140,23.5,4171237091,213,1.8,4171237083,56,Back,4171237089,212,15.3,,,,,,,,,,4uuq2zuhmlbg7kh85v5l8723u,D. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038459,132,43,1,14,28,dqx48fglv1l96cyrmjdod0xec,1,0,0,2023-04-08T00:19:54.285Z,2023-04-12T12:36:52Z,4171237105,213,5.1,4171237101,141,66.3,4184533703,144,1,4171237097,56,Center,4171237099,140,73.2,4171237103,212,9.8,,,,,,,6ge4wgnjmai5596imt97hev6y,M. Schneider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038461,133,49,1,14,29,dqx48fglv1l96cyrmjdod0xec,1,73.6,66.3,2023-04-08T00:19:55.097Z,2023-04-08T00:19:55Z,,,,,,,,,,,,,,,,,,,,,,,,,2u05snfruohp5sqhdpy5vvlnu,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038465,134,3,1,14,29,dqx48fglv1l96cyrmjdod0xec,0,77.6,59.9,2023-04-08T00:19:55.406Z,2023-04-12T12:37:02Z,4171237155,233,133,4171237123,286,,4184534011,464,,4171237121,56,Center,,,,,,,,,,,,,2u05snfruohp5sqhdpy5vvlnu,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038467,133,7,1,14,29,7pmw399vh2v44cjle4fkklp1w,1,22.4,40.1,2023-04-08T00:19:55.407Z,2023-04-12T12:38:31Z,4171237137,233,134,4184536433,384,,4171237127,285,,4171237125,56,Back,,,,,,,,,,,,,4e4c7mr0ljxxmt53k0wsqg4r8,C. Auguste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038469,134,3,1,14,31,7pmw399vh2v44cjle4fkklp1w,0,26.7,39.2,2023-04-08T00:19:56.910Z,2023-04-12T13:25:28Z,4184602017,233,135,4184536611,465,,4171237129,56,Back,4171237131,285,,,,,,,,,,,,,,7gmf2omch4d84vwb55m2apt9m,J. Castilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038471,135,7,1,14,31,dqx48fglv1l96cyrmjdod0xec,0,73.3,60.8,2023-04-08T00:19:56.911Z,2023-04-12T12:38:42Z,4171237135,286,,4184536757,385,,4171237133,56,Center,4171237149,233,134,,,,,,,,,,,,,2u05snfruohp5sqhdpy5vvlnu,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532552715,878,1,1,14,32,7pmw399vh2v44cjle4fkklp1w,1,20.5,38.3,2023-04-08T00:19:58.446Z,2023-04-12T12:39:15Z,4184537575,141,44.4,4184537577,212,5.1,4184537571,56,Back,4184537573,140,23.3,4184537579,213,1.0,,,,,,,,,,52zm1dgc5jge02cdhzptghq3u,M. Murana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038477,135,3,1,14,34,7pmw399vh2v44cjle4fkklp1w,1,25.6,42.6,2023-04-08T00:20:00.281Z,2023-04-12T12:39:16Z,4171237183,285,,4171237193,233,136,4184537591,464,,4171237181,56,Back,,,,,,,,,,,,,7gmf2omch4d84vwb55m2apt9m,J. Castilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038481,136,45,1,14,34,dqx48fglv1l96cyrmjdod0xec,0,74.4,57.4,2023-04-08T00:20:00.281Z,2023-04-08T00:20:02Z,4171237197,233,135,4171237187,286,,4171237185,56,Center,,,,,,,,,,,,,,,,6xup3kf24zfblj7gnqvrm33f8,A. Palazzolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038479,136,49,1,14,35,7pmw399vh2v44cjle4fkklp1w,1,28.6,44.9,2023-04-08T00:20:00.794Z,2023-04-08T00:20:01Z,,,,,,,,,,,,,,,,,,,,,,,,,7gmf2omch4d84vwb55m2apt9m,J. Castilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038491,137,4,1,14,37,7pmw399vh2v44cjle4fkklp1w,1,34.2,57.7,2023-04-08T00:20:02.874Z,2023-04-08T00:20:06Z,4171237329,286,,4171237287,56,Back,4171237285,294,,4171237289,152,,4171237283,13,,4171237325,233,137,,,,,,,7gmf2omch4d84vwb55m2apt9m,J. Castilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038497,137,4,1,14,37,dqx48fglv1l96cyrmjdod0xec,0,65.8,42.3,2023-04-08T00:20:02.875Z,2023-04-12T15:39:28Z,4171237311,13,,4171237315,56,Center,4171237317,152,,4171237331,233,137,4171237319,285,,4171237313,294,,,,,,,,6ge4wgnjmai5596imt97hev6y,M. Schneider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038519,138,43,1,14,44,7pmw399vh2v44cjle4fkklp1w,1,0,0,2023-04-08T00:20:10.410Z,2023-04-08T00:20:18Z,4171237425,56,Back,4171237427,140,33.4,4171237501,144,1,4171237421,5,0,4171237431,212,7.5,4171237433,213,5.3,4171237429,141,70.2,4171237423,152,0,erwor15ez2ech6aoyxoeyix62,I. LeFlore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038687,139,1,1,15,29,7pmw399vh2v44cjle4fkklp1w,0,33.7,79.9,2023-04-08T00:20:55.396Z,2023-04-12T12:40:22Z,4171238287,140,84.9,4171238293,213,6.1,4171238285,56,Center,4171238281,155,,4171238289,141,62.1,4171238295,1,,4171238283,152,,4171238291,212,55.1,9imj5ig0i01uljnd3gd2cz1m,T. Maples,4171238279,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038699,138,1,1,15,32,dqx48fglv1l96cyrmjdod0xec,1,16.7,37.9,2023-04-08T00:20:58.304Z,2023-04-08T00:20:59Z,4171238373,213,5.3,4171238359,140,22.5,4171238365,141,23.0,4171238351,3,,4171238355,56,Back,4171238369,212,11.8,,,,,,,910fd7rfysvvfzp2s1ywna5pm,M. Wentzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038711,139,1,1,15,34,dqx48fglv1l96cyrmjdod0xec,1,22.5,23.1,2023-04-08T00:20:59.792Z,2023-04-08T00:21:01Z,4171238421,56,Back,4171238419,3,,4171238425,141,36.6,4171238427,212,11.4,4171238423,140,29.0,4171238429,213,0.9,,,,,,,4s56s6f9nw96wergw7ix5zp0q,O. O'Malley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038719,140,1,1,15,35,dqx48fglv1l96cyrmjdod0xec,1,29.2,36.4,2023-04-08T00:21:00.976Z,2023-04-08T00:21:02Z,4171238455,3,,4171238457,56,Back,4171238463,212,9.8,4171238461,141,24.3,4171238465,213,4.1,4171238459,140,24.2,,,,,,,6xup3kf24zfblj7gnqvrm33f8,A. Palazzolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038723,141,49,1,15,36,dqx48fglv1l96cyrmjdod0xec,1,24.5,24.7,2023-04-08T00:21:01.935Z,2023-04-08T00:21:02Z,,,,,,,,,,,,,,,,,,,,,,,,,4s56s6f9nw96wergw7ix5zp0q,O. O'Malley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038733,142,1,1,15,36,dqx48fglv1l96cyrmjdod0xec,0,24.5,24.7,2023-04-08T00:21:02.288Z,2023-04-08T00:21:05Z,4171238501,56,Center,4171238507,212,50.1,4171238505,141,24.4,4171238499,157,,4171238511,1,,4171238503,140,72.2,4171238509,213,6.3,,,,4s56s6f9nw96wergw7ix5zp0q,O. O'Malley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038731,140,49,1,15,39,7pmw399vh2v44cjle4fkklp1w,1,29,72.9,2023-04-08T00:21:05.356Z,2023-04-08T00:21:05Z,,,,,,,,,,,,,,,,,,,,,,,,,52zm1dgc5jge02cdhzptghq3u,M. Murana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038745,141,1,1,15,41,7pmw399vh2v44cjle4fkklp1w,1,27.5,77.5,2023-04-08T00:21:07.356Z,2023-04-12T12:40:46Z,4184540189,157,,4184540191,1,,4171238559,56,Back,4171238565,212,16.7,4171238567,213,6.0,4171238561,140,42.6,4171238563,141,69.6,,,,52zm1dgc5jge02cdhzptghq3u,M. Murana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038751,142,1,1,15,42,7pmw399vh2v44cjle4fkklp1w,0,42.6,69.6,2023-04-08T00:21:08.555Z,2023-04-08T00:21:09Z,4171238603,212,8.5,4171238597,56,Back,4171238605,213,3.9,4171238599,140,36.8,4171238601,141,60.8,,,,,,,,,,4e4c7mr0ljxxmt53k0wsqg4r8,C. Auguste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038753,143,49,1,15,43,dqx48fglv1l96cyrmjdod0xec,1,63.7,46.3,2023-04-08T00:21:09.359Z,2023-04-08T00:21:09Z,,,,,,,,,,,,,,,,,,,,,,,,,6ge4wgnjmai5596imt97hev6y,M. Schneider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038775,144,1,1,15,46,dqx48fglv1l96cyrmjdod0xec,1,62.6,65.1,2023-04-08T00:21:12.351Z,2023-04-08T00:21:13Z,4171238695,140,68.8,4171238697,141,62.6,4171238693,56,Center,4171238701,213,6.0,4171238699,212,6.7,,,,,,,,,,6ge4wgnjmai5596imt97hev6y,M. Schneider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038781,145,1,1,15,48,dqx48fglv1l96cyrmjdod0xec,0,67.8,61.7,2023-04-08T00:21:13.856Z,2023-04-08T00:21:14Z,4171238723,141,42.2,4171238727,213,5.0,4171238725,212,13.8,4171238721,140,71.4,4171238719,56,Center,,,,,,,,,,en6q7ddrr22sz6knipkbqhyw9,Wan Kuzain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038783,143,8,1,15,49,7pmw399vh2v44cjle4fkklp1w,1,24.3,60.9,2023-04-08T00:21:14.796Z,2023-04-12T12:41:06Z,4171238729,56,Back,4184540929,383,,,,,,,,,,,,,,,,,,,,52zm1dgc5jge02cdhzptghq3u,M. Murana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038787,144,49,1,15,49,7pmw399vh2v44cjle4fkklp1w,1,25,62.9,2023-04-08T00:21:15.308Z,2023-04-08T00:21:15Z,,,,,,,,,,,,,,,,,,,,,,,,,52zm1dgc5jge02cdhzptghq3u,M. Murana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038809,145,1,1,15,49,7pmw399vh2v44cjle4fkklp1w,1,25,62.9,2023-04-08T00:21:15.499Z,2023-04-08T00:21:19Z,4171238857,140,43.7,4171238855,56,Back,4171238863,213,6.2,4171238859,141,59.6,4171238861,212,19.8,,,,,,,,,,52zm1dgc5jge02cdhzptghq3u,M. Murana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038811,146,1,1,15,54,7pmw399vh2v44cjle4fkklp1w,0,40.7,39.4,2023-04-08T00:21:19.837Z,2023-04-12T12:41:20Z,4171239421,140,51.6,4171238867,56,Center,4171239425,212,11.5,4171239427,213,6.2,4171239423,141,38.0,,,,,,,,,,6oia90bi52zwmgdlvcvfnj1pm,J. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038833,146,43,1,15,54,dqx48fglv1l96cyrmjdod0xec,1,0,0,2023-04-08T00:21:19.838Z,2023-04-08T00:21:41Z,4171238951,56,Center,4171239515,144,7,4171238999,233,146,4171238953,285,0,,,,,,,,,,,,,en6q7ddrr22sz6knipkbqhyw9,Wan Kuzain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038837,147,49,1,15,58,dqx48fglv1l96cyrmjdod0xec,1,45.4,59.1,2023-04-08T00:21:23.937Z,2023-04-08T00:21:24Z,,,,,,,,,,,,,,,,,,,,,,,,,272xwghmibw1wnptcoz6xpex,A. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038855,148,1,1,15,58,dqx48fglv1l96cyrmjdod0xec,1,44.9,58.5,2023-04-08T00:21:24.191Z,2023-04-08T00:21:25Z,4171239061,140,35.8,4171239067,213,3.9,4171239059,56,Back,4171239065,212,13.7,4171239063,141,44.0,,,,,,,,,,272xwghmibw1wnptcoz6xpex,A. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038869,149,1,1,16,0,dqx48fglv1l96cyrmjdod0xec,1,35.8,43.7,2023-04-08T00:21:25.809Z,2023-04-08T00:21:28Z,4171239133,56,Center,4171239139,212,33.8,4171239141,213,0.7,4171239143,1,,4171239131,155,,4171239137,141,77.2,4171239135,140,59.6,,,,910fd7rfysvvfzp2s1ywna5pm,M. Wentzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038889,150,1,1,16,3,dqx48fglv1l96cyrmjdod0xec,1,59,82.1,2023-04-08T00:21:28.832Z,2023-04-08T00:21:32Z,4171239249,141,88.3,4171239253,213,2.9,4171239247,140,41.0,4171239245,56,Back,4171239251,212,19.4,,,,,,,,,,en6q7ddrr22sz6knipkbqhyw9,Wan Kuzain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038907,151,1,1,16,6,dqx48fglv1l96cyrmjdod0xec,1,35.1,87.4,2023-04-08T00:21:32.192Z,2023-04-08T00:21:35Z,4171239333,140,28.6,4171239339,213,3.6,4171239331,56,Back,4171239335,141,82.9,4171239337,212,7.5,,,,,,,,,,2hdg94moevfpp12pbwjg1ypec,F. Volmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530038977,152,1,1,16,10,dqx48fglv1l96cyrmjdod0xec,1,26.3,77.6,2023-04-08T00:21:35.856Z,2023-04-08T00:21:46Z,4171239593,140,7.0,4171239599,213,3.9,4171239591,56,Back,4171239597,212,28.2,4171239595,141,48.8,,,,,,,,,,272xwghmibw1wnptcoz6xpex,A. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530039017,153,1,1,16,20,dqx48fglv1l96cyrmjdod0xec,1,8.8,50.7,2023-04-08T00:21:46.097Z,2023-04-08T00:21:52Z,4171239769,155,,4171239775,140,55.2,4171239777,141,70.0,4171239781,213,0.3,4171239783,1,,4171239773,56,Center,4171239779,212,50.5,,,,brbc088u7sq9wh9d9gkonn5gq,C. Olivares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530039019,154,1,1,16,26,dqx48fglv1l96cyrmjdod0xec,0,55.2,70,2023-04-08T00:21:52.577Z,2023-04-08T00:21:53Z,4171239791,56,Left,4171239789,168,,4171239795,141,79.3,4171239797,212,16.0,4171239799,213,0.4,4171239793,140,69.2,4171239787,3,,,,,9k050zmkegfu3gdw2b4g4uwwk,C. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530039021,147,49,1,16,27,7pmw399vh2v44cjle4fkklp1w,1,29.6,15.9,2023-04-08T00:21:52.956Z,2023-04-08T00:21:53Z,,,,,,,,,,,,,,,,,,,,,,,,,3acyax22zfwdjw0cpgg4x7dre,J. Juarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530039041,148,1,1,16,27,7pmw399vh2v44cjle4fkklp1w,1,29.6,15.9,2023-04-08T00:21:53.053Z,2023-04-08T00:21:55Z,4171239909,141,29.1,4171239911,212,9.5,4171239913,213,1.9,4171239907,140,26.7,4171239905,56,Back,,,,,,,,,,3acyax22zfwdjw0cpgg4x7dre,J. Juarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530039075,149,1,1,16,29,7pmw399vh2v44cjle4fkklp1w,1,27.1,30.7,2023-04-08T00:21:55.453Z,2023-04-08T00:21:59Z,4171240069,56,Back,4171240071,140,31.3,4171240075,212,15.7,4171240077,213,5.0,4171240073,141,8.5,,,,,,,,,,52zm1dgc5jge02cdhzptghq3u,M. Murana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530039093,150,1,1,16,33,7pmw399vh2v44cjle4fkklp1w,1,31.2,8.5,2023-04-08T00:21:59.612Z,2023-04-08T00:22:02Z,4171240163,56,Back,4171240169,212,15.4,4171240171,213,2.3,4171240165,140,21.1,4171240167,141,25.0,,,,,,,,,,3acyax22zfwdjw0cpgg4x7dre,J. Juarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530039129,151,1,1,16,36,7pmw399vh2v44cjle4fkklp1w,1,21.5,26.1,2023-04-08T00:22:01.997Z,2023-04-08T00:22:06Z,4171240311,212,27.7,4171240309,141,66.6,4171240307,140,24.0,4171240305,56,Back,4171240313,213,1.5,,,,,,,,,,52zm1dgc5jge02cdhzptghq3u,M. Murana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530039149,152,1,1,16,40,7pmw399vh2v44cjle4fkklp1w,1,26.9,69.9,2023-04-08T00:22:06.077Z,2023-04-08T00:22:09Z,4171240413,213,0.6,4171240409,141,97.1,4171240407,140,54.0,4171240405,56,Left,4171240415,1,,4171240411,212,33.9,,,,,,,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532553739,879,3,1,16,44,7pmw399vh2v44cjle4fkklp1w,1,54.8,96,2023-04-08T00:22:10.016Z,2023-04-12T13:25:28Z,4184543113,56,Left,4184543345,464,,4184543115,286,,4184602023,233,949,,,,,,,,,,,,,erwor15ez2ech6aoyxoeyix62,I. LeFlore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532553745,949,45,1,16,44,dqx48fglv1l96cyrmjdod0xec,0,45.2,4,2023-04-08T00:22:10.016Z,2023-04-12T13:25:29Z,4184543151,56,Back,4184543153,285,,4184602049,233,879,,,,,,,,,,,,,,,,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530039165,153,1,1,16,45,7pmw399vh2v44cjle4fkklp1w,1,47.1,93.9,2023-04-08T00:22:10.869Z,2023-04-12T12:42:50Z,4171240483,212,14.2,4171240479,140,44.7,4171240485,213,4.5,4171240481,141,73.3,4171240477,56,Back,,,,,,,,,,erwor15ez2ech6aoyxoeyix62,I. LeFlore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530039179,154,1,1,16,46,7pmw399vh2v44cjle4fkklp1w,1,43.8,70.3,2023-04-08T00:22:12.461Z,2023-04-08T00:22:16Z,4171240543,140,35.6,4171240549,213,4.3,4171240545,141,40.0,4171240547,212,22.3,4171240541,56,Back,,,,,,,,,,4e4c7mr0ljxxmt53k0wsqg4r8,C. Auguste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530039199,155,1,1,16,50,7pmw399vh2v44cjle4fkklp1w,1,37.8,35.1,2023-04-08T00:22:15.949Z,2023-04-08T00:22:18Z,4171240621,141,5.3,4171240619,140,50.1,4171240625,213,5.3,4171240617,56,Right,4171240623,212,24.0,,,,,,,,,,52zm1dgc5jge02cdhzptghq3u,M. Murana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530039215,156,1,1,16,52,7pmw399vh2v44cjle4fkklp1w,1,59.4,3.1,2023-04-08T00:22:18.605Z,2023-04-08T00:22:20Z,4171240713,213,0.8,4171240687,56,Right,4171240693,212,14.4,4171240691,141,18.6,4171240689,140,68.8,,,,,,,,,,3acyax22zfwdjw0cpgg4x7dre,J. Juarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530039223,157,1,1,16,54,7pmw399vh2v44cjle4fkklp1w,1,68.8,18.6,2023-04-08T00:22:19.965Z,2023-04-08T00:22:21Z,4171240729,212,6.4,4171240731,213,3.6,4171240723,56,Right,4171240727,141,14.1,4171240725,140,63.4,,,,,,,,,,7gmf2omch4d84vwb55m2apt9m,J. Castilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530039233,158,1,1,16,55,7pmw399vh2v44cjle4fkklp1w,1,63.4,14.1,2023-04-08T00:22:20.830Z,2023-04-08T00:22:23Z,4171240775,212,12.1,4171240771,140,58.8,4171240769,56,Center,4171240773,141,30.4,4171240779,213,2.0,,,,,,,,,,eehmjxbl4xwc3mz1geibnszkk,P. Ndoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530039259,159,1,1,16,57,7pmw399vh2v44cjle4fkklp1w,1,59.2,31,2023-04-08T00:22:22.894Z,2023-04-08T00:22:28Z,4171240871,155,,4171240877,141,81.2,4171240875,140,83.4,4171240881,213,0.9,4171240883,1,,4171240873,56,Left,4171240879,212,42.6,,,,4e4c7mr0ljxxmt53k0wsqg4r8,C. Auguste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
