id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2541938355,1,34,16,0,0,erwnez7ksfkns4dqmyr1fhbe,1,0,0,2023-04-30T20:11:50.245Z,2023-04-30T22:08:51Z,4241420331,30,"e4xcds6mws71mpp0lskbft9wq, 2dpxsh3ijdwmlkdi1xgiefpqs, cla0i94uyddjw7jzqoyfsplre, dowfebdy2qnsz8hkj0ilrux62, d3gmzmf34c6o8vzngnf7ishlg, 8pzkxfe5txe71u08n67d8k1uy, a63su8pudaernrvj1fi9006qc, bvk07vv7fbe5xsrf9j2rb0ueh, eg5gobm8zylt21enud00dfnmy, 1b9b97pxox77ia41cilqqm4iy, cbjd834y2hdx5jr3bda1zz6ga, 4ysjz78ep100dov88zn3kgz6c, 5gpjbhk7vnf6thpu3kdg9tkic, ewcakfzpjc85xasxgu3y8bc6i, 1t3t2flgpaqgrhgj2wvwja3ca, astn4ytzoaav30ifi17s4dn8, 7inaxcmnecufn8ast6amh6jqi, 1il2dly52mh3f4p2yozilywic, a29pwoud2d1pgg0f4rroww2s4",4241420333,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4241420341,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4241685751,194,dowfebdy2qnsz8hkj0ilrux62,4241685753,197,6108,4241420339,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4241420335,59,"23, 38, 37, 14, 24, 4, 7, 5, 9, 8, 21, 3, 6, 11, 12, 18, 22, 34, 46",4241420337,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541938423,1,34,16,0,0,1zgjjyruyufrkh4xjvryqsb1i,1,0,0,2023-04-30T20:11:57.108Z,2023-04-30T22:09:58Z,4241420753,59,"76, 39, 80, 21, 34, 35, 41, 36, 32, 14, 56, 23, 22, 24, 38, 43, 49, 52, 62, 98",4241420751,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4241685511,194,5kxl3fn1tkzy8n831aql93a0a,4241420759,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4241420755,130,2,4241420749,30,"2y9o7d8tm1f8fnp6jewxzifis, 2qz3ojbfedl8psp1tvq0183ro, 9gpx3gj4k8qm64k1uc7rqg4tm, 8bfew6mf9m26cj07fq32uf2wa, 5kxl3fn1tkzy8n831aql93a0a, anht193qhditit6wpsexoep2i, 45v94x6b8g7n4xa3lsfdp6pzo, 3jpuce48mnz925asuabl607ze, 7nd2w9ipveb6nfo413i8focus, b8dezhr1wmfql8bw3b0pu1bhm, 7bodno8j3qjiqp9wy8kobwmqc, 8lrn7x6cmdlbetphm91ubctbe, 1rknkp6cfxg6powoea2tttoiy, 793bjb2bgku4cw2iu6k1fxcve, cykl5dz1d2v4qc2pit2med27e, 82h370aim64ufe2pugftbfxg4, 6tzlquo1jkhqmp996ow79kjro, do5q14naxm61jw8px8qvacn4k, ccecsvksezyg4j2tremi3inhm, 1o7iht0ow216jvo5qm64akup6",4241682779,197,19014,4241420757,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986717,2,32,1,0,0,1zgjjyruyufrkh4xjvryqsb1i,1,0,0,2023-04-30T22:05:42.969Z,2023-04-30T22:05:43Z,4241689375,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986727,2,32,1,0,0,erwnez7ksfkns4dqmyr1fhbe,1,0,0,2023-04-30T22:05:42.969Z,2023-04-30T22:05:44Z,4241689419,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986745,3,1,1,0,0,erwnez7ksfkns4dqmyr1fhbe,1,50.1,50,2023-04-30T22:05:43.069Z,2023-04-30T22:05:47Z,4241689521,56,Back,4241689529,213,3.6,4241689523,140,35.1,4241689525,141,39.4,4241689531,279,S,4241689527,212,17.3,,,,,,,eg5gobm8zylt21enud00dfnmy,K. Tmimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986777,4,1,1,0,4,erwnez7ksfkns4dqmyr1fhbe,1,35.1,40.6,2023-04-30T22:05:47.084Z,2023-04-30T22:05:50Z,4241689687,141,60.3,4241689691,213,2.1,4241689689,212,15.2,4241689685,140,28.3,4241689683,56,Back,,,,,,,,,,bvk07vv7fbe5xsrf9j2rb0ueh,T. Tiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986813,5,1,1,0,7,erwnez7ksfkns4dqmyr1fhbe,1,25.4,63.6,2023-04-30T22:05:50.076Z,2023-04-30T22:05:54Z,4241689865,141,25.1,4241689869,213,4.5,4241689861,56,Back,4241689863,140,20.6,4241689867,212,26.7,,,,,,,,,,8pzkxfe5txe71u08n67d8k1uy,E. Morales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986853,6,1,1,0,11,erwnez7ksfkns4dqmyr1fhbe,1,20.7,29.2,2023-04-30T22:05:54.828Z,2023-04-30T22:05:58Z,4241690047,141,72.0,4241690045,140,22.6,4241690049,212,29.2,4241690051,213,1.5,4241690043,56,Back,,,,,,,,,,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986883,7,1,1,0,15,erwnez7ksfkns4dqmyr1fhbe,1,23.1,72.3,2023-04-30T22:05:58.652Z,2023-04-30T22:06:02Z,4241690165,213,0.7,4241690159,140,38.7,4241690163,212,21.9,4241690161,141,93.6,4241690157,56,Back,,,,,,,,,,8pzkxfe5txe71u08n67d8k1uy,E. Morales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986935,8,1,1,0,19,erwnez7ksfkns4dqmyr1fhbe,1,39.4,93.2,2023-04-30T22:06:02.093Z,2023-04-30T22:06:07Z,4241690409,140,21.9,4241690415,213,3.4,4241690413,212,18.9,4241690411,141,86.6,4241690407,56,Back,,,,,,,,,,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
