id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2442703019,6,1,1,0,9,920raeoumft3q2wmvc296uceo,1,34.6,15.4,2022-08-06T16:20:17.887Z,2022-08-07T13:12:12Z,3688185649,141,6.8,3690705701,178,,3688185653,212,5.9,3688185647,140,35.2,3688185645,56,Back,3688185655,213,4.8,,,,,,,7xw0h0pegzhoix5hb4hipj2l1,A. Gholizadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703037,7,1,1,0,12,920raeoumft3q2wmvc296uceo,1,28.5,6,2022-08-06T16:20:20.764Z,2022-08-07T13:12:11Z,3688185747,141,24.0,3688185755,213,0.6,3688185751,212,23.0,3690705731,178,,3688185743,140,47.1,3688185741,56,Back,,,,,,,6n1rvd0axpp159h9wkkd7lwfe,K. Nkuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703055,8,1,1,0,14,920raeoumft3q2wmvc296uceo,1,42,20.4,2022-08-06T16:20:22.529Z,2022-08-07T13:12:10Z,3688185849,140,41.5,3688185853,141,39.1,3688185845,56,Back,3690705795,178,,3688185855,212,12.7,3688185857,213,1.6,,,,,,,bz77hr28a1yskifpuvzu8smsq,Y. Badji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703067,9,1,1,0,14,920raeoumft3q2wmvc296uceo,1,38.5,33.8,2022-08-06T16:20:23.279Z,2022-08-07T13:12:10Z,3688185893,140,37.2,3688185889,56,Back,3688185899,141,30.3,3688185913,213,4.2,3690705849,178,,3688185907,212,2.7,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703097,10,1,1,0,16,920raeoumft3q2wmvc296uceo,1,34.6,27.1,2022-08-06T16:20:24.484Z,2022-08-07T13:12:09Z,3688186053,213,2.2,3688186051,212,19.4,3688186049,141,50.0,3690705891,178,,3688186047,140,23.6,3688186045,56,Back,,,,,,,e2nb1takpw6q7f6txp8xbfkk5,R. Morioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703131,11,1,1,0,17,920raeoumft3q2wmvc296uceo,1,24.8,43.3,2022-08-06T16:20:26.220Z,2022-08-07T13:12:09Z,3690705945,178,,3688186239,140,26.1,3688186243,212,22.9,3688186241,141,76.9,3688186237,56,Back,3688186245,213,1.5,,,,,,,ae26s08xs4l50sfm0r6jbsley,S. Andreou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703153,12,1,1,0,21,920raeoumft3q2wmvc296uceo,1,35.3,76.9,2022-08-06T16:20:29.754Z,2022-08-07T13:12:08Z,3688186415,212,12.9,3688186417,213,1.0,3688186409,56,Back,3690705987,178,,3688186413,141,92.3,3688186411,140,42.4,,,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703157,13,1,1,0,23,920raeoumft3q2wmvc296uceo,0,41.7,97.9,2022-08-06T16:20:32.020Z,2022-08-07T13:12:07Z,3690706017,178,,3688186437,140,41.1,3688186435,56,Back,3688186441,212,11.8,3688186443,213,4.7,3688186439,141,80.6,,,,,,,4pbx40gvdmacim2n0k2qt41cl,J. Kayembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703227,6,1,1,0,24,2b57rbw94i9ohnbch52owvqtq,1,58.7,16.4,2022-08-06T16:20:32.999Z,2022-08-07T13:12:07Z,3688186687,141,11.7,3688186685,140,75.9,3688186689,212,18.3,3688186691,213,6.1,3688186683,56,Right,3690706087,178,,,,,,,,8thfkx6q306ewh6mlba8ztqzt,A. Amade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703231,7,49,1,0,26,2b57rbw94i9ohnbch52owvqtq,1,66.4,2.8,2022-08-06T16:20:35.199Z,2022-08-07T13:12:07Z,,,,,,,,,,,,,,,,,,,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443176923,797,43,1,0,26,2b57rbw94i9ohnbch52owvqtq,1,0,0,2022-08-06T16:20:35.227Z,2022-08-07T10:25:15Z,3690739353,233,1065,3690816577,144,67,,,,,,,,,,,,,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443176919,1065,43,1,0,26,920raeoumft3q2wmvc296uceo,1,0,0,2022-08-06T16:20:35.228Z,2022-08-07T10:25:15Z,3690739357,233,797,3690816565,144,67,,,,,,,,,,,,,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703255,8,3,1,0,26,2b57rbw94i9ohnbch52owvqtq,1,66.7,2.6,2022-08-06T16:20:35.267Z,2022-08-07T13:12:06Z,3690600015,465,,3688186799,56,Right,3688186801,286,,3688186807,233,14,3690706311,178,,,,,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703223,14,45,1,0,26,920raeoumft3q2wmvc296uceo,0,33.3,97.4,2022-08-06T16:20:35.267Z,2022-08-07T13:12:06Z,3688186831,233,8,3688186669,285,,3688186667,56,Back,,,,,,,,,,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703269,9,1,1,0,29,2b57rbw94i9ohnbch52owvqtq,0,79,3.5,2022-08-06T16:20:37.460Z,2022-08-07T13:12:05Z,3688186917,56,Right,3688186925,213,0.6,3688186919,140,92.7,3688186923,212,17.1,3688186921,141,17.0,3690706415,178,,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703271,15,8,1,0,29,920raeoumft3q2wmvc296uceo,1,17.4,90.8,2022-08-06T16:20:37.939Z,2022-08-07T13:12:05Z,3690706499,178,,3688186929,56,Back,3690600097,385,,,,,,,,,,,,,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703313,10,5,1,0,30,2b57rbw94i9ohnbch52owvqtq,1,90.2,-2,2022-08-06T16:20:39.149Z,2022-08-07T09:02:24Z,3688187151,347,,3688187149,56,Right,3688187163,233,16,,,,,,,,,,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703279,16,5,1,0,30,920raeoumft3q2wmvc296uceo,0,9.8,102,2022-08-06T16:20:39.149Z,2022-08-07T09:02:24Z,3688187185,233,10,3688186983,347,,3688186981,56,Back,,,,,,,,,,,,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703409,11,1,1,0,40,2b57rbw94i9ohnbch52owvqtq,1,89.7,0,2022-08-06T16:20:49.237Z,2022-08-07T13:12:05Z,3688187633,56,Right,3688187629,107,,3688187639,212,12.0,3688187641,213,1.7,3688187635,140,88.5,3688187637,141,15.6,,,,,,,5ghjnuqhf7kvbwqlo8jqv0bqi,R. D'Haese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703419,12,1,1,0,42,2b57rbw94i9ohnbch52owvqtq,1,88,7.6,2022-08-06T16:20:50.571Z,2022-08-07T13:12:04Z,3690706695,178,,3688187679,56,Right,3688187687,212,2.6,3688187691,213,0.0,3688187683,141,7.7,3688187681,140,90.5,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703427,13,1,1,0,42,2b57rbw94i9ohnbch52owvqtq,1,88.4,0.4,2022-08-06T16:20:51.411Z,2022-08-07T13:12:03Z,3688187749,212,8.2,3688187751,213,1.8,3688187743,56,Right,3688187747,141,12.3,3688187745,140,87.0,3690706777,178,,,,,,,,5ghjnuqhf7kvbwqlo8jqv0bqi,R. D'Haese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703435,14,1,1,0,44,2b57rbw94i9ohnbch52owvqtq,0,83.4,7.5,2022-08-06T16:20:52.971Z,2022-08-07T13:12:03Z,3688188015,233,18,3688188013,236,,3688187789,141,17.0,3688187791,212,7.4,3688187785,56,Right,3690706857,178,,3688187787,140,86.9,3688187793,213,1.1,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,3688188019,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703471,18,74,1,0,44,920raeoumft3q2wmvc296uceo,1,16.7,87.2,2022-08-06T16:20:53.121Z,2022-08-07T13:12:02Z,3688187989,56,Back,3688187991,285,,3690706909,178,,3688188063,233,14,,,,,,,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703525,15,5,1,0,45,2b57rbw94i9ohnbch52owvqtq,1,82.2,-0.9,2022-08-06T16:20:54.400Z,2022-08-07T09:02:54Z,3688188351,347,,3688188349,56,Right,3688188443,233,20,,,,,,,,,,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703533,20,5,1,0,45,920raeoumft3q2wmvc296uceo,0,17.8,100.9,2022-08-06T16:20:54.400Z,2022-08-07T09:02:54Z,3688188461,233,15,3688188387,347,,3688188383,56,Back,,,,,,,,,,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703469,17,43,1,0,46,920raeoumft3q2wmvc296uceo,1,0,0,2022-08-06T16:20:55.219Z,2022-08-06T16:21:02Z,3688187975,56,Back,3688187979,285,0,3688188319,144,7,,,,,,,,,,,,,,,,3bhmh2ks5ma4rqda9zff6w251,S. Knežević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703475,19,43,1,0,49,920raeoumft3q2wmvc296uceo,1,0,0,2022-08-06T16:20:58.019Z,2022-08-06T16:21:00Z,3688188035,141,100.0,3688188027,3,0,3688188037,212,0,3688188225,144,1,3688188029,168,0,3688188039,213,3.1,3688188031,56,Back,3688188033,140,23.8,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703551,16,1,1,0,53,2b57rbw94i9ohnbch52owvqtq,1,84,0,2022-08-06T16:21:02.262Z,2022-08-07T13:12:02Z,3688188469,56,Right,3688188475,212,11.5,3688188477,213,1.5,3688188467,107,,3688188471,140,85.0,3688188473,141,15.2,,,,,,,5ghjnuqhf7kvbwqlo8jqv0bqi,R. D'Haese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703643,17,1,1,0,54,2b57rbw94i9ohnbch52owvqtq,1,81.4,12.2,2022-08-06T16:21:03.142Z,2022-08-07T13:12:02Z,3688188847,213,0.6,3690707157,178,,3688188835,140,89.3,3688188831,56,Right,3688188843,212,9.7,3688188839,141,19.7,,,,,,,8thfkx6q306ewh6mlba8ztqzt,A. Amade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703651,18,3,1,0,55,2b57rbw94i9ohnbch52owvqtq,0,87.9,18.4,2022-08-06T16:21:03.842Z,2022-08-07T13:12:01Z,3688188883,56,Right,3688189989,233,21,3690600423,465,,3690707219,178,,3688188885,286,,,,,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703597,21,7,1,0,55,920raeoumft3q2wmvc296uceo,1,12.1,81.6,2022-08-06T16:21:03.920Z,2022-08-07T13:12:01Z,3688188625,56,Back,3690707291,178,,3688189949,285,,3690600451,383,,3688189971,233,18,,,,,,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703671,19,6,1,0,57,2b57rbw94i9ohnbch52owvqtq,1,88.6,19.2,2022-08-06T16:21:06.400Z,2022-08-07T09:03:22Z,3688188967,75,,3688188969,233,22,3688188965,56,Right,,,,,,,,,,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442703633,22,6,1,0,57,920raeoumft3q2wmvc296uceo,0,11.4,80.8,2022-08-06T16:21:06.400Z,2022-08-07T09:03:22Z,3688188775,56,Back,3688188777,75,,3688188993,233,19,,,,,,,,,,,,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442704107,20,1,1,1,35,2b57rbw94i9ohnbch52owvqtq,0,99.5,0.5,2022-08-06T16:21:43.955Z,2022-08-07T09:03:26Z,3688191205,141,42.2,3688191195,6,,3688191207,212,28.4,3690600603,72,,3688191209,213,1.5,3688191199,223,,3688191203,140,100.0,3688191193,2,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,3690707421,178,3688191201,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442704111,21,5,1,1,37,2b57rbw94i9ohnbch52owvqtq,0,101.4,42,2022-08-06T16:21:45.753Z,2022-08-07T09:03:35Z,3688191225,56,Center,3688191227,346,,3688191261,233,23,,,,,,,,,,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442704101,23,5,1,1,37,920raeoumft3q2wmvc296uceo,1,-1.4,58,2022-08-06T16:21:45.753Z,2022-08-07T09:03:35Z,3688191161,56,Back,3688191163,346,,3688191255,233,21,,,,,,,,,,,,,,,,btyk45f7gmz3ck2dafpp22yg9,H. Koffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442704227,24,1,1,1,44,920raeoumft3q2wmvc296uceo,1,5.7,59.1,2022-08-06T16:21:53.108Z,2022-08-07T13:12:00Z,3688191897,56,Back,3688191895,124,,3688191905,213,1.1,3688191899,140,9.9,3688191903,212,9.7,3688191901,141,71.8,3688191909,237,,,,,btyk45f7gmz3ck2dafpp22yg9,H. Koffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442704303,25,1,1,1,47,920raeoumft3q2wmvc296uceo,1,11.2,76.7,2022-08-06T16:21:56.067Z,2022-08-07T13:12:00Z,3688192199,141,53.4,3688192203,213,5.1,3688192201,212,17.1,3688192197,140,17.2,3688192195,56,Back,3690707721,178,,,,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442704323,26,1,1,1,52,920raeoumft3q2wmvc296uceo,1,20.4,50,2022-08-06T16:22:01.129Z,2022-08-07T13:11:58Z,3688192297,212,20.5,3688192295,141,19.8,3688192299,213,4.7,3690707807,178,,3688192291,56,Back,3688192293,140,20.5,,,,,,,ae26s08xs4l50sfm0r6jbsley,S. Andreou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442704333,27,1,1,1,55,920raeoumft3q2wmvc296uceo,1,18.5,26.2,2022-08-06T16:22:03.916Z,2022-08-07T13:11:58Z,3688192351,56,Back,3688192353,140,18.8,3688192359,213,1.6,3688192357,212,16.1,3688192355,141,49.9,3690707847,178,,,,,,,,3bhmh2ks5ma4rqda9zff6w251,S. Knežević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442704353,28,1,1,1,57,920raeoumft3q2wmvc296uceo,1,18.1,49.2,2022-08-06T16:22:05.980Z,2022-08-07T13:11:57Z,3688192457,213,1.5,3690707885,178,,3688192447,56,Back,3688192453,212,23.5,3688192449,140,19.8,3688192451,141,83.6,,,,,,,ae26s08xs4l50sfm0r6jbsley,S. Andreou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442704405,29,1,1,2,0,920raeoumft3q2wmvc296uceo,1,24.7,80.4,2022-08-06T16:22:09.043Z,2022-08-07T13:11:56Z,3688192681,213,4.5,3690707941,178,,3688192675,141,45.4,3688192671,56,Back,3688192673,140,20.0,3688192679,212,24.3,,,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442704443,30,1,1,2,5,920raeoumft3q2wmvc296uceo,1,27,46,2022-08-06T16:22:14.267Z,2022-08-07T13:11:55Z,3688192881,213,4.6,3688192875,140,24.3,3688192877,141,19.7,3688192873,56,Back,3690708007,178,,3688192879,212,18.1,,,,,,,ae26s08xs4l50sfm0r6jbsley,S. Andreou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442704505,31,1,1,2,9,920raeoumft3q2wmvc296uceo,1,24.7,13.9,2022-08-06T16:22:17.448Z,2022-08-07T13:11:54Z,3688193235,212,27.1,3688193237,213,2.1,3690708057,178,,3688193231,140,11.8,3688193233,141,48.5,3688193229,56,Back,,,,,,,3bhmh2ks5ma4rqda9zff6w251,S. Knežević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442704521,32,1,1,2,14,920raeoumft3q2wmvc296uceo,1,18.8,59.6,2022-08-06T16:22:22.995Z,2022-08-07T13:11:53Z,3688193291,141,84.2,3688193293,212,17.9,3688193289,140,24.9,3688193287,56,Back,3688193295,213,1.2,3690708125,178,,,,,,,,btyk45f7gmz3ck2dafpp22yg9,H. Koffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442704621,33,1,1,2,17,920raeoumft3q2wmvc296uceo,1,26.9,87.8,2022-08-06T16:22:25.971Z,2022-08-07T13:11:52Z,3688193739,56,Back,3688193743,141,55.2,3688193741,140,20.9,3690708205,178,,3688193747,213,4.4,3688193745,212,23.0,,,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442704633,34,1,1,2,23,920raeoumft3q2wmvc296uceo,1,26.2,56.3,2022-08-06T16:22:32.043Z,2022-08-07T13:11:51Z,3688193829,140,30.2,3688193831,141,87.2,3688193833,212,21.4,3688193835,213,1.4,3688193827,56,Back,3690708241,178,,,,,,,,ae26s08xs4l50sfm0r6jbsley,S. Andreou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
