id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2484805019,1,34,16,0,0,2989v3kho9h5jaboe1nr7lx21,1,0,0,2022-11-12T16:41:10.576Z,2022-11-12T17:12:06Z,3911535719,130,12,3911535729,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3911535721,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3911747103,194,4fc3xit5tx2o583prbwhkq8d1,3911535725,197,12101,3911535709,30,"5q4wztjkk6nuwapm7qgey9w45, 9qafk5ke1yzqggkcmf1zqevp, eakj3xa0pa88pajbvasbwqwdm, 12lkxylg8puzxow8ewpsd0b11, 4fc3xit5tx2o583prbwhkq8d1, 3krglbuxncb1fvl3p1sezhoq2, 4rwvkp9xlyv314ceglbauou6t, 7d57au4z5cuxc5k6tu6qgp94a, b24ytr3apnyp7z17c124tu1yi, 9mmwn9yt1olhyr54j45e28xcl, 9rwn5wckqcb5inw1dhhmpj1t5, e5oet393vired282yco4i7gfd, bk9fq3chnhmw3u36qz5vf1vjd, 3i85rbmn6qd5x4y29hk78rmy1, 3hbsrnnpcsjiocm57mcsf36xh, cqpgxrqear6p6pz3p8r3xvh90, 7n75ohdnbi436je81n5f8f9m2, a375qgbjxnpucpz3hprf2fkr9",3911535713,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3911535715,59,"21, 22, 77, 20, 37, 3, 30, 6, 8, 91, 27, 4, 7, 11, 12, 14, 19, 44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484814007,1,34,16,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-11-12T16:45:27.580Z,2022-11-12T17:15:12Z,3911585527,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3911585525,197,5434,3911585523,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3911585515,30,"d5ecnjd6h89iepxrvrlfn97ft, a0ecz4nlxrr62dcwixtmjiwyy, 5wn1xudozb4s78x0m8ch7vn8q, 52qemp1py9mm9unjvxaphv209, 5iuagsqdiiaadb5yuf7r4vzmc, bmbn4q2uorkgosgaig6migpux, 2jhi0lbbo65dsfv4ho9pmlgix, 8jc7tw0nw37trgyli0oyz1soa, 2xba9p5cocj599cltnabjes45, 8d0ffyx2qnnp0limf5aou92ei, 1gzgkjei16r4lt2fvcedy1jvt, b13ly8cuyvgraih4y0wxuami2, enyx6hc9mfglu3w2robv9hd9m, ez9zc94k1nj4qxjf2hrvj5dgq, 3l1v52usaf9mmi9dwowdwv3e, 1e7u0otkuyc81nhumjkcrvmd, 21ipfd9gxws9vqpw9002o8ve1, 7weuixp1j81ga9pjhouf2h2hh",3911585517,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3911585519,59,"1, 34, 23, 4, 66, 5, 22, 14, 10, 36, 9, 7, 8, 11, 17, 19, 21, 28",3911585521,130,18,3911748953,194,8jc7tw0nw37trgyli0oyz1soa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484845133,2,32,1,0,0,2989v3kho9h5jaboe1nr7lx21,1,0,0,2022-11-12T17:15:08.532Z,2022-11-12T23:23:00Z,3911755609,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484845129,2,32,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-11-12T17:15:08.532Z,2022-11-12T17:15:08Z,3911755591,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484845143,3,1,1,0,0,2989v3kho9h5jaboe1nr7lx21,1,50.1,50,2022-11-12T17:15:08.588Z,2022-11-13T04:40:33Z,3911755655,141,56.3,3911755653,140,33.0,3911755663,213,2.9,3913045459,178,,3911755667,279,S,3911755651,56,Back,3911755659,212,18.5,,,,9mmwn9yt1olhyr54j45e28xcl,G. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484845209,4,1,1,0,3,2989v3kho9h5jaboe1nr7lx21,1,29.5,54,2022-11-12T17:15:11.991Z,2022-11-13T09:14:50Z,3911755999,56,Back,3911756001,140,45.1,3913045519,178,,3911756005,212,31.7,3911756003,141,93.9,3911756007,213,1.0,,,,,,,4fc3xit5tx2o583prbwhkq8d1,T. Leistner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484845223,5,3,1,0,6,2989v3kho9h5jaboe1nr7lx21,0,43.8,93.7,2022-11-12T17:15:15.392Z,2022-11-13T09:14:49Z,3911756075,211,,3913045605,178,,3911756067,286,,3912464699,465,,3911756065,56,Back,,,,,,,,,,eakj3xa0pa88pajbvasbwqwdm,E. Bocat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484845321,3,5,1,0,9,3ix9om1svhd6obl0mbk1otgop,1,43.7,-2,2022-11-12T17:15:17.581Z,2022-11-13T04:40:50Z,3911756543,233,6,3911756537,56,Back,3911756539,347,,,,,,,,,,,,,,,,,a0ecz4nlxrr62dcwixtmjiwyy,T. Somers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484845231,6,5,1,0,9,2989v3kho9h5jaboe1nr7lx21,0,56.3,102,2022-11-12T17:15:17.581Z,2022-11-13T04:40:50Z,3911756565,233,3,3911756115,347,,3911756113,56,Left,,,,,,,,,,,,,,,,eakj3xa0pa88pajbvasbwqwdm,E. Bocat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484845337,4,1,1,0,22,3ix9om1svhd6obl0mbk1otgop,0,43.7,0,2022-11-12T17:15:30.727Z,2022-11-13T09:14:49Z,3911756671,107,,3911756681,213,0.4,3911756679,212,19.1,3911756677,141,10.3,3911756675,140,60.2,3911756673,56,Right,,,,,,,a0ecz4nlxrr62dcwixtmjiwyy,T. Somers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
