id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/16/value
2497489979,483,43,2,50,14,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-01-14T20:57:16.013Z,2023-01-14T20:59:49Z,3978539853,56,Back,3978542585,144,3,3978539855,285,0,,,,,,,,,,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497489983,485,49,2,50,15,89xivtxk59uzvhdsd6miao6tm,1,7.6,4.3,2023-01-14T20:57:17.110Z,2023-01-15T10:54:01Z,,,,,,,,,,,,,,,,,,,,,,,,,19htxtc8lmbfsv83py7hzqb8q,Y. Sor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497489993,486,1,2,50,15,89xivtxk59uzvhdsd6miao6tm,1,7.6,3.8,2023-01-14T20:57:17.144Z,2023-01-15T10:54:00Z,3978539955,141,14.3,3979074591,178,,3978539953,140,23.2,3978539959,213,0.4,3978539957,212,17.9,3978539951,56,Back,,,,,,,19htxtc8lmbfsv83py7hzqb8q,Y. Sor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490005,487,1,2,50,21,89xivtxk59uzvhdsd6miao6tm,1,18.9,8.9,2023-01-14T20:57:22.410Z,2023-01-15T10:53:58Z,3978540033,141,40.9,3978540029,56,Back,3979074729,178,,3978540035,212,22.4,3978540037,213,1.3,3978540031,140,23.8,,,,,,,c8m4ox6n1v89qbbjq73s5ezmx,A. Preciado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490013,488,1,2,50,25,89xivtxk59uzvhdsd6miao6tm,0,26.7,43.5,2023-01-14T20:57:27.235Z,2023-01-15T10:53:57Z,3979216831,1,,3978540083,141,88.6,3978540081,140,38.4,3978540087,213,1.2,3979074831,178,,3978540085,212,33.0,3978540079,56,Back,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490019,573,49,2,50,27,547zzwqbiugzphhnrhj3z5k5i,1,59.2,19.2,2023-01-14T20:57:29.160Z,2023-01-15T10:53:56Z,,,,,,,,,,,,,,,,,,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490037,574,1,2,50,29,547zzwqbiugzphhnrhj3z5k5i,1,62.7,15.7,2023-01-14T20:57:30.577Z,2023-01-15T10:53:55Z,3978540179,140,62.5,3978540185,213,1.6,3978540177,56,Center,3978540181,141,32.2,3979075047,178,,3978540183,212,11.2,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490047,575,1,2,50,30,547zzwqbiugzphhnrhj3z5k5i,1,63.4,38.6,2023-01-14T20:57:32.245Z,2023-01-15T10:53:55Z,3978540217,141,24.9,3978540219,212,24.2,3978540213,56,Back,3978540215,140,42.1,3978540221,213,3.5,3979075089,178,,,,,,,,bhn5mxfek9byb7m8sovpizzkl,R. Vormer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490069,576,1,2,50,35,547zzwqbiugzphhnrhj3z5k5i,1,46.9,28.5,2023-01-14T20:57:37.040Z,2023-01-15T10:53:53Z,3978540313,140,63.0,3978540319,213,6.1,3978540317,212,17.2,3979075113,178,,3978540311,56,Center,3978540315,141,23.7,,,,,,,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490089,577,1,2,50,38,547zzwqbiugzphhnrhj3z5k5i,1,70.4,23.6,2023-01-14T20:57:39.550Z,2023-01-15T10:53:52Z,3978540385,141,4.7,3979075209,178,,3978540387,212,12.9,3978540381,56,Right,3978540383,140,71.0,3978540389,213,4.8,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490097,578,1,2,50,42,547zzwqbiugzphhnrhj3z5k5i,1,85.4,0.4,2023-01-14T20:57:43.989Z,2023-01-15T10:53:51Z,3978540423,212,9.3,3978540421,141,14.1,3979075267,178,,3978540417,56,Right,3978540419,140,85.7,3978540425,213,1.5,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490103,579,1,2,50,43,547zzwqbiugzphhnrhj3z5k5i,1,81.2,6.6,2023-01-14T20:57:45.225Z,2023-01-15T10:53:50Z,3979075497,178,,3978540455,213,6.0,3978540447,56,Right,3978540449,140,83.5,3978540451,141,5.5,3978540453,212,2.5,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490119,580,1,2,50,45,547zzwqbiugzphhnrhj3z5k5i,1,81.2,1.6,2023-01-14T20:57:46.747Z,2023-01-15T10:53:49Z,3979075535,178,,3978540539,212,11.8,3978540533,56,Right,3978540541,213,0.4,3978540537,141,9.1,3978540535,140,91.3,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490131,581,1,2,50,47,547zzwqbiugzphhnrhj3z5k5i,1,91.9,3.7,2023-01-14T20:57:49.016Z,2023-01-15T10:53:49Z,3978540621,212,31.4,3978541061,210,13,3978540623,213,1.6,3978541063,154,,3978540613,155,,3978540619,141,49.9,3978540617,140,91.7,3978540611,2,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,3978847333,224,,1,3978847335,20,3978540615,56,3979075569,178,Center,,,,,,,,,,,,,,,,,,,,,,,,,
2497490135,582,13,2,50,49,547zzwqbiugzphhnrhj3z5k5i,1,90.8,48.6,2023-01-14T20:57:50.458Z,2023-01-15T10:53:48Z,3978541075,102,57.5,3978541081,231,48.3,3978541069,154,,3978540643,17,,3978540641,22,,3978541067,29,,3978540957,328,,3979075593,388,,5l6a4uxq1vzo91ugdcjq3jw7p,Zinho Gano,3978541065,77,,,3978540953,15,3978540645,56,3978541071,55,Center,3978541077,103,3978541079,230,98.5,,,,581,,,,,,,,,,,,,,,68.1,
2497490127,489,5,2,50,50,89xivtxk59uzvhdsd6miao6tm,1,-1.5,41,2023-01-14T20:57:52.108Z,2023-01-15T08:05:08Z,3978540689,346,,3978540743,233,583,3978540589,56,Back,,,,,,,,,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490137,583,5,2,50,50,547zzwqbiugzphhnrhj3z5k5i,0,101.5,59,2023-01-14T20:57:52.108Z,2023-01-15T08:05:08Z,3978540653,56,Center,3978540655,346,,3978540757,233,489,,,,,,,,,,,,,,,,5l6a4uxq1vzo91ugdcjq3jw7p,Zinho Gano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490271,490,1,2,51,23,89xivtxk59uzvhdsd6miao6tm,0,4.5,46.7,2023-01-14T20:58:24.606Z,2023-01-15T10:53:47Z,3978541471,124,,3978541477,141,15.6,3978541479,212,67.8,3978541473,56,Right,3978541483,1,,3978541475,140,65.9,3978541487,74,,3978541481,213,6.0,jflu7a5n4f3ezoj20z0kje5m,M. Vandevoordt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490275,584,44,2,51,26,547zzwqbiugzphhnrhj3z5k5i,1,38.8,81.8,2023-01-14T20:58:27.840Z,2023-01-15T11:27:44Z,3978541503,285,,3978541501,56,Back,3978541505,233,491,,,,,,,,,,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490273,491,44,2,51,26,89xivtxk59uzvhdsd6miao6tm,0,61.2,18.2,2023-01-14T20:58:27.841Z,2023-01-15T10:53:47Z,3978541499,286,,3978541497,56,Right,3978541511,233,584,,,,,,,,,,,,,,,,5qpyf80if6m1o5vkwf1yt034l,M. Samatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490277,585,1,2,51,26,547zzwqbiugzphhnrhj3z5k5i,0,39,82.9,2023-01-14T20:58:27.880Z,2023-01-15T11:27:44Z,3978541535,141,81.5,3979075735,388,,3978541537,212,10.2,3978541531,56,Back,3978541529,3,,3978541533,140,29.3,3978541539,213,3.2,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490279,586,4,2,51,28,547zzwqbiugzphhnrhj3z5k5i,1,34.7,88,2023-01-14T20:58:30.023Z,2023-01-15T10:53:46Z,3978555085,233,492,3979216677,286,,3978541543,56,Back,3978541639,264,,3978541641,152,,3978541637,13,,,,,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490293,492,4,2,51,28,89xivtxk59uzvhdsd6miao6tm,0,65.3,12,2023-01-14T20:58:30.024Z,2023-01-15T10:53:45Z,3978541633,152,,3978541629,264,,3978555089,233,586,3978541627,13,,3978541631,56,Right,3979075775,388,,3979216663,285,,,,,5qpyf80if6m1o5vkwf1yt034l,M. Samatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490297,493,17,2,51,38,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-01-14T20:58:39.460Z,2023-01-15T08:05:32Z,3978541663,31,,3978541665,392,,3978541667,13,243,,,,,,,,,,,,,,,,5qpyf80if6m1o5vkwf1yt034l,M. Samatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497548525,992,1,2,52,29,547zzwqbiugzphhnrhj3z5k5i,1,37.5,82.1,2023-01-14T20:59:31.085Z,2023-01-15T10:53:45Z,3978850165,140,27.7,3979075839,178,,3978850225,152,,3978850223,5,,3978850173,1,,3978850167,141,30.0,3978850161,189,,3978850163,56,Back,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,3978850171,213,4.4,,3978850169,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9,,
2497490431,587,1,2,52,35,547zzwqbiugzphhnrhj3z5k5i,0,40.3,88.8,2023-01-14T20:59:37.203Z,2023-01-15T10:53:44Z,3978542487,157,,3978542493,140,69.9,3978542501,1,,3978542499,213,5.3,3978542497,212,60.4,3979075893,178,,3978542491,56,Right,3978542495,141,12.6,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,3978850299,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490429,494,8,2,52,37,89xivtxk59uzvhdsd6miao6tm,1,36.9,84.3,2023-01-14T20:59:39.151Z,2023-01-15T10:53:44Z,3978542459,56,Back,3979075929,388,,3978850609,385,,,,,,,,,,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490435,495,5,2,52,39,89xivtxk59uzvhdsd6miao6tm,0,26.2,101.2,2023-01-14T20:59:41.359Z,2023-01-15T08:05:57Z,3978542545,233,588,3978542517,347,,3978542515,56,Back,,,,,,,,,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490443,588,5,2,52,39,547zzwqbiugzphhnrhj3z5k5i,1,73.8,-1.2,2023-01-14T20:59:41.359Z,2023-01-15T08:05:56Z,3978542539,347,,3978542541,233,495,3978542537,56,Right,,,,,,,,,,,,,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490447,589,1,2,52,43,547zzwqbiugzphhnrhj3z5k5i,1,70.6,0,2023-01-14T20:59:44.971Z,2023-01-15T10:53:43Z,3978542565,213,2.0,3978542557,56,Center,3978542559,140,62.3,3978542561,141,26.7,3978542555,107,,3978542563,212,20.9,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490453,590,1,2,52,46,547zzwqbiugzphhnrhj3z5k5i,1,65.6,21.3,2023-01-14T20:59:47.412Z,2023-01-15T10:53:42Z,3978542597,212,5.9,3978542591,56,Right,3978542593,140,71.2,3978542599,213,6.1,3978542595,141,20.0,3979076025,178,,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490461,591,1,2,52,46,547zzwqbiugzphhnrhj3z5k5i,1,72.6,19,2023-01-14T20:59:47.986Z,2023-01-15T10:53:42Z,3978542643,213,3.8,3978542639,141,11.9,3979076073,178,,3978542641,212,8.0,3978542637,140,66.5,3978542635,56,Right,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490463,592,50,2,52,48,547zzwqbiugzphhnrhj3z5k5i,1,69.4,10.2,2023-01-14T20:59:49.462Z,2023-01-15T10:53:41Z,3978542647,56,Right,3978542761,233,496,3978542649,286,,,,,,,,,,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490479,496,7,2,52,48,89xivtxk59uzvhdsd6miao6tm,1,30.6,89.8,2023-01-14T20:59:49.622Z,2023-01-15T10:53:41Z,3979076167,178,,3978542717,56,Back,3978542719,285,,3978850995,384,,3978542743,233,592,,,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490483,497,49,2,52,49,89xivtxk59uzvhdsd6miao6tm,1,32.8,86.9,2023-01-14T20:59:50.457Z,2023-01-15T10:53:40Z,,,,,,,,,,,,,,,,,,,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490499,498,4,2,52,49,89xivtxk59uzvhdsd6miao6tm,1,34.6,85.9,2023-01-14T20:59:51.147Z,2023-01-15T10:53:39Z,3978542871,233,593,3978542855,56,Back,3978542853,295,,3978542859,286,,3978542857,152,,3978542851,13,,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490501,593,4,2,52,49,547zzwqbiugzphhnrhj3z5k5i,0,65.4,14.1,2023-01-14T20:59:51.148Z,2023-01-15T10:53:39Z,3978542861,13,,3978542867,152,,3978542869,285,,3979086477,178,,3978542863,295,,3978542865,56,Right,3978542889,233,498,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490511,594,17,2,52,56,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-01-14T20:59:57.464Z,2023-01-15T08:31:26Z,3978542919,13,243,3978542915,31,,3978542917,393,,,,,,,,,,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490589,499,1,2,53,19,89xivtxk59uzvhdsd6miao6tm,1,39.3,91.8,2023-01-14T21:00:20.556Z,2023-01-15T10:53:38Z,3978543351,152,,3979086507,178,,3978543357,141,79.7,3978543359,212,16.5,3978543353,56,Left,3978543355,140,52.9,3978543361,213,5.8,3978543349,5,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490591,500,1,2,53,21,89xivtxk59uzvhdsd6miao6tm,1,48.6,80.4,2023-01-14T21:00:22.954Z,2023-01-15T10:53:37Z,3978543379,212,24.7,3978543373,56,Back,3978543377,141,81.6,3979086531,178,,3978543381,213,3.1,3978543375,140,25.1,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490609,501,1,2,53,23,89xivtxk59uzvhdsd6miao6tm,1,30.3,85,2023-01-14T21:00:25.237Z,2023-01-15T10:53:36Z,3978543481,213,4.0,3979086563,178,,3978543475,140,10.1,3978543479,212,30.8,3978543473,56,Back,3978543477,141,52.2,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490613,502,1,2,53,31,89xivtxk59uzvhdsd6miao6tm,0,16.1,50.3,2023-01-14T21:00:32.951Z,2023-01-15T10:53:34Z,3978543503,140,64.8,3978543509,213,6.0,3978543507,212,53.7,3978543499,155,,3978543501,56,Center,3978543511,1,,3978543505,141,26.2,3979086581,178,,jflu7a5n4f3ezoj20z0kje5m,M. Vandevoordt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490621,596,49,2,53,35,547zzwqbiugzphhnrhj3z5k5i,1,40.1,77.8,2023-01-14T21:00:36.931Z,2023-01-15T10:53:34Z,,,,,,,,,,,,,,,,,,,,,,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490627,597,1,2,53,35,547zzwqbiugzphhnrhj3z5k5i,1,40.1,77.8,2023-01-14T21:00:36.933Z,2023-01-15T10:53:33Z,3978543567,140,41.1,3978543573,213,1.3,3978543571,212,3.5,3978543569,141,82.7,3978543565,56,Back,3979086655,178,,,,,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490623,503,43,2,53,35,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-01-14T21:00:37.022Z,2023-01-15T02:41:25Z,3978852087,144,44,3978543539,56,Center,3978543543,233,595,3978543541,286,0,,,,,,,,,,,,,5qpyf80if6m1o5vkwf1yt034l,M. Samatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490615,595,43,2,53,35,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-01-14T21:00:37.023Z,2023-01-15T02:41:26Z,3978852089,144,44,3978543513,56,Back,3978543515,285,0,,,,,,,,,,,,,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490625,504,43,2,53,36,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-01-14T21:00:37.657Z,2023-01-15T02:41:27Z,3978543553,3,0,3978543559,141,39.8,3978543557,140,64.3,3978852095,144,1,3978543563,213,2.8,3978543555,56,Center,3978543561,212,9.1,,,,5qpyf80if6m1o5vkwf1yt034l,M. Samatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490629,598,1,2,53,38,547zzwqbiugzphhnrhj3z5k5i,1,45.5,79.7,2023-01-14T21:00:39.417Z,2023-01-15T10:53:32Z,3978543589,56,Back,3978543591,140,31.9,3978543597,213,3.3,3978543595,212,14.4,3979086785,178,,3978543593,141,76.7,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490661,599,1,2,53,39,547zzwqbiugzphhnrhj3z5k5i,1,35.9,76.4,2023-01-14T21:00:41.136Z,2023-01-15T10:53:31Z,3978543705,212,24.4,3978543699,56,Back,3978543701,140,16.3,3978543703,141,57.2,3978543709,213,3.7,3979086851,178,,,,,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490673,600,1,2,53,43,547zzwqbiugzphhnrhj3z5k5i,1,17.4,52.5,2023-01-14T21:00:44.741Z,2023-01-15T10:53:30Z,3978543795,140,50.4,3978543799,212,39.4,3979086895,178,,3978543803,1,,3978543793,56,Center,3978543791,157,,3978543801,213,5.8,3978543797,141,24.9,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490693,602,50,2,53,47,547zzwqbiugzphhnrhj3z5k5i,1,50.2,6.3,2023-01-14T21:00:48.612Z,2023-01-15T10:42:12Z,3978543921,286,,3978543917,233,505,3978543891,56,Right,,,,,,,,,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490689,505,7,2,53,48,89xivtxk59uzvhdsd6miao6tm,1,49.8,93.7,2023-01-14T21:00:49.582Z,2023-01-15T10:42:13Z,3978543909,233,602,3978543885,285,,3979087323,178,,3978543883,56,Back,3978852355,384,,,,,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490695,506,49,2,53,49,89xivtxk59uzvhdsd6miao6tm,1,57.8,93.3,2023-01-14T21:00:50.651Z,2023-01-15T10:53:29Z,,,,,,,,,,,,,,,,,,,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497549139,854,3,2,53,49,89xivtxk59uzvhdsd6miao6tm,1,57.8,93.3,2023-01-14T21:00:50.673Z,2023-01-19T18:58:38Z,3979087361,178,,3978852989,286,,3978883907,233,993,3984925089,464,,3978852987,56,Left,,,,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497549141,993,45,2,53,49,547zzwqbiugzphhnrhj3z5k5i,0,42.2,6.7,2023-01-14T21:00:50.673Z,2023-01-15T10:53:29Z,3978852991,56,Back,3978883911,233,854,3978852993,285,,,,,,,,,,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490687,601,43,2,53,49,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-01-14T21:00:51.046Z,2023-01-14T21:04:10Z,3978547631,144,1,3978543875,212,17.5,3978543877,213,3.6,3978543871,140,34.1,3978543869,56,Back,3978543873,141,14.1,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497598027,1230,83,2,53,50,547zzwqbiugzphhnrhj3z5k5i,1,41.5,3.1,2023-01-14T21:00:51.597Z,2023-01-15T10:53:27Z,3979113489,399,437748,,,,,,,,,,,,,,,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490699,507,50,2,53,51,89xivtxk59uzvhdsd6miao6tm,1,60.5,98.2,2023-01-14T21:00:52.378Z,2023-01-15T10:53:27Z,3978543953,233,603,3978543905,56,Left,3978543907,286,,,,,,,,,,,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490701,603,7,2,53,51,547zzwqbiugzphhnrhj3z5k5i,1,39.5,1.8,2023-01-14T21:00:52.461Z,2023-01-15T10:53:27Z,3978543931,285,,3978853715,385,,3978543933,233,507,3979087535,178,,3978543929,56,Back,,,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490745,508,5,2,53,52,89xivtxk59uzvhdsd6miao6tm,1,67.3,101.5,2023-01-14T21:00:53.887Z,2023-01-15T08:33:44Z,3978544169,347,,3978544491,233,605,3978544167,56,Left,,,,,,,,,,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490741,605,5,2,53,52,547zzwqbiugzphhnrhj3z5k5i,0,32.7,-1.5,2023-01-14T21:00:53.887Z,2023-01-15T08:33:44Z,3978544151,56,Back,3978544499,233,508,3978544153,347,,,,,,,,,,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490739,604,43,2,53,53,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-01-14T21:00:54.958Z,2023-01-14T21:03:04Z,3978546381,144,7,3978544143,56,Back,3978544145,285,0,,,,,,,,,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490757,509,1,2,54,4,89xivtxk59uzvhdsd6miao6tm,1,61.4,100,2023-01-14T21:01:05.495Z,2023-01-15T10:53:26Z,3978544235,56,Left,3978544239,141,85.1,3978544243,213,4.7,3978544233,107,,3978544241,212,11.2,3978544237,140,61.7,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490759,510,3,2,54,7,89xivtxk59uzvhdsd6miao6tm,1,55.9,88.8,2023-01-14T21:01:08.625Z,2023-01-19T18:58:51Z,3979087989,178,,3978544253,286,,3978544255,233,606,3984925249,464,,3978544251,56,Left,,,,,,,,,,14w9q2mu6yq235ic55fxs0w2y,N. Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490755,606,45,2,54,7,547zzwqbiugzphhnrhj3z5k5i,0,44.1,11.2,2023-01-14T21:01:08.625Z,2023-01-15T10:53:25Z,3978544227,56,Back,3978544229,285,,3978544263,233,510,,,,,,,,,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497490765,511,1,2,54,8,89xivtxk59uzvhdsd6miao6tm,1,50.8,75.2,2023-01-14T21:01:10.039Z,2023-01-15T10:53:24Z,3978544279,56,Center,3978544287,213,4.8,3978544285,212,23.6,3978544281,140,52.9,3978544283,141,40.7,3979088039,178,,,,,,,,14w9q2mu6yq235ic55fxs0w2y,N. Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
