id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,assist
2499401697,1,34,16,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2023-01-21T19:06:01.841Z,2023-01-21T21:27:06Z,3988600393,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3988600391,197,8159,3988600385,130,18,3988600389,194,6xam5bquregefbepxd9rwfdh,3988600379,30,"a8kdcx3797ityilpw31jaj4r9, aajft01g5yggw0is5fbfh3105, ai5p5wgft6c09bjbldz9sfeac, 4rh8xwozidxiwvl4wi2rn0fe1, 5w0ohhrm0ojscyjh3e0o8ffmd, 7bwjxz6bwt7h070dbv1l8woyy, 6xam5bquregefbepxd9rwfdh, 39tod1iad3ztq17qveh8pwp9l, 5j13tgvpwi7m3y6rjd8q08tt5, 15odj8wui8136996wi2d5t7md, a6cke0ad2pvuyahweuch772ay, 5oqqifi0wo6xbjz0xjgwf89re, iexm93yyblnrtx8d6rqqrdux, 7a6hqi5iy91onh9u7l7t88tbe, ths196pehnfyf4f4scmqj8ph, 1a9u2g4hynrz2e93sz1evhpzp, di9k6xr6j4arjoltl7s9yp6cq, e44w6g1c1ojf854svzswpl0x5",3988600381,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3988600387,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3988600383,59,"49, 2, 11, 28, 16, 59, 10, 20, 8, 29, 7, 17, 3, 6, 19, 21, 23, 94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499405827,1,34,16,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2023-01-21T19:11:27.789Z,2023-01-21T21:27:51Z,3988624213,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3988624217,130,8,3988624219,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3988624215,59,"12, 25, 15, 24, 28, 14, 8, 6, 43, 7, 77, 4, 11, 13, 23, 27, 29, 48",3988624211,30,"49vbniwasp2kyt27jw0cv6m6t, dmk8usvqtzv60bwkoxk7kfqxg, 91sex5ir1pp4b2beotoua7mqx, 73z9v9oz73hlmnswrzp860yj9, 1abf0y93zbw1sw183nblqoicp, 4juerzftkeiuzctoiei6dmtp1, 1fdi6uzonmsod2drzro8bj3rp, dvomh2gx3wd5x5v1dmlnkdpzp, 58b30n3a3qc1s5tpfn8er7tw4, 1kst4u41rlyirggwoo1m8ovdh, 73pmo92alzawlt2yo2bfartn9, 91qd93lqgpe700ps0b6a7ntn9, a8pgjuz5yrbxyf1t905gj327d, 2vmpkyku0hwv0zdbbzunt2xux, avubg95m07a6rted50ejdkftg, cjf412x9sg56vos0jkj85k3ys, 6u73l7tuxx0958ij9kvdizjrp, amc2rculxvgo2wanilkna8s2c",3988624223,197,8055,3988624221,194,73z9v9oz73hlmnswrzp860yj9,3988624225,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499425499,2,32,1,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2023-01-21T19:45:18.730Z,2023-01-22T10:35:24Z,3988732805,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499425491,2,32,1,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2023-01-21T19:45:18.730Z,2023-01-21T19:45:18Z,3988732777,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499425519,3,1,1,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,50.3,50.3,2023-01-21T19:45:18.821Z,2023-01-22T10:56:19Z,3989589861,178,,3988732913,213,2.5,3988732917,279,S,3988732911,212,14.9,3988732899,56,Back,3988732907,141,62.7,3988732903,140,38.6,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499425567,4,1,1,0,2,ecj1gmc7pqcjo4sc9hvghj5u3,1,38.4,66.5,2023-01-21T19:45:21.019Z,2023-01-22T13:57:31Z,3988733165,140,48.0,3988733169,212,21.4,3988733171,213,1.1,3988733163,56,Back,3988733167,141,94.2,3989590011,178,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499425591,5,1,1,0,4,ecj1gmc7pqcjo4sc9hvghj5u3,1,49.3,98.3,2023-01-21T19:45:23.549Z,2023-01-22T13:57:30Z,3988733305,213,3.6,3988733299,140,36.4,3989590149,178,,3988733301,141,88.4,3988733303,212,15.1,3988733297,56,Back,,,,,,,ai5p5wgft6c09bjbldz9sfeac,S. Adingra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499425625,6,1,1,0,7,ecj1gmc7pqcjo4sc9hvghj5u3,1,36.8,87.9,2023-01-21T19:45:25.864Z,2023-01-22T13:57:29Z,3988733483,212,6.3,3988733477,56,Back,3988733481,141,80.2,3989590189,178,,3988733479,140,40.1,3988733485,213,5.3,,,,,,,4rh8xwozidxiwvl4wi2rn0fe1,K. Machida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499425681,7,1,1,0,9,ecj1gmc7pqcjo4sc9hvghj5u3,1,40.7,69.4,2023-01-21T19:45:28.697Z,2023-01-22T13:57:27Z,3988733759,213,4.7,3988733755,141,25.8,3988733753,140,41.6,3989590289,178,,3988733757,212,29.7,3988733751,56,Back,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499425717,8,1,1,0,14,ecj1gmc7pqcjo4sc9hvghj5u3,1,50.5,13.1,2023-01-21T19:45:33.655Z,2023-01-22T13:57:26Z,3988733921,213,2.3,3989590375,178,,3988733913,56,Back,3988733917,141,37.1,3988733919,212,21.1,3988733915,140,37.7,,,,,,,7bwjxz6bwt7h070dbv1l8woyy,I. Kandouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
