id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/16/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2485183359,1,34,16,0,0,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2022-11-13T11:37:03.026Z,2022-11-14T09:31:50Z,3913536203,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3913536207,130,4,3913536215,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3913536209,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3913536205,59,"22, 6, 14, 15, 44, 94, 27, 20, 9, 7, 10, 11, 17, 19, 28, 32, 91, 98",3913536213,197,16049,3913536201,30,"byfrgpc6tgz8lto1gor03y5sl, bgzvhtk50gvmq6noheadmc34l, 16o074zua15qkk7x0me7gi1w4, mkq18lpl3d44wxq974mci5wq, l6y4o9t2b0jxaxo85oztok45, cn6uwymow3ewbnr6niqumao0k, ecnh65kkhku5mdkr3il4fl6tx, x3g0yyxs0j4o8fxphxtf0st1, 9mlj7fxon5zy1qmktvvcwjrl6, 5asv6uc3a4xxsr9u30kdfc0ve, 7ew7g18qo649t8ld44omgib55, 3rrges782prcprsn207dk4zit, acx78ftnm61hm01wpmme77hbe, 4f8xb5sbyksacxmifi375h7qi, 99jqn2osue4tyo1l7yb93s639, 8mkkchf0ysdf78r0lncd73klw, 398isvyux7zpjiwa2hzsxyc16, 9rsuz6bumw4jyw25gpingu25m",3913536211,194,x3g0yyxs0j4o8fxphxtf0st1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485188695,1,34,16,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-11-13T11:43:24.867Z,2022-11-14T09:34:37Z,3913561527,130,8,3913561523,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3913561521,30,"r0hm6ahwcvdu57bgfi5zkslx, 1h9jdj5ag99myeoirxzh92od1, cyh16toqa9wxmxepg635ecgve, cefs6b83ei4gcyuscfopw32ay, 9tc6mprxpu2rc5ptlp5ljw7h1, ecwzzrkn1snbua5yu4gehxm2, 9tgbdheyuooa8cfz06l577end, a7ip51ik4rkqcvgdsh64ln09g, eg4piy0kcdtdopqpd3lcl5j2t, 5jywyphhwu9j4bphz0720kb9, dcjf15sf1dbb6w17foz25uuei, 2hr7skflmxmpiiauz04h185ey, d19yalwh3i2olvpwoi89feqjt, 4114auk4o8n6higc918qymc4p, 2tsn78gg5xyw81srfdn05hw8a, 8kwlhrjwp4xewwpaayseb9bmc, 8yo1cv2wlhnk1lu50cu3iul79, ex7y8oe78ewwmibz41qbmwhxx",3913561529,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3913561525,59,"1, 2, 34, 8, 23, 51, 14, 48, 18, 16, 10, 17, 24, 26, 32, 50, 61, 99",3913561535,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3913561531,194,9tc6mprxpu2rc5ptlp5ljw7h1,3913561533,197,5711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485217207,2,32,1,0,0,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2022-11-13T12:31:08.925Z,2022-11-14T02:05:20Z,3913706157,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485217203,2,32,1,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-11-13T12:31:08.925Z,2022-11-13T12:31:09Z,3913706137,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485217245,3,1,1,0,0,1oyb7oym5nwzny8vxf03szd2h,1,50,51.6,2022-11-13T12:31:08.967Z,2022-11-14T08:53:42Z,3913706311,140,30.6,3916222963,178,,3913706313,141,52.1,3913706317,213,3.1,3913706309,56,Back,3913706315,212,20.4,,,,,,,9mlj7fxon5zy1qmktvvcwjrl6,Ferran Jutglà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485217269,4,1,1,0,2,1oyb7oym5nwzny8vxf03szd2h,1,35,45.3,2022-11-13T12:31:11.413Z,2022-11-14T08:53:41Z,3913706393,140,60.3,3913706389,56,Center,3913706399,212,28.7,3916223157,178,,3913706395,141,29.5,3913706401,213,5.9,,,,,,,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485217337,5,1,1,0,5,1oyb7oym5nwzny8vxf03szd2h,1,53.7,23.1,2022-11-13T12:31:14.448Z,2022-11-14T08:53:41Z,3916223207,178,,3913706643,212,6.5,3913706645,213,5.5,3913706641,141,16.4,3913706637,56,Right,3913706639,140,58.1,,,,,,,5asv6uc3a4xxsr9u30kdfc0ve,A. Skov Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485217341,6,3,1,0,9,1oyb7oym5nwzny8vxf03szd2h,0,76.2,6.4,2022-11-13T12:31:18.889Z,2022-11-14T08:53:39Z,3915893321,211,,3916223343,178,,3913706667,286,,3913706665,56,Right,3915893343,465,,,,,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485686989,860,67,1,0,12,7zibyotq1x1hq6pmgibhr0e6s,1,8,94.9,2022-11-13T12:31:21.177Z,2022-11-14T09:08:28Z,3916254633,233,825,,,,,,,,,,,,,,,,,,,,,,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485686987,825,67,1,0,12,1oyb7oym5nwzny8vxf03szd2h,0,92,5.1,2022-11-13T12:31:21.178Z,2022-11-14T08:53:38Z,3916254641,233,860,,,,,,,,,,,,,,,,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
