id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId
2495729191,1,34,16,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2023-01-07T18:47:31.757Z,2023-01-07T19:49:45Z,3969261223,30,"r0hm6ahwcvdu57bgfi5zkslx, cyh16toqa9wxmxepg635ecgve, 70h2g33o2w7f32dtx76wji99m, a7ip51ik4rkqcvgdsh64ln09g, 9tc6mprxpu2rc5ptlp5ljw7h1, ecwzzrkn1snbua5yu4gehxm2, cl2mi40x3gjsan1iifpbwec4p, 9tgbdheyuooa8cfz06l577end, eg4piy0kcdtdopqpd3lcl5j2t, d19yalwh3i2olvpwoi89feqjt, dcjf15sf1dbb6w17foz25uuei, 8lrsefp53ez5jm3hd5fy8tck5, 5jywyphhwu9j4bphz0720kb9, 2hr7skflmxmpiiauz04h185ey, 4114auk4o8n6higc918qymc4p, 9gt3izdka3a0nh7r9uazkueqc, 8kwlhrjwp4xewwpaayseb9bmc, ex7y8oe78ewwmibz41qbmwhxx",3969261233,194,9tc6mprxpu2rc5ptlp5ljw7h1,3969261237,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3969261227,59,"1, 34, 22, 48, 23, 51, 11, 14, 18, 24, 10, 7, 16, 17, 26, 33, 50, 99",3969261235,197,3769,3969261225,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3969261229,130,8,3969261231,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495731095,1,34,16,0,0,8y3iucyxguipljcmf87a11bk9,1,0,0,2023-01-07T18:50:16.732Z,2023-01-07T19:46:50Z,3969270849,197,3312,3969270837,30,"6q53ei01tbb5kxjr1mhfjysph, 1d2fpmtdglpqwyhnc657n77it, 7dayrhr0c60zbc1b6lig8pm8l, fs5utga62tud5s06xj27qdat, etos5xv3v2ptiktdk5yuhrjkl, ettrapmxg36vw2egivejegzc9, 18pgjfpl9s8qy32mblzygsyc5, 99tf4co0pm09ayca13ma3lql1, 8fs5klbsyx06c5ds9s1i3xu96, 1khy4w78z012p8z20gcp0nrvt, cxa3j4u8eh5w947p1iba47yfo, ebx4h86svfnvegspalqgxqfah, 9hiut57u02lly1nfdixef8bth, 7s4ws0u4erq1jfobqpsj0aoes, c517lc5fmsd9ugk638s2o9iad, b9wew8z92aj36vvxfj3q7kxcl, eyvf8uu7jltbzalaov3qt1w5, be0ws51ws5cm9wzmcp3ozmklx",3969270845,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3969270841,59,"1, 17, 14, 23, 5, 2, 24, 13, 7, 11, 16, 6, 8, 18, 25, 29, 31, 33",3969270851,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3969270843,130,18,3969270839,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3969270847,194,18pgjfpl9s8qy32mblzygsyc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495748563,2,32,1,0,0,8y3iucyxguipljcmf87a11bk9,1,0,0,2023-01-07T19:46:22.519Z,2023-01-07T19:46:24Z,3969371133,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495748553,2,32,1,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2023-01-07T19:46:22.519Z,2023-01-08T09:35:24Z,3969371089,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495748571,3,1,1,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,49.9,50.1,2023-01-07T19:46:22.575Z,2023-01-08T09:46:46Z,3969371183,212,14.0,3969371187,279,S,3969371177,56,Back,3969966115,178,,3969371179,140,36.6,3969371185,213,3.1,3969371181,141,50.1,,,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495748575,4,1,1,0,1,7zibyotq1x1hq6pmgibhr0e6s,1,39,47.8,2023-01-07T19:46:24.220Z,2023-01-08T12:44:34Z,3969371215,213,4.4,3969371211,141,11.6,3969966303,178,,3969371209,140,30.4,3969371207,56,Back,3969371213,212,26.2,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495748589,5,1,1,0,4,7zibyotq1x1hq6pmgibhr0e6s,1,32.4,14.3,2023-01-07T19:46:26.657Z,2023-01-08T12:44:33Z,3969371301,140,21.5,3969371305,212,18.2,3969371299,56,Back,3969966333,178,,3969371307,213,2.3,3969371303,141,35.1,,,,,,,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495748609,6,1,1,0,6,7zibyotq1x1hq6pmgibhr0e6s,1,17.9,39.1,2023-01-07T19:46:28.957Z,2023-01-08T12:44:32Z,3969966371,178,,3969371393,213,1.4,3969371387,140,21.5,3969371391,212,18.5,3969371385,56,Back,3969371389,141,65.7,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495748621,7,1,1,0,9,7zibyotq1x1hq6pmgibhr0e6s,1,18.4,68.9,2023-01-07T19:46:31.757Z,2023-01-08T12:44:31Z,3969371463,56,Back,3969371467,141,91.5,3969371469,212,17.8,3969371465,140,26.9,3969966387,178,,3969371471,213,1.0,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495748629,8,1,1,0,11,7zibyotq1x1hq6pmgibhr0e6s,1,24.1,89.8,2023-01-07T19:46:34.090Z,2023-01-08T12:44:30Z,3969966403,178,,3969371545,1,,3969371537,141,71.7,3969371533,56,Center,3969371541,213,5.9,3969371531,155,,3969371539,212,37.3,3969371535,140,57.6,70h2g33o2w7f32dtx76wji99m,G. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495748637,9,44,1,0,13,7zibyotq1x1hq6pmgibhr0e6s,1,51.3,78.1,2023-01-07T19:46:36.179Z,2023-01-08T12:44:30Z,3969371591,233,3,3969371577,286,,3969371575,56,Center,,,,,,,,,,,,,,,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495748633,3,44,1,0,13,8y3iucyxguipljcmf87a11bk9,0,48.7,21.9,2023-01-07T19:46:36.180Z,2023-01-08T12:44:29Z,3969371561,285,,3969371595,233,9,3969371559,56,Back,,,,,,,,,,,,,,,,etos5xv3v2ptiktdk5yuhrjkl,M. Ngadeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495748643,10,1,1,0,13,7zibyotq1x1hq6pmgibhr0e6s,0,50.1,80.5,2023-01-07T19:46:36.268Z,2023-01-08T12:44:29Z,3969371621,141,41.2,3970116095,1,,3969371613,3,,3969371615,168,,3969371625,213,5.3,3969371617,56,Center,3969371619,140,67.0,3969966531,388,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,3969371623,212,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495748649,4,49,1,0,15,8y3iucyxguipljcmf87a11bk9,1,44,39.1,2023-01-07T19:46:37.976Z,2023-01-08T12:44:28Z,,,,,,,,,,,,,,,,,,,,,,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
