id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,assist,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/15/value
2440454201,1,34,16,0,0,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-07-30T18:10:43.474Z,2022-07-30T18:10:43Z,3676231745,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3676231751,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3676231741,59,"33, 18, 14, 23, 5, 2, 6, 24, 17, 11, 34, 8, 9, 19, 21, 22, 30, 31",3676231743,130,18,3676231739,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3676231737,30,"be0ws51ws5cm9wzmcp3ozmklx, 7s4ws0u4erq1jfobqpsj0aoes, 7dayrhr0c60zbc1b6lig8pm8l, fs5utga62tud5s06xj27qdat, etos5xv3v2ptiktdk5yuhrjkl, ettrapmxg36vw2egivejegzc9, ebx4h86svfnvegspalqgxqfah, 18pgjfpl9s8qy32mblzygsyc5, 1d2fpmtdglpqwyhnc657n77it, 1khy4w78z012p8z20gcp0nrvt, 87ccrt89k5abyjisix22g08ut, 9hiut57u02lly1nfdixef8bth, dgwhg6g9oys6as69cqcgyi9xx, 2igz499o21aihmkugktp3nyms, dnt7ahwfj8endqngxwfll1tjp, 2cc5y9hjnc8nqrh58ojz6ajth, 9xhuc26auh42v6lnyrlupvzf8, eyvf8uu7jltbzalaov3qt1w5",3676231749,197,3312,3676231747,194,18pgjfpl9s8qy32mblzygsyc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440460847,1,34,16,0,0,2989v3kho9h5jaboe1nr7lx21,1,0,0,2022-07-30T18:21:39.121Z,2022-07-30T18:45:44Z,3676270607,197,1957,3676270609,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3676270603,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3676270595,30,"5q4wztjkk6nuwapm7qgey9w45, e5oet393vired282yco4i7gfd, bk9fq3chnhmw3u36qz5vf1vjd, 9qafk5ke1yzqggkcmf1zqevp, 4fc3xit5tx2o583prbwhkq8d1, 3krglbuxncb1fvl3p1sezhoq2, 7d57au4z5cuxc5k6tu6qgp94a, 9rwn5wckqcb5inw1dhhmpj1t5, b24ytr3apnyp7z17c124tu1yi, 77487qauk9fkzlesgze21odsl, a375qgbjxnpucpz3hprf2fkr9, 3i85rbmn6qd5x4y29hk78rmy1, 3hbsrnnpcsjiocm57mcsf36xh, cqpgxrqear6p6pz3p8r3xvh90, 7n75ohdnbi436je81n5f8f9m2, 5a2sf4o445ei5pqiinvmjmpcl, esvfsx8gxqw8h0codqz5xmnmc, 3lpt3fz7lrqy243ftejcmluz8",3676270601,130,13,3676270605,194,4fc3xit5tx2o583prbwhkq8d1,3676270599,59,"21, 4, 7, 22, 37, 3, 6, 27, 8, 10, 44, 11, 12, 14, 19, 26, 16, 32",3676270597,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440477037,2,32,1,0,0,2989v3kho9h5jaboe1nr7lx21,1,0,0,2022-07-30T18:46:22.879Z,2022-07-30T18:46:24Z,3676354271,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440477007,2,32,1,0,0,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-07-30T18:46:22.879Z,2022-07-31T04:08:21Z,3676354147,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440477067,3,1,1,0,0,2989v3kho9h5jaboe1nr7lx21,1,49.8,50.6,2022-07-30T18:46:22.969Z,2022-07-31T04:16:51Z,3676354427,213,2.6,3676354413,56,Back,3677780525,178,,3676354419,141,54.6,3676354417,140,45.4,3676354431,279,S,3676354423,212,5.4,,,,77487qauk9fkzlesgze21odsl,S. Kagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440477095,4,1,1,0,1,2989v3kho9h5jaboe1nr7lx21,1,44,50.5,2022-07-30T18:46:24.470Z,2022-07-31T11:08:05Z,3676354583,212,25.9,3676354581,141,18.3,3676354585,213,4.1,3676354577,56,Back,3676354579,140,30.8,3677780773,178,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440477177,5,1,1,0,4,2989v3kho9h5jaboe1nr7lx21,1,36.8,16.3,2022-07-30T18:46:27.536Z,2022-07-31T11:08:05Z,3677780881,178,,3676354973,141,3.7,3676354971,140,76.5,3676354975,212,42.6,3676354977,213,6.1,3676354969,56,Right,3676354967,155,,3676354979,1,,9qafk5ke1yzqggkcmf1zqevp,W. Janssens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440477179,6,61,1,0,7,2989v3kho9h5jaboe1nr7lx21,0,75.3,0.2,2022-07-30T18:46:30.566Z,2022-07-31T11:08:04Z,3677780969,178,,3676354987,56,Right,,,,,,,,,,,,,,,,,,,b24ytr3apnyp7z17c124tu1yi,D. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440477281,3,5,1,0,8,8y3iucyxguipljcmf87a11bk9,1,22.4,101,2022-07-30T18:46:31.301Z,2022-07-31T04:17:45Z,3676355497,347,,3676355495,56,Back,3676355525,233,7,,,,,,,,,,,,,,,,1khy4w78z012p8z20gcp0nrvt,H. Cuypers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440477209,7,5,1,0,8,2989v3kho9h5jaboe1nr7lx21,0,77.6,-1,2022-07-30T18:46:31.301Z,2022-07-31T04:17:45Z,3676355131,347,,3676355545,233,3,3676355129,56,Right,,,,,,,,,,,,,,,,b24ytr3apnyp7z17c124tu1yi,D. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
