id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/9/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/11/value,qualifier/16/value,qualifier/19/value
2531161469,1,34,16,0,0,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2023-04-09T15:33:41.682Z,2023-04-09T16:43:31Z,4177076315,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4177076319,197,16111,4177076311,59,"16, 13, 11, 34, 20, 6, 8, 14, 10, 22, 77, 9, 17, 21, 28, 30, 51, 61",4177076307,30,"bxcwnf87pf8ijzbxy70ewcfe1, eg2u042cthz9undb4xz0pu8rt, 93hp5gm29ke90ugdimd9xf949, corn6i066rh7c7veva0sm3oid, 76y4awqbdef5yxiovt27i57th, 48f3zlksc3r230qb78c5emnyt, 187wxh3jjn8hqbu7fyw7wullh, 69ivqkcipxp15b7x5jl83ud49, 2bz8ey1mxuv6uo8duu7if6k4q, cllq8xizuqut48xxqc3btz97u, d6r3vkalhudms84f6fs415wid, 8bh749b5p635490hik1pj40yd, 464o8uslv6z2fdm269j97gt4a, bxudrqx99a3zv5gajdzxz38id, 6a0e28nxlyyw7ghe4wzumlzh1, bci3k14ed9oqcchpmtq37rnx1, eq5hfgqm32c7qmj6xwp7j9iqc, 3z1lfdoy92bq8airglbhx32tw",4177076309,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4177076317,194,48f3zlksc3r230qb78c5emnyt,4177076313,130,13,4177076321,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531163327,1,34,16,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-04-09T15:36:40.328Z,2023-04-09T15:36:40Z,4177085873,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4177085881,194,a8k3ubqsi0duc3g4u5jnvcoa1,4177085875,59,"26, 77, 5, 34, 46, 2, 8, 17, 14, 28, 11, 3, 4, 10, 19, 22, 24, 40",4177085879,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4177085885,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4177085877,130,4,4177085883,197,3313,4177085871,30,"jflu7a5n4f3ezoj20z0kje5m, c8m4ox6n1v89qbbjq73s5ezmx, d1rgv9cgncdgr1h61phrxoc89, 7jpasvui43tnyao6ijyuuyuqc, 68vmg4qgr11vppc48hs8402jt, 5enjhxrx2jrjqtgb9wwq0baax, a8k3ubqsi0duc3g4u5jnvcoa1, ama1ibpjcfu206icrfmkgfavp, 19htxtc8lmbfsv83py7hzqb8q, 1b6ab1mqzvhk547p0bdzbccfd, 9pvc7e65cfgtuipfen5zt463t, a3on8aipuz77wn25jm2r312lm, cma24hkdklib8007a42cso38q, 14w9q2mu6yq235ic55fxs0w2y, 1e7snjsrbh93xt5ti1oyuqxka, an7okg1fciccqu6300k8phisq, 8y6kxc66t4hurxuz4m4cm388a, 7zmgaactx19n77j9fl08pahyi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190177,2,32,1,0,0,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2023-04-09T16:30:08.464Z,2023-04-10T01:25:04Z,4177229261,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190183,2,32,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-04-09T16:30:08.464Z,2023-04-09T16:30:10Z,4177229289,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190185,3,1,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,50.1,50.1,2023-04-09T16:30:08.562Z,2023-04-10T01:36:39Z,4177229291,56,Back,4178659777,178,,4177229305,279,S,4177229299,212,20.6,4177229295,141,61.2,4177229301,213,2.8,4177229293,140,31.8,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190221,4,1,1,0,4,89xivtxk59uzvhdsd6miao6tm,1,48.4,69.4,2023-04-09T16:30:13.373Z,2023-04-10T10:32:32Z,4177229517,141,81.4,4177229521,213,0.6,4178659819,178,,4177229513,56,Left,4177229515,140,60.6,4177229519,212,15.2,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190257,5,1,1,0,5,89xivtxk59uzvhdsd6miao6tm,1,59.1,78.8,2023-04-09T16:30:14.185Z,2023-04-10T10:32:32Z,4178659947,178,,4177229723,213,0.8,4177229719,141,94.2,4177229715,56,Left,4177229721,212,15.4,4178136683,168,,4177229717,140,69.8,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190267,6,1,1,0,9,89xivtxk59uzvhdsd6miao6tm,1,64,79.8,2023-04-09T16:30:18.081Z,2023-04-10T10:32:30Z,4178660013,178,,4177229785,212,8.1,4177229783,141,68.1,4177229781,140,62.5,4177229779,56,Center,4177229787,213,4.5,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190291,7,1,1,0,10,89xivtxk59uzvhdsd6miao6tm,1,62.4,78.8,2023-04-09T16:30:19.321Z,2023-04-10T10:32:30Z,4177229909,141,93.6,4177229929,213,1.0,4177229887,56,Left,4177229899,140,68.6,4178660125,178,,4177229921,212,12.0,,,,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190295,8,1,1,0,13,89xivtxk59uzvhdsd6miao6tm,0,71.3,97,2023-04-09T16:30:21.543Z,2023-04-10T10:32:29Z,4177229947,141,89.7,4178660201,178,,4177229955,213,5.9,4177229941,56,Left,4177229943,140,82.0,4177229951,212,12.3,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190297,3,61,1,0,13,5z1b7fuvpqe6vnigvopomvecu,1,26.9,5.1,2023-04-09T16:30:21.710Z,2023-04-10T10:32:28Z,4178660287,178,,4177229957,56,Back,,,,,,,,,,,,,,,,,,,eg2u042cthz9undb4xz0pu8rt,M. Fossey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190357,4,1,1,0,14,5z1b7fuvpqe6vnigvopomvecu,0,27,12.3,2023-04-09T16:30:23.447Z,2023-04-10T10:32:28Z,4177230325,212,10.6,4177230323,141,27.4,4177230319,56,Back,4178660399,389,,4177230321,140,29.6,4177230327,213,1.3,,,,,,,cllq8xizuqut48xxqc3btz97u,W. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190347,9,1,1,0,16,89xivtxk59uzvhdsd6miao6tm,1,67.5,81.4,2023-04-09T16:30:25.426Z,2023-04-10T10:32:27Z,4177230239,56,Left,4178660639,178,,4177230247,213,2.8,4177230241,140,58.9,4177230243,141,85.6,4177230245,212,9.5,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190359,10,1,1,0,19,89xivtxk59uzvhdsd6miao6tm,1,63,78.7,2023-04-09T16:30:28.148Z,2023-04-10T10:32:26Z,4177230335,212,7.3,4177230329,56,Left,4177230333,141,82.6,4178660751,178,,4177230331,140,69.5,4177230337,213,0.4,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190363,11,50,1,0,20,89xivtxk59uzvhdsd6miao6tm,1,73.9,77.9,2023-04-09T16:30:28.967Z,2023-04-10T10:32:25Z,4177230353,56,Center,4177230441,233,5,4177230355,286,,,,,,,,,,,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190375,5,7,1,0,20,5z1b7fuvpqe6vnigvopomvecu,1,26.1,22.1,2023-04-09T16:30:29.225Z,2023-04-10T10:32:25Z,4178141773,385,,4178660967,178,,4177230421,285,,4177230423,233,11,4177230419,56,Back,,,,,,,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190377,6,49,1,0,22,5z1b7fuvpqe6vnigvopomvecu,1,28.3,15.3,2023-04-09T16:30:30.604Z,2023-04-10T10:32:25Z,,,,,,,,,,,,,,,,,,,,,,,,,cllq8xizuqut48xxqc3btz97u,W. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190383,7,1,1,0,22,5z1b7fuvpqe6vnigvopomvecu,0,28.3,15.3,2023-04-09T16:30:30.633Z,2023-04-10T10:32:24Z,4177230459,155,,4177230463,140,47.5,4177230465,141,45.1,4177230469,213,0.8,4178661135,178,,4177230467,212,28.6,4177230461,56,Back,,,,cllq8xizuqut48xxqc3btz97u,W. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190389,12,49,1,0,24,89xivtxk59uzvhdsd6miao6tm,1,51.5,53.4,2023-04-09T16:30:33.261Z,2023-04-10T10:32:24Z,,,,,,,,,,,,,,,,,,,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190411,13,1,1,0,24,89xivtxk59uzvhdsd6miao6tm,1,51.5,53.4,2023-04-09T16:30:33.302Z,2023-04-10T10:32:23Z,4177230627,212,25.8,4177230621,56,Back,4177230623,140,47.5,4177230619,155,,4178661283,178,,4177230629,213,1.7,4177230625,141,90.8,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190443,14,1,1,0,27,89xivtxk59uzvhdsd6miao6tm,1,51.3,82.5,2023-04-09T16:30:35.855Z,2023-04-10T10:32:23Z,4178661377,388,,4177230815,213,3.7,4177230805,3,,4177230813,212,28.8,4177230809,140,28.8,4177230811,141,58.4,4177230807,56,Back,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190471,15,1,1,0,31,89xivtxk59uzvhdsd6miao6tm,1,23.4,48.2,2023-04-09T16:30:40.059Z,2023-04-10T10:32:22Z,4177230963,141,13.1,4177230959,56,Back,4178661471,178,,4177230965,212,26.0,4177230967,213,5.1,4177230961,140,33.2,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190481,16,1,1,0,34,89xivtxk59uzvhdsd6miao6tm,0,38.1,8.5,2023-04-09T16:30:43.303Z,2023-04-10T10:32:22Z,4177230993,56,Right,4177230995,140,54.5,4177230999,212,17.2,4177230997,141,8.8,4178661511,178,,4177231001,213,0.0,,,,,,,c8m4ox6n1v89qbbjq73s5ezmx,A. Preciado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190479,8,8,1,0,35,5z1b7fuvpqe6vnigvopomvecu,1,48.7,95.5,2023-04-09T16:30:44.064Z,2023-04-10T10:32:21Z,4178661557,178,,4178144533,383,,4177230991,56,Back,,,,,,,,,,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190485,9,49,1,0,35,5z1b7fuvpqe6vnigvopomvecu,1,49.3,96.2,2023-04-09T16:30:44.171Z,2023-04-10T10:32:21Z,,,,,,,,,,,,,,,,,,,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190495,10,1,1,0,37,5z1b7fuvpqe6vnigvopomvecu,1,57.1,98.2,2023-04-09T16:30:45.781Z,2023-04-10T10:32:20Z,4177231029,56,Center,4177231033,141,67.2,4177231035,212,24.2,4177231037,213,5.2,4178661671,178,,4177231031,140,68.4,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190509,11,1,1,0,38,5z1b7fuvpqe6vnigvopomvecu,1,63.8,78.1,2023-04-09T16:30:46.724Z,2023-04-10T10:32:20Z,4177231141,140,59.9,4177231139,56,Center,4177231147,213,4.1,4177231145,212,7.1,4178661757,178,,4177231143,141,69.6,,,,,,,2bz8ey1mxuv6uo8duu7if6k4q,N. Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190513,12,1,1,0,41,5z1b7fuvpqe6vnigvopomvecu,0,54.7,72.4,2023-04-09T16:30:49.543Z,2023-04-10T10:32:19Z,4177231165,140,71.4,4177231169,212,20.1,4177231171,213,5.8,4177231163,56,Center,4178661823,178,,4177231167,141,58.1,,,,,,,69ivqkcipxp15b7x5jl83ud49,S. Alzate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190517,17,8,1,0,41,89xivtxk59uzvhdsd6miao6tm,1,32.6,33.3,2023-04-09T16:30:50.341Z,2023-04-10T10:32:18Z,4177231191,56,Back,4178145441,385,,4178661977,178,,,,,,,,,,,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190549,18,61,1,0,45,89xivtxk59uzvhdsd6miao6tm,0,67.3,13.1,2023-04-09T16:30:54.407Z,2023-04-10T10:32:18Z,4177231353,56,Right,4178662155,178,,,,,,,,,,,,,,,,,,,,19htxtc8lmbfsv83py7hzqb8q,Y. Sor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190567,13,5,1,0,50,5z1b7fuvpqe6vnigvopomvecu,1,-0.6,87.2,2023-04-09T16:30:58.730Z,2023-04-10T01:38:35Z,4177231451,233,19,4177231449,346,,4177231447,56,Back,,,,,,,,,,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
