id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/9/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/11/value,qualifier/16/value,qualifier/19/value
2531190555,19,5,1,0,50,89xivtxk59uzvhdsd6miao6tm,0,100.6,12.8,2023-04-09T16:30:58.730Z,2023-04-10T01:38:35Z,4177231389,56,Right,4177231455,233,13,4177231391,346,,,,,,,,,,,,,,,,,19htxtc8lmbfsv83py7hzqb8q,Y. Sor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190765,14,1,1,1,11,5z1b7fuvpqe6vnigvopomvecu,1,5.3,50.1,2023-04-09T16:31:19.802Z,2023-04-10T10:32:18Z,4177232483,237,,4177232471,56,Back,4177232477,212,12.4,4177232469,124,,4177232479,213,4.6,4177232475,141,31.9,4177232473,140,4.4,,,,bxcwnf87pf8ijzbxy70ewcfe1,A. Bodart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190791,15,1,1,1,14,5z1b7fuvpqe6vnigvopomvecu,1,7,34.4,2023-04-09T16:31:23.357Z,2023-04-10T10:32:17Z,4177232607,140,26.7,4177232611,212,41.7,4177232615,1,,4177232603,155,,4177232609,141,87.7,4178662567,178,,4177232605,56,Back,4177232613,213,1.1,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190795,16,44,1,1,17,5z1b7fuvpqe6vnigvopomvecu,1,32.3,85.4,2023-04-09T16:31:26.132Z,2023-04-10T10:32:16Z,4177232641,233,20,4177232635,56,Back,4177232637,285,,,,,,,,,,,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190781,20,44,1,1,17,89xivtxk59uzvhdsd6miao6tm,0,67.7,14.6,2023-04-09T16:31:26.133Z,2023-04-10T10:32:16Z,4177232559,56,Right,4177232645,233,16,4177232561,286,,,,,,,,,,,,,,,,,c8m4ox6n1v89qbbjq73s5ezmx,A. Preciado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190797,17,1,1,1,17,5z1b7fuvpqe6vnigvopomvecu,0,32.4,83.8,2023-04-09T16:31:26.174Z,2023-04-10T10:32:16Z,4177232653,56,Back,4177232655,140,29.3,4177232659,212,4.5,4177232657,141,88.3,4177232661,213,2.4,4177232651,3,,4178662775,388,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190789,21,61,1,1,17,89xivtxk59uzvhdsd6miao6tm,1,68.1,15,2023-04-09T16:31:26.195Z,2023-04-10T10:32:15Z,4177232599,56,Right,4178663119,388,,4178663617,21,,,,,,,,,,,,,,,,,c8m4ox6n1v89qbbjq73s5ezmx,A. Preciado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190825,18,1,1,1,19,5z1b7fuvpqe6vnigvopomvecu,1,33.6,70.3,2023-04-09T16:31:28.216Z,2023-04-10T10:32:15Z,4177232803,140,36.9,4177232809,213,1.3,4177232805,141,86.0,4177232799,3,,4177232807,212,11.2,4177232801,56,Back,4178663967,178,,,,,69ivqkcipxp15b7x5jl83ud49,S. Alzate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190833,19,44,1,1,21,5z1b7fuvpqe6vnigvopomvecu,1,43.6,79.5,2023-04-09T16:31:30.168Z,2023-04-10T10:32:14Z,4177232851,285,,4177232849,56,Back,4177232857,233,22,,,,,,,,,,,,,,,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190819,22,44,1,1,21,89xivtxk59uzvhdsd6miao6tm,0,56.4,20.5,2023-04-09T16:31:30.169Z,2023-04-10T10:32:14Z,4177232865,233,19,4177232771,56,Right,4177232773,286,,,,,,,,,,,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190837,20,61,1,1,21,5z1b7fuvpqe6vnigvopomvecu,1,43.2,79.7,2023-04-09T16:31:30.213Z,2023-04-10T10:32:14Z,4178664545,15,,4178664237,388,,4177232855,56,Back,,,,,,,,,,,,,,,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531359301,821,61,1,1,21,89xivtxk59uzvhdsd6miao6tm,1,56.2,20,2023-04-09T16:31:30.257Z,2023-04-10T10:32:13Z,4178162499,56,Right,4178664441,388,,4178664439,21,,,,,,,,,,,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190835,23,49,1,1,23,89xivtxk59uzvhdsd6miao6tm,1,54.7,21.2,2023-04-09T16:31:31.859Z,2023-04-10T10:32:13Z,,,,,,,,,,,,,,,,,,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190843,24,1,1,1,23,89xivtxk59uzvhdsd6miao6tm,1,54.5,21.1,2023-04-09T16:31:31.902Z,2023-04-10T10:32:13Z,4177232903,212,14.2,4178664761,178,,4177232897,56,Right,4177232905,213,5.5,4177232899,140,63.7,4177232901,141,5.8,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190871,25,1,1,1,25,89xivtxk59uzvhdsd6miao6tm,1,60.5,2.9,2023-04-09T16:31:34.063Z,2023-04-10T10:32:12Z,4179403133,1,,4177233067,141,15.0,4177233061,155,,4178664851,178,,4177233063,56,Right,4177233071,213,0.2,4177233069,212,35.5,4177233065,140,93.4,c8m4ox6n1v89qbbjq73s5ezmx,A. Preciado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531457739,857,67,1,1,29,89xivtxk59uzvhdsd6miao6tm,1,95.7,18.1,2023-04-09T16:31:38.097Z,2023-04-10T10:32:12Z,4178695837,233,783,,,,,,,,,,,,,,,,,,,,,,1b6ab1mqzvhk547p0bdzbccfd,J. Paintsil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531457737,783,67,1,1,29,5z1b7fuvpqe6vnigvopomvecu,0,4.3,81.9,2023-04-09T16:31:38.098Z,2023-04-10T10:32:12Z,4178695853,233,857,,,,,,,,,,,,,,,,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190873,26,61,1,1,29,89xivtxk59uzvhdsd6miao6tm,0,95.9,17,2023-04-09T16:31:38.148Z,2023-04-10T10:32:11Z,4177233075,56,Right,4178665083,178,,,,,,,,,,,,,,,,,,,,1b6ab1mqzvhk547p0bdzbccfd,J. Paintsil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190885,21,49,1,1,31,5z1b7fuvpqe6vnigvopomvecu,1,5.8,90.6,2023-04-09T16:31:40.227Z,2023-04-10T10:32:11Z,,,,,,,,,,,,,,,,,,,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190903,22,1,1,1,31,5z1b7fuvpqe6vnigvopomvecu,1,6.2,91.1,2023-04-09T16:31:40.332Z,2023-04-10T10:32:10Z,4177233223,141,90.0,4177233219,56,Back,4177233225,212,8.4,4178665209,178,,4177233227,213,6.2,4177233221,140,14.2,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531190969,23,1,1,1,34,5z1b7fuvpqe6vnigvopomvecu,1,15.6,87.5,2023-04-09T16:31:42.696Z,2023-04-10T10:32:09Z,4177233641,140,24.3,4177233639,56,Back,4177233635,155,,4177233647,213,4.9,4177233649,1,,4178665245,178,,4177233637,196,,4177233645,212,41.9,93hp5gm29ke90ugdimd9xf949,A. Dønnum,4177233643,141,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531191007,24,1,1,1,43,5z1b7fuvpqe6vnigvopomvecu,1,37.6,4.9,2023-04-09T16:31:51.564Z,2023-04-10T10:32:08Z,4177233877,212,12.9,4178665333,178,,4177233871,56,Back,4177233873,140,41.8,4177233875,141,22.7,4177233879,213,1.2,,,,,,,eg2u042cthz9undb4xz0pu8rt,M. Fossey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531191017,25,1,1,1,49,5z1b7fuvpqe6vnigvopomvecu,1,32.4,37.2,2023-04-09T16:31:57.549Z,2023-04-10T10:32:05Z,4177233935,212,11.6,4177233929,56,Back,4178665365,178,,4177233933,141,53.6,4177233931,140,35.3,4177233937,213,1.3,,,,,,,187wxh3jjn8hqbu7fyw7wullh,G. Cimirot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531191049,26,1,1,1,51,5z1b7fuvpqe6vnigvopomvecu,0,37.8,59.3,2023-04-09T16:31:59.583Z,2023-04-10T10:32:05Z,4177234095,56,Back,4177234099,141,100.0,4177234103,213,2.0,4178665407,178,,4177234101,212,30.9,4177234097,140,26.8,,,,,,,69ivqkcipxp15b7x5jl83ud49,S. Alzate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531191061,27,5,1,1,54,89xivtxk59uzvhdsd6miao6tm,1,76.7,-1.7,2023-04-09T16:32:02.800Z,2023-04-10T01:41:13Z,4177234211,233,27,4177234185,347,,4177234181,56,Right,,,,,,,,,,,,,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531191051,27,5,1,1,54,5z1b7fuvpqe6vnigvopomvecu,0,23.3,101.7,2023-04-09T16:32:02.800Z,2023-04-10T01:41:14Z,4177234229,233,27,4177234109,347,,4177234107,56,Back,,,,,,,,,,,,,,,,69ivqkcipxp15b7x5jl83ud49,S. Alzate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
