id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2505901431,1,34,16,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2023-02-10T18:08:31.063Z,2023-02-10T19:19:59Z,4022664179,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022664165,30,"49vbniwasp2kyt27jw0cv6m6t, dmk8usvqtzv60bwkoxk7kfqxg, 9fvwcsajeousbo5o0e84cj2sp, 91sex5ir1pp4b2beotoua7mqx, 4juerzftkeiuzctoiei6dmtp1, 1abf0y93zbw1sw183nblqoicp, 73z9v9oz73hlmnswrzp860yj9, 1fdi6uzonmsod2drzro8bj3rp, 1kst4u41rlyirggwoo1m8ovdh, cinzr4hnryu433l6z40j5x49h, 58b30n3a3qc1s5tpfn8er7tw4, 91qd93lqgpe700ps0b6a7ntn9, cni0rxu9fo9lfqqhggmqrdvpx, dvomh2gx3wd5x5v1dmlnkdpzp, a8pgjuz5yrbxyf1t905gj327d, 2vmpkyku0hwv0zdbbzunt2xux, 6u73l7tuxx0958ij9kvdizjrp, 73pmo92alzawlt2yo2bfartn9",4022664167,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4022664177,197,8055,4022664171,130,18,4022664175,194,73z9v9oz73hlmnswrzp860yj9,4022664173,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4022664169,59,"12, 25, 20, 15, 14, 28, 24, 8, 7, 9, 43, 4, 5, 6, 11, 13, 29, 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505902849,1,34,16,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2023-02-10T18:11:45.549Z,2023-02-10T19:05:20Z,4022671303,30,"d5ecnjd6h89iepxrvrlfn97ft, 84l7r4ud9ipuf9vc3ib5b4l0q, 5wn1xudozb4s78x0m8ch7vn8q, 5iuagsqdiiaadb5yuf7r4vzmc, 8am2h5qc7296fima2r4wam63u, bmbn4q2uorkgosgaig6migpux, 3l1v52usaf9mmi9dwowdwv3e, 8jc7tw0nw37trgyli0oyz1soa, 1gzgkjei16r4lt2fvcedy1jvt, a0ecz4nlxrr62dcwixtmjiwyy, 8d0ffyx2qnnp0limf5aou92ei, b13ly8cuyvgraih4y0wxuami2, enyx6hc9mfglu3w2robv9hd9m, 2xba9p5cocj599cltnabjes45, ez9zc94k1nj4qxjf2hrvj5dgq, 21ipfd9gxws9vqpw9002o8ve1, 7weuixp1j81ga9pjhouf2h2hh, 21d3mvqtl1ttuyvnl3hrsz6z8",4022671313,194,8jc7tw0nw37trgyli0oyz1soa,4022671307,59,"1, 41, 23, 66, 24, 5, 17, 14, 9, 34, 36, 7, 8, 10, 11, 21, 28, 76",4022671315,197,6718,4022671311,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4022671305,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4022671317,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022671309,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916285,2,32,1,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2023-02-10T19:00:58.022Z,2023-02-10T23:47:20Z,4022736363,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916279,2,32,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2023-02-10T19:00:58.022Z,2023-02-10T19:00:58Z,4022736335,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916331,3,1,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,49.8,49.9,2023-02-10T19:00:58.123Z,2023-02-11T01:36:26Z,4022736579,56,Back,4022736583,140,31.3,4022736585,141,47.6,4022736587,212,19.5,4022736591,279,S,4023389969,178,,4022736589,213,3.2,,,,1gzgkjei16r4lt2fvcedy1jvt,K. Denkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916341,4,1,1,0,3,3ix9om1svhd6obl0mbk1otgop,0,22.7,47.2,2023-02-10T19:01:01.742Z,2023-02-11T10:49:39Z,4022736609,141,46.3,4023390081,178,,4022736615,1,,4022736607,140,25.5,4022736605,56,Back,4022736611,212,3.0,4022736603,157,,4022736613,213,6.1,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916317,3,61,1,0,3,bw9wm8pqfzcchumhiwdt2w15c,1,73.5,51.2,2023-02-10T19:01:01.889Z,2023-02-11T10:49:38Z,4022736527,56,Center,4023390271,388,,,,,,,,,,,,,,,,,,,,58b30n3a3qc1s5tpfn8er7tw4,N. Nsingi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916383,5,1,1,0,10,3ix9om1svhd6obl0mbk1otgop,1,32.8,81.6,2023-02-10T19:01:08.192Z,2023-02-11T10:49:38Z,4022736807,141,89.7,4022736801,157,,4022736811,213,0.2,4022736805,140,64.3,4022736803,56,Left,4023390443,178,,4022736813,1,,4022736809,212,33.5,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916387,6,1,1,0,13,3ix9om1svhd6obl0mbk1otgop,0,66.1,84.1,2023-02-10T19:01:11.602Z,2023-02-11T10:49:37Z,4022736831,56,Left,4022736837,212,3.2,4022736835,141,88.7,4022736833,140,65.4,4023390773,178,,4022736839,213,1.8,4022736829,3,,,,,8d0ffyx2qnnp0limf5aou92ei,A. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916393,4,1,1,0,15,bw9wm8pqfzcchumhiwdt2w15c,0,32.8,18,2023-02-10T19:01:13.093Z,2023-02-11T10:49:37Z,4022736861,3,,4022736867,141,23.9,4023391113,178,,4022736865,140,43.7,4022736863,56,Back,4022736869,212,12.1,4022736871,213,0.3,,,,1abf0y93zbw1sw183nblqoicp,E. Pletinckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
