id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2482626979,1,34,16,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-11-06T16:43:17.234Z,2022-11-07T09:59:01Z,3900202385,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3900202381,197,9457,3900202369,30,"3z37ancgteqhbhpygl0brzzdh, b3vvxolwxcukqk76hb4scvh79, 6rarodhofviwmh5jd0ly8lp4a, anx0hiu9yn8szbjk3994u7njd, 88nmn961vtb3bnt9v9rye1h0q, 1qqhtdvpixhe5zt9mq9omsoh5, 143brmwsfow8o0svtdq98tiw9, 5yw1c3i4j9zyt52vomrfbxyol, 7snt4uu7f2d0g7utjm2xfis8a, bu7cw3305zs2u7uj2ed5t867e, 5don85s7097g5df42m429b8ix, 8q7c0yi5x7vh7032jgbeytal1, 3wwi5vf2l1qbz7e5zdjoy8yga, 8f77xyqg4womglj1o8udq77qh, ev9ql3x07q7totbxl3gvlidat, dwnd8j9ok6ncbp69gmchw953o, 8lj9hc8u1351oczzu81mryluc, c4n7kjp8c47trslpssnyqjo16",3900202373,59,"30, 62, 5, 71, 56, 3, 21, 11, 99, 10, 7, 9, 16, 18, 25, 27, 29, 70",3900202375,130,4,3900202379,194,3z37ancgteqhbhpygl0brzzdh,3900202371,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3900202377,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482626991,1,34,16,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-11-06T16:43:17.241Z,2022-11-07T09:56:45Z,3900202441,197,3769,3900202443,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3900202433,59,"1, 2, 34, 8, 23, 51, 14, 16, 18, 24, 10, 11, 26, 48, 50, 55, 61, 99",3900202429,30,"r0hm6ahwcvdu57bgfi5zkslx, 1h9jdj5ag99myeoirxzh92od1, cyh16toqa9wxmxepg635ecgve, cefs6b83ei4gcyuscfopw32ay, 9tc6mprxpu2rc5ptlp5ljw7h1, ecwzzrkn1snbua5yu4gehxm2, 9tgbdheyuooa8cfz06l577end, 5jywyphhwu9j4bphz0720kb9, eg4piy0kcdtdopqpd3lcl5j2t, d19yalwh3i2olvpwoi89feqjt, dcjf15sf1dbb6w17foz25uuei, cl2mi40x3gjsan1iifpbwec4p, 4114auk4o8n6higc918qymc4p, a7ip51ik4rkqcvgdsh64ln09g, 8kwlhrjwp4xewwpaayseb9bmc, 1v75zo1ivju4o2xwgwn9az88a, 8yo1cv2wlhnk1lu50cu3iul79, ex7y8oe78ewwmibz41qbmwhxx",3900202437,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3900202439,194,9tc6mprxpu2rc5ptlp5ljw7h1,3900202431,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3900202435,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482666843,2,32,1,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-11-06T17:33:11.471Z,2022-11-06T23:28:01Z,3900421673,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482666857,2,32,1,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-11-06T17:33:11.471Z,2022-11-06T17:33:14Z,3900421723,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482666869,3,1,1,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,50,50.3,2022-11-06T17:33:11.534Z,2022-11-07T05:03:03Z,3900421815,141,50.1,3900421811,56,Back,3900421819,213,3.2,3900421817,212,10.5,3900421821,279,S,3900421813,140,40.0,3901722563,178,,,,,7snt4uu7f2d0g7utjm2xfis8a,Fábio Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482666927,4,1,1,0,1,6vyr13j6kbwdtxjwm1m4m8nu2,1,40.1,54.7,2022-11-06T17:33:13.416Z,2022-11-07T09:39:48Z,3900422107,212,18.2,3901722599,178,,3900422101,56,Back,3900422109,213,4.0,3900422105,141,34.9,3900422103,140,28.5,,,,,,,anx0hiu9yn8szbjk3994u7njd,T. Leoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482666993,5,1,1,0,5,6vyr13j6kbwdtxjwm1m4m8nu2,1,28.3,30.9,2022-11-06T17:33:17.039Z,2022-11-07T09:39:47Z,3900422417,212,21.0,3900422415,141,61.5,3900422419,213,1.7,3900422409,56,Back,3901722695,178,,3900422413,140,25.7,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482667007,6,1,1,0,7,6vyr13j6kbwdtxjwm1m4m8nu2,1,24.6,63.1,2022-11-06T17:33:19.276Z,2022-11-07T09:39:46Z,3901722743,178,,3900422465,213,6.0,3900422461,141,58.4,3900422463,212,12.3,3900422459,140,35.9,3900422457,56,Back,,,,,,,1qqhtdvpixhe5zt9mq9omsoh5,H. Delcroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482667039,7,1,1,0,8,6vyr13j6kbwdtxjwm1m4m8nu2,1,32.4,62.5,2022-11-06T17:33:20.089Z,2022-11-07T09:39:46Z,3900422649,213,3.1,3900422645,141,63.6,3900422641,56,Back,3900422647,212,8.9,3901722779,178,,3900422643,140,24.0,,,,,,,anx0hiu9yn8szbjk3994u7njd,T. Leoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482667129,8,1,1,0,10,6vyr13j6kbwdtxjwm1m4m8nu2,1,23.5,63.8,2022-11-06T17:33:21.616Z,2022-11-07T09:39:45Z,3901722819,178,,3900423061,213,3.8,3900423053,56,Back,3900423055,140,7.0,3900423059,212,21.9,3900423057,141,44.2,,,,,,,1qqhtdvpixhe5zt9mq9omsoh5,H. Delcroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
