id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/17/value
2512157825,1,34,16,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-02-25T16:26:38.588Z,2023-02-26T14:38:55Z,4055611687,59,"26, 23, 5, 8, 46, 2, 28, 17, 99, 34, 11, 4, 7, 10, 14, 19, 41, 77",4055611689,130,8,4055611697,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4055611691,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4055611685,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4055611683,30,"jflu7a5n4f3ezoj20z0kje5m, 3yb66hal4fvr04bawz0y3efhl, d1rgv9cgncdgr1h61phrxoc89, a8k3ubqsi0duc3g4u5jnvcoa1, 68vmg4qgr11vppc48hs8402jt, 5enjhxrx2jrjqtgb9wwq0baax, 1b6ab1mqzvhk547p0bdzbccfd, ama1ibpjcfu206icrfmkgfavp, boehs62sf23wlas5wb4l5s2y, 7jpasvui43tnyao6ijyuuyuqc, 9pvc7e65cfgtuipfen5zt463t, cma24hkdklib8007a42cso38q, 5qpyf80if6m1o5vkwf1yt034l, 14w9q2mu6yq235ic55fxs0w2y, 19htxtc8lmbfsv83py7hzqb8q, 1e7snjsrbh93xt5ti1oyuqxka, 47vs05b8xlhvx5sqo2t5kys4, c8m4ox6n1v89qbbjq73s5ezmx",4055611695,197,3313,4055611693,194,a8k3ubqsi0duc3g4u5jnvcoa1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512167645,1,34,16,0,0,2b57rbw94i9ohnbch52owvqtq,1,0,0,2023-02-25T16:31:38.995Z,2023-02-25T17:22:10Z,4055665429,194,92ajo8iiqwlmjwndtf7yt6l05,4055665423,59,"28, 26, 18, 4, 88, 2, 16, 34, 9, 68, 8, 1, 7, 27, 33, 77, 80, 90",4055665425,130,12,4055665427,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4055665421,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4055665431,197,10068,4055665433,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4055665419,30,"99eumu17h5sxriw5vfczvdb6d, 17x4fqsde2cdp2s9q5odmkr8p, 2rn8mnhlrtrbm6du97f54zckq, c8ikdrxdufewp5jzds3s24xjp, 7y7wrtvktvxfki86p41ptoell, ew1thxs8j5mwwqh075kzsjq0a, 3s0tyude1pghox634ij87srft, 58qrdtv5emnvcojqkmnpx5ffu, b3y2ov2ju75fr5u5e2rerj1ex, 65js4yds9vyg0iyck8xh10frp, 92ajo8iiqwlmjwndtf7yt6l05, d0itp0eyxewvnm2shm0manw7p, 3m13ipluel0m6cotha7n7vrop, czsmg1hjqbmzhz8x91y3b0yc5, 2hj88r72bbwnhqx12tv13jmqx, 9m3bkbdedtddfeix57rj2f7c9, b81lneik0objvk15uf6m4cewa, 3are60mt98ibeazgcyjvuy7tg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512235969,2,32,1,0,0,2b57rbw94i9ohnbch52owvqtq,1,0,0,2023-02-25T17:15:44.592Z,2023-02-25T17:15:44Z,4056031097,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512235975,2,32,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-02-25T17:15:44.592Z,2023-02-26T06:31:07Z,4056031127,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512236043,3,1,1,0,0,2b57rbw94i9ohnbch52owvqtq,1,50.1,50.1,2023-02-25T17:15:44.692Z,2023-02-26T06:58:19Z,4056031447,141,45.1,4056031457,279,S,4056031449,212,24.0,4058110245,178,,4056031445,140,27.5,4056031443,56,Back,4056031453,213,3.3,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512236107,4,1,1,0,3,2b57rbw94i9ohnbch52owvqtq,0,32.7,47.2,2023-02-25T17:15:48.044Z,2023-02-26T11:09:04Z,4056031701,1,,4056031689,155,,4058110361,178,,4056031697,212,41.0,4056031691,56,Right,4056031699,213,5.7,4056031695,141,16.4,4056031693,140,66.3,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512236127,3,61,1,0,6,89xivtxk59uzvhdsd6miao6tm,1,28.9,76.3,2023-02-25T17:15:51.069Z,2023-02-26T11:09:04Z,4056031803,56,Back,4058110429,388,,,,,,,,,,,,,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512236145,4,49,1,0,7,89xivtxk59uzvhdsd6miao6tm,1,27.9,68.7,2023-02-25T17:15:51.653Z,2023-02-26T11:09:03Z,,,,,,,,,,,,,,,,,,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512236177,5,1,1,0,7,89xivtxk59uzvhdsd6miao6tm,1,27.8,68.5,2023-02-25T17:15:51.741Z,2023-02-26T11:09:03Z,4056032091,213,1.2,4056032087,141,85.3,4056032089,212,12.1,4058110539,178,,4056032085,140,31.6,4056032083,56,Back,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512236187,6,1,1,0,9,89xivtxk59uzvhdsd6miao6tm,0,37.1,87.3,2023-02-25T17:15:54.338Z,2023-02-26T11:09:01Z,4056032135,213,5.6,4056032133,212,24.0,4056032127,140,54.9,4058110587,178,,4056032131,141,65.2,4056032125,56,Center,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512236201,5,49,1,0,12,2b57rbw94i9ohnbch52owvqtq,1,45.8,33.4,2023-02-25T17:15:56.767Z,2023-02-26T11:09:01Z,,,,,,,,,,,,,,,,,,,,,,,,,c8ikdrxdufewp5jzds3s24xjp,M. Barać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512236251,6,1,1,0,12,2b57rbw94i9ohnbch52owvqtq,0,45.9,33.3,2023-02-25T17:15:56.813Z,2023-02-26T11:09:01Z,4056032505,140,85.3,4056032503,56,Right,4056032511,213,6.0,4058110679,178,,4056032507,141,13.8,4056032501,155,,4056032513,1,,4056032509,212,43.4,c8ikdrxdufewp5jzds3s24xjp,M. Barać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512236259,7,49,1,0,15,89xivtxk59uzvhdsd6miao6tm,1,14.5,82.8,2023-02-25T17:16:00.220Z,2023-02-26T11:09:00Z,,,,,,,,,,,,,,,,,,,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512236275,8,1,1,0,15,89xivtxk59uzvhdsd6miao6tm,0,13.6,83.3,2023-02-25T17:16:00.314Z,2023-02-26T11:09:00Z,4056032585,157,,4056032595,213,1.6,4056032593,212,12.7,4056032587,56,Back,4056032589,140,12.9,4058110911,178,,4056032591,141,100.0,4056032597,1,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512236369,7,5,1,0,17,2b57rbw94i9ohnbch52owvqtq,1,85.8,-1.7,2023-02-25T17:16:02.543Z,2023-02-26T06:59:02Z,4056033013,233,9,4056032973,347,,4056032969,56,Right,,,,,,,,,,,,,,,,c8ikdrxdufewp5jzds3s24xjp,M. Barać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512236277,9,5,1,0,17,89xivtxk59uzvhdsd6miao6tm,0,14.2,101.7,2023-02-25T17:16:02.543Z,2023-02-26T06:59:03Z,4056033037,233,7,4056032603,347,,4056032601,56,Back,,,,,,,,,,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512236707,8,1,1,0,43,2b57rbw94i9ohnbch52owvqtq,0,91.7,0,2023-02-25T17:16:28.445Z,2023-02-26T11:08:59Z,4056034729,212,17.5,4056034727,141,23.4,4056034721,107,,4056034731,213,1.7,4056034723,56,Center,4056034725,140,89.0,,,,,,,92ajo8iiqwlmjwndtf7yt6l05,C. McGeehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512236729,10,44,1,0,45,89xivtxk59uzvhdsd6miao6tm,1,4.1,72.1,2023-02-25T17:16:30.315Z,2023-02-26T11:08:59Z,4056034827,285,,4056034823,56,Back,4056035467,233,9,,,,,,,,,,,,,,,,boehs62sf23wlas5wb4l5s2y,T. Arokodare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512236753,9,44,1,0,45,2b57rbw94i9ohnbch52owvqtq,0,95.9,27.9,2023-02-25T17:16:30.316Z,2023-02-26T11:08:58Z,4056034945,56,Center,4056034947,286,,4056035483,233,10,,,,,,,,,,,,,,,,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512236737,11,12,1,0,45,89xivtxk59uzvhdsd6miao6tm,1,4.5,70.2,2023-02-25T17:16:30.407Z,2023-02-26T11:08:58Z,4056034867,213,2.7,4056034861,140,0.0,4056034879,167,,4056035199,15,,4058111119,388,,4056034865,212,6.6,4056034863,141,73.9,4056034859,56,Back,boehs62sf23wlas5wb4l5s2y,T. Arokodare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512236827,11,6,1,0,47,2b57rbw94i9ohnbch52owvqtq,1,100,25.8,2023-02-25T17:16:32.115Z,2023-02-26T06:59:17Z,4056035253,56,Center,4056035255,75,,4056035273,233,12,,,,,,,,,,,,,,,,c8ikdrxdufewp5jzds3s24xjp,M. Barać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512236739,12,6,1,0,47,89xivtxk59uzvhdsd6miao6tm,0,0,74.2,2023-02-25T17:16:32.115Z,2023-02-26T06:59:17Z,4056034871,56,Back,4056034873,73,,4056035293,233,11,,,,,,,,,,,,,,,,boehs62sf23wlas5wb4l5s2y,T. Arokodare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512236761,10,43,1,0,50,2b57rbw94i9ohnbch52owvqtq,1,0,0,2023-02-25T17:16:35.523Z,2023-02-25T17:16:44Z,4056035517,144,5,4056034955,346,0,4056034953,56,Center,,,,,,,,,,,,,,,,c8ikdrxdufewp5jzds3s24xjp,M. Barać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512236981,12,1,1,1,10,2b57rbw94i9ohnbch52owvqtq,0,99.5,0.5,2023-02-25T17:16:54.612Z,2023-02-26T06:59:24Z,4056036149,140,91.4,4056036143,155,,4057336137,20,,4056036153,212,25.2,4056036139,2,,4056036141,6,,4056036147,56,Center,4056036151,141,35.4,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,4058111263,178,4056036145,224,4056036155,213,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
