id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/17/value,assist,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2453876191,9,1,1,0,15,7zibyotq1x1hq6pmgibhr0e6s,1,28.7,76,2022-08-31T18:30:24.898Z,2022-09-01T10:59:17Z,3749057203,178,,3747660309,140,23.0,3747660317,212,12.8,3747660307,56,Back,3747660313,141,59.3,3747660319,213,4.2,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876229,10,1,1,0,20,7zibyotq1x1hq6pmgibhr0e6s,1,27.8,54.7,2022-08-31T18:30:29.532Z,2022-09-01T10:59:16Z,3747660497,140,28.1,3747660503,213,1.6,3747660501,212,19.4,3749057303,178,,3747660499,141,83.2,3747660495,56,Back,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876259,11,1,1,0,22,7zibyotq1x1hq6pmgibhr0e6s,1,34.7,78.8,2022-08-31T18:30:32.249Z,2022-09-01T10:59:15Z,3747660657,213,4.0,3747660649,56,Back,3747660651,140,22.0,3747660655,212,19.3,3749057369,178,,3747660653,141,58.2,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876279,12,1,1,0,25,7zibyotq1x1hq6pmgibhr0e6s,1,29.1,56.2,2022-08-31T18:30:34.511Z,2022-09-01T10:59:15Z,3747660769,140,26.8,3749057475,178,,3747660773,212,17.9,3747660771,141,30.1,3747660775,213,4.6,3747660767,56,Back,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876315,13,1,1,0,28,7zibyotq1x1hq6pmgibhr0e6s,1,37.7,20.8,2022-08-31T18:30:37.472Z,2022-09-01T10:59:14Z,3747660969,140,25.0,3749057583,178,,3747660973,212,22.7,3747660975,213,2.2,3747660971,141,47.9,3747660967,56,Back,,,,,,,8yo1cv2wlhnk1lu50cu3iul79,Dinis Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876333,14,1,1,0,32,7zibyotq1x1hq6pmgibhr0e6s,1,38.8,47.7,2022-08-31T18:30:41.978Z,2022-09-01T10:59:13Z,3749057685,178,,3747661093,56,Back,3747661099,212,13.3,3747661101,213,4.4,3747661095,140,34.6,3747661097,141,29.2,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876357,15,1,1,0,35,7zibyotq1x1hq6pmgibhr0e6s,1,47.3,18.7,2022-08-31T18:30:44.611Z,2022-09-01T10:59:12Z,3749057777,178,,3747661229,56,Right,3747661235,212,13.9,3747661231,140,57.2,3747661233,141,5.2,3747661237,213,5.6,,,,,,,8yo1cv2wlhnk1lu50cu3iul79,Dinis Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876379,16,1,1,0,37,7zibyotq1x1hq6pmgibhr0e6s,0,59.1,2.4,2022-08-31T18:30:47.052Z,2022-09-01T10:59:11Z,3747661353,56,Right,3747661359,212,19.3,3747661361,213,0.6,3747661355,140,74.6,3749057859,178,,3747661357,141,17.7,,,,,,,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876383,3,8,1,0,38,ecj1gmc7pqcjo4sc9hvghj5u3,1,29.9,84.2,2022-08-31T18:30:48.002Z,2022-09-01T10:59:11Z,3749057977,178,,3747661401,56,Back,3748262005,384,,,,,,,,,,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876395,4,49,1,0,40,ecj1gmc7pqcjo4sc9hvghj5u3,1,23.3,97.7,2022-08-31T18:30:49.991Z,2022-09-01T10:59:10Z,,,,,,,,,,,,,,,,,,,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876419,5,1,1,0,42,ecj1gmc7pqcjo4sc9hvghj5u3,1,26.8,98.1,2022-08-31T18:30:52.140Z,2022-09-01T10:59:09Z,3747661609,141,96.8,3747661605,56,Back,3747661611,212,10.2,3749058285,178,,3747661607,140,36.5,3747661613,213,6.2,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876429,6,1,1,0,43,ecj1gmc7pqcjo4sc9hvghj5u3,1,32.3,99.9,2022-08-31T18:30:53.326Z,2022-09-01T10:59:08Z,3747661677,141,86.5,3749058481,178,,3747661675,140,38.4,3747661679,212,11.1,3747661673,56,Back,3747661681,213,5.3,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876447,7,1,1,0,44,ecj1gmc7pqcjo4sc9hvghj5u3,1,34.7,87.9,2022-08-31T18:30:54.194Z,2022-09-01T10:59:08Z,3747661757,56,Back,3747661761,141,94.5,3747661765,213,0.5,3747661759,140,42.2,3747661763,212,9.1,3749058577,178,,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454141655,816,43,1,0,45,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-08-31T18:30:54.932Z,2022-09-01T07:23:35Z,3749088713,178,0,3749088763,144,82,,,,,,,,,,,,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876471,8,61,1,0,45,ecj1gmc7pqcjo4sc9hvghj5u3,1,38.9,99,2022-08-31T18:30:54.990Z,2022-09-01T10:59:07Z,3747661923,56,Back,3749058651,178,,,,,,,,,,,,,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876493,9,3,1,0,47,ecj1gmc7pqcjo4sc9hvghj5u3,1,47.2,97,2022-08-31T18:30:56.467Z,2022-09-01T10:59:07Z,3747662047,56,Back,3747662063,233,17,3748264015,465,,3747662049,286,,3749058871,178,,,,,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876487,17,45,1,0,47,7zibyotq1x1hq6pmgibhr0e6s,0,52.8,3,2022-08-31T18:30:56.467Z,2022-09-01T10:59:07Z,3747662069,233,9,3747662019,285,,3747662017,56,Right,,,,,,,,,,,,,,,,8yo1cv2wlhnk1lu50cu3iul79,Dinis Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876509,10,1,1,0,52,ecj1gmc7pqcjo4sc9hvghj5u3,0,82.3,89.8,2022-08-31T18:31:01.919Z,2022-09-01T10:59:06Z,3747662153,56,Center,3747662159,212,18.0,3747662161,213,4.9,3747662155,140,86.2,3747662157,141,64.0,3749058937,178,,3747662149,2,,3748264181,72,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,3748264179,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454141727,1059,43,1,0,52,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-08-31T18:31:02.343Z,2022-09-01T07:23:48Z,3749088979,144,82,3749088949,178,0,,,,,,,,,,,,,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876539,18,12,1,0,53,7zibyotq1x1hq6pmgibhr0e6s,1,13,35.5,2022-08-31T18:31:02.582Z,2022-09-01T10:59:06Z,3747662317,56,Back,3747662319,140,27.9,3747662323,212,21.4,3749059003,178,,3747662325,213,0.8,3747662321,141,57.0,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876541,19,49,1,0,55,7zibyotq1x1hq6pmgibhr0e6s,1,22.4,56,2022-08-31T18:31:05.329Z,2022-09-01T10:59:05Z,,,,,,,,,,,,,,,,,,,,,,,,,cefs6b83ei4gcyuscfopw32ay,A. Yusuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876549,11,45,1,0,56,ecj1gmc7pqcjo4sc9hvghj5u3,0,76.6,43.5,2022-08-31T18:31:05.529Z,2022-09-01T10:59:05Z,3747662421,233,20,3747662367,286,,3747662363,56,Center,,,,,,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876553,20,3,1,0,56,7zibyotq1x1hq6pmgibhr0e6s,1,23.4,56.5,2022-08-31T18:31:05.529Z,2022-09-01T10:59:04Z,3747662383,56,Back,3748264337,464,,3747662417,233,11,3747662385,285,,3749059211,178,,,,,,,,,,,cefs6b83ei4gcyuscfopw32ay,A. Yusuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876587,21,1,1,0,58,7zibyotq1x1hq6pmgibhr0e6s,1,25.6,73.3,2022-08-31T18:31:08.258Z,2022-09-01T10:59:04Z,3747662577,56,Back,3747662583,212,9.6,3747662579,140,22.0,3747662585,213,2.0,3749059281,178,,3747662581,141,86.3,,,,,,,cefs6b83ei4gcyuscfopw32ay,A. Yusuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876621,22,1,1,1,0,7zibyotq1x1hq6pmgibhr0e6s,0,23.1,89.6,2022-08-31T18:31:09.587Z,2022-09-01T10:59:03Z,3747662779,141,96.5,3747662781,212,16.1,3747662783,213,0.3,3747662775,56,Back,3749059413,178,,3747662777,140,37.8,,,,,,,5u6h6cptsad9e6n4uv76q0fl5,S. Vines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454141879,819,67,1,1,2,ecj1gmc7pqcjo4sc9hvghj5u3,1,62,2.6,2022-08-31T18:31:11.618Z,2022-09-01T10:59:03Z,3749089423,233,1062,,,,,,,,,,,,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454141873,1062,67,1,1,2,7zibyotq1x1hq6pmgibhr0e6s,0,38,97.4,2022-08-31T18:31:11.619Z,2022-09-01T10:59:03Z,3749089431,233,819,,,,,,,,,,,,,,,,,,,,,,cefs6b83ei4gcyuscfopw32ay,A. Yusuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876611,12,8,1,1,2,ecj1gmc7pqcjo4sc9hvghj5u3,1,62,1.6,2022-08-31T18:31:11.697Z,2022-09-01T10:59:02Z,3747662725,56,Right,3748264597,385,,3749059559,389,,,,,,,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876633,13,5,1,1,3,ecj1gmc7pqcjo4sc9hvghj5u3,0,63.2,-1.6,2022-08-31T18:31:12.475Z,2022-09-01T06:46:30Z,3747662841,56,Right,3747663417,233,23,3747662843,347,,,,,,,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876723,23,5,1,1,3,7zibyotq1x1hq6pmgibhr0e6s,1,36.8,101.6,2022-08-31T18:31:12.475Z,2022-09-01T06:46:31Z,3747663405,56,Back,3747663409,233,13,3747663407,347,,,,,,,,,,,,,,,,,5u6h6cptsad9e6n4uv76q0fl5,S. Vines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876731,24,1,1,1,10,7zibyotq1x1hq6pmgibhr0e6s,1,29.6,100,2022-08-31T18:31:20.372Z,2022-09-01T10:59:02Z,3747663449,56,Back,3747663457,213,5.7,3747663455,212,10.9,3747663923,189,,3747663451,140,38.4,3747663453,141,93.6,3747663447,107,,,,,5u6h6cptsad9e6n4uv76q0fl5,S. Vines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876739,25,1,1,1,11,7zibyotq1x1hq6pmgibhr0e6s,0,34.8,81.7,2022-08-31T18:31:21.065Z,2022-09-01T10:59:02Z,3747663491,56,Back,3747663495,141,100.0,3747663493,140,39.5,3747663499,213,1.2,3749059785,178,,3747664091,189,,3747663497,212,14.7,,,,cefs6b83ei4gcyuscfopw32ay,A. Yusuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876753,14,5,1,1,13,ecj1gmc7pqcjo4sc9hvghj5u3,1,62.2,-2,2022-08-31T18:31:23.157Z,2022-09-01T06:47:14Z,3747663555,347,,3747663561,233,26,3747663553,56,Right,,,,,,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876741,26,5,1,1,13,7zibyotq1x1hq6pmgibhr0e6s,0,37.8,102,2022-08-31T18:31:23.157Z,2022-09-01T06:47:14Z,3747663501,56,Back,3747663503,347,,3747663579,233,14,,,,,,,,,,,,,,,,cefs6b83ei4gcyuscfopw32ay,A. Yusuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876767,15,1,1,1,17,ecj1gmc7pqcjo4sc9hvghj5u3,1,66.9,0,2022-08-31T18:31:27.397Z,2022-09-01T10:59:01Z,3747663649,213,0.6,3747663643,140,71.9,3747663645,141,3.5,3747663641,56,Right,3747663647,212,6.4,3747663639,107,,,,,,,,f0ean6buvvp9l4rh1ayvnnill,R. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876777,16,1,1,1,18,ecj1gmc7pqcjo4sc9hvghj5u3,1,72.3,3.3,2022-08-31T18:31:28.008Z,2022-09-01T10:59:01Z,3747663687,212,8.1,3747663689,213,3.0,3747663683,140,64.6,3749060421,178,,3747663685,141,4.6,3747663681,56,Right,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876795,17,1,1,1,19,ecj1gmc7pqcjo4sc9hvghj5u3,0,67.5,0.1,2022-08-31T18:31:28.591Z,2022-09-01T10:59:01Z,3747663805,155,,3747663817,1,,3747663809,140,100.0,3747663813,212,38.6,3747663807,56,Center,3747663811,141,23.6,3747663815,213,0.4,3749060489,178,,f0ean6buvvp9l4rh1ayvnnill,R. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876797,18,5,1,1,24,ecj1gmc7pqcjo4sc9hvghj5u3,0,100.8,23.8,2022-08-31T18:31:34.159Z,2022-09-01T06:47:35Z,3747663825,346,,3747663877,233,27,3747663823,56,Center,,,,,,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876799,27,5,1,1,24,7zibyotq1x1hq6pmgibhr0e6s,1,-0.8,76.2,2022-08-31T18:31:34.159Z,2022-09-01T06:47:35Z,3747663833,346,,3747663831,56,Back,3747663859,233,18,,,,,,,,,,,,,,,,cefs6b83ei4gcyuscfopw32ay,A. Yusuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876947,28,1,1,1,41,7zibyotq1x1hq6pmgibhr0e6s,1,4.9,49.1,2022-08-31T18:31:51.142Z,2022-09-01T10:59:00Z,3747664741,140,10.4,3747664737,124,,3747664745,212,6.9,3747664743,141,43.6,3747664739,56,Back,3747664751,237,,3747664747,213,5.7,,,,r0hm6ahwcvdu57bgfi5zkslx,J. Butez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876959,29,1,1,1,42,7zibyotq1x1hq6pmgibhr0e6s,1,8.1,44.8,2022-08-31T18:31:52.152Z,2022-09-01T10:59:00Z,3747664797,56,Back,3747664803,212,2.5,3747664801,141,48.4,3747664805,213,1.4,3749061013,178,,3747664799,140,8.5,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876963,30,1,1,1,43,7zibyotq1x1hq6pmgibhr0e6s,0,6.6,48.3,2022-08-31T18:31:53.136Z,2022-09-01T10:58:59Z,3747664841,1,,3747664837,212,60.1,3747664835,141,79.0,3749061111,178,,3747664831,56,Left,3747664829,157,,3747664839,213,0.4,3747664833,140,60.3,r0hm6ahwcvdu57bgfi5zkslx,J. Butez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876969,19,1,1,1,47,ecj1gmc7pqcjo4sc9hvghj5u3,1,37.4,31.5,2022-08-31T18:31:56.437Z,2022-09-01T10:58:59Z,3747664893,3,,3747664899,141,6.5,3749061211,178,,3747664903,213,5.6,3747664901,212,27.0,3747664895,56,Right,3747664897,140,57.4,,,,f0ean6buvvp9l4rh1ayvnnill,R. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453877013,20,1,1,1,48,ecj1gmc7pqcjo4sc9hvghj5u3,1,52.3,9.6,2022-08-31T18:31:58.171Z,2022-09-01T10:58:59Z,3749061277,178,,3747665173,213,5.9,3747665171,212,16.4,3747665167,140,67.0,3747665165,56,Right,3747665163,155,,3747665169,141,1.6,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
