id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2526609341,1,34,16,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2023-04-01T15:05:33.518Z,2023-04-02T13:04:56Z,4152925269,130,8,4153537165,197,8173,4152925275,194,auqy1bigw2a1owxg441wojzyt,4152925263,30,"6qlfe04qjldj3rkeeme6gdi39, e2z19y8is5m24brpa3gzn02qx, 9qm1adecprlczxw7ldbpvoi51, 7xs1rx9jos4ls85u362y9hqeh, 5ujoracvgg00kzd0a8rh8oa1h, 6z1isgjrlx4gbcjp5ekawdi39, 8hl43dvm1d57g011yacyoooa1, auqy1bigw2a1owxg441wojzyt, 12c7rhdjh6rja1d2j45n3exyi, dd711ekg0nlaosmsy2lz13syy, f03fccqnepjczr841h0zqdeui, 2j8y06wuinnx87eetadj55zo5, 5zpg8fnqc4luuhlonsn5nbw4q, 2aemkadh3bhtgm5db8r89pvit, bxcrdkrcljgx6l4o0uy4rom3t, 9kywhmzih4xhuz5d1rrxjcpd6, 96xomdtz505yoaz35i5bb8f84, 1ezai0a0n3xem17lwhtxwaml1",4152925271,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4152925265,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4152925267,59,"1, 22, 32, 8, 33, 2, 4, 7, 14, 39, 79, 5, 17, 20, 23, 24, 45, 55",4152925279,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526614799,1,34,16,0,0,920raeoumft3q2wmvc296uceo,1,0,0,2023-04-01T15:08:07.945Z,2023-04-01T18:15:28Z,4154092447,197,11586,4152952591,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4152952593,59,"16, 38, 7, 3, 66, 21, 6, 26, 9, 99, 18, 1, 2, 10, 12, 15, 17, 27",4152952605,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4152952599,194,8zz5lnxo7twq8ntb7e0qfvbv9,4152952597,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4152952589,30,"btyk45f7gmz3ck2dafpp22yg9, 39bcswfqnpa07b4afevezejo4, 87d73x3gkomc4soukr5uweqc5, 3bhmh2ks5ma4rqda9zff6w251, 164kbzdgdvclxn5zikw5hug6i, ae26s08xs4l50sfm0r6jbsley, 5ecklu1u6t21rhh8fh4zoq2cq, 8zz5lnxo7twq8ntb7e0qfvbv9, dqazrm2wmu9zqpvp8xbeeb7jd, 72xzl0yjdetvqp2n1pmzyqvze, 14xb29tv90y8uataijmh03rah, aspoedbe2vkfbqaz67fc2ftg5, 7hi9yit8aifyojt7i0kg69as5, bz77hr28a1yskifpuvzu8smsq, 4pbx40gvdmacim2n0k2qt41cl, 5qaa5hrosx323tjkrvajpg5qs, b6iptgqyakgohlyuyk3d807ah, ey3duwwqsme91b19fnw68v84",4152952595,130,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526726227,2,32,1,0,0,920raeoumft3q2wmvc296uceo,1,0,0,2023-04-01T16:15:42.735Z,2023-04-01T16:15:42Z,4153551977,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526726233,2,32,1,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2023-04-01T16:15:42.735Z,2023-04-02T03:16:38Z,4153552015,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526726239,3,1,1,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,50,49.9,2023-04-01T16:15:42.823Z,2023-04-02T10:40:44Z,4156116193,178,,4153552045,140,33.9,4153552051,213,3.1,4153552047,141,49.9,4153552053,279,S,4153552049,212,16.9,4153552043,56,Back,,,,12c7rhdjh6rja1d2j45n3exyi,K. Vaesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526726315,4,1,1,0,3,2nhn3ikl1ciq34w3hcp883d6p,1,41,50.2,2023-04-01T16:15:45.799Z,2023-04-02T12:06:23Z,4153552369,140,32.5,4153552375,213,2.0,4153552373,212,21.7,4153552371,141,79.3,4156116261,178,,4153552367,56,Back,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526726349,5,1,1,0,5,2nhn3ikl1ciq34w3hcp883d6p,1,37,78.2,2023-04-01T16:15:47.757Z,2023-04-02T12:06:22Z,4153552515,213,1.2,4156116317,178,,4153552509,140,41.5,4153552507,56,Back,4153552513,212,12.2,4153552511,141,94.7,,,,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526726385,6,1,1,0,7,2nhn3ikl1ciq34w3hcp883d6p,1,43.3,99.9,2023-04-01T16:15:50.220Z,2023-04-02T12:06:21Z,4156116371,178,,4153552735,140,23.1,4153552737,141,70.6,4153552741,213,3.9,4153552739,212,29.1,4153552733,56,Back,,,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526726405,7,1,1,0,10,2nhn3ikl1ciq34w3hcp883d6p,1,27,58.5,2023-04-01T16:15:53.047Z,2023-04-02T12:06:21Z,4153552873,140,24.3,4153552871,56,Back,4153552879,213,4.5,4153552877,212,15.0,4153552875,141,36.9,4156116407,178,,,,,,,,6z1isgjrlx4gbcjp5ekawdi39,P. Perdichizzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526726451,8,1,1,0,12,2nhn3ikl1ciq34w3hcp883d6p,1,32.9,27.1,2023-04-01T16:15:55.257Z,2023-04-02T12:06:20Z,4156116487,178,,4153553079,141,11.9,4153553075,56,Back,4153553083,213,4.6,4153553077,140,31.8,4153553081,212,10.4,,,,,,,5ujoracvgg00kzd0a8rh8oa1h,R. Neustädter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
