id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/10/value,keyPass,qualifier/12/value,qualifier/18/value
2458579783,1,34,16,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-09-11T10:31:52.056Z,2022-09-11T11:15:06Z,3772700097,194,3z37ancgteqhbhpygl0brzzdh,3772700087,30,"3z37ancgteqhbhpygl0brzzdh, dwnd8j9ok6ncbp69gmchw953o, 5don85s7097g5df42m429b8ix, 1qqhtdvpixhe5zt9mq9omsoh5, av0ok8e56osu0z8sxtlvvw9ud, 88nmn961vtb3bnt9v9rye1h0q, 8f77xyqg4womglj1o8udq77qh, bu7cw3305zs2u7uj2ed5t867e, 7snt4uu7f2d0g7utjm2xfis8a, 8lj9hc8u1351oczzu81mryluc, 143brmwsfow8o0svtdq98tiw9, 5yw1c3i4j9zyt52vomrfbxyol, 3wwi5vf2l1qbz7e5zdjoy8yga, 8q8qxzmb9j1vntg5llyqa35uy, e2w5cj66plnx3kuhnehgswsus, 7je01bs3a4q6c2gd02ee6da3u, b3vvxolwxcukqk76hb4scvh79, c4n7kjp8c47trslpssnyqjo16",3772700101,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3772700091,59,"30, 27, 7, 3, 4, 56, 18, 10, 99, 29, 21, 11, 16, 54, 59, 61, 62, 70",3772700093,130,12,3772700095,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3772700089,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3772700099,197,6971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458580165,1,34,16,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2022-09-11T10:32:37.188Z,2022-09-11T11:15:14Z,3772701897,197,8173,3772701887,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3772701891,130,8,3772701885,30,"6qlfe04qjldj3rkeeme6gdi39, e2z19y8is5m24brpa3gzn02qx, bjhjz96omjukrg6tj3mny39t6, 8hl43dvm1d57g011yacyoooa1, bxcrdkrcljgx6l4o0uy4rom3t, 9kywhmzih4xhuz5d1rrxjcpd6, 1ezai0a0n3xem17lwhtxwaml1, 7xs1rx9jos4ls85u362y9hqeh, 21545vwheo9a30u5hgnsrecmi, 7y2fbdkqsz35hgsib6rail1hx, 2j8y06wuinnx87eetadj55zo5, f3wwl40dd2xm8oeof6n6y7rhl, 6z1isgjrlx4gbcjp5ekawdi39, 12c7rhdjh6rja1d2j45n3exyi, 2aemkadh3bhtgm5db8r89pvit, 5ujoracvgg00kzd0a8rh8oa1h, 1kr8slemziskw8bm2ir4shlud, 96xomdtz505yoaz35i5bb8f84",3772701893,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3772701895,194,7y2fbdkqsz35hgsib6rail1hx,3772701889,59,"1, 22, 11, 4, 23, 24, 55, 8, 9, 25, 5, 6, 2, 14, 20, 33, 35, 45",3772701899,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458605863,2,32,1,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-09-11T11:30:07.856Z,2022-09-11T11:30:08Z,3772829417,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458605871,2,32,1,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2022-09-11T11:30:07.856Z,2022-09-12T03:46:31Z,3772829441,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458605899,3,1,1,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,50,50,2022-09-11T11:30:07.930Z,2022-09-12T04:10:30Z,3772829545,212,14.0,3772829539,56,Back,3772829549,279,S,3772829547,213,3.0,3772829541,140,36.7,3772829543,141,51.9,3775600089,178,,,,,7snt4uu7f2d0g7utjm2xfis8a,Fábio Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458605915,4,1,1,0,2,6vyr13j6kbwdtxjwm1m4m8nu2,1,37.4,47.1,2022-09-11T11:30:10.077Z,2022-09-12T07:24:59Z,3772829623,213,4.5,3772829621,212,24.5,3772829607,56,Back,3772829611,140,31.5,3775600133,178,,3772829617,141,12.2,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458605937,5,1,1,0,4,6vyr13j6kbwdtxjwm1m4m8nu2,1,35,8.6,2022-09-11T11:30:12.757Z,2022-09-12T07:24:59Z,3772829703,141,5.9,3775600171,178,,3772829699,56,Right,3772829705,212,26.3,3772829707,213,6.2,3772829701,140,60.0,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458605939,6,61,1,0,6,6vyr13j6kbwdtxjwm1m4m8nu2,1,57.7,10.5,2022-09-11T11:30:14.104Z,2022-09-12T07:24:58Z,3775600261,178,,3772829711,56,Right,,,,,,,,,,,,,,,,,,,8lj9hc8u1351oczzu81mryluc,M. Stroeykens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458605947,7,1,1,0,7,6vyr13j6kbwdtxjwm1m4m8nu2,1,58,2.7,2022-09-11T11:30:15.405Z,2022-09-12T07:24:58Z,3772829727,140,72.9,3772829729,141,5.5,3772829731,212,15.8,3772829725,56,Right,3772829733,213,0.1,3775600301,178,,,,,,,,dwnd8j9ok6ncbp69gmchw953o,N. Sadiki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458605953,8,1,1,0,10,6vyr13j6kbwdtxjwm1m4m8nu2,0,78.7,6.3,2022-09-11T11:30:18.717Z,2022-09-12T07:24:57Z,3772829749,140,87.1,3772829747,56,Center,3772829753,212,29.4,3774521675,224,,3772829751,141,47.5,3772829743,2,,3774521677,20,,3775600347,178,,8lj9hc8u1351oczzu81mryluc,M. Stroeykens,3772829755,213,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458927057,756,12,1,0,11,2nhn3ikl1ciq34w3hcp883d6p,1,14.7,59.4,2022-09-11T11:30:19.785Z,2022-09-12T07:24:57Z,3774524421,56,Back,3774524787,140,28.5,3774524791,212,14.5,3774524789,141,61.0,3774524793,213,0.1,3775600415,178,,,,,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458605957,3,43,1,0,13,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2022-09-11T11:30:21.227Z,2022-09-11T18:25:00Z,3772829775,56,Back,3774523043,144,8,,,,,,,,,,,,,,,,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458605973,4,49,1,0,13,2nhn3ikl1ciq34w3hcp883d6p,1,24.9,65.5,2022-09-11T11:30:21.590Z,2022-09-12T07:24:56Z,,,,,,,,,,,,,,,,,,,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606007,5,1,1,0,13,2nhn3ikl1ciq34w3hcp883d6p,1,24.9,65.5,2022-09-11T11:30:21.605Z,2022-09-12T07:24:56Z,3772829989,140,37.4,3775801629,1,,3772829995,213,5.1,3772829991,141,17.9,3772829987,56,Back,3772829993,212,34.9,3775600553,178,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606013,6,3,1,0,18,2nhn3ikl1ciq34w3hcp883d6p,0,46,10.7,2022-09-11T11:30:26.087Z,2022-09-12T07:01:27Z,3772830029,286,,3772830027,56,Back,3774527225,464,,3775600649,178,,3772830085,233,9,,,,,,,,,,1ezai0a0n3xem17lwhtxwaml1,T. Dierckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606017,9,7,1,0,18,6vyr13j6kbwdtxjwm1m4m8nu2,0,54,89.3,2022-09-11T11:30:26.132Z,2022-09-12T07:01:28Z,3774527373,385,,3775600725,389,,3772830045,56,Left,3772830053,233,6,3772830047,285,,,,,,,,,,,1qqhtdvpixhe5zt9mq9omsoh5,H. Delcroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606041,7,1,1,0,20,2nhn3ikl1ciq34w3hcp883d6p,1,54.2,10,2022-09-11T11:30:28.834Z,2022-09-12T07:24:55Z,3772830161,141,26.7,3772830165,213,2.2,3775600771,178,,3772830159,140,45.8,3772830157,56,Back,3772830163,212,14.4,,,,,,,1ezai0a0n3xem17lwhtxwaml1,T. Dierckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606055,8,1,1,0,23,2nhn3ikl1ciq34w3hcp883d6p,1,47.6,34,2022-09-11T11:30:31.230Z,2022-09-12T07:24:54Z,3772830231,1,,3772830225,141,84.4,3772830229,213,1.4,3772830227,212,34.9,3772830221,56,Left,3775600839,178,,3772830223,140,53.9,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606075,9,1,1,0,26,2nhn3ikl1ciq34w3hcp883d6p,1,55.8,80.7,2022-09-11T11:30:34.269Z,2022-09-12T07:24:54Z,3772830341,56,Left,3772830347,212,22.2,3772830349,213,0.4,3772830345,141,93.5,3775600911,178,,3772830343,140,75.3,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606089,10,1,1,0,31,2nhn3ikl1ciq34w3hcp883d6p,1,70.6,89,2022-09-11T11:30:38.985Z,2022-09-12T07:24:51Z,3772830423,213,3.2,3775600959,178,,3772830417,140,55.7,3772830415,56,Left,3772830421,212,15.7,3772830419,141,87.4,,,,,,,2j8y06wuinnx87eetadj55zo5,N. Chadli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606101,11,1,1,0,33,2nhn3ikl1ciq34w3hcp883d6p,1,54.7,87.2,2022-09-11T11:30:41.752Z,2022-09-12T07:24:51Z,3772830465,140,43.2,3772830469,212,19.3,3772830471,213,4.0,3772830467,141,65.1,3772830463,56,Back,3775600997,178,,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606125,12,1,1,0,35,2nhn3ikl1ciq34w3hcp883d6p,1,41.5,69.9,2022-09-11T11:30:43.791Z,2022-09-12T07:24:50Z,3772830603,140,39.9,3772830601,56,Back,3775601043,178,,3772830607,212,29.4,3772830609,213,4.7,3772830605,141,26.8,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606155,13,1,1,0,39,2nhn3ikl1ciq34w3hcp883d6p,1,35.9,24.2,2022-09-11T11:30:47.230Z,2022-09-12T07:24:50Z,3772830729,140,44.4,3772830731,141,5.2,3772830735,213,5.3,3772830727,56,Back,3775601097,178,,3772830733,212,15.7,,,,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606175,14,1,1,0,41,2nhn3ikl1ciq34w3hcp883d6p,1,43.1,8.3,2022-09-11T11:30:49.625Z,2022-09-12T09:39:47Z,3772830851,141,12.5,3775601183,178,,3772830855,213,0.1,3772830845,155,,3772830849,140,68.7,3772830847,56,Right,3772830853,212,27.0,,,,e2z19y8is5m24brpa3gzn02qx,B. Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606179,15,4,1,0,44,2nhn3ikl1ciq34w3hcp883d6p,1,64.7,4.8,2022-09-11T11:30:51.892Z,2022-09-12T07:24:48Z,3772830885,286,,3772846113,295,,3772830881,152,,3772830907,233,10,3772830875,13,,3772830877,56,Right,,,,,,,1ezai0a0n3xem17lwhtxwaml1,T. Dierckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
