id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/10/value,keyPass,qualifier/12/value,qualifier/18/value
2458606181,10,4,1,0,44,6vyr13j6kbwdtxjwm1m4m8nu2,0,35.3,95.2,2022-09-11T11:30:51.893Z,2022-09-12T07:24:48Z,3772830895,295,,3772830899,152,,3772830897,56,Back,3775601297,178,,3772830901,285,,3772830893,13,,3772830919,233,15,,,,1qqhtdvpixhe5zt9mq9omsoh5,H. Delcroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606293,16,1,1,0,54,2nhn3ikl1ciq34w3hcp883d6p,1,55.9,0.1,2022-09-11T11:31:01.945Z,2022-09-12T07:24:48Z,3772831491,5,,3772831497,140,35.8,3772831499,141,64.9,3772831505,1,,3772831493,152,,3772831503,213,2.0,3772831495,56,Back,3775601391,178,,e2z19y8is5m24brpa3gzn02qx,B. Reynolds,3772831511,189,,3772831501,212,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606303,17,1,1,1,0,2nhn3ikl1ciq34w3hcp883d6p,1,35.8,64.5,2022-09-11T11:31:08.449Z,2022-09-12T07:24:47Z,3772831575,212,21.1,3775601443,178,,3772831571,140,33.7,3772831569,56,Back,3772831577,213,4.6,3772831573,141,33.6,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606321,18,1,1,1,3,2nhn3ikl1ciq34w3hcp883d6p,1,26.4,28.2,2022-09-11T11:31:10.975Z,2022-09-12T07:24:46Z,3772831667,140,40.8,3772831669,141,10.1,3772831671,212,19.5,3772831665,56,Back,3772831673,213,5.6,3775601481,178,,,,,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606339,19,1,1,1,6,2nhn3ikl1ciq34w3hcp883d6p,1,28.4,13.2,2022-09-11T11:31:13.913Z,2022-09-12T07:24:45Z,3772831739,140,27.7,3772831745,213,4.4,3772831737,56,Back,3772831741,141,10.1,3772831743,212,2.2,3775601551,178,,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606369,20,1,1,1,7,2nhn3ikl1ciq34w3hcp883d6p,0,15.2,10.1,2022-09-11T11:31:15.589Z,2022-09-12T07:24:45Z,3772831877,213,0.1,3772831869,56,Right,3772831871,140,52.1,3772831867,155,,3772831875,212,38.9,3775801321,1,,3772831873,141,15.2,3775601629,178,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606379,11,1,1,1,11,6vyr13j6kbwdtxjwm1m4m8nu2,0,49.2,94.2,2022-09-11T11:31:19.069Z,2022-09-12T07:24:44Z,3772831927,213,6.0,3772831921,140,69.1,3772831919,56,Left,3772831917,3,,3772831925,212,21.7,3775601817,178,,3772831923,141,85.6,,,,1qqhtdvpixhe5zt9mq9omsoh5,H. Delcroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606409,21,1,1,1,13,2nhn3ikl1ciq34w3hcp883d6p,1,32.8,11.1,2022-09-11T11:31:21.204Z,2022-09-12T07:24:44Z,3772832101,56,Back,3772832107,212,11.0,3772832109,213,0.2,3772832105,141,14.6,3775601929,388,,3772832099,3,,3772832103,140,43.0,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606471,22,1,1,1,15,2nhn3ikl1ciq34w3hcp883d6p,1,47.7,10.7,2022-09-11T11:31:23.095Z,2022-09-12T07:24:44Z,3772832403,56,Right,3775603395,388,,3772832405,140,59.8,3772832409,212,12.8,3772832411,213,6.1,3772832407,141,8.0,3772832401,168,,3772832399,3,,7y2fbdkqsz35hgsib6rail1hx,Igor Vetokele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606481,23,1,1,1,23,2nhn3ikl1ciq34w3hcp883d6p,0,91.2,4,2022-09-11T11:31:31.432Z,2022-09-12T07:24:41Z,3772832455,56,Right,3774532709,20,,3774532707,224,,3775603437,178,,3772832451,2,,3772832463,213,1.8,3772832457,140,90.1,3772832473,286,,1ezai0a0n3xem17lwhtxwaml1,T. Dierckx,3772832459,141,11.9,3772832469,233,12,3772832467,236,3772832461,212,5.5,3772832453,155,,,,,,,,,,,,,,,,,,,,,,,,,
2458606463,12,12,1,1,23,6vyr13j6kbwdtxjwm1m4m8nu2,1,10.2,89.4,2022-09-11T11:31:31.455Z,2022-09-12T07:24:41Z,3775603527,21,,3772832379,56,Back,3772832377,185,,3775603525,178,,3772832491,233,23,,,,,,,,,,av0ok8e56osu0z8sxtlvvw9ud,W. Hoedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606545,13,1,1,1,27,6vyr13j6kbwdtxjwm1m4m8nu2,0,12.4,62.7,2022-09-11T11:31:35.581Z,2022-09-12T07:24:41Z,3772832761,140,54.2,3772832767,213,0.0,3774535875,1,,3772832765,212,43.9,3772832759,56,Center,3775603615,388,,3772832763,141,65.5,3774535873,157,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606541,24,1,1,1,31,2nhn3ikl1ciq34w3hcp883d6p,1,48.4,27.1,2022-09-11T11:31:39.265Z,2022-09-12T07:24:40Z,3772832741,56,Back,3772832747,212,11.0,3772832749,213,2.7,3772832739,3,,3772832745,141,33.9,3775603719,388,,3772832743,140,38.9,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606579,25,1,1,1,32,2nhn3ikl1ciq34w3hcp883d6p,0,38.5,33.7,2022-09-11T11:31:40.725Z,2022-09-12T07:24:40Z,3775603791,178,,3772832953,3,,3772832961,212,24.8,3772832957,140,43.3,3772832963,213,4.9,3772832955,56,Back,3772832959,141,0.0,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606691,14,5,1,1,36,6vyr13j6kbwdtxjwm1m4m8nu2,1,55,102,2022-09-11T11:31:44.437Z,2022-09-12T04:15:24Z,3772833429,347,,3772833427,56,Left,3772833435,233,26,,,,,,,,,,,,,,,,7snt4uu7f2d0g7utjm2xfis8a,Fábio Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606583,26,5,1,1,36,2nhn3ikl1ciq34w3hcp883d6p,0,45,-2,2022-09-11T11:31:44.437Z,2022-09-12T04:15:25Z,3772832975,347,,3772833459,233,14,3772832971,56,Back,,,,,,,,,,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606711,15,1,1,1,51,6vyr13j6kbwdtxjwm1m4m8nu2,0,61.4,100,2022-09-11T11:31:59.693Z,2022-09-12T07:24:39Z,3772833533,56,Left,3772833535,140,63.3,3772833539,212,5.1,3772833541,213,5.1,3772833537,141,94.8,3772833531,107,,,,,,,,1qqhtdvpixhe5zt9mq9omsoh5,H. Delcroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606721,27,8,1,1,52,2nhn3ikl1ciq34w3hcp883d6p,1,38,6.3,2022-09-11T11:32:00.774Z,2022-09-12T07:24:39Z,3775604071,178,,3772833599,56,Back,3774535727,384,,,,,,,,,,,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606739,28,49,1,1,53,2nhn3ikl1ciq34w3hcp883d6p,1,38,1.4,2022-09-11T11:32:01.512Z,2022-09-12T07:24:39Z,,,,,,,,,,,,,,,,,,,,,,,,,1ezai0a0n3xem17lwhtxwaml1,T. Dierckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606751,29,1,1,1,54,2nhn3ikl1ciq34w3hcp883d6p,1,37.5,0.5,2022-09-11T11:32:02.023Z,2022-09-12T07:24:38Z,3772833713,213,2.7,3772833705,56,Back,3775604213,178,,3772833709,141,6.8,3772833711,212,9.5,3772833707,140,29.4,,,,,,,1ezai0a0n3xem17lwhtxwaml1,T. Dierckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606763,30,1,1,1,56,2nhn3ikl1ciq34w3hcp883d6p,1,27.8,0.1,2022-09-11T11:32:04.238Z,2022-09-12T07:24:37Z,3772833773,213,0.9,3772833769,141,12.5,3772833771,212,10.8,3772833765,56,Back,3775604281,178,,3772833767,140,34.3,,,,,,,e2z19y8is5m24brpa3gzn02qx,B. Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606771,31,1,1,1,57,2nhn3ikl1ciq34w3hcp883d6p,0,32.7,4.6,2022-09-11T11:32:05.392Z,2022-09-12T07:24:37Z,3772833807,56,Back,3772833811,141,9.4,3772833819,213,0.4,3775604341,178,,3772833815,212,8.2,3772833809,140,39.9,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606767,16,61,1,1,57,6vyr13j6kbwdtxjwm1m4m8nu2,1,64.8,96.7,2022-09-11T11:32:05.551Z,2022-09-12T07:24:36Z,3772833785,56,Left,3775604505,178,,,,,,,,,,,,,,,,,,,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606787,17,49,1,1,58,6vyr13j6kbwdtxjwm1m4m8nu2,1,60.5,99.8,2022-09-11T11:32:06.844Z,2022-09-12T07:24:36Z,,,,,,,,,,,,,,,,,,,,,,,,,1qqhtdvpixhe5zt9mq9omsoh5,H. Delcroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606805,18,1,1,1,59,6vyr13j6kbwdtxjwm1m4m8nu2,1,60.7,99.1,2022-09-11T11:32:06.925Z,2022-09-12T07:24:36Z,3772833965,213,4.9,3772833961,212,16.2,3775604631,178,,3772833957,140,64.1,3772833955,56,Center,3772833959,141,75.9,,,,,,,1qqhtdvpixhe5zt9mq9omsoh5,H. Delcroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606825,19,1,1,1,59,6vyr13j6kbwdtxjwm1m4m8nu2,1,71.1,77.4,2022-09-11T11:32:07.725Z,2022-09-12T07:24:35Z,3772834047,212,6.3,3772834041,56,Left,3772834045,141,83.9,3772834049,213,2.4,3775604725,178,,3772834043,140,66.8,,,,,,,8lj9hc8u1351oczzu81mryluc,M. Stroeykens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606853,20,1,1,2,2,6vyr13j6kbwdtxjwm1m4m8nu2,1,75.2,89.9,2022-09-11T11:32:10.265Z,2022-09-12T07:24:34Z,3772834143,56,Center,3772834151,213,3.9,3772834149,212,15.0,3775604785,178,,3772834145,140,64.7,3772834147,141,75.0,,,,,,,7snt4uu7f2d0g7utjm2xfis8a,Fábio Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459121935,945,83,1,2,4,2nhn3ikl1ciq34w3hcp883d6p,1,27.9,24.6,2022-09-11T11:32:12.330Z,2022-09-12T07:01:21Z,3775636539,399,513533,,,,,,,,,,,,,,,,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458606871,21,1,1,2,4,6vyr13j6kbwdtxjwm1m4m8nu2,1,72.1,75.4,2022-09-11T11:32:12.370Z,2022-09-12T07:24:33Z,3772834241,213,4.8,3775604847,178,,3772834237,141,70.3,3772834235,140,72.4,3772834239,212,3.5,3772834233,56,Center,,,,,,,8lj9hc8u1351oczzu81mryluc,M. Stroeykens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
