id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2455056571,1,34,16,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-09-03T15:21:25.109Z,2022-09-03T16:17:06Z,3754370425,194,eiqmp3nbc50r40bl86u2sj55h,3753934431,59,"1, 2, 3, 4, 28, 35, 8, 23, 11, 10, 7, 14, 15, 17, 20, 21, 22, 33",3753934437,197,8121,3753934429,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3753934435,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3753934433,130,4,3753934439,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3753934427,30,"6sdv4s8oz558wfhx72vwlpvu2, 6wt29oce6gsthhpmhq705vl9m, 2xletuhhaxmfqbjbgq4ehpyol, 87aix2c3m5x08nsurhjql51p1, 8qa4s74yhn2u9n5tm4mfi934k, c1grrjf29wtfgbni2qkydf9ey, eiqmp3nbc50r40bl86u2sj55h, 7abgw25wb5amn0uq347d4x61h, 8xjlysmwl5vnhcnvsynftjd62, 1fu9y7gemoii89ejj7bkex78p, 1ekfu3u2d9vh73lw2dzdcr1wq, 6r9qf9hptfwyefpsk9douhnt, ditnpqgspoih5ich7c5vn44fe, 77fldfqlxps1xbdg29anv4vai, 1s48glvpagsxfh15j8ilh0fai, 4rkl9bef513htcb8toe8lvkyx, a67xx4g0dvxgvnqn86taup9ii, 50iwwx11r99cvce6x8cp52c16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455063197,1,34,16,0,0,1uk609mhtsfhokhaewjapb26,1,0,0,2022-09-03T15:24:23.738Z,2022-09-04T12:55:39Z,3753968989,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3753968965,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3753968997,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3754377119,194,6vh5n14h1knmx7yut84q2f2l1,3753968973,59,"31, 25, 30, 44, 24, 4, 12, 32, 20, 22, 9, 1, 19, 7, 8, 10, 17, 70",3753968995,197,8054,3753968961,30,"2unnytu55d7lvws7h3r86yhud, 5zdapzrncz7vch3yrgftfp5g, 6vh5n14h1knmx7yut84q2f2l1, 5n522jpifzyf9qu0z41kuf7my, 54y1k9ysgdtdvv9ss72ruxiad, 6fdwd71dx2qu7uzzs3ozm9x7u, bd4cjnn4k45ry7ci5tsaawf10, 280b4j6oidfonglcbr2vlj59m, 9n5wjnjloy0c2euwhsu9u1y39, 8yy638bmdymhzkbrvho3qezft, 93weoj4q60xtxdntko7hobg4q, 6yegi163rq5fsloppfubi3sh5, 86q9d3y84b0pplcnvrnqavswk, 6eg8vaxpqsd6cyh736h7bq4x6, 2zav7n2wnhr4ushew54onj1ed, 8b95khn8h8qz3y4u4coajs5at, 6437iwpplyfh71o9b7uxdylii, 3pr51w08wkrl03rpafmsouj85",3753968981,130,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455142499,2,32,1,0,0,1uk609mhtsfhokhaewjapb26,1,0,0,2022-09-03T16:15:02.552Z,2022-09-03T16:15:02Z,3754393559,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455142507,2,32,1,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-09-03T16:15:02.552Z,2022-09-04T05:05:39Z,3754393585,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455142549,3,1,1,0,0,1uk609mhtsfhokhaewjapb26,1,50.2,50.4,2022-09-03T16:15:02.595Z,2022-09-04T05:29:14Z,3754393843,213,3.2,3754393845,279,S,3756804885,178,,3754393835,56,Back,3754393837,140,24.9,3754393841,212,26.6,3754393839,141,49.3,,,,9n5wjnjloy0c2euwhsu9u1y39,F. Avenatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455142619,4,1,1,0,3,1uk609mhtsfhokhaewjapb26,1,27.4,52,2022-09-03T16:15:05.695Z,2022-09-04T14:02:04Z,3754394243,212,24.6,3754394245,213,4.8,3754394237,56,Back,3754394241,141,16.1,3754394239,140,30.3,3756804995,178,,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455142633,5,1,1,0,5,1uk609mhtsfhokhaewjapb26,0,32.5,22.1,2022-09-03T16:15:08.289Z,2022-09-04T14:02:03Z,3754394319,155,,3754394325,141,17.7,3754394373,233,3,3754394329,213,5.8,3754394377,286,,3754394323,140,37.7,3754394327,212,6.2,3754394371,236,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,3754394321,56,Back,3756805145,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455142627,3,74,1,0,5,9njsy633rh1tyri7l2jaju5o,1,66,77.8,2022-09-03T16:15:08.347Z,2022-09-04T14:02:03Z,3754394293,285,,3756805219,178,,3754394291,56,Center,3754394389,233,5,,,,,,,,,,,,,1ekfu3u2d9vh73lw2dzdcr1wq,I. Nuhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455142643,4,5,1,0,7,9njsy633rh1tyri7l2jaju5o,0,63.8,101.6,2022-09-03T16:15:09.647Z,2022-09-04T05:29:42Z,3754394935,233,6,3754394391,56,Left,3754394393,347,,,,,,,,,,,,,,,,,1ekfu3u2d9vh73lw2dzdcr1wq,I. Nuhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455142755,6,5,1,0,7,1uk609mhtsfhokhaewjapb26,1,36.2,-1.6,2022-09-03T16:15:09.647Z,2022-09-04T05:29:41Z,3754394899,347,,3754394919,233,4,3754394897,56,Back,,,,,,,,,,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
