id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2497661727,9,1,1,0,17,6vyr13j6kbwdtxjwm1m4m8nu2,1,42.4,35.9,2023-01-15T12:32:23.187Z,2023-01-16T10:28:53Z,3979438505,212,21.6,3979438499,56,Back,3980424819,155,,3980989425,178,,3979438507,213,2.3,3979438501,140,28.8,3979438503,141,59.7,,,,7snt4uu7f2d0g7utjm2xfis8a,Fábio Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497661773,10,1,1,0,21,6vyr13j6kbwdtxjwm1m4m8nu2,1,28.1,70.5,2023-01-15T12:32:26.494Z,2023-01-16T10:28:52Z,3979438665,212,37.7,3979438659,56,Left,3980989453,178,,3979438663,141,97.9,3980425389,1,,3979438667,213,0.5,3979438661,140,59.3,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497661777,11,50,1,0,24,6vyr13j6kbwdtxjwm1m4m8nu2,1,68.9,94.5,2023-01-15T12:32:29.754Z,2023-01-16T09:59:21Z,3980637843,233,3,3979438683,56,Left,3979438685,286,,,,,,,,,,,,,,,,,8q8qxzmb9j1vntg5llyqa35uy,K. Sardella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497661783,3,7,1,0,25,1oyb7oym5nwzny8vxf03szd2h,1,31.1,5.5,2023-01-15T12:32:31.134Z,2023-01-16T09:59:21Z,3980989661,178,,3979438711,285,,3979438717,233,11,3979438709,56,Back,3980425723,383,,,,,,,,,,,acx78ftnm61hm01wpmme77hbe,T. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497661787,4,49,1,0,28,1oyb7oym5nwzny8vxf03szd2h,1,19.6,2.7,2023-01-15T12:32:33.414Z,2023-01-16T10:28:51Z,,,,,,,,,,,,,,,,,,,,,,,,,acx78ftnm61hm01wpmme77hbe,T. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497661825,5,1,1,0,30,1oyb7oym5nwzny8vxf03szd2h,1,15.8,5.5,2023-01-15T12:32:35.328Z,2023-01-16T10:28:49Z,3980989739,178,,3979438907,56,Back,3979438917,212,9.6,3979438911,140,8.5,3979438913,141,14.1,3979438921,213,2.5,,,,,,,acx78ftnm61hm01wpmme77hbe,T. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497661839,6,1,1,0,31,1oyb7oym5nwzny8vxf03szd2h,1,5,8.1,2023-01-15T12:32:36.994Z,2023-01-16T10:28:48Z,3979438991,140,25.4,3979438997,213,0.4,3979438993,141,22.2,3979438989,56,Back,3980989775,178,,3979438995,212,23.5,3979438987,155,,,,,6tvnsmtj9mma96e8famksevv9,Clinton Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497661857,7,1,1,0,32,1oyb7oym5nwzny8vxf03szd2h,1,26.1,12.2,2023-01-15T12:32:38.109Z,2023-01-16T10:28:48Z,3979439097,168,,3979439107,213,0.9,3979439101,140,33.4,3979439099,56,Back,3979439103,141,26.8,3980989865,178,,3979439095,3,,3979439105,212,12.5,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497661907,8,1,1,0,35,1oyb7oym5nwzny8vxf03szd2h,1,35.5,19.1,2023-01-15T12:32:40.940Z,2023-01-16T10:28:47Z,3979439323,141,12.3,3979439321,140,44.7,3979439327,213,5.8,3979439319,56,Back,3979439325,212,10.7,3980989903,178,,,,,,,,32eyq4xvy8s1ng11jnavvh32t,R. Yaremchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497661915,9,3,1,0,38,1oyb7oym5nwzny8vxf03szd2h,0,55.5,12.1,2023-01-15T12:32:44.045Z,2023-01-16T10:28:46Z,3979439357,286,,3980637847,233,12,3979439355,56,Right,3980989951,178,,3980427913,465,,,,,,,,,,,acx78ftnm61hm01wpmme77hbe,T. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497661923,12,7,1,0,38,6vyr13j6kbwdtxjwm1m4m8nu2,1,44.5,87.9,2023-01-15T12:32:44.100Z,2023-01-16T10:28:46Z,3980989983,178,,3980427829,385,,3979439371,285,,3979439367,167,,3979439415,233,9,3979439369,56,Back,,,,,,,8q8qxzmb9j1vntg5llyqa35uy,K. Sardella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497661999,10,5,1,0,39,1oyb7oym5nwzny8vxf03szd2h,1,54.3,-1.6,2023-01-15T12:32:45.193Z,2023-01-16T04:59:01Z,3979439635,56,Right,3979439641,233,13,3979439637,347,,,,,,,,,,,,,,,,,acx78ftnm61hm01wpmme77hbe,T. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497661929,13,5,1,0,39,6vyr13j6kbwdtxjwm1m4m8nu2,0,45.7,101.6,2023-01-15T12:32:45.193Z,2023-01-16T04:59:02Z,3979439651,233,10,3979439387,347,,3979439385,56,Back,,,,,,,,,,,,,,,,8q8qxzmb9j1vntg5llyqa35uy,K. Sardella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662013,11,1,1,0,44,1oyb7oym5nwzny8vxf03szd2h,1,50.1,0,2023-01-15T12:32:49.944Z,2023-01-16T11:11:37Z,3979439711,213,1.8,3979439709,212,13.8,3979439703,56,Back,3979439707,141,17.9,3979439701,107,,3979439715,189,,3979439705,140,47.3,,,,6tvnsmtj9mma96e8famksevv9,Clinton Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662027,12,1,1,0,47,1oyb7oym5nwzny8vxf03szd2h,1,47.2,13.3,2023-01-15T12:32:53.230Z,2023-01-16T10:28:45Z,3979439763,212,35.9,3979439761,141,64.1,3980990123,178,,3979439757,56,Back,3979439759,140,37.9,3979439765,213,1.8,3980429141,1,,,,,mkq18lpl3d44wxq974mci5wq,R. Onyedika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662037,13,1,1,0,50,1oyb7oym5nwzny8vxf03szd2h,1,37.2,57.7,2023-01-15T12:32:55.833Z,2023-01-16T10:28:44Z,3979439801,140,46.0,3979439807,213,1.2,3979439803,141,90.6,3980990157,178,,3979439805,212,24.2,3979439799,56,Back,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662075,14,1,1,0,53,1oyb7oym5nwzny8vxf03szd2h,1,50.1,87.9,2023-01-15T12:32:58.996Z,2023-01-16T10:28:43Z,3979440015,213,0.3,3980990193,178,,3979440007,56,Left,3979440011,141,93.2,3979440013,212,12.3,3979440009,140,61.3,,,,,,,16o074zua15qkk7x0me7gi1w4,B. Meijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662113,15,1,1,0,57,1oyb7oym5nwzny8vxf03szd2h,1,53.9,86.9,2023-01-15T12:33:02.635Z,2023-01-16T10:28:41Z,3979440203,141,45.7,3979440207,213,4.1,3979440205,212,33.3,3979440199,56,Back,3979440201,140,36.8,3979440209,1,,3980990249,178,,,,,7ew7g18qo649t8ld44omgib55,N. Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662135,16,1,1,1,1,1oyb7oym5nwzny8vxf03szd2h,1,41.9,33.7,2023-01-15T12:33:06.574Z,2023-01-16T10:28:41Z,3979440315,141,13.5,3980990297,178,,3979440313,140,59.4,3979440317,212,22.9,3979440311,56,Right,3979440321,213,5.6,,,,,,,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662155,17,1,1,1,4,1oyb7oym5nwzny8vxf03szd2h,1,58.6,6.8,2023-01-15T12:33:09.976Z,2023-01-16T10:28:39Z,3979440431,56,Back,3979440437,212,16.5,3979440433,140,45.9,3979440439,213,2.5,3979440435,141,21.2,3980990325,178,,,,,,,,6tvnsmtj9mma96e8famksevv9,Clinton Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662191,18,1,1,1,7,1oyb7oym5nwzny8vxf03szd2h,1,42.8,18.9,2023-01-15T12:33:13.028Z,2023-01-16T10:28:37Z,3979440591,213,1.8,3979440585,140,36.7,3980990421,178,,3979440589,212,29.3,3979440587,141,60.9,3979440583,56,Back,,,,,,,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662207,19,1,1,1,10,1oyb7oym5nwzny8vxf03szd2h,1,36.2,62.9,2023-01-15T12:33:16.195Z,2023-01-16T10:28:36Z,3979440671,213,1.2,3980990457,178,,3979440665,140,44.4,3979440669,212,22.0,3979440663,56,Back,3979440667,141,92.7,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662213,20,1,1,1,13,1oyb7oym5nwzny8vxf03szd2h,1,46.4,91.2,2023-01-15T12:33:18.524Z,2023-01-16T10:28:36Z,3980990493,178,,3979440705,213,0.2,3979440699,140,55.8,3979440697,56,Left,3979440703,212,10.1,3979440701,141,94.2,,,,,,,16o074zua15qkk7x0me7gi1w4,B. Meijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662233,21,1,1,1,14,1oyb7oym5nwzny8vxf03szd2h,1,54.2,95.7,2023-01-15T12:33:19.715Z,2023-01-16T10:28:35Z,3979440827,56,Left,3979440833,212,7.0,3979440829,140,59.4,3979440831,141,89.3,3980990533,178,,3979440835,213,5.6,,,,,,,7ew7g18qo649t8ld44omgib55,N. Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662271,22,1,1,1,17,1oyb7oym5nwzny8vxf03szd2h,1,73.4,75.9,2023-01-15T12:33:22.969Z,2023-01-16T10:28:33Z,3979441011,212,11.4,3979441009,141,59.3,3979441013,213,4.9,3980990585,178,,3979441007,140,75.2,3979441005,56,Center,,,,,,,16o074zua15qkk7x0me7gi1w4,B. Meijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662277,23,50,1,1,20,1oyb7oym5nwzny8vxf03szd2h,1,82.9,63.6,2023-01-15T12:33:25.480Z,2023-01-16T09:44:15Z,3980637851,233,14,3979441037,286,,3979441035,56,Center,,,,,,,,,,,,,,,,32eyq4xvy8s1ng11jnavvh32t,R. Yaremchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662289,14,7,1,1,20,6vyr13j6kbwdtxjwm1m4m8nu2,0,17.1,36.4,2023-01-15T12:33:25.515Z,2023-01-16T09:44:15Z,3980432335,385,,3979441075,56,Back,3980990801,178,,3979441091,233,23,3979441077,285,,,,,,,,,,,8f77xyqg4womglj1o8udq77qh,M. Ashimeru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497844707,849,61,1,1,20,1oyb7oym5nwzny8vxf03szd2h,1,82.7,65.3,2023-01-15T12:33:25.761Z,2023-01-16T10:28:31Z,3980432529,56,Center,3980990867,178,,,,,,,,,,,,,,,,,,,,32eyq4xvy8s1ng11jnavvh32t,R. Yaremchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662291,15,49,1,1,21,6vyr13j6kbwdtxjwm1m4m8nu2,1,18.1,43.4,2023-01-15T12:33:26.557Z,2023-01-16T10:28:31Z,,,,,,,,,,,,,,,,,,,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662299,16,1,1,1,21,6vyr13j6kbwdtxjwm1m4m8nu2,1,18,43.5,2023-01-15T12:33:26.599Z,2023-01-16T10:28:31Z,3979441131,213,5.9,3979441129,212,15.1,3979441123,56,Back,3979441127,141,35.4,3980991051,178,,3979441125,140,31.4,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662319,17,1,1,1,23,6vyr13j6kbwdtxjwm1m4m8nu2,1,22.1,40.3,2023-01-15T12:33:28.755Z,2023-01-16T10:28:29Z,3979441227,212,22.1,3979441221,56,Back,3980991153,178,,3979441223,140,31.6,3979441229,213,1.1,3979441225,141,69.3,,,,,,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662323,18,1,1,1,25,6vyr13j6kbwdtxjwm1m4m8nu2,1,31.4,70.6,2023-01-15T12:33:31.122Z,2023-01-16T10:28:28Z,3979441255,213,3.9,3979441247,56,Back,3979441253,212,7.4,3979441251,141,62.7,3979441249,140,26.5,3980991277,178,,,,,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662349,19,1,1,1,26,6vyr13j6kbwdtxjwm1m4m8nu2,1,28.7,62.9,2023-01-15T12:33:32.225Z,2023-01-16T10:28:28Z,3979441355,141,83.8,3980991395,178,,3979441359,213,2.1,3979441353,140,21.1,3979441357,212,16.3,3979441351,56,Back,,,,,,,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662365,20,1,1,1,29,6vyr13j6kbwdtxjwm1m4m8nu2,1,22.2,78.7,2023-01-15T12:33:34.615Z,2023-01-16T10:28:26Z,3980991453,178,,3979441445,213,5.0,3979441439,140,26.6,3979441443,212,19.4,3979441441,141,51.0,3979441437,56,Back,,,,,,,8q8qxzmb9j1vntg5llyqa35uy,K. Sardella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662367,21,61,1,1,30,6vyr13j6kbwdtxjwm1m4m8nu2,0,26.4,56.3,2023-01-15T12:33:35.661Z,2023-01-16T10:28:26Z,3979441453,56,Back,3980991653,178,,,,,,,,,,,,,,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662375,24,49,1,1,32,1oyb7oym5nwzny8vxf03szd2h,1,68.8,57.3,2023-01-15T12:33:37.407Z,2023-01-16T10:28:26Z,,,,,,,,,,,,,,,,,,,,,,,,,7ew7g18qo649t8ld44omgib55,N. Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662441,25,1,1,1,34,1oyb7oym5nwzny8vxf03szd2h,1,61.1,40.6,2023-01-15T12:33:39.754Z,2023-01-16T10:28:24Z,3979441775,140,71.0,3979442371,210,15,3979441783,213,6.2,3979441773,56,Center,3979441777,141,39.8,3980991739,178,,3979441779,212,10.4,,,,7ew7g18qo649t8ld44omgib55,N. Lang,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662445,26,15,1,1,39,1oyb7oym5nwzny8vxf03szd2h,1,78.8,39,2023-01-15T12:33:44.547Z,2023-01-16T10:28:22Z,3979442385,215,,3979442375,29,,3979441799,22,,3979442373,76,,3979442377,55,25,3980992477,178,,3979441801,18,,3979441803,56,Center,mkq18lpl3d44wxq974mci5wq,R. Onyedika,,3979442389,147,49.8,3979442015,72,3979442045,233,23,3979442387,146,97.9,3979442381,102,52.7,3979442383,103,10.1,,,,,,,,,,,,,,,,,
2497662497,23,10,1,1,40,6vyr13j6kbwdtxjwm1m4m8nu2,1,2.3,48,2023-01-15T12:33:45.560Z,2023-01-16T10:28:21Z,3979442053,233,26,3979442003,179,,3979442007,56,Back,3979442005,182,,3979442001,177,,3980442129,376,,,,,,,,3wwi5vf2l1qbz7e5zdjoy8yga,B. Verbruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662493,22,52,1,1,40,6vyr13j6kbwdtxjwm1m4m8nu2,1,2.3,48,2023-01-15T12:33:45.568Z,2023-01-16T10:28:21Z,3980992605,179,,3980442217,376,,,,,,,,,,,,,,,,,,,,3wwi5vf2l1qbz7e5zdjoy8yga,B. Verbruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662717,24,1,1,1,54,6vyr13j6kbwdtxjwm1m4m8nu2,0,2.3,45.8,2023-01-15T12:34:00.125Z,2023-01-16T10:28:20Z,3980458439,287,,3979442985,141,27.0,3979442979,123,,3979443149,189,,3980992847,178,,3981159735,1,,3979442987,212,36.6,3979442981,56,Back,3wwi5vf2l1qbz7e5zdjoy8yga,B. Verbruggen,,3979442983,140,35.0,3979442989,213,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,
2497849111,850,8,1,1,56,1oyb7oym5nwzny8vxf03szd2h,1,69.2,62.2,2023-01-15T12:34:01.909Z,2023-01-16T10:28:20Z,3980457999,56,Center,3980458075,383,,3980992907,388,,,,,,,,,,,,,,,,,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662725,25,4,1,1,59,6vyr13j6kbwdtxjwm1m4m8nu2,1,31.4,27.8,2023-01-15T12:34:04.574Z,2023-01-16T10:28:19Z,3979443069,233,27,3979443027,13,,3981159713,285,,3979443033,152,,3979443031,56,Back,3979443035,265,,,,,,,,8f77xyqg4womglj1o8udq77qh,M. Ashimeru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662707,27,4,1,1,59,1oyb7oym5nwzny8vxf03szd2h,0,68.6,72.2,2023-01-15T12:34:04.575Z,2023-01-16T10:28:19Z,3979442941,152,,3979442937,13,,3979442943,265,,3981159711,286,,3979442939,56,Center,3980992957,178,,3979443085,233,25,,,,7ew7g18qo649t8ld44omgib55,N. Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662851,26,1,1,2,12,6vyr13j6kbwdtxjwm1m4m8nu2,1,34.3,27,2023-01-15T12:34:17.648Z,2023-01-16T10:28:18Z,3979443655,5,,3979443665,212,4.7,3979443657,152,,3980459259,189,,3979443663,141,33.0,3979443661,140,32.1,3979443667,213,2.1,3979443659,56,Back,143brmwsfow8o0svtdq98tiw9,A. Diawara,,3980993015,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497662869,27,1,1,2,20,6vyr13j6kbwdtxjwm1m4m8nu2,1,34.4,53.2,2023-01-15T12:34:25.710Z,2023-01-16T10:28:15Z,3979443755,140,30.1,3980992777,178,,3979443761,213,1.9,3979443757,141,73.3,3979443753,56,Back,3979443759,212,14.4,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
