id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/12/value,qualifier/14/value,qualifier/17/value,assist,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2512696219,1,34,16,0,0,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2023-02-26T11:37:49.952Z,2023-02-27T09:03:06Z,4058500839,130,4,4058500849,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058500845,194,x3g0yyxs0j4o8fxphxtf0st1,4058500835,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4058500833,30,"byfrgpc6tgz8lto1gor03y5sl, 6tvnsmtj9mma96e8famksevv9, 16o074zua15qkk7x0me7gi1w4, 4f8xb5sbyksacxmifi375h7qi, 9ajh8tm9rl0i2sa09c9dfu0h5, l6y4o9t2b0jxaxo85oztok45, ecnh65kkhku5mdkr3il4fl6tx, x3g0yyxs0j4o8fxphxtf0st1, 9mlj7fxon5zy1qmktvvcwjrl6, acx78ftnm61hm01wpmme77hbe, 7ew7g18qo649t8ld44omgib55, bgzvhtk50gvmq6noheadmc34l, 3q6jhwert6ah0ll2wq69k93ah, 13d7ao0j091449ia61cuut87p, 99jqn2osue4tyo1l7yb93s639, 8mkkchf0ysdf78r0lncd73klw, 32eyq4xvy8s1ng11jnavvh32t, cn6uwymow3ewbnr6niqumao0k",4058500843,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4058500837,59,"22, 77, 14, 19, 5, 44, 27, 20, 9, 17, 10, 6, 21, 26, 28, 32, 70, 94",4058500847,197,16049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512702411,1,34,16,0,0,8y3iucyxguipljcmf87a11bk9,1,0,0,2023-02-26T11:48:35.572Z,2023-02-26T12:26:46Z,4058535157,30,"6q53ei01tbb5kxjr1mhfjysph, 2igz499o21aihmkugktp3nyms, c517lc5fmsd9ugk638s2o9iad, fs5utga62tud5s06xj27qdat, etos5xv3v2ptiktdk5yuhrjkl, ettrapmxg36vw2egivejegzc9, 18pgjfpl9s8qy32mblzygsyc5, 99tf4co0pm09ayca13ma3lql1, 8fs5klbsyx06c5ds9s1i3xu96, adrn1x15rsehvnava8q9ofuvo, 1khy4w78z012p8z20gcp0nrvt, 7dnxkce4kn8qchaavv6e4tm21, 7s4ws0u4erq1jfobqpsj0aoes, 6dq0jj1p2nozaqiqxlt95cd1w, b9wew8z92aj36vvxfj3q7kxcl, be0ws51ws5cm9wzmcp3ozmklx, bdtl2zd3xpjuf2qlooenvj76c, 8g1g0ssh8m3lvxjuquov5nk0k",4058535167,194,18pgjfpl9s8qy32mblzygsyc5,4058535165,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4058535163,130,18,4058535171,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058535169,197,3190,4058535159,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4058535161,59,"1, 19, 25, 23, 5, 2, 24, 13, 7, 20, 11, 10, 18, 27, 29, 33, 35, 38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512722617,2,32,1,0,0,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2023-02-26T12:31:48.909Z,2023-02-27T02:06:42Z,4058645737,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512722607,2,32,1,0,0,8y3iucyxguipljcmf87a11bk9,1,0,0,2023-02-26T12:31:48.909Z,2023-02-26T12:31:49Z,4058645689,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512722639,3,1,1,0,0,8y3iucyxguipljcmf87a11bk9,1,49.8,50.1,2023-02-26T12:31:48.927Z,2023-02-27T04:26:32Z,4058645819,141,54.0,4058645825,213,2.9,4058645823,212,13.7,4058645811,56,Back,4058645827,279,S,4058645815,140,37.0,4061251257,178,,,,,1khy4w78z012p8z20gcp0nrvt,H. Cuypers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512722663,4,1,1,0,2,8y3iucyxguipljcmf87a11bk9,1,39.3,54.1,2023-02-26T12:31:50.949Z,2023-02-27T09:26:55Z,4058645947,140,32.5,4061251299,178,,4058645945,56,Back,4058645951,212,26.0,4058645949,141,17.3,4058645953,213,4.4,,,,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512722735,5,1,1,0,4,8y3iucyxguipljcmf87a11bk9,1,32.8,22.1,2023-02-26T12:31:53.091Z,2023-02-27T09:26:55Z,4058646233,56,Right,4058646243,1,,4058646235,140,64.8,4058646237,141,13.8,4058646241,213,6.1,4058646239,212,34.1,4061251329,178,,,,,ettrapmxg36vw2egivejegzc9,J. Okumu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512722749,6,50,1,0,10,8y3iucyxguipljcmf87a11bk9,1,55.9,10.5,2023-02-26T12:31:59.383Z,2023-02-27T09:26:52Z,4058646457,233,3,4058646301,286,,4058646299,56,Right,,,,,,,,,,,,,,,,adrn1x15rsehvnava8q9ofuvo,G. Orban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512722775,3,7,1,0,11,1oyb7oym5nwzny8vxf03szd2h,1,44.1,89.5,2023-02-26T12:31:59.942Z,2023-02-27T09:26:51Z,4061251391,178,,4060271543,384,,4058646423,285,,4058646433,233,6,4058646419,56,Back,,,,,,,,,,7ew7g18qo649t8ld44omgib55,N. Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512722777,4,49,1,0,12,1oyb7oym5nwzny8vxf03szd2h,1,36.2,91.8,2023-02-26T12:32:01.339Z,2023-02-27T09:26:51Z,,,,,,,,,,,,,,,,,,,,,,,,,16o074zua15qkk7x0me7gi1w4,B. Meijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512722783,5,3,1,0,12,1oyb7oym5nwzny8vxf03szd2h,0,39.4,95.9,2023-02-26T12:32:01.493Z,2023-02-27T09:03:28Z,4058842787,233,7,4058646463,56,Back,4061251497,178,,4058646531,286,,4060272111,465,,,,,,,,,,,16o074zua15qkk7x0me7gi1w4,B. Meijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512722793,7,7,1,0,13,8y3iucyxguipljcmf87a11bk9,1,60.6,4.1,2023-02-26T12:32:01.994Z,2023-02-27T09:03:29Z,4061251517,178,,4058646507,56,Right,4058646511,233,5,4060272265,383,,4058646509,285,,,,,,,,,,,2igz499o21aihmkugktp3nyms,M. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512722819,8,1,1,0,17,8y3iucyxguipljcmf87a11bk9,1,68.8,2.5,2023-02-26T12:32:06.094Z,2023-02-27T09:26:49Z,4058646621,56,Right,4058646629,213,2.7,4061251561,178,,4058646623,140,60.4,4058646625,141,8.8,4058646627,212,9.8,,,,,,,2igz499o21aihmkugktp3nyms,M. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512722863,9,1,1,0,20,8y3iucyxguipljcmf87a11bk9,1,55,11.2,2023-02-26T12:32:09.171Z,2023-02-27T09:26:48Z,4058646855,141,63.3,4061251597,178,,4058646853,140,44.2,4058646857,212,37.2,4058646861,1,,4058646859,213,1.9,4058646851,56,Back,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512722883,10,1,1,0,24,8y3iucyxguipljcmf87a11bk9,1,43.7,66.5,2023-02-26T12:32:13.634Z,2023-02-27T09:26:47Z,4058646949,212,25.5,4058646939,140,58.9,4058646951,213,0.9,4061251661,178,,4058646945,141,95.7,4058646937,56,Left,,,,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512722907,11,1,1,0,27,8y3iucyxguipljcmf87a11bk9,1,54.4,97.2,2023-02-26T12:32:16.302Z,2023-02-27T09:26:46Z,4061251677,178,,4058647075,56,Left,4058647077,140,69.8,4058647081,212,16.4,4058647079,141,93.5,4058647083,213,6.1,,,,,,,c517lc5fmsd9ugk638s2o9iad,Núrio Fortuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512722917,12,1,1,0,28,8y3iucyxguipljcmf87a11bk9,0,67.9,98.5,2023-02-26T12:32:17.575Z,2023-02-27T09:26:46Z,4058647149,213,5.6,4058647145,141,83.0,4058647143,140,80.6,4058647141,56,Left,4061251717,178,,4058647147,212,17.0,,,,,,,8fs5klbsyx06c5ds9s1i3xu96,Hong Hyun-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512722941,6,1,1,0,30,1oyb7oym5nwzny8vxf03szd2h,1,18.7,12.8,2023-02-26T12:32:19.415Z,2023-02-27T09:26:45Z,4058647279,212,5.6,4061251821,178,,4058647275,140,18.2,4058647273,56,Back,4058647281,213,4.6,4058647277,141,4.6,,,,,,,9ajh8tm9rl0i2sa09c9dfu0h5,J. Hendry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512722945,7,49,1,0,31,1oyb7oym5nwzny8vxf03szd2h,1,22,5,2023-02-26T12:32:19.962Z,2023-02-27T09:26:45Z,,,,,,,,,,,,,,,,,,,,,,,,,6tvnsmtj9mma96e8famksevv9,Clinton Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512722985,9,1,1,0,31,1oyb7oym5nwzny8vxf03szd2h,0,19.7,3.6,2023-02-26T12:32:20.908Z,2023-02-27T09:26:44Z,4058647467,56,Back,4058647475,213,2.8,4058647469,140,16.8,4058647471,141,5.2,4058647477,236,,4058647473,212,3.2,4061251889,178,,4058647483,286,,6tvnsmtj9mma96e8famksevv9,Clinton Mata,4058647479,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512722939,13,74,1,0,32,8y3iucyxguipljcmf87a11bk9,1,81.2,95.8,2023-02-26T12:32:20.954Z,2023-02-27T09:26:44Z,4058647271,285,,4061251975,178,,4058647485,233,9,4058647269,56,Left,,,,,,,,,,,,,1khy4w78z012p8z20gcp0nrvt,H. Cuypers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512723009,10,5,1,0,32,1oyb7oym5nwzny8vxf03szd2h,1,15.4,-1.4,2023-02-26T12:32:21.350Z,2023-02-27T04:28:23Z,4058647557,56,Back,4058647559,347,,4058647565,233,14,,,,,,,,,,,,,,,,9ajh8tm9rl0i2sa09c9dfu0h5,J. Hendry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512722951,14,5,1,0,32,8y3iucyxguipljcmf87a11bk9,0,84.6,101.4,2023-02-26T12:32:21.350Z,2023-02-27T04:28:24Z,4058647573,233,10,4058647317,347,,4058647315,56,Left,,,,,,,,,,,,,,,,1khy4w78z012p8z20gcp0nrvt,H. Cuypers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512722983,8,43,1,0,34,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2023-02-26T12:32:23.482Z,2023-02-26T13:29:12Z,4058647457,212,8.7,4058647455,141,16.4,4058647453,140,12.0,4058844811,144,1,4058647459,213,2.3,4058647451,56,Back,,,,,,,6tvnsmtj9mma96e8famksevv9,Clinton Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512723027,11,1,1,0,37,1oyb7oym5nwzny8vxf03szd2h,1,20,0,2023-02-26T12:32:26.795Z,2023-02-27T09:26:43Z,4058647611,56,Back,4058647619,213,1.2,4058647613,140,23.3,4058647615,141,11.0,4058647609,107,,4058647617,212,8.9,,,,,,,6tvnsmtj9mma96e8famksevv9,Clinton Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512723033,12,61,1,0,38,1oyb7oym5nwzny8vxf03szd2h,0,25.8,4.7,2023-02-26T12:32:27.700Z,2023-02-27T09:26:43Z,4058647643,56,Back,4061252591,388,,,,,,,,,,,,,,,,,,,,4f8xb5sbyksacxmifi375h7qi,K. Sowah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512723025,15,49,1,0,40,8y3iucyxguipljcmf87a11bk9,1,80.3,93.2,2023-02-26T12:32:28.992Z,2023-02-27T09:26:42Z,,,,,,,,,,,,,,,,,,,,,,,,,1khy4w78z012p8z20gcp0nrvt,H. Cuypers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512723039,16,1,1,0,41,8y3iucyxguipljcmf87a11bk9,0,83,96.4,2023-02-26T12:32:30.763Z,2023-02-27T09:26:40Z,4058647667,56,Left,4058647673,212,10.8,4058647675,213,4.5,4061252675,178,,4058647671,141,80.9,4058647669,140,80.9,,,,,,,1khy4w78z012p8z20gcp0nrvt,H. Cuypers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512723077,13,49,1,0,42,1oyb7oym5nwzny8vxf03szd2h,1,17.4,17.8,2023-02-26T12:32:31.656Z,2023-02-27T09:26:40Z,,,,,,,,,,,,,,,,,,,,,,,,,ecnh65kkhku5mdkr3il4fl6tx,C. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512723117,14,1,1,0,43,1oyb7oym5nwzny8vxf03szd2h,1,20.1,17.6,2023-02-26T12:32:32.769Z,2023-02-27T09:26:39Z,4058647979,212,12.9,4061252759,178,,4058647975,140,32.4,4058647973,56,Back,4058647981,213,0,4058647977,141,17.6,,,,,,,ecnh65kkhku5mdkr3il4fl6tx,C. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512723121,15,4,1,0,45,1oyb7oym5nwzny8vxf03szd2h,1,35.7,18,2023-02-26T12:32:33.981Z,2023-02-27T09:26:38Z,4058648001,152,,4058647999,56,Back,4058648015,286,,4058648011,233,17,4058648003,265,,4058647997,13,,,,,,,,9mlj7fxon5zy1qmktvvcwjrl6,Ferran Jutglà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512723095,17,4,1,0,45,8y3iucyxguipljcmf87a11bk9,0,64.3,82,2023-02-26T12:32:33.982Z,2023-02-27T09:26:37Z,4058647889,13,,4058647897,285,,4058647895,265,,4058647893,152,,4058648037,233,15,4058647891,56,Left,4061252799,178,,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512723213,16,1,1,0,54,1oyb7oym5nwzny8vxf03szd2h,1,34.3,27.6,2023-02-26T12:32:43.780Z,2023-02-27T09:26:37Z,4058648427,212,8.7,4058648419,152,,4058648423,140,32.4,4061252833,178,,4058648417,5,,4058648429,213,4.5,4058648425,141,15.2,4058846191,189,,9ajh8tm9rl0i2sa09c9dfu0h5,J. Hendry,4058648421,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512723225,17,1,1,0,57,1oyb7oym5nwzny8vxf03szd2h,1,40.1,9.6,2023-02-26T12:32:46.493Z,2023-02-27T09:26:37Z,4058648499,56,Center,4058648501,140,65.7,4061252853,178,,4058648505,212,30.6,4058648503,141,31.0,4058648931,210,15,4058648497,155,,4058648507,213,0.5,6tvnsmtj9mma96e8famksevv9,Clinton Mata,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512723229,18,15,1,1,2,1oyb7oym5nwzny8vxf03szd2h,1,75.8,39.1,2023-02-26T12:32:51.235Z,2023-02-27T09:26:35Z,4058648985,102,54.1,4058648993,147,48.3,4061252927,178,,4058648679,233,18,4058648519,18,,4058648989,215,,4058648977,76,,4058648671,72,,acx78ftnm61hm01wpmme77hbe,T. Buchanan,4058648981,55,17,,4058648991,146,95.5,4058648979,29,4058648987,103,3.8,4058648517,22,4058648523,56,Center,,,,,,,,,,,,,,,,,,,,,,,,
2512723233,18,10,1,1,3,8y3iucyxguipljcmf87a11bk9,1,5,51.1,2023-02-26T12:32:52.089Z,2023-02-27T09:26:34Z,4058648551,173,,4060279137,376,,4058648683,233,18,4058648651,179,,4058648555,182,,4058648557,56,Back,,,,,,,6q53ei01tbb5kxjr1mhfjysph,P. Nardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512723243,19,6,1,1,4,1oyb7oym5nwzny8vxf03szd2h,1,100,62.6,2023-02-26T12:32:53.606Z,2023-02-27T04:29:35Z,4058648883,73,,4058648613,56,Center,4058648903,233,19,,,,,,,,,,,,,,,,acx78ftnm61hm01wpmme77hbe,T. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512723245,19,6,1,1,4,8y3iucyxguipljcmf87a11bk9,0,0,37.4,2023-02-26T12:32:53.606Z,2023-02-27T04:29:35Z,4058648623,56,Back,4058648907,233,19,4058648629,73,,,,,,,,,,,,,,,,,6q53ei01tbb5kxjr1mhfjysph,P. Nardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512723539,20,1,1,1,38,1oyb7oym5nwzny8vxf03szd2h,1,99.5,99.8,2023-02-26T12:33:26.997Z,2023-02-27T04:29:38Z,4058650029,141,95.4,4058650031,212,4.9,4061253041,178,,4058650027,140,95.8,4058650025,56,Left,4058650033,213,3.8,4058650023,6,,,,,ecnh65kkhku5mdkr3il4fl6tx,C. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512723557,21,1,1,1,40,1oyb7oym5nwzny8vxf03szd2h,1,95.3,90.5,2023-02-26T12:33:29.071Z,2023-02-27T09:26:33Z,4061253077,178,,4058650157,213,3.4,4058650149,140,82.3,4058650155,212,14.3,4058650153,141,84.2,4058650147,56,Left,,,,,,,7ew7g18qo649t8ld44omgib55,N. Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512723581,22,1,1,1,42,1oyb7oym5nwzny8vxf03szd2h,0,82.5,81.1,2023-02-26T12:33:30.927Z,2023-02-27T09:26:32Z,4058650273,213,5.1,4058650265,56,Center,4058650261,2,,4060280075,20,,4058650267,140,91.7,4058650263,155,,4061253115,178,,4058650271,212,28.0,ecnh65kkhku5mdkr3il4fl6tx,C. Nielsen,4060280073,223,,,4058650269,141,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512723575,20,44,1,1,43,8y3iucyxguipljcmf87a11bk9,1,7.1,56.3,2023-02-26T12:33:32.601Z,2023-02-27T09:26:32Z,4058650225,285,,4058650223,56,Back,4058650303,233,23,,,,,,,,,,,,,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512723585,23,44,1,1,43,1oyb7oym5nwzny8vxf03szd2h,0,92.9,43.7,2023-02-26T12:33:32.602Z,2023-02-27T09:26:31Z,4058650319,233,20,4058650283,56,Center,4058650285,286,,,,,,,,,,,,,,,,,16o074zua15qkk7x0me7gi1w4,B. Meijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512723593,21,12,1,1,43,8y3iucyxguipljcmf87a11bk9,1,6.1,53,2023-02-26T12:33:32.669Z,2023-02-27T09:26:31Z,4061253229,388,,4058650339,212,22.2,4058650341,213,0.2,4058650337,141,59.3,4058650335,140,26.8,4058650345,15,,4058650333,56,Back,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512723607,24,1,1,1,45,1oyb7oym5nwzny8vxf03szd2h,1,77.8,45,2023-02-26T12:33:34.170Z,2023-02-27T09:26:30Z,4058650407,56,Center,4058650405,3,,4058650411,141,24.7,4058650409,140,88.8,4061253273,178,,4058650415,213,5.4,4058650413,212,18.0,,,,9mlj7fxon5zy1qmktvvcwjrl6,Ferran Jutglà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512723613,25,1,1,1,47,1oyb7oym5nwzny8vxf03szd2h,0,83.1,31.6,2023-02-26T12:33:36.285Z,2023-02-27T10:32:49Z,4058650449,212,13.2,4058650447,141,48.5,4058650443,56,Center,4058650451,213,1.1,4061253301,178,,4058650445,140,89.2,,,,,,,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512723735,22,12,1,1,48,8y3iucyxguipljcmf87a11bk9,1,9.6,55.7,2023-02-26T12:33:37.072Z,2023-02-27T09:26:30Z,4061253355,178,,4058651021,140,24.6,4058651019,56,Back,4058651025,212,24.2,4058651023,141,82.7,4058651027,213,0.9,,,,,,,etos5xv3v2ptiktdk5yuhrjkl,M. Ngadeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
