id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,keyPass,qualifier/11/value,assist,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2526485931,5,44,1,0,31,1uk609mhtsfhokhaewjapb26,0,44.7,78.1,2023-04-01T14:01:06.747Z,2023-04-02T09:44:27Z,4152278733,56,Back,4152278735,285,,4152278903,233,5,,,,,,,,,,,,,,,,9n5wjnjloy0c2euwhsu9u1y39,F. Avenatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485967,6,1,1,0,31,3ix9om1svhd6obl0mbk1otgop,0,54.3,22,2023-04-01T14:01:06.805Z,2023-04-02T09:53:50Z,4152278979,168,,4152278993,213,0.5,4152278991,212,20.7,4152278989,141,37.0,4152278977,3,,4152278987,140,71.5,4152278983,56,Center,4156088309,388,,3l1v52usaf9mmi9dwowdwv3e,A. Francis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485977,6,49,1,0,34,1uk609mhtsfhokhaewjapb26,1,27.5,66.5,2023-04-01T14:01:09.570Z,2023-04-02T09:44:27Z,,,,,,,,,,,,,,,,,,,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486127,7,1,1,0,34,1uk609mhtsfhokhaewjapb26,0,27.1,66.2,2023-04-01T14:01:09.638Z,2023-04-02T09:44:26Z,4152279731,1,,4152279715,157,,4152279719,140,15.4,4156088695,178,,4152279721,141,0.0,4152279717,56,Back,4152279723,212,48.0,4152279727,213,4.5,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486145,7,5,1,0,39,3ix9om1svhd6obl0mbk1otgop,1,78.4,101.8,2023-04-01T14:01:14.278Z,2023-04-02T04:16:00Z,4152279791,56,Left,4152279795,347,,4152279897,233,8,,,,,,,,,,,,,,,,3l1v52usaf9mmi9dwowdwv3e,A. Francis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486137,8,5,1,0,39,1uk609mhtsfhokhaewjapb26,0,21.6,-1.8,2023-04-01T14:01:14.278Z,2023-04-02T04:16:01Z,4152279759,347,,4152279757,56,Back,4152279921,233,7,,,,,,,,,,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486685,8,1,1,0,56,3ix9om1svhd6obl0mbk1otgop,0,89.1,100,2023-04-01T14:01:31.987Z,2023-04-02T09:44:26Z,4152282289,141,73.9,4152282279,56,Center,4152282291,212,19.6,4152282293,213,4.9,4152282275,107,,4152282285,140,93.3,,,,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486843,10,12,1,0,58,1uk609mhtsfhokhaewjapb26,1,4,25.3,2023-04-01T14:01:33.678Z,2023-04-02T09:44:26Z,4152282949,213,5.3,4152282945,141,0.0,4152282941,56,Back,4152282943,140,14.5,4152282947,212,21.2,4152283059,167,,4156089583,178,,4152283183,15,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486773,9,5,1,1,0,3ix9om1svhd6obl0mbk1otgop,1,85.4,101.6,2023-04-01T14:01:35.744Z,2023-04-02T04:16:53Z,4152282719,347,,4152283123,233,11,4152282717,56,Left,,,,,,,,,,,,,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486853,11,5,1,1,0,1uk609mhtsfhokhaewjapb26,0,14.6,-1.6,2023-04-01T14:01:35.744Z,2023-04-02T04:16:53Z,4152283141,233,9,4152282981,56,Back,4152282983,347,,,,,,,,,,,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487071,10,1,1,1,8,3ix9om1svhd6obl0mbk1otgop,0,94.2,100,2023-04-01T14:01:43.790Z,2023-04-02T09:44:25Z,4152284069,107,,4152284079,141,73.9,4152284077,140,93.0,4152284083,213,4.6,4152284081,212,19.1,4152284073,56,Center,,,,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487105,11,44,1,1,10,3ix9om1svhd6obl0mbk1otgop,1,96.4,73.8,2023-04-01T14:01:45.566Z,2023-04-02T09:53:50Z,4152284265,56,Center,4152398025,233,12,4152284267,286,,,,,,,,,,,,,,,,,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487033,12,44,1,1,10,1uk609mhtsfhokhaewjapb26,0,3.6,26.2,2023-04-01T14:01:45.567Z,2023-04-02T09:44:25Z,4152283895,285,,4152283893,56,Back,4152398169,233,11,,,,,,,,,,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487381,13,1,1,1,10,3ix9om1svhd6obl0mbk1otgop,0,97.3,76,2023-04-01T14:01:45.646Z,2023-04-02T09:53:50Z,4152285583,141,66.9,4152285575,168,,4152285579,140,94.6,4152285573,3,,4156090573,388,,4152285577,56,Center,4152285589,212,6.8,4152285597,213,4.3,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526509343,73,44,1,1,11,1uk609mhtsfhokhaewjapb26,1,3.5,28,2023-04-01T14:01:46.525Z,2023-04-02T09:53:51Z,4152427903,56,Back,4152428083,233,73,4152427905,285,,,,,,,,,,,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526509035,73,44,1,1,11,3ix9om1svhd6obl0mbk1otgop,0,96.5,72,2023-04-01T14:01:46.526Z,2023-04-02T09:44:23Z,4152428209,233,73,4152420311,56,Center,4152420313,286,,,,,,,,,,,,,,,,,8d0ffyx2qnnp0limf5aou92ei,A. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487097,13,12,1,1,11,1uk609mhtsfhokhaewjapb26,1,4.5,30.6,2023-04-01T14:01:46.608Z,2023-04-02T09:53:51Z,4152441549,15,,4152284241,141,29.1,4152284237,56,Back,4152284245,213,5.9,4152441635,233,14,4152284243,212,2.6,4152284239,140,6.8,4156090875,388,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487193,14,12,1,1,13,1uk609mhtsfhokhaewjapb26,1,1.9,27.7,2023-04-01T14:01:48.487Z,2023-04-02T09:44:23Z,4152284677,212,7.1,4156091035,178,,4152284671,56,Back,4152284673,140,8.6,4152440749,233,14,4152284679,213,6.1,4152284675,141,25.9,,,,7hdyeeejo7h9kvqt7x8jlrlec,D. De Neve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487707,14,61,1,1,13,3ix9om1svhd6obl0mbk1otgop,1,97.9,75.7,2023-04-01T14:01:48.778Z,2023-04-02T09:44:22Z,4152287215,56,Center,4156091401,388,,,,,,,,,,,,,,,,,,,,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487237,12,5,1,1,13,3ix9om1svhd6obl0mbk1otgop,0,101.1,67.8,2023-04-01T14:01:48.980Z,2023-04-02T04:18:13Z,4152285085,233,15,4152284873,346,,4152284871,56,Center,,,,,,,,,,,,,,,,8d0ffyx2qnnp0limf5aou92ei,A. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487273,15,5,1,1,13,1uk609mhtsfhokhaewjapb26,1,-1.1,32.2,2023-04-01T14:01:48.980Z,2023-04-02T04:18:13Z,4152285075,233,12,4152285037,56,Back,4152285039,346,,,,,,,,,,,,,,,,,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488145,16,1,1,1,40,1uk609mhtsfhokhaewjapb26,1,5.5,42.7,2023-04-01T14:02:15.941Z,2023-04-02T09:44:22Z,4152289367,74,,4152289329,56,Center,4152289345,212,51.1,4152289357,1,,4152289341,141,32.7,4152289327,124,,4152289335,140,53.7,4152289351,213,6.1,6yegi163rq5fsloppfubi3sh5,T. Vandenberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488165,17,44,1,1,44,1uk609mhtsfhokhaewjapb26,1,57.8,20.3,2023-04-01T14:02:19.273Z,2023-04-02T09:53:51Z,4152289461,286,,4152289459,56,Right,4152291529,233,18,,,,,,,,,,,,,,,,9n5wjnjloy0c2euwhsu9u1y39,F. Avenatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488471,18,44,1,1,44,3ix9om1svhd6obl0mbk1otgop,0,42.2,79.7,2023-04-01T14:02:19.274Z,2023-04-02T09:44:21Z,4152290879,56,Back,4152290881,285,,4152291585,233,17,,,,,,,,,,,,,,,,5iuagsqdiiaadb5yuf7r4vzmc,C. Ravych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488203,18,1,1,1,44,1uk609mhtsfhokhaewjapb26,0,58.6,23.9,2023-04-01T14:02:19.327Z,2023-04-02T09:53:52Z,4152289623,56,Center,4152289621,168,,4152289627,141,44.2,4152289625,140,64.0,4156091819,388,,4152289629,212,14.9,4152289619,3,,4152289631,213,1.2,9n5wjnjloy0c2euwhsu9u1y39,F. Avenatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488251,16,49,1,1,45,3ix9om1svhd6obl0mbk1otgop,1,34.8,58.9,2023-04-01T14:02:20.855Z,2023-04-02T09:44:21Z,,,,,,,,,,,,,,,,,,,,,,,,,84l7r4ud9ipuf9vc3ib5b4l0q,H. Siquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488405,17,1,1,1,45,3ix9om1svhd6obl0mbk1otgop,0,34.8,59,2023-04-01T14:02:20.901Z,2023-04-02T09:44:20Z,4152290557,1,,4152290547,56,Left,4152290553,212,51.8,4156092111,178,,4152290551,141,95.3,4152290545,157,,4152290555,213,0.5,4152290549,140,78.2,84l7r4ud9ipuf9vc3ib5b4l0q,H. Siquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488399,19,49,1,1,51,1uk609mhtsfhokhaewjapb26,1,18.5,4.3,2023-04-01T14:02:26.657Z,2023-04-02T09:44:20Z,,,,,,,,,,,,,,,,,,,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488475,20,1,1,1,51,1uk609mhtsfhokhaewjapb26,0,18.3,4.1,2023-04-01T14:02:26.754Z,2023-04-02T09:44:19Z,4152290907,1,,4152290903,213,6.1,4152290901,212,21.6,4152290887,157,,4152290893,140,38.5,4152290891,56,Back,4152290897,141,0.0,4156092647,178,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488529,19,5,1,1,52,3ix9om1svhd6obl0mbk1otgop,1,59.2,102,2023-04-01T14:02:27.272Z,2023-04-02T04:19:24Z,4152291209,233,21,4152291119,347,,4152291115,56,Left,,,,,,,,,,,,,,,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488487,21,5,1,1,52,1uk609mhtsfhokhaewjapb26,0,40.8,-2,2023-04-01T14:02:27.272Z,2023-04-02T04:19:24Z,4152290957,347,,4152290953,56,Back,4152291287,233,19,,,,,,,,,,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488891,20,1,1,1,57,3ix9om1svhd6obl0mbk1otgop,1,72.5,100,2023-04-01T14:02:32.471Z,2023-04-02T09:44:19Z,4152292869,1,,4152292865,212,21.4,4152292857,107,,4152292863,141,90.3,4152292859,56,Left,4152292861,140,91.5,4152292867,213,5.9,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488935,21,1,1,2,3,3ix9om1svhd6obl0mbk1otgop,1,97.2,98.5,2023-04-01T14:02:38.767Z,2023-04-02T09:44:17Z,4152293109,140,88.3,4152293105,56,Left,4152293123,213,3.5,4152293113,141,93.0,4156093289,178,,4152293119,212,10.1,,,,,,,8d0ffyx2qnnp0limf5aou92ei,A. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488985,22,1,1,2,5,3ix9om1svhd6obl0mbk1otgop,0,87.6,96.6,2023-04-01T14:02:40.350Z,2023-04-02T09:44:16Z,4152293367,212,22.6,4152293359,155,,4152293361,56,Center,4152293363,140,90.7,4156093955,178,,4152293357,2,,4152293365,141,63.7,4155360065,224,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,4152293369,213,4.9,4155359741,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489023,22,8,1,2,6,1uk609mhtsfhokhaewjapb26,1,10.5,40.2,2023-04-01T14:02:41.607Z,2023-04-02T09:44:16Z,4155361079,385,,4152293575,56,Back,4156094199,178,,,,,,,,,,,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489131,24,61,1,2,7,3ix9om1svhd6obl0mbk1otgop,0,86.4,50.6,2023-04-01T14:02:42.280Z,2023-04-02T09:44:16Z,4152294047,56,Center,4156094567,178,,,,,,,,,,,,,,,,,,,,84l7r4ud9ipuf9vc3ib5b4l0q,H. Siquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489099,23,49,1,2,9,1uk609mhtsfhokhaewjapb26,1,15.7,38.4,2023-04-01T14:02:44.250Z,2023-04-02T09:44:15Z,,,,,,,,,,,,,,,,,,,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489139,24,1,1,2,9,1uk609mhtsfhokhaewjapb26,0,16.5,35.3,2023-04-01T14:02:44.824Z,2023-04-02T09:44:15Z,4156095647,178,,4152294087,212,8.3,4152294083,140,13.4,4155364803,236,,4152294085,141,46.6,4155364805,286,,4152294089,213,2.0,4156020421,233,892,5n522jpifzyf9qu0z41kuf7my,João Silva,4152294081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527056501,892,74,1,2,9,3ix9om1svhd6obl0mbk1otgop,1,82.3,66,2023-04-01T14:02:44.888Z,2023-04-02T09:44:14Z,4155364633,56,Center,4155364635,285,,4156020425,233,24,4156096315,178,,,,,,,,,,,,,,84l7r4ud9ipuf9vc3ib5b4l0q,H. Siquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489295,25,2,1,2,11,3ix9om1svhd6obl0mbk1otgop,1,85.3,70.7,2023-04-01T14:02:46.327Z,2023-04-02T09:44:14Z,4152530951,141,64.5,4152294843,56,Center,4152532527,7,8d0ffyx2qnnp0limf5aou92ei,4152530949,140,90.5,4152534111,8,,4156097537,178,,,,,,,,84l7r4ud9ipuf9vc3ib5b4l0q,H. Siquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526509357,74,55,1,2,11,1uk609mhtsfhokhaewjapb26,1,13,43.9,2023-04-01T14:02:46.328Z,2023-04-02T09:44:14Z,,,,,,,,,,,,,,,,,,,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489063,23,43,1,2,13,3ix9om1svhd6obl0mbk1otgop,1,0,0,2023-04-01T14:02:48.684Z,2023-04-01T14:22:48Z,4152293717,56,Center,4152529351,144,61,,,,,,,,,,,,,,,,,,,84l7r4ud9ipuf9vc3ib5b4l0q,H. Siquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526490995,26,84,1,2,16,3ix9om1svhd6obl0mbk1otgop,1,0,0,2023-04-01T14:02:51.840Z,2023-04-01T14:08:14Z,4152307741,29,,4152307769,231,52.2,4152305689,374,2023-04-01 15:02:50.900,4152307745,55,24,4152303295,22,,4152354345,436,16,4152307767,230,98.8,4152307757,103,17.1,8d0ffyx2qnnp0limf5aou92ei,A. Ueda,4152307753,102,46.2,4152303301,56,Center,4152307761,328,4152303297,64,4152346923,343,2,4152305695,375,02:15.745,4152305661,20,4152307739,80,,,,,,,,,,,,,,,,,,,,,
2526489355,25,43,1,2,19,1uk609mhtsfhokhaewjapb26,1,0,0,2023-04-01T14:02:54.766Z,2023-04-01T14:07:53Z,4152349985,144,51,4152295149,170,0,,,,,,,,,,,,,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526498835,27,27,1,2,21,3ix9om1svhd6obl0mbk1otgop,1,0,0,2023-04-01T14:02:56.736Z,2023-04-02T04:24:33Z,4152343505,207,,4152343503,201,,4152343507,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526499483,28,65,1,6,25,3ix9om1svhd6obl0mbk1otgop,1,0,0,2023-04-01T14:07:00.962Z,2023-04-02T04:26:45Z,4152347003,329,,4152349163,336,,4152347007,365,26,,,,,,,,,,,,,,,,84l7r4ud9ipuf9vc3ib5b4l0q,H. Siquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526499871,29,28,1,6,56,3ix9om1svhd6obl0mbk1otgop,1,0,0,2023-04-01T14:07:31.796Z,2023-04-02T04:27:37Z,4152349115,55,27,4152349111,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
