id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2506903135,1,34,16,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2023-02-12T11:34:36.182Z,2023-02-12T12:29:04Z,4027905205,197,3769,4027905199,130,8,4027905193,30,"r0hm6ahwcvdu57bgfi5zkslx, 1h9jdj5ag99myeoirxzh92od1, 70h2g33o2w7f32dtx76wji99m, a7ip51ik4rkqcvgdsh64ln09g, 9tc6mprxpu2rc5ptlp5ljw7h1, ecwzzrkn1snbua5yu4gehxm2, 1rqpbl0ivf8qwdvi6gqpgxz9x, cjf412x9sg56vos0jkj85k3ys, eg4piy0kcdtdopqpd3lcl5j2t, d19yalwh3i2olvpwoi89feqjt, dcjf15sf1dbb6w17foz25uuei, 4114auk4o8n6higc918qymc4p, 2tsn78gg5xyw81srfdn05hw8a, 9gt3izdka3a0nh7r9uazkueqc, cyh16toqa9wxmxepg635ecgve, 8kwlhrjwp4xewwpaayseb9bmc, 783gcbge6tm3dosc9jou2jqc4, cz4ghmk3l1qypfmuxzop3udck",4027905207,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4027905195,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4027905203,194,9tc6mprxpu2rc5ptlp5ljw7h1,4027905201,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4027905197,59,"1, 2, 22, 48, 23, 51, 7, 27, 18, 24, 10, 26, 32, 33, 34, 50, 52, 81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506908241,1,34,16,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-02-12T11:45:04.326Z,2023-02-12T13:20:43Z,4027930859,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4027930853,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4027930851,30,"jflu7a5n4f3ezoj20z0kje5m, 3yb66hal4fvr04bawz0y3efhl, d1rgv9cgncdgr1h61phrxoc89, ama1ibpjcfu206icrfmkgfavp, 68vmg4qgr11vppc48hs8402jt, 5enjhxrx2jrjqtgb9wwq0baax, 1b6ab1mqzvhk547p0bdzbccfd, a8k3ubqsi0duc3g4u5jnvcoa1, 5qpyf80if6m1o5vkwf1yt034l, 7jpasvui43tnyao6ijyuuyuqc, 9pvc7e65cfgtuipfen5zt463t, cma24hkdklib8007a42cso38q, 14w9q2mu6yq235ic55fxs0w2y, 19htxtc8lmbfsv83py7hzqb8q, 1e7snjsrbh93xt5ti1oyuqxka, 7zmgaactx19n77j9fl08pahyi, c8m4ox6n1v89qbbjq73s5ezmx, boehs62sf23wlas5wb4l5s2y",4027930865,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4027930855,59,"26, 23, 5, 17, 46, 2, 28, 8, 7, 34, 11, 4, 10, 14, 19, 40, 77, 99",4027930861,194,a8k3ubqsi0duc3g4u5jnvcoa1,4027930863,197,3313,4027930857,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506930563,2,32,1,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2023-02-12T12:32:34.195Z,2023-02-12T12:32:34Z,4028049315,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506930593,2,32,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-02-12T12:32:34.195Z,2023-02-12T23:08:00Z,4028049433,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506930615,3,1,1,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,50.1,50.1,2023-02-12T12:32:34.335Z,2023-02-13T00:06:45Z,4028049573,279,S,4028049565,140,39.9,4028049571,213,2.7,4028049567,141,58.5,4028049569,212,12.1,4028049563,56,Back,4030201745,178,,,,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506930627,4,1,1,0,1,7zibyotq1x1hq6pmgibhr0e6s,1,39.8,52.6,2023-02-12T12:32:35.873Z,2023-02-13T08:35:47Z,4028049627,56,Back,4028049635,213,3.7,4030201815,178,,4028049631,141,36.9,4028049629,140,21.9,4028049633,212,21.6,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506930657,5,1,1,0,4,7zibyotq1x1hq6pmgibhr0e6s,1,20.9,33.3,2023-02-12T12:32:39.067Z,2023-02-13T08:35:47Z,4028049771,140,6.9,4028049773,141,46.0,4028049777,213,2.6,4028049775,212,17.0,4030201875,178,,4028049769,56,Back,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506930701,6,1,1,0,6,7zibyotq1x1hq6pmgibhr0e6s,1,5.3,47.6,2023-02-12T12:32:40.765Z,2023-02-13T08:35:46Z,4030201931,178,,4028050005,213,5.9,4028049999,140,57.7,4028050007,1,,4028050003,212,59.5,4028049997,56,Right,4028050001,141,14.3,4028049995,157,,r0hm6ahwcvdu57bgfi5zkslx,J. Butez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506930703,7,61,1,0,10,7zibyotq1x1hq6pmgibhr0e6s,0,58.1,17.6,2023-02-12T12:32:44.742Z,2023-02-13T08:35:46Z,4030202005,178,,4028050011,56,Right,,,,,,,,,,,,,,,,,,,1rqpbl0ivf8qwdvi6gqpgxz9x,G. Kerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506930733,4,49,1,0,11,89xivtxk59uzvhdsd6miao6tm,1,45.1,81.2,2023-02-12T12:32:46.081Z,2023-02-13T08:35:46Z,,,,,,,,,,,,,,,,,,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
