id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,assist,qualifier/19/id,qualifier/19/qualifierId
2482755177,3,74,1,0,13,2b57rbw94i9ohnbch52owvqtq,1,66,4.2,2022-11-06T20:01:36.806Z,2022-11-07T10:04:54Z,3900927855,285,,3900927853,56,Right,3901734457,178,,3900927905,233,8,,,,,,,,,,,,,mzrka1w28qc7vgr5xmcngqg9,I. Boonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482755187,4,5,1,0,14,2b57rbw94i9ohnbch52owvqtq,0,67.2,-1.8,2022-11-06T20:01:37.568Z,2022-11-07T05:25:08Z,3900927937,56,Right,3900928215,233,9,3900927939,347,,,,,,,,,,,,,,,,,mzrka1w28qc7vgr5xmcngqg9,I. Boonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482755215,9,5,1,0,14,1uk609mhtsfhokhaewjapb26,1,32.8,101.8,2022-11-06T20:01:37.568Z,2022-11-07T05:25:07Z,3900928211,233,4,3900928093,56,Back,3900928095,347,,,,,,,,,,,,,,,,,8b95khn8h8qz3y4u4coajs5at,F. Selemani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482755347,10,1,1,0,30,1uk609mhtsfhokhaewjapb26,1,36.7,100,2022-11-06T20:01:53.522Z,2022-11-07T10:04:53Z,3900928695,212,13.7,3900928693,141,85.6,3900928691,140,44.2,3900928697,213,5.3,3900928689,56,Back,3900928687,107,,,,,,,,6vh5n14h1knmx7yut84q2f2l1,K. D'Haene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482755357,11,1,1,0,31,1uk609mhtsfhokhaewjapb26,1,40.6,95.2,2022-11-06T20:01:54.429Z,2022-11-07T10:22:37Z,3901507951,156,,3900928751,213,1.8,3900928745,140,40.5,3901736751,178,,3900928747,141,96.0,3902065275,21,,3900928743,56,Back,3900928749,212,0.6,8b95khn8h8qz3y4u4coajs5at,F. Selemani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482862607,764,1,1,0,31,1uk609mhtsfhokhaewjapb26,0,36.5,96.4,2022-11-06T20:01:55.156Z,2022-11-07T10:04:53Z,3901508149,140,47.8,3901736961,178,,3901508147,56,Back,3901508155,213,5.5,3901508157,1,,3901508145,157,,3901508151,141,78.7,3901508153,212,16.9,6vh5n14h1knmx7yut84q2f2l1,K. D'Haene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482755383,5,1,1,0,34,2b57rbw94i9ohnbch52owvqtq,1,50.9,16.2,2022-11-06T20:01:57.393Z,2022-11-07T10:04:52Z,3901737025,388,,3900928841,213,0.8,3900928839,212,13.8,3900928835,140,60.4,3900928837,141,30.3,3900928831,3,,3900928833,56,Center,,,,92resfejh2m1oygglkjdk0u7d,Kenny Rocha Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482755387,6,49,1,0,35,2b57rbw94i9ohnbch52owvqtq,1,58.1,25.1,2022-11-06T20:01:59.028Z,2022-11-07T10:04:52Z,,,,,,,,,,,,,,,,,,,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482912833,816,83,1,0,37,1uk609mhtsfhokhaewjapb26,1,42,65.3,2022-11-06T20:02:00.931Z,2022-11-07T10:04:51Z,3901761759,399,171173,,,,,,,,,,,,,,,,,,,,,,3pr51w08wkrl03rpafmsouj85,M. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482755389,7,1,1,0,38,2b57rbw94i9ohnbch52owvqtq,0,56.9,43,2022-11-06T20:02:02.091Z,2022-11-07T10:04:50Z,3901737213,178,,3900928867,56,Center,3901508437,141,47.4,3901508435,140,53.8,3901508439,212,4.4,3901508441,213,2.4,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482755419,12,61,1,0,38,1uk609mhtsfhokhaewjapb26,1,44.1,59.6,2022-11-06T20:02:02.149Z,2022-11-07T10:04:50Z,3900929015,56,Back,3901737255,178,,,,,,,,,,,,,,,,,,,,3pr51w08wkrl03rpafmsouj85,M. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482755471,8,1,1,0,40,2b57rbw94i9ohnbch52owvqtq,1,42.6,56.4,2022-11-06T20:02:04.261Z,2022-11-07T10:04:49Z,3901737465,178,,3900929249,140,72.0,3900929251,141,61.4,3900929245,155,,3900929253,212,31.1,3900929255,213,0.1,3900929247,56,Center,,,,czsmg1hjqbmzhz8x91y3b0yc5,B. Capon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482755483,9,61,1,0,43,2b57rbw94i9ohnbch52owvqtq,0,74,60.5,2022-11-06T20:02:06.962Z,2022-11-07T10:04:49Z,3900929311,56,Center,3901737533,178,,,,,,,,,,,,,,,,,,,,b3y2ov2ju75fr5u5e2rerj1ex,F. Hornby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482755495,13,1,1,0,44,1uk609mhtsfhokhaewjapb26,0,30.3,36.2,2022-11-06T20:02:07.739Z,2022-11-07T10:04:49Z,3900929381,213,6.1,3900929375,140,47.8,3900929377,141,31.0,3900929373,56,Back,3901508787,1,,3901737583,178,,3900929379,212,18.7,3901508785,157,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482755529,10,1,1,0,46,2b57rbw94i9ohnbch52owvqtq,1,60,72.9,2022-11-06T20:02:09.593Z,2022-11-07T10:04:48Z,3900929525,56,Center,3901737641,388,,3900929527,140,63.9,3900929523,3,,3900929531,212,4.5,3900929533,213,0.4,3900929529,141,75.7,,,,92resfejh2m1oygglkjdk0u7d,Kenny Rocha Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482755551,11,1,1,0,49,2b57rbw94i9ohnbch52owvqtq,1,61.8,75.4,2022-11-06T20:02:13.185Z,2022-11-07T10:04:47Z,3900929625,140,81.5,3900929627,141,88.6,3900929623,56,Left,3900929631,213,0.4,3901509081,155,,3900929629,212,22.5,3901737749,178,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482755567,12,1,1,0,53,2b57rbw94i9ohnbch52owvqtq,0,84,91.6,2022-11-06T20:02:16.442Z,2022-11-07T10:04:47Z,3901509297,72,,3900929707,212,20.8,3900929701,56,Center,3900929703,140,87.5,3900929697,2,,3900929705,141,61.5,3901509295,224,,3900929709,213,4.9,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,3901737833,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482755577,14,12,1,0,54,1uk609mhtsfhokhaewjapb26,1,10,41.8,2022-11-06T20:02:17.846Z,2022-11-07T10:04:46Z,3900929753,141,12.2,3900929765,167,,3900929757,213,4.2,3900929751,140,0.0,3900929755,212,23.6,3900929749,56,Back,3901737931,178,,,,,ezb815xw3yx3r3ey51zovop91,A. Radovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482755639,13,6,1,0,57,2b57rbw94i9ohnbch52owvqtq,1,100,90.4,2022-11-06T20:02:20.492Z,2022-11-07T05:30:05Z,3900930091,56,Left,3900930093,73,,3900932897,233,15,,,,,,,,,,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482755581,15,6,1,0,57,1uk609mhtsfhokhaewjapb26,0,0,9.6,2022-11-06T20:02:20.492Z,2022-11-07T05:30:05Z,3900932927,233,13,3900929761,56,Back,3900929763,73,,,,,,,,,,,,,,,,,ezb815xw3yx3r3ey51zovop91,A. Radovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482755881,14,1,1,1,22,2b57rbw94i9ohnbch52owvqtq,0,99.5,99.5,2022-11-06T20:02:45.341Z,2022-11-07T05:30:10Z,3900931299,224,,3900931305,141,49.1,3900931307,212,36.8,3901737989,178,,3900931311,1,,3900931303,140,86.7,3901509475,72,,3900931293,2,,mzrka1w28qc7vgr5xmcngqg9,I. Boonen,3900931297,155,3900931295,6,3900931309,213,4.3,3900931301,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482862977,765,44,1,1,23,1uk609mhtsfhokhaewjapb26,1,6.4,47.6,2022-11-06T20:02:46.988Z,2022-11-07T10:04:46Z,3901509737,56,Back,3901521251,233,831,3901509739,285,,,,,,,,,,,,,,,,,ezb815xw3yx3r3ey51zovop91,A. Radovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482862983,831,44,1,1,23,2b57rbw94i9ohnbch52owvqtq,0,93.6,52.4,2022-11-06T20:02:46.989Z,2022-11-07T10:04:46Z,3901521255,233,765,3901509751,56,Center,3901509753,286,,,,,,,,,,,,,,,,,92ajo8iiqwlmjwndtf7yt6l05,C. McGeehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482755901,16,12,1,1,23,1uk609mhtsfhokhaewjapb26,1,4.1,50,2022-11-06T20:02:47.038Z,2022-11-07T10:04:45Z,3900931413,15,,3900931399,213,5.9,3901738137,388,,3900931393,140,34.1,3900931397,212,34.6,3900931391,56,Back,3900931395,141,28.8,,,,ezb815xw3yx3r3ey51zovop91,A. Radovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482755925,15,13,1,1,26,2b57rbw94i9ohnbch52owvqtq,1,74.7,61.1,2022-11-06T20:02:49.378Z,2022-11-07T10:04:45Z,3900932127,20,,3900932601,231,48.6,3900932589,103,69.4,3900932125,25,,3900931523,56,Center,3900932591,215,,3900932599,230,100.2,3900932585,74,,92resfejh2m1oygglkjdk0u7d,Kenny Rocha Santos,3900932587,102,3900931521,18,3901738265,178,,3900932597,458,,54.5,3900932593,108,3900932595,328,,,,,,,,,,,,,,,,,,,,,,
2482755953,16,5,1,1,27,2b57rbw94i9ohnbch52owvqtq,0,101.5,56.5,2022-11-06T20:02:51.170Z,2022-11-07T05:30:40Z,3900931661,346,,3900931703,233,17,3900931659,56,Center,,,,,,,,,,,,,,,,92resfejh2m1oygglkjdk0u7d,Kenny Rocha Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482755931,17,5,1,1,27,1uk609mhtsfhokhaewjapb26,1,-1.5,43.5,2022-11-06T20:02:51.170Z,2022-11-07T05:30:40Z,3900931675,233,16,3900931539,56,Back,3900931541,346,,,,,,,,,,,,,,,,,ezb815xw3yx3r3ey51zovop91,A. Radovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482756205,18,1,1,1,52,1uk609mhtsfhokhaewjapb26,1,5.2,45.3,2022-11-06T20:03:16.258Z,2022-11-07T10:04:45Z,3900933021,74,,3901509893,189,,3900933007,56,Center,3900933011,141,31.2,3900933005,124,,3900933009,140,54.2,3900933013,212,52.3,3900933017,1,,2unnytu55d7lvws7h3r86yhud,M. Ilić,3900933015,213,,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,
2482756207,19,44,1,1,56,1uk609mhtsfhokhaewjapb26,1,53.4,32.2,2022-11-06T20:03:19.318Z,2022-11-07T10:04:44Z,3900933023,56,Center,3900933025,286,,3900933059,233,17,,,,,,,,,,,,,,,,9n5wjnjloy0c2euwhsu9u1y39,F. Avenatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482756211,17,44,1,1,56,2b57rbw94i9ohnbch52owvqtq,0,46.6,67.8,2022-11-06T20:03:19.319Z,2022-11-07T10:04:44Z,3900933081,233,19,3900933039,285,,3900933037,56,Back,,,,,,,,,,,,,,,,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482756223,20,1,1,1,56,1uk609mhtsfhokhaewjapb26,1,52.4,34,2022-11-06T20:03:19.466Z,2022-11-07T10:04:43Z,3901738599,388,,3900933101,141,27.4,3900933099,140,69.6,3900933097,56,Center,3900933103,212,18.6,3900933093,3,,3900933105,213,6.0,3900933095,168,,9n5wjnjloy0c2euwhsu9u1y39,F. Avenatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482756309,21,1,1,1,56,1uk609mhtsfhokhaewjapb26,0,59,33,2022-11-06T20:03:20.151Z,2022-11-07T10:04:43Z,3900933477,140,73.3,3900933473,3,,3900933475,56,Center,3900933479,141,32.1,3900933481,212,15.0,3900933483,213,6.2,3901738673,178,,,,,3pr51w08wkrl03rpafmsouj85,M. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482756229,18,1,1,1,57,2b57rbw94i9ohnbch52owvqtq,0,35.7,66.8,2022-11-06T20:03:20.833Z,2022-11-07T10:04:43Z,3900933145,140,26.3,3900933151,213,2.8,3900933141,3,,3900933147,141,72.1,3901738851,388,,3900933143,56,Back,3900933149,212,10.5,,,,czsmg1hjqbmzhz8x91y3b0yc5,B. Capon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482863047,766,1,1,1,58,1uk609mhtsfhokhaewjapb26,1,60.7,28.2,2022-11-06T20:03:21.730Z,2022-11-07T10:04:42Z,3901510103,140,75.5,3901510101,56,Center,3901510107,212,16.0,3901510105,141,34.0,3901510109,213,0.2,3901510099,3,,3901739379,178,,,,,3pr51w08wkrl03rpafmsouj85,M. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482756313,22,4,1,2,0,1uk609mhtsfhokhaewjapb26,1,70.7,28.8,2022-11-06T20:03:24.179Z,2022-11-07T10:04:41Z,3900933513,233,19,3900933493,56,Center,3900933491,13,,3900933497,265,,3900933495,152,,3900933499,286,,,,,,,,93weoj4q60xtxdntko7hobg4q,B. Messaoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482756289,19,4,1,2,0,2b57rbw94i9ohnbch52owvqtq,0,29.3,71.2,2022-11-06T20:03:24.180Z,2022-11-07T10:04:41Z,3900933399,13,,3900933405,265,,3901739415,178,,3900933407,285,,3900933557,233,22,3900933401,56,Back,3900933403,152,,,,,czsmg1hjqbmzhz8x91y3b0yc5,B. Capon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482756665,23,1,1,2,36,1uk609mhtsfhokhaewjapb26,0,71.9,27.1,2022-11-06T20:03:59.726Z,2022-11-07T10:04:40Z,3901510423,2,,3901151817,155,,3901739537,178,,3900935251,212,19.9,3900935245,56,Center,3900935239,5,,3900935243,152,,3900935247,140,87.6,8b95khn8h8qz3y4u4coajs5at,F. Selemani,3901510491,20,3900935249,141,3900935253,213,0.6,3901510489,224,,,,,,,43.5,,,,,,,,,,,,,,,,,,,,,
2482756685,20,8,1,2,37,2b57rbw94i9ohnbch52owvqtq,1,14.2,54.7,2022-11-06T20:04:00.628Z,2022-11-07T10:04:40Z,3901510549,385,,3901740365,178,,3900935379,56,Back,,,,,,,,,,,,,,,,92ajo8iiqwlmjwndtf7yt6l05,C. McGeehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482756709,21,6,1,2,39,2b57rbw94i9ohnbch52owvqtq,0,0,36.3,2022-11-06T20:04:03.183Z,2022-11-07T05:34:26Z,3900935481,56,Back,3900935543,233,24,3900935521,73,,,,,,,,,,,,,,,,,92ajo8iiqwlmjwndtf7yt6l05,C. McGeehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482756695,24,6,1,2,39,1uk609mhtsfhokhaewjapb26,1,100,63.7,2022-11-06T20:04:03.183Z,2022-11-07T05:34:27Z,3900935539,233,21,3900935407,73,,3900935405,56,Center,,,,,,,,,,,,,,,,8b95khn8h8qz3y4u4coajs5at,F. Selemani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482756969,25,1,1,3,6,1uk609mhtsfhokhaewjapb26,0,99.5,99.5,2022-11-06T20:04:29.828Z,2022-11-07T05:34:32Z,3900936771,212,27.0,3900936759,6,,3900936763,223,,3900936767,140,95.5,3900936765,56,Center,3901740459,178,,3900936773,213,4.6,3900936769,141,60.3,8b95khn8h8qz3y4u4coajs5at,F. Selemani,3901510653,20,3900936761,155,3900936757,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482757037,22,12,1,3,7,2b57rbw94i9ohnbch52owvqtq,1,3.7,39.3,2022-11-06T20:04:30.940Z,2022-11-07T10:04:39Z,3900937147,141,22.4,3900937143,56,Back,3900937151,213,6.0,3900937145,140,35.6,3901740515,178,,3900937149,212,35.4,,,,,,,czsmg1hjqbmzhz8x91y3b0yc5,B. Capon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482757023,26,1,1,3,11,1uk609mhtsfhokhaewjapb26,1,67.5,85.1,2022-11-06T20:04:35.109Z,2022-11-07T10:04:39Z,3900937087,141,93.5,3900937083,56,Left,3900937085,140,72.4,3900937089,212,7.7,3901740587,178,,3900937091,213,0.8,,,,,,,6vh5n14h1knmx7yut84q2f2l1,K. D'Haene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482757033,28,61,1,3,12,1uk609mhtsfhokhaewjapb26,0,79.1,97.5,2022-11-06T20:04:35.823Z,2022-11-07T10:04:38Z,3900937123,56,Left,3901740689,178,,,,,,,,,,,,,,,,,,,,8b95khn8h8qz3y4u4coajs5at,F. Selemani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482757027,27,43,1,3,13,1uk609mhtsfhokhaewjapb26,1,0,0,2022-11-06T20:04:36.948Z,2022-11-06T20:04:39Z,3900937105,56,Left,3900937193,144,8,,,,,,,,,,,,,,,,,,,8b95khn8h8qz3y4u4coajs5at,F. Selemani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482757039,23,49,1,3,14,2b57rbw94i9ohnbch52owvqtq,1,17.3,6.5,2022-11-06T20:04:37.709Z,2022-11-07T10:04:38Z,,,,,,,,,,,,,,,,,,,,,,,,,92ajo8iiqwlmjwndtf7yt6l05,C. McGeehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
