id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/11/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,assist,qualifier/17/value
2473110935,5,4,1,0,11,1oyb7oym5nwzny8vxf03szd2h,1,30.4,17.4,2022-10-16T16:30:19.813Z,2022-10-17T11:20:29Z,3849999717,265,,3850000085,233,7,3849999713,56,Back,3849999711,13,,3850000089,285,,3849999715,152,,,,,,,,ecnh65kkhku5mdkr3il4fl6tx,C. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473110979,7,4,1,0,11,6vyr13j6kbwdtxjwm1m4m8nu2,0,69.6,82.6,2022-10-16T16:30:19.814Z,2022-10-17T11:20:30Z,3850000001,265,,3849999997,152,,3849999993,13,,3851581081,178,,3850000103,233,5,3850000005,286,,3849999995,56,Left,,,,6rarodhofviwmh5jd0ly8lp4a,M. N'Diaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473111387,6,27,1,0,52,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2022-10-16T16:31:00.850Z,2022-10-17T04:16:17Z,3850002469,233,8,3850002351,41,Injury,3850002353,53,ecnh65kkhku5mdkr3il4fl6tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473111363,8,27,1,0,52,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-10-16T16:31:00.850Z,2022-10-17T04:16:18Z,3850002447,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473111817,7,28,1,1,20,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2022-10-16T16:31:29.249Z,2022-10-17T04:16:22Z,3850004713,233,9,3850004553,55,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473111833,9,28,1,1,20,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-10-16T16:31:29.249Z,2022-10-17T04:16:22Z,3850004699,233,7,3850004653,55,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473111895,8,1,1,1,22,1oyb7oym5nwzny8vxf03szd2h,1,27.3,14.4,2022-10-16T16:31:31.150Z,2022-10-17T11:38:08Z,3850004977,141,38.0,3850004973,140,18.8,3850004971,56,Back,3851581357,178,,3850004969,152,,3850747587,189,,3850004967,5,,3850004983,213,2.1,bgzvhtk50gvmq6noheadmc34l,D. Odoi,3850004981,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473111977,9,1,1,1,24,1oyb7oym5nwzny8vxf03szd2h,1,18.1,36.9,2022-10-16T16:31:33.141Z,2022-10-17T11:38:07Z,3850005427,141,72.9,3850005423,56,Back,3850005429,212,24.7,3850005431,213,1.4,3850005425,140,21.3,3851581459,178,,,,,,,,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112017,10,1,1,1,30,1oyb7oym5nwzny8vxf03szd2h,1,23.9,75.2,2022-10-16T16:31:39.134Z,2022-10-17T11:38:06Z,3850005607,140,43.4,3851581509,178,,3850005611,212,20.7,3850005613,213,6.1,3850005609,141,70.5,3850005605,56,Back,,,,,,,cn6uwymow3ewbnr6niqumao0k,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473405911,928,67,1,1,31,1oyb7oym5nwzny8vxf03szd2h,1,40.7,80.7,2022-10-16T16:31:40.184Z,2022-10-17T11:38:05Z,3851609055,233,801,,,,,,,,,,,,,,,,,,,,,,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473405909,801,67,1,1,31,6vyr13j6kbwdtxjwm1m4m8nu2,0,59.3,19.3,2022-10-16T16:31:40.185Z,2022-10-17T11:38:05Z,3851609061,233,928,,,,,,,,,,,,,,,,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112059,11,1,1,1,32,1oyb7oym5nwzny8vxf03szd2h,1,40.5,74,2022-10-16T16:31:41.206Z,2022-10-17T11:38:04Z,3851581575,178,,3850005861,212,17.9,3850005863,213,5.5,3850005855,56,Center,3850005859,141,54.8,3850005857,140,52.2,,,,,,,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112149,12,1,1,1,35,1oyb7oym5nwzny8vxf03szd2h,1,51.9,78,2022-10-16T16:31:43.974Z,2022-10-17T11:38:03Z,3850006355,141,89.9,3851581603,178,,3850006359,213,0.5,3850006357,212,15.9,3850006351,56,Left,3850006353,140,64.9,,,,,,,4f8xb5sbyksacxmifi375h7qi,K. Sowah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473406023,805,43,1,1,38,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-10-16T16:31:47.495Z,2022-10-17T05:53:48Z,3851609663,399,464575,3851669957,144,83,,,,,,,,,,,,,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473405965,935,43,1,1,38,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2022-10-16T16:31:47.495Z,2022-10-17T04:50:19Z,3851609555,144,82,3851609411,178,0,,,,,,,,,,,,,,,,,,,9mlj7fxon5zy1qmktvvcwjrl6,Ferran Jutglà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112153,13,61,1,1,39,1oyb7oym5nwzny8vxf03szd2h,0,79.8,86.8,2022-10-16T16:31:47.852Z,2022-10-17T11:38:02Z,3850006367,56,Left,3851581643,178,,,,,,,,,,,,,,,,,,,,9mlj7fxon5zy1qmktvvcwjrl6,Ferran Jutglà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112179,10,49,1,1,40,6vyr13j6kbwdtxjwm1m4m8nu2,1,10.1,16.4,2022-10-16T16:31:49.450Z,2022-10-17T11:38:02Z,,,,,,,,,,,,,,,,,,,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112273,11,1,1,1,46,6vyr13j6kbwdtxjwm1m4m8nu2,1,31.4,2.3,2022-10-16T16:31:55.398Z,2022-10-17T11:38:00Z,3850007005,56,Back,3850007007,140,29.8,3851582529,178,,3850007009,141,17.7,3850007013,213,1.7,3850007011,212,10.6,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112277,12,61,1,1,47,6vyr13j6kbwdtxjwm1m4m8nu2,1,34,8,2022-10-16T16:31:55.718Z,2022-10-17T11:37:59Z,3851582567,178,,3850007041,56,Back,,,,,,,,,,,,,,,,,,,8lj9hc8u1351oczzu81mryluc,M. Stroeykens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112299,13,1,1,1,48,6vyr13j6kbwdtxjwm1m4m8nu2,0,41.6,24.9,2022-10-16T16:31:57.061Z,2022-10-17T11:37:59Z,3850007185,213,6.1,3850007179,140,76.5,3851582673,178,,3850007177,56,Right,3850007183,212,37.4,3850007181,141,14.1,3850007187,1,,,,,7snt4uu7f2d0g7utjm2xfis8a,Fábio Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112305,14,49,1,1,52,1oyb7oym5nwzny8vxf03szd2h,1,24.7,85.5,2022-10-16T16:32:00.695Z,2022-10-17T11:37:58Z,,,,,,,,,,,,,,,,,,,,,,,,,cn6uwymow3ewbnr6niqumao0k,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112387,15,1,1,1,52,1oyb7oym5nwzny8vxf03szd2h,1,24,85.2,2022-10-16T16:32:00.826Z,2022-10-17T11:37:58Z,3850007657,140,7.8,3850007659,141,55.2,3850007655,56,Back,3850007663,213,4.0,3850007661,212,26.6,3851582989,178,,,,,,,,cn6uwymow3ewbnr6niqumao0k,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112429,16,1,1,1,54,1oyb7oym5nwzny8vxf03szd2h,0,9.1,56.4,2022-10-16T16:32:03.580Z,2022-10-17T11:37:58Z,3850007893,212,55.9,3850007891,141,85.0,3850007887,56,Left,3850007897,1,,3850007889,140,59.0,3850007895,213,0.4,3850007885,155,,3851583047,178,,byfrgpc6tgz8lto1gor03y5sl,S. Mignolet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112461,14,1,1,1,58,6vyr13j6kbwdtxjwm1m4m8nu2,1,42.9,19.5,2022-10-16T16:32:06.862Z,2022-10-17T11:37:57Z,3850008101,141,20.1,3850008093,56,Right,3850008097,140,60.4,3850008109,213,0.0,3850008089,3,,3851583137,178,,3850008105,212,18.4,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112487,15,1,1,2,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,54.3,21.7,2022-10-16T16:32:09.045Z,2022-10-17T11:37:57Z,3850008223,56,Center,3850008221,3,,3850008227,141,24.4,3850008229,212,1.8,3851583441,388,,3850008225,140,54.1,3850750931,156,,3850008231,213,1.7,8lj9hc8u1351oczzu81mryluc,M. Stroeykens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473406541,839,67,1,2,1,6vyr13j6kbwdtxjwm1m4m8nu2,1,50.2,23.5,2022-10-16T16:32:09.690Z,2022-10-17T11:37:57Z,3851613053,233,976,,,,,,,,,,,,,,,,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473406533,976,67,1,2,1,1oyb7oym5nwzny8vxf03szd2h,0,49.8,76.5,2022-10-16T16:32:09.691Z,2022-10-17T11:37:56Z,3851613061,233,839,,,,,,,,,,,,,,,,,,,,,,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112515,16,1,1,2,1,6vyr13j6kbwdtxjwm1m4m8nu2,0,50,25,2022-10-16T16:32:09.712Z,2022-10-17T11:37:56Z,3850008379,155,,3850008395,212,12.0,3850008383,56,Center,3851583553,178,,3850008397,213,6.2,3850008391,141,23.7,3850008387,140,61.4,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473406551,977,43,1,2,3,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2022-10-16T16:32:11.965Z,2022-10-17T04:54:11Z,3851613191,144,82,3851613159,178,0,,,,,,,,,,,,,,,,,,,mkq18lpl3d44wxq974mci5wq,R. Onyedika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112603,17,1,1,2,3,1oyb7oym5nwzny8vxf03szd2h,1,42.4,73.8,2022-10-16T16:32:12.093Z,2022-10-17T11:37:56Z,3851583663,178,,3850008907,56,Back,3850008909,140,39.3,3850008913,212,12.7,3850008911,141,55.7,3850008915,213,4.5,,,,,,,mkq18lpl3d44wxq974mci5wq,R. Onyedika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112627,18,1,1,2,5,1oyb7oym5nwzny8vxf03szd2h,1,39.6,56.1,2022-10-16T16:32:14.384Z,2022-10-17T11:37:55Z,3850009035,141,31.6,3850009033,140,34.4,3850009031,56,Back,3850009037,212,17.5,3850009039,213,4.4,3851583851,178,,,,,,,,ecnh65kkhku5mdkr3il4fl6tx,C. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112729,19,1,1,2,8,1oyb7oym5nwzny8vxf03szd2h,1,32.6,29.2,2022-10-16T16:32:17.368Z,2022-10-17T11:37:54Z,3850009543,155,,3850009555,213,6.0,3851583891,178,,3850009547,56,Right,3850009549,140,89.5,3850009553,212,62.3,3850009551,141,3.4,3850009557,1,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112767,20,1,1,2,15,1oyb7oym5nwzny8vxf03szd2h,1,89.6,3,2022-10-16T16:32:23.996Z,2022-10-17T11:37:53Z,3850009751,140,85.3,3850009753,141,16.2,3850009757,213,2.0,3850009755,212,10.0,3851583975,178,,3850009749,56,Right,,,,,,,5asv6uc3a4xxsr9u30kdfc0ve,A. Skov Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112779,21,1,1,2,17,1oyb7oym5nwzny8vxf03szd2h,1,86.3,16.6,2022-10-16T16:32:25.610Z,2022-10-17T11:37:52Z,3850009813,140,84.1,3850009811,56,Right,3850009815,141,5.0,3850009817,212,8.2,3850009819,213,4.4,3851584105,178,,,,,,,,4f8xb5sbyksacxmifi375h7qi,K. Sowah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112841,22,1,1,2,17,1oyb7oym5nwzny8vxf03szd2h,1,82.6,10,2022-10-16T16:32:26.359Z,2022-10-17T11:37:52Z,3850010143,56,Center,3850010147,141,25.3,3850010149,212,12.5,3850010145,140,76.0,3850010151,213,2.2,3851584155,178,,,,,,,,5asv6uc3a4xxsr9u30kdfc0ve,A. Skov Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112857,23,1,1,2,19,1oyb7oym5nwzny8vxf03szd2h,0,79.2,25,2022-10-16T16:32:28.383Z,2022-10-17T11:37:51Z,3850010211,155,,3850010213,56,Center,3850752269,224,,3850010217,141,47.8,3850010215,140,86.1,3850752271,20,,3850010209,2,,3850010219,212,17.1,ecnh65kkhku5mdkr3il4fl6tx,C. Nielsen,3851584175,178,,3850010221,213,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112875,17,12,1,2,20,6vyr13j6kbwdtxjwm1m4m8nu2,1,9.9,53.2,2022-10-16T16:32:29.343Z,2022-10-17T11:37:51Z,3850010315,15,,3851584267,178,,3850010297,213,0.4,3850010287,56,Back,3850010293,212,24.5,3850010291,141,67.5,3850010289,140,31.3,,,,av0ok8e56osu0z8sxtlvvw9ud,W. Hoedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112931,24,1,1,2,23,1oyb7oym5nwzny8vxf03szd2h,1,68.4,34.8,2022-10-16T16:32:32.010Z,2022-10-17T11:37:50Z,3850010567,3,,3850010575,212,15.6,3850010569,56,Center,3851584359,388,,3850010573,141,46.0,3850010571,140,55.4,3850010577,213,2.6,,,,mkq18lpl3d44wxq974mci5wq,R. Onyedika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112973,25,1,1,2,25,1oyb7oym5nwzny8vxf03szd2h,1,57.6,43.5,2022-10-16T16:32:33.984Z,2022-10-17T11:37:50Z,3850010789,56,Center,3850010793,141,73.8,3850010791,140,55.8,3850010797,213,1.7,3851584443,178,,3850010795,212,20.7,,,,,,,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473113105,26,1,1,2,28,1oyb7oym5nwzny8vxf03szd2h,1,61.1,68.3,2022-10-16T16:32:36.629Z,2022-10-17T11:37:49Z,3850011467,56,Left,3851584525,178,,3850011469,140,62.4,3850011475,213,1.5,3850011473,212,16.2,3850011471,141,92.0,,,,,,,cn6uwymow3ewbnr6niqumao0k,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473406979,851,43,1,2,33,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-10-16T16:32:41.910Z,2022-10-17T05:54:20Z,3851615555,399,424622,3851670467,144,83,,,,,,,,,,,,,,,,,,,8lj9hc8u1351oczzu81mryluc,M. Stroeykens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473113149,27,1,1,2,34,1oyb7oym5nwzny8vxf03szd2h,1,80.3,92.5,2022-10-16T16:32:43.114Z,2022-10-17T11:37:48Z,3850011699,212,22.7,3850011693,56,Left,3850011697,141,90.5,3851584589,178,,3850011695,140,58.7,3850011701,213,3.2,,,,,,,acx78ftnm61hm01wpmme77hbe,T. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473113237,28,1,1,2,37,1oyb7oym5nwzny8vxf03szd2h,1,61.6,86.2,2022-10-16T16:32:46.435Z,2022-10-17T11:37:47Z,3850012185,56,Back,3850012191,212,23.4,3850012193,213,3.9,3850012187,140,45.1,3851584663,178,,3850012189,141,63.0,,,,,,,cn6uwymow3ewbnr6niqumao0k,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473113283,29,1,1,2,41,1oyb7oym5nwzny8vxf03szd2h,1,44.9,59.6,2022-10-16T16:32:49.805Z,2022-10-17T11:37:46Z,3850012405,140,44.4,3850012403,56,Back,3850012407,141,26.4,3850012409,212,22.6,3850012411,213,4.7,3851584765,178,,,,,,,,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473113361,30,1,1,2,44,1oyb7oym5nwzny8vxf03szd2h,1,46.2,30.9,2022-10-16T16:32:52.934Z,2022-10-17T11:37:46Z,3850012791,56,Back,3850012793,140,47.1,3850012797,212,31.1,3850012799,213,1.5,3851584819,178,,3850012795,141,76.6,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473113421,31,1,1,2,48,1oyb7oym5nwzny8vxf03szd2h,1,50.8,78.4,2022-10-16T16:32:57.104Z,2022-10-17T11:37:44Z,3850013089,56,Left,3851584885,178,,3850013097,213,1.2,3850013093,141,91.7,3850013091,140,53.8,3850013095,212,9.6,,,,,,,cn6uwymow3ewbnr6niqumao0k,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473407121,1044,43,1,2,49,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2022-10-16T16:32:58.189Z,2022-10-17T04:57:16Z,3851616565,144,82,3851616511,178,0,,,,,,,,,,,,,,,,,,,acx78ftnm61hm01wpmme77hbe,T. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473113427,18,45,1,2,49,6vyr13j6kbwdtxjwm1m4m8nu2,0,42.5,6.1,2022-10-16T16:32:58.209Z,2022-10-17T11:37:44Z,3850013501,233,32,3850013123,56,Back,3850013125,285,,,,,,,,,,,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
