id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value,assist,qualifier/16/value,qualifier/17/value
2493582387,1,34,16,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-12-27T18:09:27.386Z,2022-12-27T19:23:52Z,3957926607,197,12041,3957926605,194,6w1hily3yj7vvidhhgi4fqdat,3957926609,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3957926603,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3957926597,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3957926595,30,"7ojr3svfuiak6zm6pjrc18mhh, 2s28r7f625hrj5fioyxn6apd5, 5f13ro5hgmago2bmqtzjw5ey, c3jbxepn3kto8fqtdewnghp05, 6w1hily3yj7vvidhhgi4fqdat, 7u76uh9164fs8tx6zqw0icqtx, 77wkqbxkqix367lc0ccnym86h, 7yek1fu5x7yoqc4raxja0i5uc, 8jn4wq3d1ro8f89lttw4b9rzd, 5l6a4uxq1vzo91ugdcjq3jw7p, cg748vqllo7gdcz5id1gvqggl, 59doy2i09c6fgoh7w9m3l5tcl, 8k4wwchytdstpn0yhrxd5nbv9, 7midzsc4xu11dxhw22s9b5e6s, 9e6u0dxjpjoyfc0f87vtem85x, 8xr7cy8cy89qfxyi1n3egt82c, 55uupregn272wdtpnundb8z1m, trfphpn8we6pjhp5dm8dp2j8",3957926599,59,"25, 14, 7, 3, 4, 22, 6, 18, 11, 93, 20, 1, 8, 17, 23, 26, 27, 46",3957926601,130,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493583341,1,34,16,0,0,2989v3kho9h5jaboe1nr7lx21,1,0,0,2022-12-27T18:21:35.587Z,2022-12-27T19:23:51Z,3957933837,30,"5q4wztjkk6nuwapm7qgey9w45, e5oet393vired282yco4i7gfd, eakj3xa0pa88pajbvasbwqwdm, 9qafk5ke1yzqggkcmf1zqevp, 4fc3xit5tx2o583prbwhkq8d1, esvfsx8gxqw8h0codqz5xmnmc, 4rwvkp9xlyv314ceglbauou6t, a375qgbjxnpucpz3hprf2fkr9, 9mmwn9yt1olhyr54j45e28xcl, b24ytr3apnyp7z17c124tu1yi, 9rwn5wckqcb5inw1dhhmpj1t5, 3hbsrnnpcsjiocm57mcsf36xh, cqpgxrqear6p6pz3p8r3xvh90, bua6ic9a1izvf2i8a1qaa1ene, 7n75ohdnbi436je81n5f8f9m2, 12lkxylg8puzxow8ewpsd0b11, 3lpt3fz7lrqy243ftejcmluz8, o4kr4okiukf3umpmnchnciz8",3957933845,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3957933839,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3957933843,130,12,3957933847,194,4fc3xit5tx2o583prbwhkq8d1,3957933851,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3957933849,197,1957,3957933841,59,"21, 4, 77, 22, 37, 16, 30, 44, 91, 8, 27, 12, 14, 18, 19, 20, 32, 38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588185,2,32,1,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-12-27T19:03:04.453Z,2022-12-27T19:03:06Z,3957964965,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588183,2,32,1,0,0,2989v3kho9h5jaboe1nr7lx21,1,0,0,2022-12-27T19:03:04.453Z,2022-12-28T01:58:15Z,3957964963,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588199,3,1,1,0,0,2989v3kho9h5jaboe1nr7lx21,1,49.9,50.4,2022-12-27T19:03:04.474Z,2022-12-28T02:17:56Z,3957965015,56,Back,3957965021,212,21.6,3957965019,141,50.1,3957965025,279,S,3957965017,140,29.3,3958134977,178,,3957965023,213,3.2,,,,9mmwn9yt1olhyr54j45e28xcl,G. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588205,4,1,1,0,3,2989v3kho9h5jaboe1nr7lx21,0,32.6,48.2,2022-12-27T19:03:07.482Z,2022-12-28T09:36:17Z,3957965043,56,Right,3958134985,178,,3957965045,140,73.5,3957965053,1,,3957965041,157,,3957965051,213,5.7,3957965049,212,50.9,3957965047,141,7.9,4fc3xit5tx2o583prbwhkq8d1,T. Leistner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588217,3,44,1,0,5,547zzwqbiugzphhnrhj3z5k5i,1,27.1,88.6,2022-12-27T19:03:10.183Z,2022-12-28T09:36:16Z,3957965113,285,,3957965131,233,5,3957965111,56,Back,,,,,,,,,,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588209,5,44,1,0,5,2989v3kho9h5jaboe1nr7lx21,0,72.9,11.4,2022-12-27T19:03:10.184Z,2022-12-28T09:36:16Z,3957965075,56,Right,3957965079,286,,3957965137,233,3,,,,,,,,,,,,,,,,e5oet393vired282yco4i7gfd,D. Hashioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588223,4,1,1,0,5,547zzwqbiugzphhnrhj3z5k5i,0,25.9,88.7,2022-12-27T19:03:10.278Z,2022-12-28T09:36:15Z,3957965159,141,76.6,3957965163,213,5.3,3957965157,140,31.2,3958134999,388,,3957965153,3,,3957965155,56,Back,3957965161,212,9.9,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588237,6,1,1,0,9,2989v3kho9h5jaboe1nr7lx21,0,66.7,9.8,2022-12-27T19:03:13.585Z,2022-12-28T10:39:57Z,3957965207,213,0.8,3957965199,56,Center,3957965197,155,,3958135009,178,,3957965201,140,82.1,3957965205,212,23.2,3957965203,141,34.2,,,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493661723,1916,43,1,0,10,2989v3kho9h5jaboe1nr7lx21,1,0,0,2022-12-27T19:03:14.575Z,2022-12-28T09:47:14Z,3958340571,388,0,3958340529,140,98.3,3958340533,212,42.2,3958340527,56,Left,3958340535,213,1.2,3958340525,3,0,3958340531,141,91.5,3958340537,1,0,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,3958341847,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493662161,1150,12,1,0,10,547zzwqbiugzphhnrhj3z5k5i,1,18.1,66.3,2022-12-27T19:03:14.577Z,2022-12-28T09:51:13Z,3958342195,140,2.0,3958342193,56,Back,3958343969,388,,3958343745,15,,3958342197,141,9.5,3958342199,212,42.2,3958342201,213,4.3,,,,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588245,5,49,1,0,15,547zzwqbiugzphhnrhj3z5k5i,1,1.3,7,2022-12-27T19:03:19.682Z,2022-12-28T09:44:31Z,,,,,,,,,,,,,,,,,,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588259,6,1,1,0,17,547zzwqbiugzphhnrhj3z5k5i,1,2.8,3.6,2022-12-27T19:03:22.122Z,2022-12-28T09:36:13Z,3957965289,212,27.0,3957965291,213,0.5,3957965287,141,21.2,3957965281,155,,3957965285,140,25.8,3958135203,178,,3957965283,56,Back,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588269,7,1,1,0,19,547zzwqbiugzphhnrhj3z5k5i,0,31.5,36,2022-12-27T19:03:23.991Z,2022-12-28T09:36:12Z,3957965327,141,45.7,3957965329,212,12.7,3958135223,178,,3957965321,3,,3957965331,213,0.5,3957965325,140,41.8,3957965323,56,Back,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588277,7,1,1,0,21,2989v3kho9h5jaboe1nr7lx21,0,61.1,54.8,2022-12-27T19:03:26.152Z,2022-12-28T09:36:12Z,3957965385,141,60.5,3957965383,140,64.6,3957965379,3,,3957965389,213,0.8,3957965387,212,5.3,3958135235,388,,3957965381,56,Center,,,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588279,8,1,1,0,23,547zzwqbiugzphhnrhj3z5k5i,0,36.8,40.7,2022-12-27T19:03:28.234Z,2022-12-28T09:36:11Z,3958135243,388,,3957965405,213,0.3,3957965399,140,42.9,3957965403,212,6.7,3957965395,3,,3957965401,141,43.8,3957965397,56,Back,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588281,8,49,1,0,24,2989v3kho9h5jaboe1nr7lx21,1,57.7,57,2022-12-27T19:03:28.785Z,2022-12-28T09:36:11Z,,,,,,,,,,,,,,,,,,,,,,,,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588287,9,1,1,0,25,2989v3kho9h5jaboe1nr7lx21,1,57,54,2022-12-27T19:03:30Z,2022-12-28T09:36:10Z,3957965453,213,4.1,3958135261,178,,3957965445,56,Back,3957965447,140,44.3,3957965449,141,23.0,3957965451,212,24.9,,,,,,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588293,10,1,1,0,28,2989v3kho9h5jaboe1nr7lx21,0,47.3,27.4,2022-12-27T19:03:33.430Z,2022-12-28T09:36:08Z,3957965479,212,44.7,3957965483,1,,3957965477,141,75.9,3957965471,155,,3957965475,140,76.0,3958135273,178,,3957965481,213,0.8,3957965473,56,Center,e5oet393vired282yco4i7gfd,D. Hashioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588305,9,1,1,0,32,547zzwqbiugzphhnrhj3z5k5i,0,23.9,30.2,2022-12-27T19:03:36.472Z,2022-12-28T09:36:08Z,3957965551,3,,3957965557,141,38.5,3957965559,212,8.9,3957965553,56,Back,3958135291,178,,3957965561,213,0.7,3957965555,140,30.4,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588307,11,44,1,0,33,2989v3kho9h5jaboe1nr7lx21,1,61.8,49.9,2022-12-27T19:03:38.256Z,2022-12-28T09:36:08Z,3957965567,286,,3957965577,233,10,3957965565,56,Center,,,,,,,,,,,,,,,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588309,10,44,1,0,33,547zzwqbiugzphhnrhj3z5k5i,0,38.2,50.1,2022-12-27T19:03:38.257Z,2022-12-28T09:36:07Z,3957965571,285,,3957965599,233,11,3957965569,56,Back,,,,,,,,,,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588313,12,1,1,0,33,2989v3kho9h5jaboe1nr7lx21,0,61.2,51.4,2022-12-27T19:03:38.376Z,2022-12-28T09:36:07Z,3957965591,141,65.4,3957965587,56,Center,3957965589,140,71.0,3958135319,388,,3957965593,212,14.0,3957965585,3,,3957965595,213,0.7,,,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588317,11,49,1,0,35,547zzwqbiugzphhnrhj3z5k5i,1,28,37.9,2022-12-27T19:03:40.143Z,2022-12-28T09:36:06Z,,,,,,,,,,,,,,,,,,,,,,,,,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588323,12,1,1,0,35,547zzwqbiugzphhnrhj3z5k5i,0,28.1,37.8,2022-12-27T19:03:40.184Z,2022-12-28T09:36:06Z,3957965647,213,5.4,3957965649,1,,3957965641,140,41.1,3957965637,157,,3957965645,212,21.7,3957965639,56,Back,3957965643,141,12.9,3958135335,178,,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588333,13,1,1,0,38,2989v3kho9h5jaboe1nr7lx21,0,47.9,78.3,2022-12-27T19:03:42.765Z,2022-12-28T09:36:05Z,3957965701,141,91.4,3957965699,140,57.2,3957965695,3,,3957965697,56,Left,3957965703,212,13.2,3958135375,178,,3957965705,213,0.7,,,,9qafk5ke1yzqggkcmf1zqevp,W. Janssens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588347,13,1,1,0,40,547zzwqbiugzphhnrhj3z5k5i,1,38.5,12.4,2022-12-27T19:03:44.592Z,2022-12-28T09:36:05Z,3957965767,140,36.6,3957965769,141,14.5,3957965773,213,2.5,3957965765,56,Back,3957965763,3,,3958135405,178,,3957965771,212,2.5,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
