id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value,assist,qualifier/16/value,qualifier/17/value
2493588349,14,1,1,0,41,547zzwqbiugzphhnrhj3z5k5i,0,44.4,17.6,2022-12-27T19:03:45.690Z,2022-12-28T09:36:04Z,3957965787,212,8.2,3957965789,213,3.9,3958135429,178,,3957965781,56,Back,3957965785,141,9.1,3957965783,140,38.8,3957965823,236,,3957965825,233,14,77wkqbxkqix367lc0ccnym86h,A. Sissako,3957965829,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588353,14,74,1,0,41,2989v3kho9h5jaboe1nr7lx21,1,54.5,83.2,2022-12-27T19:03:45.825Z,2022-12-28T09:36:04Z,3957965811,285,,3957965833,233,14,3957965809,56,Left,3958135445,178,,,,,,,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493623111,1023,67,1,0,42,2989v3kho9h5jaboe1nr7lx21,1,54,85.7,2022-12-27T19:03:46.922Z,2022-12-28T09:36:03Z,3958139505,233,743,,,,,,,,,,,,,,,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493623109,743,67,1,0,42,547zzwqbiugzphhnrhj3z5k5i,0,46,14.3,2022-12-27T19:03:46.923Z,2022-12-28T09:36:03Z,3958139509,233,1023,,,,,,,,,,,,,,,,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588359,15,50,1,0,42,2989v3kho9h5jaboe1nr7lx21,1,54.1,86.3,2022-12-27T19:03:46.953Z,2022-12-28T09:36:02Z,3957965843,286,,3957965889,233,15,3957965841,56,Left,,,,,,,,,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588369,15,7,1,0,42,547zzwqbiugzphhnrhj3z5k5i,0,45.9,13.7,2022-12-27T19:03:47.094Z,2022-12-28T09:36:02Z,3958135491,178,,3957965881,233,15,3957965877,285,,3957965875,56,Back,3958066285,385,,,,,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493596007,483,61,1,0,42,2989v3kho9h5jaboe1nr7lx21,1,55.4,87.9,2022-12-27T19:03:47.387Z,2022-12-28T09:36:02Z,3958135507,178,,3958002207,56,Left,,,,,,,,,,,,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588377,16,1,1,0,44,547zzwqbiugzphhnrhj3z5k5i,0,41.7,6.7,2022-12-27T19:03:48.929Z,2022-12-28T09:36:01Z,3957965907,141,44.6,3957965909,212,50.1,3957965913,1,,3957965901,155,,3957965911,213,0.5,3957965905,140,82.6,3957965903,56,Center,3958135513,178,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588387,16,52,1,0,48,2989v3kho9h5jaboe1nr7lx21,1,14.8,43.6,2022-12-27T19:03:52.960Z,2022-12-28T09:36:01Z,3958066453,377,,3958135529,178,,,,,,,,,,,,,,,,,,,,5q4wztjkk6nuwapm7qgey9w45,D. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588401,17,1,1,0,49,2989v3kho9h5jaboe1nr7lx21,1,15.3,39.6,2022-12-27T19:03:53.771Z,2022-12-28T09:36:00Z,3957965987,212,28.2,3957965989,213,5.4,3957965981,56,Back,3957965985,141,7.7,3958135543,178,,3957965983,140,32.5,3957965979,123,,,,,5q4wztjkk6nuwapm7qgey9w45,D. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588409,18,1,1,0,52,2989v3kho9h5jaboe1nr7lx21,1,39.9,9.3,2022-12-27T19:03:57.329Z,2022-12-28T09:35:59Z,3958135555,178,,3957966031,212,17.0,3957966027,140,43.4,3957966025,56,Back,3957966029,141,33.7,3957966033,213,1.4,,,,,,,e5oet393vired282yco4i7gfd,D. Hashioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588425,19,1,1,0,55,2989v3kho9h5jaboe1nr7lx21,1,47,37.3,2022-12-27T19:04:00.248Z,2022-12-28T09:35:58Z,3957966109,140,32.4,3957966113,212,19.3,3957966107,56,Back,3957966115,213,2.5,3957966111,141,54.6,3958135565,178,,,,,,,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588437,20,1,1,0,58,2989v3kho9h5jaboe1nr7lx21,1,35.1,53.5,2022-12-27T19:04:03.197Z,2022-12-28T09:35:57Z,3957966215,56,Back,3957966221,212,30.7,3957966219,141,95.3,3957966217,140,46.1,3958135569,178,,3957966223,213,1.2,,,,,,,4fc3xit5tx2o583prbwhkq8d1,T. Leistner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588465,21,1,1,1,1,2989v3kho9h5jaboe1nr7lx21,1,46,97.2,2022-12-27T19:04:06.415Z,2022-12-28T09:35:56Z,3957966347,212,7.7,3957966349,213,3.9,3957966341,56,Back,3957966345,141,89.0,3957966343,140,40.9,3958135573,178,,,,,,,,eakj3xa0pa88pajbvasbwqwdm,E. Bocat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588471,22,1,1,1,3,2989v3kho9h5jaboe1nr7lx21,1,39.6,89.2,2022-12-27T19:04:08.270Z,2022-12-28T09:35:55Z,3957966375,56,Back,3957966381,212,30.8,3958135583,178,,3957966379,141,44.0,3957966383,213,4.6,3957966377,140,37.1,,,,,,,9qafk5ke1yzqggkcmf1zqevp,W. Janssens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588485,23,1,1,1,7,2989v3kho9h5jaboe1nr7lx21,1,37,48.9,2022-12-27T19:04:12.116Z,2022-12-28T09:35:54Z,3957966431,141,12.5,3957966435,213,5.1,3958135591,178,,3957966427,56,Back,3957966433,212,26.3,3957966429,140,45.6,,,,,,,4fc3xit5tx2o583prbwhkq8d1,T. Leistner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588509,24,1,1,1,11,2989v3kho9h5jaboe1nr7lx21,1,58.3,6.4,2022-12-27T19:04:15.664Z,2022-12-28T09:35:53Z,3957966531,212,8.2,3957966525,56,Right,3958135609,178,,3957966527,140,65.6,3957966529,141,2.2,3957966533,213,5.9,,,,,,,esvfsx8gxqw8h0codqz5xmnmc,M. Smets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588515,25,1,1,1,12,2989v3kho9h5jaboe1nr7lx21,0,66.4,0.7,2022-12-27T19:04:16.716Z,2022-12-28T09:35:52Z,3957966561,141,0.0,3957966565,213,6.1,3958135613,178,,3957966557,56,Right,3957966563,212,11.0,3957966559,140,76.7,,,,,,,e5oet393vired282yco4i7gfd,D. Hashioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493668359,1917,5,1,1,18,2989v3kho9h5jaboe1nr7lx21,0,101.6,10.1,2022-12-27T19:04:23.276Z,2022-12-28T11:02:52Z,3958373397,346,,3958380077,233,1151,3958373395,56,Right,,,,,,,,,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493668511,1151,5,1,1,19,547zzwqbiugzphhnrhj3z5k5i,1,-1.6,89.9,2022-12-27T19:04:23.527Z,2022-12-28T11:02:52Z,3958374205,56,Back,3958374207,346,,3958380073,233,1917,,,,,,,,,,,,,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588519,26,43,1,1,19,2989v3kho9h5jaboe1nr7lx21,1,0,0,2022-12-27T19:04:23.568Z,2022-12-28T10:46:46Z,3957971761,347,0,3957966571,56,Right,3957966657,233,17,3958371859,144,5,,,,,,,,,,,,,e5oet393vired282yco4i7gfd,D. Hashioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588533,17,43,1,1,19,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-12-27T19:04:23.569Z,2022-12-28T10:46:49Z,3958371883,144,5,3957966637,56,Back,3957971759,347,0,,,,,,,,,,,,,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588593,18,1,1,1,32,547zzwqbiugzphhnrhj3z5k5i,1,5.4,61.4,2022-12-27T19:04:37.407Z,2022-12-28T09:35:51Z,3957966943,212,8.2,3957971421,124,,3957966937,56,Back,3957966939,140,3.9,3957966945,213,4.5,3957971423,237,,3957966941,141,49.5,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588595,19,1,1,1,35,547zzwqbiugzphhnrhj3z5k5i,0,5.4,49.5,2022-12-27T19:04:40.312Z,2022-12-28T09:35:51Z,3957966961,56,Back,3957966969,213,0.0,3957966967,212,39.6,3957966971,1,,3958135657,178,,3957966963,140,43.1,3957966959,157,,3957966965,141,50.7,7ojr3svfuiak6zm6pjrc18mhh,L. Bostyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588607,27,1,1,1,38,2989v3kho9h5jaboe1nr7lx21,1,56,40.9,2022-12-27T19:04:42.920Z,2022-12-28T09:35:50Z,3957967011,56,Center,3957967019,213,5.3,3957967017,212,6.2,3957967013,140,59.3,3957967009,3,,3958135675,178,,3957967015,141,33.4,,,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588611,28,49,1,1,39,2989v3kho9h5jaboe1nr7lx21,1,62.9,32.8,2022-12-27T19:04:43.998Z,2022-12-28T09:35:50Z,,,,,,,,,,,,,,,,,,,,,,,,,4rwvkp9xlyv314ceglbauou6t,S. Okazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588623,29,3,1,1,41,2989v3kho9h5jaboe1nr7lx21,0,63.9,46.9,2022-12-27T19:04:45.557Z,2022-12-28T09:35:48Z,3957967081,211,,3957967067,286,,3957967065,56,Center,3958067225,465,,3958135691,178,,,,,,,,,,,4rwvkp9xlyv314ceglbauou6t,S. Okazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
