id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/11/value,keyPass,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value
2442544407,218,1,1,24,51,9njsy633rh1tyri7l2jaju5o,1,6,21.2,2022-08-06T14:26:19.012Z,2022-08-07T08:20:30Z,3687347221,56,Back,3687347225,141,5.2,3687347229,213,5.7,3687347223,140,21.4,3690544009,178,,3687347227,212,19.5,,,,,,,7abgw25wb5amn0uq347d4x61h,I. Christie-Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442544431,219,1,1,24,55,9njsy633rh1tyri7l2jaju5o,0,22,2.8,2022-08-06T14:26:22.966Z,2022-08-07T08:20:28Z,3687347513,233,219,3687347343,212,5.7,3687347521,286,,3687347335,56,Back,3690544055,178,,3687347511,236,,3687347341,141,4.1,3687347339,140,27.4,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,3687347345,213,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442544443,219,74,1,24,56,89xivtxk59uzvhdsd6miao6tm,1,76.7,98,2022-08-06T14:26:23.144Z,2022-08-07T08:20:28Z,3687347567,233,219,3687347423,285,,3687347419,56,Left,3690544117,178,,,,,,,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442544509,220,49,1,24,57,89xivtxk59uzvhdsd6miao6tm,1,79.9,92.6,2022-08-06T14:26:24.925Z,2022-08-07T08:20:28Z,,,,,,,,,,,,,,,,,,,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442544537,221,50,1,24,59,89xivtxk59uzvhdsd6miao6tm,1,81.2,77.9,2022-08-06T14:26:26.462Z,2022-08-07T08:20:26Z,3687347913,56,Center,3687348189,233,220,3687347917,286,,,,,,,,,,,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442544557,220,7,1,24,59,9njsy633rh1tyri7l2jaju5o,1,18.8,22.1,2022-08-06T14:26:26.841Z,2022-08-07T08:20:26Z,3689345625,383,,3690544355,178,,3687348011,56,Back,3687348147,233,221,3687348013,285,,,,,,,,,,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442544567,221,49,1,25,0,9njsy633rh1tyri7l2jaju5o,1,18.5,23.2,2022-08-06T14:26:27.284Z,2022-08-07T08:20:26Z,,,,,,,,,,,,,,,,,,,,,,,,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442544651,222,1,1,25,2,9njsy633rh1tyri7l2jaju5o,1,23,18.5,2022-08-06T14:26:29.079Z,2022-08-07T08:20:25Z,3690544461,178,,3687348481,56,Back,3687348489,213,6.1,3687348485,141,14.3,3687348483,140,37.2,3687348487,212,15.2,,,,,,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442544663,223,1,1,25,3,9njsy633rh1tyri7l2jaju5o,0,37.3,16.7,2022-08-06T14:26:30.338Z,2022-08-07T08:20:24Z,3687348549,56,Back,3687348551,140,34.0,3689345961,156,,3687348555,212,5.7,3690544541,178,,3687348553,141,10.1,3687348557,213,4.1,,,,codwa9jioox7i007f4iazwst1,S. Prevljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442544689,222,49,1,25,4,89xivtxk59uzvhdsd6miao6tm,1,65.1,91.1,2022-08-06T14:26:31.535Z,2022-08-07T08:20:24Z,,,,,,,,,,,,,,,,,,,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443141769,1470,67,1,25,4,89xivtxk59uzvhdsd6miao6tm,1,64.8,93.7,2022-08-06T14:26:31.602Z,2022-08-07T08:50:44Z,3690560791,233,1194,,,,,,,,,,,,,,,,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443141763,1194,67,1,25,4,9njsy633rh1tyri7l2jaju5o,0,35.2,6.3,2022-08-06T14:26:31.603Z,2022-08-07T08:20:23Z,3690560805,233,1470,,,,,,,,,,,,,,,,,,,,,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442544903,223,1,1,25,8,89xivtxk59uzvhdsd6miao6tm,1,68.5,95.2,2022-08-06T14:26:35.541Z,2022-08-07T08:20:22Z,3687349923,213,4.0,3690544757,178,,3687349919,141,52.8,3687349915,56,Back,3687349921,212,37.2,3687349917,140,46.1,3687349925,1,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442544947,224,1,1,25,15,89xivtxk59uzvhdsd6miao6tm,1,44.9,58.6,2022-08-06T14:26:42.243Z,2022-08-07T08:20:21Z,3687350175,213,1.1,3687350171,141,85.4,3687350167,56,Left,3687350173,212,20.9,3687350169,140,54.7,3690544811,178,,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442545017,225,1,1,25,17,89xivtxk59uzvhdsd6miao6tm,1,51.5,86.3,2022-08-06T14:26:45.011Z,2022-08-07T08:20:20Z,3687350565,140,68.8,3687350569,212,19.3,3687350567,141,96.0,3687350571,213,0.3,3690544851,178,,3687350563,56,Left,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442545127,226,1,1,25,21,89xivtxk59uzvhdsd6miao6tm,1,61.8,95.7,2022-08-06T14:26:48.970Z,2022-08-07T08:20:19Z,3687351181,141,84.5,3687351179,140,55.5,3687351185,213,4.0,3687351183,212,10.1,3687351177,56,Left,3690544879,178,,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442545191,227,1,1,25,27,89xivtxk59uzvhdsd6miao6tm,1,54.2,82.1,2022-08-06T14:26:54.127Z,2022-08-07T08:20:17Z,3687351609,141,80.6,3687351611,212,18.4,3687351605,56,Left,3690544907,178,,3687351607,140,71.7,3687351613,213,6.2,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442545227,228,1,1,25,28,89xivtxk59uzvhdsd6miao6tm,1,64.6,84.6,2022-08-06T14:26:55.262Z,2022-08-07T08:20:17Z,3687351855,141,93.0,3687351859,212,8.2,3687351849,56,Left,3690544945,178,,3687351863,213,0.8,3687351853,140,70.2,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442545251,229,1,1,25,29,89xivtxk59uzvhdsd6miao6tm,1,60.4,94.3,2022-08-06T14:26:57.053Z,2022-08-07T08:20:16Z,3687351993,56,Left,3687352001,213,5.9,3687351997,141,83.5,3690544987,178,,3687351995,140,77.4,3687351999,212,19.3,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442545275,230,1,1,25,30,89xivtxk59uzvhdsd6miao6tm,0,73.3,89.2,2022-08-06T14:26:58.060Z,2022-08-07T08:20:16Z,3690545041,178,,3687352133,141,69.4,3687352127,56,Center,3687352775,233,225,3687352137,213,5.0,3687352131,140,77.5,3687352135,212,14.2,,,,86603cyr3osksy73el0ncy7yt,C. Dessers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442545385,225,61,1,25,31,9njsy633rh1tyri7l2jaju5o,1,27.4,16.5,2022-08-06T14:26:58.523Z,2022-08-07T08:20:15Z,3687352735,56,Back,3690545123,178,,,,,,,,,,,,,,,,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442545335,231,50,1,25,32,89xivtxk59uzvhdsd6miao6tm,1,75.9,85.2,2022-08-06T14:26:59.636Z,2022-08-07T08:20:15Z,3687352443,56,Left,3689348999,286,,3689403129,233,755,,,,,,,,,,,,,,,,86603cyr3osksy73el0ncy7yt,C. Dessers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442918105,755,7,1,25,32,9njsy633rh1tyri7l2jaju5o,1,24.1,14.8,2022-08-06T14:26:59.698Z,2022-08-07T08:20:14Z,3689403121,233,231,3689349301,56,Back,3689349303,285,,3689349305,383,,3690545283,389,,,,,,,,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442545407,226,49,1,25,33,9njsy633rh1tyri7l2jaju5o,1,23.6,16.8,2022-08-06T14:27:00.565Z,2022-08-07T08:20:14Z,,,,,,,,,,,,,,,,,,,,,,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442545291,224,43,1,25,33,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-08-06T14:27:00.654Z,2022-08-06T21:14:03Z,3687352219,56,Back,3689348335,144,61,,,,,,,,,,,,,,,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442545439,227,1,1,25,35,9njsy633rh1tyri7l2jaju5o,1,24.2,23.3,2022-08-06T14:27:02.339Z,2022-08-07T08:20:13Z,3690545495,178,,3687353053,141,47.3,3687353051,140,24.7,3687353049,56,Back,3687353057,213,1.5,3687353055,212,16.3,,,,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442545457,228,1,1,25,36,9njsy633rh1tyri7l2jaju5o,1,23.4,39.1,2022-08-06T14:27:04.032Z,2022-08-07T08:20:13Z,3687353175,140,42.5,3690545585,178,,3687353179,141,19.7,3687353171,56,Back,3687353187,213,5.7,3687353183,212,24.0,,,,,,,4rkl9bef513htcb8toe8lvkyx,J. Král,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442545563,229,1,1,25,38,9njsy633rh1tyri7l2jaju5o,1,38.1,27.6,2022-08-06T14:27:05.573Z,2022-08-07T08:20:13Z,3689349775,156,,3687353771,212,11.0,3687353767,141,25.0,3687353763,140,27.8,3690545629,178,,3687353773,213,3.3,3687353759,56,Back,,,,codwa9jioox7i007f4iazwst1,S. Prevljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442545585,230,1,1,25,40,9njsy633rh1tyri7l2jaju5o,0,31,26.1,2022-08-06T14:27:07.390Z,2022-08-07T08:20:12Z,3687353919,212,43.3,3687353923,213,0.8,3687353915,141,70.2,3690545809,178,,3687353911,56,Center,3687353927,1,,3687353909,155,,3687353913,140,60.8,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442545545,232,1,1,25,43,89xivtxk59uzvhdsd6miao6tm,1,38.5,30.8,2022-08-06T14:27:10.163Z,2022-08-07T08:20:12Z,3689350461,213,1.4,3689350455,140,38.9,3689350459,212,3.0,3690545833,388,,3689350453,3,,3687353679,56,Back,3689350457,141,35.1,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442545641,233,49,1,25,45,89xivtxk59uzvhdsd6miao6tm,1,34.5,42.5,2022-08-06T14:27:12.800Z,2022-08-07T08:20:11Z,,,,,,,,,,,,,,,,,,,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442545867,234,1,1,25,51,89xivtxk59uzvhdsd6miao6tm,1,45.2,47.8,2022-08-06T14:27:18.721Z,2022-08-07T08:20:09Z,3687355481,141,31.3,3687355479,140,45.8,3687355485,213,4.8,3690545969,178,,3687355483,212,11.2,3687355477,56,Back,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442545913,235,1,1,25,53,89xivtxk59uzvhdsd6miao6tm,1,46.5,31.7,2022-08-06T14:27:20.274Z,2022-08-07T08:20:08Z,3687355775,212,11.9,3690546005,178,,3687355771,140,57.8,3687355777,213,0.1,3687355773,141,33.6,3687355769,56,Center,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442545971,236,1,1,25,54,89xivtxk59uzvhdsd6miao6tm,1,57.1,30.4,2022-08-06T14:27:21.378Z,2022-08-07T08:20:08Z,3687356077,213,2.4,3690546067,178,,3687356069,56,Back,3687356073,141,47.3,3687356075,212,16.8,3687356071,140,45.4,,,,,,,1b6ab1mqzvhk547p0bdzbccfd,J. Paintsil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442546011,237,1,1,25,57,89xivtxk59uzvhdsd6miao6tm,1,49.7,39.2,2022-08-06T14:27:24.427Z,2022-08-07T08:20:07Z,3687356305,56,Center,3687356311,212,8.1,3687356309,141,45.8,3690546113,178,,3687356313,213,0.6,3687356307,140,56.1,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442546107,238,1,1,25,59,89xivtxk59uzvhdsd6miao6tm,1,60.7,43,2022-08-06T14:27:26.479Z,2022-08-07T08:20:06Z,3687356925,213,5.1,3687356923,212,11.6,3687356919,141,27.1,3687356915,140,64.7,3687356911,56,Center,3690546145,178,,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442546155,239,1,1,26,3,89xivtxk59uzvhdsd6miao6tm,1,78.3,16.8,2022-08-06T14:27:30.434Z,2022-08-07T08:20:05Z,3687357187,141,3.4,3690546243,178,,3687357183,56,Right,3687357185,140,85.2,3687357189,212,11.6,3687357191,213,5.4,,,,,,,1b6ab1mqzvhk547p0bdzbccfd,J. Paintsil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442546225,240,1,1,26,5,89xivtxk59uzvhdsd6miao6tm,1,87,3.8,2022-08-06T14:27:32.662Z,2022-08-07T08:20:04Z,3687357535,56,Right,3690546275,178,,3687357543,212,12.2,3687357545,213,2.9,3687357537,140,75.9,3687357541,141,8.9,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442546293,241,1,1,26,8,89xivtxk59uzvhdsd6miao6tm,1,72,9.3,2022-08-06T14:27:35.488Z,2022-08-07T08:20:03Z,3687357933,141,29.8,3687357937,213,1.5,3687357931,140,72.9,3687357929,56,Center,3690546315,178,,3687357935,212,14.0,,,,,,,1b6ab1mqzvhk547p0bdzbccfd,J. Paintsil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442546381,242,1,1,26,12,89xivtxk59uzvhdsd6miao6tm,1,70.7,49.1,2022-08-06T14:27:39.581Z,2022-08-07T08:20:02Z,3687358425,213,1.5,3690546373,178,,3687358417,56,Center,3687358421,141,61.5,3687358419,140,71.0,3687358423,212,8.4,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442546493,243,1,1,26,15,89xivtxk59uzvhdsd6miao6tm,1,77,73.2,2022-08-06T14:27:42.681Z,2022-08-07T08:20:01Z,3687359049,140,83.8,3687359051,141,56.9,3687359055,213,5.3,3690546417,178,,3687359047,56,Center,3687359053,212,13.2,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442546531,245,50,1,26,18,89xivtxk59uzvhdsd6miao6tm,1,82.1,57.5,2022-08-06T14:27:45.294Z,2022-08-07T08:20:00Z,3687359463,233,231,3687359269,286,,3687359265,56,Center,,,,,,,,,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442546541,231,7,1,26,18,9njsy633rh1tyri7l2jaju5o,0,17.9,42.5,2022-08-06T14:27:45.422Z,2022-08-07T08:20:00Z,3687359317,285,,3689352445,383,,3687359315,56,Back,3687359413,233,245,3690546561,389,,,,,,,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442546553,232,45,1,26,18,9njsy633rh1tyri7l2jaju5o,0,18.4,45.6,2022-08-06T14:27:45.801Z,2022-08-07T08:20:00Z,3687359339,56,Back,3687359553,233,244,3687359349,285,,,,,,,,,,,,,,,,,6r9qf9hptfwyefpsk9douhnt,J. Déom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442546527,244,3,1,26,18,89xivtxk59uzvhdsd6miao6tm,1,81.6,54.4,2022-08-06T14:27:45.801Z,2022-08-07T08:19:59Z,3687359247,56,Center,3687359509,233,232,3687359249,286,,3689353525,465,,3690546621,178,,,,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442918953,823,3,1,26,19,89xivtxk59uzvhdsd6miao6tm,0,82.1,51.5,2022-08-06T14:27:46.502Z,2022-08-07T08:19:59Z,3689353935,465,,3689353931,56,Center,3690546679,178,,3689403165,233,756,3689353933,286,,,,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442919105,756,7,1,26,19,9njsy633rh1tyri7l2jaju5o,1,17.9,48.5,2022-08-06T14:27:46.520Z,2022-08-07T08:19:58Z,3689354733,56,Back,3689354737,385,,3690546747,178,,3689354735,285,,3689403161,233,823,,,,,,,,,,6r9qf9hptfwyefpsk9douhnt,J. Déom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442546635,233,12,1,26,20,9njsy633rh1tyri7l2jaju5o,1,14.4,51.2,2022-08-06T14:27:47.123Z,2022-08-07T08:19:58Z,3687359857,212,33.2,3687359853,140,39.2,3690546899,178,,3687359855,141,81.5,3687359861,213,0.7,3687359851,56,Back,,,,,,,4rkl9bef513htcb8toe8lvkyx,J. Král,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442546643,234,49,1,26,22,9njsy633rh1tyri7l2jaju5o,1,36.3,65.5,2022-08-06T14:27:49.557Z,2022-08-07T08:19:58Z,,,,,,,,,,,,,,,,,,,,,,,,,1ekfu3u2d9vh73lw2dzdcr1wq,I. Nuhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442546703,235,3,1,26,26,9njsy633rh1tyri7l2jaju5o,0,40,99.9,2022-08-06T14:27:53.795Z,2022-08-07T08:19:56Z,3687360315,233,246,3689355759,465,,3690547067,178,,3687360223,56,Back,3687360227,286,,,,,,,,,,,1ekfu3u2d9vh73lw2dzdcr1wq,I. Nuhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442546709,246,7,1,26,26,89xivtxk59uzvhdsd6miao6tm,1,60,0.1,2022-08-06T14:27:53.860Z,2022-08-07T08:19:56Z,3687360253,56,Right,3687360283,233,235,3689355939,385,,3687360255,285,,3690547119,178,,3687360251,167,,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442547307,236,5,1,26,28,9njsy633rh1tyri7l2jaju5o,1,43,101.5,2022-08-06T14:27:55.092Z,2022-08-07T06:03:04Z,3687363773,347,,3687363771,56,Back,3687363809,233,247,,,,,,,,,,,,,,,,1ekfu3u2d9vh73lw2dzdcr1wq,I. Nuhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442546727,247,5,1,26,28,89xivtxk59uzvhdsd6miao6tm,0,57,-1.5,2022-08-06T14:27:55.092Z,2022-08-07T06:03:04Z,3687360347,347,,3687363851,233,236,3687360345,56,Right,,,,,,,,,,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442547403,237,1,1,26,46,9njsy633rh1tyri7l2jaju5o,1,51.7,100,2022-08-06T14:28:13.390Z,2022-08-07T09:56:25Z,3687364297,212,38.2,3687364287,140,36.9,3687364293,141,49.9,3687364283,56,Back,3687364299,213,4.3,3687364279,107,,3687364301,1,,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442547477,238,1,1,26,52,9njsy633rh1tyri7l2jaju5o,1,36.9,54.2,2022-08-06T14:28:19.359Z,2022-08-07T08:19:55Z,3690547269,178,,3687364711,56,Right,3687364719,213,5.2,3687364715,141,10.0,3687364713,140,52.5,3687364721,1,,3687364717,212,34.2,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442547515,239,1,1,26,56,9njsy633rh1tyri7l2jaju5o,1,52.6,11.2,2022-08-06T14:28:24.018Z,2022-08-07T08:19:54Z,3687364887,212,13.5,3687364877,140,53.9,3687364871,56,Center,3687364881,141,30.9,3687364891,213,1.5,3690547329,178,,,,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442547545,240,1,1,26,57,9njsy633rh1tyri7l2jaju5o,1,54.3,24,2022-08-06T14:28:24.566Z,2022-08-07T08:19:54Z,3690547407,178,,3687365061,213,4.8,3687365049,140,55.6,3687365043,56,Right,3687365057,212,11.2,3687365053,141,7.6,,,,,,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442547585,241,1,1,27,0,9njsy633rh1tyri7l2jaju5o,1,58.9,2.9,2022-08-06T14:28:27.809Z,2022-08-07T08:19:53Z,3687365263,56,Right,3687365267,141,21.0,3690547435,178,,3687365265,140,76.1,3687365273,213,0.6,3687365269,212,21.9,,,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442547691,242,1,1,27,3,9njsy633rh1tyri7l2jaju5o,1,76.5,9.1,2022-08-06T14:28:30.099Z,2022-08-07T08:19:52Z,3687365857,212,2.5,3687365853,140,77.8,3687365855,141,6.1,3687365859,213,5.3,3690547499,178,,3687365851,56,Right,,,,,,,6r9qf9hptfwyefpsk9douhnt,J. Déom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442547699,243,61,1,27,5,9njsy633rh1tyri7l2jaju5o,1,76,6.9,2022-08-06T14:28:32.732Z,2022-08-07T08:19:50Z,3690547585,178,,3687365891,56,Right,,,,,,,,,,,,,,,,,,,1fu9y7gemoii89ejj7bkex78p,R. Charles-Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442547713,244,1,1,27,7,9njsy633rh1tyri7l2jaju5o,0,77.3,20.6,2022-08-06T14:28:34.258Z,2022-08-07T08:19:50Z,3687365953,212,3.5,3690547633,178,,3687365947,140,78.2,3687365945,56,Center,3687365951,141,25.6,3687365955,213,1.3,,,,,,,1ekfu3u2d9vh73lw2dzdcr1wq,I. Nuhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443142463,1540,67,1,27,7,89xivtxk59uzvhdsd6miao6tm,1,21.8,76,2022-08-06T14:28:34.669Z,2022-08-07T08:50:45Z,3690564921,233,1227,,,,,,,,,,,,,,,,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443142459,1227,67,1,27,7,9njsy633rh1tyri7l2jaju5o,0,78.2,24,2022-08-06T14:28:34.670Z,2022-08-07T08:19:49Z,3690564929,233,1540,,,,,,,,,,,,,,,,,,,,,,1fu9y7gemoii89ejj7bkex78p,R. Charles-Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442919891,824,8,1,27,7,89xivtxk59uzvhdsd6miao6tm,1,20.3,77.1,2022-08-06T14:28:34.694Z,2022-08-07T08:50:45Z,3689358931,384,,3689358717,56,Back,3690547705,178,,,,,,,,,,,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442920329,825,49,1,27,9,89xivtxk59uzvhdsd6miao6tm,1,23.8,67.1,2022-08-06T14:28:36.229Z,2022-08-07T08:19:49Z,,,,,,,,,,,,,,,,,,,,,,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442920461,826,1,1,27,10,89xivtxk59uzvhdsd6miao6tm,0,27.9,60.9,2022-08-06T14:28:37.627Z,2022-08-07T08:19:48Z,3689361705,212,12.9,3689361701,140,39.6,3689361707,213,0.3,3689361703,141,66.6,3690547831,178,,3689361699,56,Back,,,,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
