id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2454859015,1,34,16,0,0,2989v3kho9h5jaboe1nr7lx21,1,0,0,2022-09-03T13:16:12.506Z,2022-09-03T14:12:18Z,3752915883,197,1957,3752915875,59,"21, 4, 20, 3, 37, 22, 44, 6, 10, 8, 30, 11, 12, 16, 19, 27, 77, 91",3752915873,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3752915879,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3752915885,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752915871,30,"5q4wztjkk6nuwapm7qgey9w45, e5oet393vired282yco4i7gfd, 12lkxylg8puzxow8ewpsd0b11, 3krglbuxncb1fvl3p1sezhoq2, 4fc3xit5tx2o583prbwhkq8d1, 9qafk5ke1yzqggkcmf1zqevp, a375qgbjxnpucpz3hprf2fkr9, 7d57au4z5cuxc5k6tu6qgp94a, 77487qauk9fkzlesgze21odsl, b24ytr3apnyp7z17c124tu1yi, 4rwvkp9xlyv314ceglbauou6t, 3i85rbmn6qd5x4y29hk78rmy1, 3hbsrnnpcsjiocm57mcsf36xh, esvfsx8gxqw8h0codqz5xmnmc, 7n75ohdnbi436je81n5f8f9m2, 9rwn5wckqcb5inw1dhhmpj1t5, eakj3xa0pa88pajbvasbwqwdm, 9mmwn9yt1olhyr54j45e28xcl",3752915877,130,18,3752915881,194,4fc3xit5tx2o583prbwhkq8d1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454859733,1,34,16,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2022-09-03T13:17:03.671Z,2022-09-04T09:09:10Z,3752919853,59,"26, 23, 5, 17, 46, 2, 28, 8, 35, 34, 11, 7, 10, 18, 25, 27, 40, 77",3752919859,194,a8k3ubqsi0duc3g4u5jnvcoa1,3752919847,30,"jflu7a5n4f3ezoj20z0kje5m, 3yb66hal4fvr04bawz0y3efhl, d1rgv9cgncdgr1h61phrxoc89, ama1ibpjcfu206icrfmkgfavp, 68vmg4qgr11vppc48hs8402jt, 5enjhxrx2jrjqtgb9wwq0baax, 1b6ab1mqzvhk547p0bdzbccfd, a8k3ubqsi0duc3g4u5jnvcoa1, 561pn6ha3pwbofjt8gbqhj0iy, 7jpasvui43tnyao6ijyuuyuqc, 9pvc7e65cfgtuipfen5zt463t, 5qpyf80if6m1o5vkwf1yt034l, 14w9q2mu6yq235ic55fxs0w2y, 7wh91ajt4v3w9kfdpp5hf5mmt, 43nbjlhluajhnansrk7xmirkk, 3ypxn1nvgv8e321sq5394w3my, 7zmgaactx19n77j9fl08pahyi, c8m4ox6n1v89qbbjq73s5ezmx",3752919863,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752919855,130,8,3752919861,197,3313,3752919857,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3752919851,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901351,2,32,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2022-09-03T14:02:15.093Z,2022-09-04T01:40:01Z,3753125491,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901333,2,32,1,0,0,2989v3kho9h5jaboe1nr7lx21,1,0,0,2022-09-03T14:02:15.093Z,2022-09-03T14:02:15Z,3753125385,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455013675,455,43,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2022-09-03T14:02:15.093Z,2022-09-03T15:03:43Z,3753732887,144,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455013689,456,43,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2022-09-03T14:02:15.093Z,2022-09-03T15:03:40Z,3753732537,144,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455013695,457,43,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2022-09-03T14:02:15.093Z,2022-09-03T15:03:34Z,3753731793,144,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455013701,458,43,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2022-09-03T14:02:15.093Z,2022-09-03T15:03:37Z,3753732083,144,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455013707,459,43,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2022-09-03T14:02:15.093Z,2022-09-03T15:03:36Z,3753731919,144,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455013713,460,43,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2022-09-03T14:02:15.093Z,2022-09-03T15:03:41Z,3753732735,144,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
