id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,keyPass,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/17/value
2443410991,1,34,16,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-08-07T15:39:02.873Z,2022-08-08T12:34:14Z,3691938663,30,"3z37ancgteqhbhpygl0brzzdh, dwnd8j9ok6ncbp69gmchw953o, 5don85s7097g5df42m429b8ix, 1qqhtdvpixhe5zt9mq9omsoh5, av0ok8e56osu0z8sxtlvvw9ud, 88nmn961vtb3bnt9v9rye1h0q, cu3a4pb4a9g6d0qir3oakd46i, 5yw1c3i4j9zyt52vomrfbxyol, c4n7kjp8c47trslpssnyqjo16, 7snt4uu7f2d0g7utjm2xfis8a, bu7cw3305zs2u7uj2ed5t867e, 8q7c0yi5x7vh7032jgbeytal1, d4tdx2ctadv6kc3tbq4as8bmx, 7yfhemra2r0dqxo9k151ad7f9, 4x6oiw1rueiv2jzjs9k76h1p1, 8lj9hc8u1351oczzu81mryluc, 8q8qxzmb9j1vntg5llyqa35uy, 7je01bs3a4q6c2gd02ee6da3u",3691938671,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3691938677,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3691938667,59,"30, 27, 7, 3, 4, 56, 55, 11, 70, 99, 10, 9, 17, 20, 26, 29, 54, 61",3691938673,194,3z37ancgteqhbhpygl0brzzdh,3691938675,197,13967,3691938669,130,12,3691938665,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443420433,1,34,16,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-08-07T15:52:24.575Z,2022-08-07T16:43:06Z,3691988305,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3691988309,130,13,3691988313,194,1acbm9228tfggjx7htxjtcvrp,3691988317,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3691988311,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3691988315,197,8175,3691988303,30,"7nlpu8ocv423vqaooks0hifze, bpxafwc30rerxmgju6rcau8kp, ageous8x40a5qja50md060ull, cahevdu5yhhnh8qlj969b6dw, 6iu350lkyhy6tcll5gfo4vy3u, af8gj4w5eg8rdl4iq7fi8aa96, 6cztmz0yq3ifdkkz4hpe47krt, 1acbm9228tfggjx7htxjtcvrp, 7xfg1orfd9uq3rqzzf6vvxu96, 7sxsul4lzfxl1nzca1nq715re, 8ic5et3o15rkxyebpxy6y4mhh, 9ch1zw030nu94b2v7t9pzyqne, 8058605f3gip7nglewe7svqzu, e44sv1k4belucgkkem7qtkpd6, 187qa5icsve3oak3t90r6rhsl, 9bnvh1i6mu45yvkz257c0x1at, eghj7gl0mv8we0l1blfoncaac, 20teoyeqpyu0ftatz045glfkk",3691988307,59,"30, 35, 11, 17, 4, 2, 27, 23, 9, 15, 12, 1, 10, 14, 18, 21, 28, 52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443453933,2,32,1,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-08-07T16:30:38.140Z,2022-08-08T13:01:14Z,3692170637,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443453925,2,32,1,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-08-07T16:30:38.140Z,2022-08-07T16:30:38Z,3692170593,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443453945,3,1,1,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,50.1,50.5,2022-08-07T16:30:38.182Z,2022-08-08T07:10:41Z,3692170685,141,47.2,3692170689,213,4.1,3692170681,56,Back,3692170687,212,2.7,3693871541,178,,3692170683,140,48.7,3692170691,279,S,,,,c4n7kjp8c47trslpssnyqjo16,S. Esposito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443453989,4,1,1,0,2,6vyr13j6kbwdtxjwm1m4m8nu2,1,55.2,42.9,2022-08-07T16:30:40.542Z,2022-08-08T12:49:57Z,3692170961,141,8.3,3692170959,140,61.7,3692170963,212,24.5,3692170965,213,5.0,3693871665,178,,3692170957,56,Right,,,,,,,5yw1c3i4j9zyt52vomrfbxyol,L. Refaelov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443454053,5,1,1,0,5,6vyr13j6kbwdtxjwm1m4m8nu2,1,55.4,10.2,2022-08-07T16:30:43.880Z,2022-08-08T12:49:56Z,3692171299,140,37.4,3692171309,213,2.6,3692171305,212,21.9,3693871711,178,,3692171303,141,26.5,3692171297,56,Back,,,,,,,dwnd8j9ok6ncbp69gmchw953o,N. Sadiki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443454085,6,1,1,0,8,6vyr13j6kbwdtxjwm1m4m8nu2,1,35.1,27.4,2022-08-07T16:30:46.608Z,2022-08-08T12:49:56Z,3692171529,212,21.4,3692171521,56,Back,3692171527,141,58.8,3693885479,178,,3692171523,140,34.5,3692171531,213,1.6,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443454105,7,1,1,0,11,6vyr13j6kbwdtxjwm1m4m8nu2,1,34.1,64.8,2022-08-07T16:30:49.590Z,2022-08-08T12:49:55Z,3693887487,178,,3692171629,56,Back,3692171635,212,14.7,3692171633,141,83.6,3692171637,213,1.0,3692171631,140,41.1,,,,,,,av0ok8e56osu0z8sxtlvvw9ud,W. Hoedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443454175,8,1,1,0,13,6vyr13j6kbwdtxjwm1m4m8nu2,1,42.6,86.9,2022-08-07T16:30:51.835Z,2022-08-08T12:49:54Z,3693887569,178,,3692171979,213,3.9,3692171975,141,74.2,3692171973,140,33.4,3692171971,56,Back,3692171977,212,13.0,,,,,,,1qqhtdvpixhe5zt9mq9omsoh5,H. Delcroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
