id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,keyPass,qualifier/13/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2498217367,11,1,1,0,31,89xivtxk59uzvhdsd6miao6tm,1,63.1,6.1,2023-01-17T19:46:42.535Z,2023-01-18T04:53:36Z,3982672025,178,,3982395297,213,2.2,3982395295,212,10.0,3982395289,56,Right,3982395293,141,18.2,3982395291,140,57.7,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217379,12,1,1,0,33,89xivtxk59uzvhdsd6miao6tm,1,57.7,18.2,2023-01-17T19:46:44.494Z,2023-01-18T04:53:39Z,3982395379,141,61.7,3982395381,212,32.4,3982395383,213,2.0,3982672047,178,,3982395385,1,,3982395375,56,Back,3982395377,140,45.0,,,,cma24hkdklib8007a42cso38q,A. Ouattara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217391,13,1,1,0,36,89xivtxk59uzvhdsd6miao6tm,1,50.8,59.7,2023-01-17T19:46:47.663Z,2023-01-18T04:53:42Z,3982395415,141,75.4,3982395417,212,14.9,3982395413,140,60.7,3982672075,178,,3982395419,213,0.8,3982395411,56,Center,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217393,14,1,1,0,37,89xivtxk59uzvhdsd6miao6tm,0,60.7,75.4,2023-01-17T19:46:48.849Z,2023-01-18T04:53:45Z,3982395429,140,59.9,3982395431,141,67.6,3982395433,212,5.4,3982672091,178,,3982395435,213,4.6,3982395427,56,Center,,,,,,,14w9q2mu6yq235ic55fxs0w2y,N. Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217397,8,8,1,0,38,2nhn3ikl1ciq34w3hcp883d6p,1,41.8,36.6,2023-01-17T19:46:49.541Z,2023-01-18T04:53:49Z,3982672109,178,,3982569425,383,,3982395451,56,Back,,,,,,,,,,,,,,,,7y2fbdkqsz35hgsib6rail1hx,Igor Vetokele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498250895,940,1,1,0,39,2nhn3ikl1ciq34w3hcp883d6p,1,37.2,31.1,2023-01-17T19:46:50.821Z,2023-01-18T04:53:54Z,3982569533,140,27.9,3982569537,212,9.8,3982569535,141,30.6,3982672153,178,,3982569531,56,Back,3982569539,213,3.2,,,,,,,7y2fbdkqsz35hgsib6rail1hx,Igor Vetokele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217407,9,49,1,0,40,2nhn3ikl1ciq34w3hcp883d6p,1,34.8,40.1,2023-01-17T19:46:51.112Z,2023-01-18T04:54:12Z,,,,,,,,,,,,,,,,,,,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217419,10,1,1,0,40,2nhn3ikl1ciq34w3hcp883d6p,1,34.8,40.1,2023-01-17T19:46:51.206Z,2023-01-18T04:54:04Z,3982672231,178,,3982395595,213,0.1,3982395593,212,12.6,3982395587,56,Back,3982395589,140,46.8,3982395591,141,41.3,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217435,11,1,1,0,42,2nhn3ikl1ciq34w3hcp883d6p,1,46.7,41.6,2023-01-17T19:46:53.463Z,2023-01-18T04:54:16Z,3982395683,56,Back,3982395687,141,28.8,3982395685,140,46.4,3982672339,178,,3982395691,213,4.7,3982395689,212,8.7,,,,,,,21545vwheo9a30u5hgnsrecmi,L. Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217453,12,1,1,0,45,2nhn3ikl1ciq34w3hcp883d6p,1,55.4,24.3,2023-01-17T19:46:56.269Z,2023-01-18T04:54:21Z,3982395797,212,23.3,3982395795,141,2.9,3982395793,140,72.7,3982395799,213,5.6,3982395791,56,Right,3982672379,178,,,,,,,,dd711ekg0nlaosmsy2lz13syy,T. Van den Keybus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498251019,941,3,1,0,46,2nhn3ikl1ciq34w3hcp883d6p,0,72.3,7.8,2023-01-17T19:46:57.863Z,2023-01-18T04:54:32Z,3982672473,178,,3982570251,56,Right,3982570257,467,c8m4ox6n1v89qbbjq73s5ezmx,3982570255,464,,3982570253,286,,,,,,,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217459,13,4,1,0,47,2nhn3ikl1ciq34w3hcp883d6p,1,73.2,7.4,2023-01-17T19:46:58.440Z,2023-01-18T04:54:38Z,3982395897,233,15,3982395821,56,Right,3982395825,265,,3982395827,286,,3982395823,152,,3982395819,13,,,,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217467,15,4,1,0,47,89xivtxk59uzvhdsd6miao6tm,0,26.8,92.6,2023-01-17T19:46:58.441Z,2023-01-18T04:54:37Z,3982395919,233,13,3982672511,178,,3982395871,13,,3982395879,285,,3982395873,56,Back,3982395875,152,,3982395877,265,,,,,c8m4ox6n1v89qbbjq73s5ezmx,A. Preciado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217667,14,1,1,1,33,2nhn3ikl1ciq34w3hcp883d6p,0,72.5,3.8,2023-01-17T19:47:44.206Z,2023-01-18T04:54:41Z,3982396777,155,,3982396787,212,28.7,3982396789,213,1.0,3982570405,20,,3982570403,224,,3982672547,178,,3982396779,152,,3982396773,2,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,3982396775,5,3982396785,141,39.1,3982396783,140,87.4,3982396781,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498298119,1262,67,1,1,34,89xivtxk59uzvhdsd6miao6tm,1,11.6,52.8,2023-01-17T19:47:45.450Z,2023-01-18T08:58:40Z,3982810777,233,1721,,,,,,,,,,,,,,,,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498298113,1721,67,1,1,34,2nhn3ikl1ciq34w3hcp883d6p,0,88.4,47.2,2023-01-17T19:47:45.451Z,2023-01-18T07:39:34Z,3982810799,233,1262,,,,,,,,,,,,,,,,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217695,16,12,1,1,34,89xivtxk59uzvhdsd6miao6tm,1,12.6,53.1,2023-01-17T19:47:45.486Z,2023-01-18T08:58:40Z,3982672633,178,,3982396893,140,27.1,3982396897,212,15.3,3982396895,141,54.6,3982396899,213,0.1,3982396891,56,Back,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217697,17,49,1,1,36,89xivtxk59uzvhdsd6miao6tm,1,27.1,54.6,2023-01-17T19:47:47.262Z,2023-01-18T04:54:53Z,,,,,,,,,,,,,,,,,,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217701,18,1,1,1,36,89xivtxk59uzvhdsd6miao6tm,0,27.1,54.6,2023-01-17T19:47:47.485Z,2023-01-18T04:54:57Z,3982396905,140,46.1,3982396907,141,46.9,3982396903,56,Back,3982396911,213,6.0,3982396909,212,20.6,3982672711,178,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217705,15,49,1,1,37,2nhn3ikl1ciq34w3hcp883d6p,1,57,53.4,2023-01-17T19:47:48.963Z,2023-01-18T04:55:02Z,,,,,,,,,,,,,,,,,,,,,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217717,16,1,1,1,39,2nhn3ikl1ciq34w3hcp883d6p,0,56.8,53.9,2023-01-17T19:47:50.319Z,2023-01-18T04:55:07Z,3982396989,213,5.2,3982396981,56,Right,3982396979,157,,3982396991,1,,3982672797,178,,3982396983,140,74.4,3982396985,141,0.0,3982396987,212,42.3,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217719,17,5,1,1,43,2nhn3ikl1ciq34w3hcp883d6p,0,74.8,-1.8,2023-01-17T19:47:54.874Z,2023-01-18T04:55:18Z,3982396995,347,,3982396993,56,Right,3982397055,233,19,,,,,,,,,,,,,,,,dd711ekg0nlaosmsy2lz13syy,T. Van den Keybus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217727,19,5,1,1,43,89xivtxk59uzvhdsd6miao6tm,1,25.2,101.8,2023-01-17T19:47:54.874Z,2023-01-18T04:55:17Z,3982397039,56,Back,3982397041,347,,3982397049,233,17,,,,,,,,,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217739,20,1,1,1,47,89xivtxk59uzvhdsd6miao6tm,1,27.7,100,2023-01-17T19:47:58.665Z,2023-01-18T04:55:21Z,3982397085,213,3.8,3982397083,212,19.1,3982570547,189,,3982397075,107,,3982397077,56,Back,3982397079,140,13.4,3982397081,141,84.1,,,,c8m4ox6n1v89qbbjq73s5ezmx,A. Preciado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217751,21,1,1,1,50,89xivtxk59uzvhdsd6miao6tm,1,13.4,84.1,2023-01-17T19:48:01.503Z,2023-01-18T04:55:25Z,3982397147,140,2.2,3982397145,56,Back,3982673007,178,,3982397151,212,20.9,3982397153,213,4.1,3982397149,141,58.7,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217771,22,1,1,1,53,89xivtxk59uzvhdsd6miao6tm,1,4.1,54.5,2023-01-17T19:48:04.850Z,2023-01-18T04:55:29Z,3982673051,178,,3982397247,140,17.9,3982397245,56,Back,3982397251,212,32.4,3982397249,141,11.9,3982397253,213,5.2,3982397255,1,,,,,jflu7a5n4f3ezoj20z0kje5m,M. Vandevoordt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217779,23,1,1,1,59,89xivtxk59uzvhdsd6miao6tm,1,31,8.6,2023-01-17T19:48:11.015Z,2023-01-18T04:55:32Z,3982397279,56,Right,3982397281,140,60.3,3982673101,178,,3982397287,213,0.2,3982397285,212,31.4,3982397283,141,18.2,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217795,24,1,1,2,1,89xivtxk59uzvhdsd6miao6tm,1,60.3,18.2,2023-01-17T19:48:12.351Z,2023-01-18T04:55:36Z,3982397343,140,44.8,3982397345,141,29.2,3982397347,212,17.9,3982397341,56,Back,3982397349,213,2.7,3982673161,178,,,,,,,,7wh91ajt4v3w9kfdpp5hf5mmt,P. Onuachu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217803,25,1,1,2,3,89xivtxk59uzvhdsd6miao6tm,0,45.5,31.6,2023-01-17T19:48:14.432Z,2023-01-18T04:55:39Z,3982397387,56,Back,3982397393,212,13.6,3982397395,213,2.3,3982673203,178,,3982397391,141,46.9,3982397389,140,37.2,,,,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217815,18,49,1,2,4,2nhn3ikl1ciq34w3hcp883d6p,1,55.1,46,2023-01-17T19:48:15.764Z,2023-01-18T04:55:42Z,,,,,,,,,,,,,,,,,,,,,,,,,7y2fbdkqsz35hgsib6rail1hx,Igor Vetokele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217819,19,1,1,2,6,2nhn3ikl1ciq34w3hcp883d6p,1,55.1,46,2023-01-17T19:48:17.208Z,2023-01-18T04:55:47Z,3982397485,56,Center,3982397487,140,51.1,3982397493,213,3.1,3982673287,178,,3982397491,212,4.2,3982397489,141,46.3,,,,,,,7y2fbdkqsz35hgsib6rail1hx,Igor Vetokele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217821,20,61,1,2,6,2nhn3ikl1ciq34w3hcp883d6p,0,51.3,46.1,2023-01-17T19:48:17.830Z,2023-01-18T04:55:55Z,3982673349,178,,3982397497,56,Center,,,,,,,,,,,,,,,,,,,dd711ekg0nlaosmsy2lz13syy,T. Van den Keybus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217829,26,1,1,2,7,89xivtxk59uzvhdsd6miao6tm,1,49.5,72.1,2023-01-17T19:48:18.894Z,2023-01-18T04:55:58Z,3982397541,140,42.6,3982397545,212,8.4,3982397547,213,3.7,3982397543,141,65.8,3982397539,56,Back,3982673395,178,,,,,,,,14w9q2mu6yq235ic55fxs0w2y,N. Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217831,27,49,1,2,8,89xivtxk59uzvhdsd6miao6tm,1,45.1,55.5,2023-01-17T19:48:19.256Z,2023-01-18T04:56:03Z,,,,,,,,,,,,,,,,,,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
