id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,keyPass,qualifier/13/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2498205993,1,34,16,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2023-01-17T18:53:13.604Z,2023-01-18T13:12:23Z,3982333383,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3982333375,130,10,3982333377,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3982333373,59,"1, 32, 11, 24, 33, 23, 39, 8, 9, 25, 4, 2, 7, 14, 17, 20, 45, 55",3982333369,30,"6qlfe04qjldj3rkeeme6gdi39, 9qm1adecprlczxw7ldbpvoi51, bjhjz96omjukrg6tj3mny39t6, 9kywhmzih4xhuz5d1rrxjcpd6, 5ujoracvgg00kzd0a8rh8oa1h, bxcrdkrcljgx6l4o0uy4rom3t, dd711ekg0nlaosmsy2lz13syy, 7xs1rx9jos4ls85u362y9hqeh, 21545vwheo9a30u5hgnsrecmi, 7y2fbdkqsz35hgsib6rail1hx, 8hl43dvm1d57g011yacyoooa1, 6z1isgjrlx4gbcjp5ekawdi39, auqy1bigw2a1owxg441wojzyt, 12c7rhdjh6rja1d2j45n3exyi, 5zpg8fnqc4luuhlonsn5nbw4q, 2aemkadh3bhtgm5db8r89pvit, 96xomdtz505yoaz35i5bb8f84, 1ezai0a0n3xem17lwhtxwaml1",3982333379,194,6qlfe04qjldj3rkeeme6gdi39,3982333371,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3982333381,197,8173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498206049,1,34,16,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-01-17T18:53:37.311Z,2023-01-18T13:13:24Z,3982333655,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3982333653,197,3012,3982333649,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3982333641,30,"jflu7a5n4f3ezoj20z0kje5m, 3yb66hal4fvr04bawz0y3efhl, c8m4ox6n1v89qbbjq73s5ezmx, ama1ibpjcfu206icrfmkgfavp, 68vmg4qgr11vppc48hs8402jt, 5enjhxrx2jrjqtgb9wwq0baax, cma24hkdklib8007a42cso38q, 7jpasvui43tnyao6ijyuuyuqc, 7wh91ajt4v3w9kfdpp5hf5mmt, 1b6ab1mqzvhk547p0bdzbccfd, 14w9q2mu6yq235ic55fxs0w2y, d1rgv9cgncdgr1h61phrxoc89, 5qpyf80if6m1o5vkwf1yt034l, a8k3ubqsi0duc3g4u5jnvcoa1, 9pvc7e65cfgtuipfen5zt463t, 19htxtc8lmbfsv83py7hzqb8q, e8iedufshdq58novt3uevsrqi, 7zmgaactx19n77j9fl08pahyi",3982333643,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3982333651,194,68vmg4qgr11vppc48hs8402jt,3982333645,59,"26, 23, 77, 17, 46, 2, 4, 34, 18, 28, 10, 5, 7, 8, 11, 14, 15, 40",3982333647,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217203,2,32,1,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2023-01-17T19:46:11.022Z,2023-01-18T04:05:32Z,3982394587,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217195,2,32,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-01-17T19:46:11.022Z,2023-01-17T19:46:14Z,3982394553,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217249,3,1,1,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,50,50,2023-01-17T19:46:11.091Z,2023-01-18T04:52:03Z,3982394777,140,39.0,3982394775,56,Back,3982394783,213,3.5,3982671345,178,,3982394785,279,S,3982394781,212,12.5,3982394779,141,42.8,,,,dd711ekg0nlaosmsy2lz13syy,T. Van den Keybus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498250783,937,1,1,0,2,2nhn3ikl1ciq34w3hcp883d6p,1,36.5,47.6,2023-01-17T19:46:13.591Z,2023-01-18T04:52:11Z,3982568789,212,23.6,3982568791,213,4.4,3982671401,178,,3982568787,141,14.4,3982568785,140,29.9,3982568783,56,Back,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498250809,938,1,1,0,5,2nhn3ikl1ciq34w3hcp883d6p,1,35.3,18.7,2023-01-17T19:46:16.300Z,2023-01-18T04:52:45Z,3982568937,56,Back,3982568945,213,1.9,3982671597,178,,3982568943,212,22.6,3982568941,141,49.9,3982568939,140,27.9,,,,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498250833,939,1,1,0,8,2nhn3ikl1ciq34w3hcp883d6p,1,30.3,57.1,2023-01-17T19:46:19.041Z,2023-01-18T04:52:48Z,3982569099,141,80.1,3982569101,212,16.4,3982569095,56,Back,3982569097,140,34.9,3982569103,213,1.3,3982671621,178,,,,,,,,5ujoracvgg00kzd0a8rh8oa1h,R. Neustädter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217283,4,1,1,0,10,2nhn3ikl1ciq34w3hcp883d6p,1,32.5,93.3,2023-01-17T19:46:21.413Z,2023-01-18T04:52:53Z,3982671651,178,,3982394981,213,4.2,3982394979,212,18.3,3982394973,56,Back,3982394975,140,24.3,3982394977,141,69.6,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217291,5,1,1,0,13,2nhn3ikl1ciq34w3hcp883d6p,1,22.3,70,2023-01-17T19:46:24.117Z,2023-01-18T04:52:57Z,3982395023,212,22.7,3982671691,178,,3982395019,140,11.1,3982395025,213,4.2,3982395017,56,Back,3982395021,141,41.5,,,,,,,5ujoracvgg00kzd0a8rh8oa1h,R. Neustädter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217301,6,1,1,0,16,2nhn3ikl1ciq34w3hcp883d6p,0,10.6,41.5,2023-01-17T19:46:27.678Z,2023-01-18T04:53:02Z,3982395073,213,6.0,3982395069,141,20.0,3982395075,1,,3982671735,178,,3982395065,56,Right,3982395067,140,54.3,3982395063,157,,3982395071,212,48.2,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217309,3,44,1,0,19,89xivtxk59uzvhdsd6miao6tm,1,39,75.4,2023-01-17T19:46:30.328Z,2023-01-18T06:10:18Z,3982395097,56,Back,3982395117,233,7,3982395099,285,,,,,,,,,,,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217303,7,44,1,0,19,2nhn3ikl1ciq34w3hcp883d6p,0,61,24.6,2023-01-17T19:46:30.329Z,2023-01-18T06:06:09Z,3982395079,56,Center,3982395131,233,3,3982395081,286,,,,,,,,,,,,,,,,,7y2fbdkqsz35hgsib6rail1hx,Igor Vetokele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217325,5,1,1,0,21,89xivtxk59uzvhdsd6miao6tm,1,56.5,77.5,2023-01-17T19:46:32.029Z,2023-01-18T04:53:12Z,3982395161,213,5.9,3982569229,155,,3982395153,56,Center,3982395157,141,66.1,3982395155,140,73.6,3982395159,212,19.6,3982671787,178,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217311,4,43,1,0,21,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-01-17T19:46:32.159Z,2023-01-17T23:16:07Z,3982569203,144,61,3982395105,56,Back,,,,,,,,,,,,,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217327,6,49,1,0,23,89xivtxk59uzvhdsd6miao6tm,1,73.6,66.1,2023-01-17T19:46:34.521Z,2023-01-18T04:53:14Z,,,,,,,,,,,,,,,,,,,,,,,,,7wh91ajt4v3w9kfdpp5hf5mmt,P. Onuachu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217335,7,1,1,0,23,89xivtxk59uzvhdsd6miao6tm,1,73.6,66.1,2023-01-17T19:46:34.675Z,2023-01-18T04:53:20Z,3982395181,212,14.8,3982671869,178,,3982395179,141,59.4,3982395177,140,60.2,3982395175,56,Center,3982395183,213,3.5,,,,,,,7wh91ajt4v3w9kfdpp5hf5mmt,P. Onuachu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217345,8,1,1,0,25,89xivtxk59uzvhdsd6miao6tm,1,65.1,58.8,2023-01-17T19:46:36.904Z,2023-01-18T04:53:25Z,3982395217,213,4.5,3982395215,212,20.7,3982395209,56,Center,3982395213,141,28.9,3982395211,140,61.6,3982671909,178,,,,,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217361,9,1,1,0,28,89xivtxk59uzvhdsd6miao6tm,1,63,31,2023-01-17T19:46:39.468Z,2023-01-18T04:53:29Z,3982395269,212,22.5,3982671949,178,,3982395263,56,Right,3982395271,213,5.5,3982395267,141,7.3,3982395265,140,78.0,,,,,,,cma24hkdklib8007a42cso38q,A. Ouattara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217365,10,1,1,0,30,89xivtxk59uzvhdsd6miao6tm,1,78,7.3,2023-01-17T19:46:41.089Z,2023-01-18T04:53:32Z,3982395281,141,6.1,3982671985,178,,3982395279,140,63.1,3982395277,56,Right,3982395285,213,3.2,3982395283,212,15.7,,,,,,,1b6ab1mqzvhk547p0bdzbccfd,J. Paintsil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
