id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,assist,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/10/value,qualifier/11/value,qualifier/16/value,qualifier/17/value,keyPass,qualifier/12/value,qualifier/15/value
2472766695,1,34,16,0,0,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2022-10-16T10:40:20.633Z,2022-10-16T11:50:10Z,3848215855,197,16111,3848215847,59,"16, 13, 11, 8, 20, 6, 22, 14, 7, 61, 26, 2, 17, 21, 28, 29, 30, 38",3848215845,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3848215851,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3848215843,30,"bxcwnf87pf8ijzbxy70ewcfe1, eg2u042cthz9undb4xz0pu8rt, 93hp5gm29ke90ugdimd9xf949, 187wxh3jjn8hqbu7fyw7wullh, 76y4awqbdef5yxiovt27i57th, 48f3zlksc3r230qb78c5emnyt, cllq8xizuqut48xxqc3btz97u, 69ivqkcipxp15b7x5jl83ud49, ajcblksnh113es9hzt7l5k8h5, 3z1lfdoy92bq8airglbhx32tw, rmruexgp6l6ar57aq8xffg4q, ai0yljs83kdpaa6r7ri0048np, 464o8uslv6z2fdm269j97gt4a, bxudrqx99a3zv5gajdzxz38id, 6a0e28nxlyyw7ghe4wzumlzh1, 4fgrf40ajhehju4kav49vobca, bci3k14ed9oqcchpmtq37rnx1, 504qkt70jvof5yzffmwwo5c5x",3848215849,130,12,3848215853,194,48f3zlksc3r230qb78c5emnyt,3848215859,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472769033,1,34,16,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-10-16T10:44:05.714Z,2022-10-16T11:33:58Z,3848227071,130,8,3848227069,59,"1, 34, 21, 8, 23, 51, 18, 16, 99, 24, 11, 2, 4, 10, 14, 26, 32, 61",3848227075,194,9tc6mprxpu2rc5ptlp5ljw7h1,3848227067,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3848227077,197,5914,3848227079,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848227073,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3848227065,30,"r0hm6ahwcvdu57bgfi5zkslx, cyh16toqa9wxmxepg635ecgve, 5u6h6cptsad9e6n4uv76q0fl5, cefs6b83ei4gcyuscfopw32ay, 9tc6mprxpu2rc5ptlp5ljw7h1, ecwzzrkn1snbua5yu4gehxm2, eg4piy0kcdtdopqpd3lcl5j2t, 5jywyphhwu9j4bphz0720kb9, ex7y8oe78ewwmibz41qbmwhxx, d19yalwh3i2olvpwoi89feqjt, cl2mi40x3gjsan1iifpbwec4p, 1h9jdj5ag99myeoirxzh92od1, awsiaxyma4vmsrpthdyep2ket, dcjf15sf1dbb6w17foz25uuei, 9tgbdheyuooa8cfz06l577end, 4114auk4o8n6higc918qymc4p, 2tsn78gg5xyw81srfdn05hw8a, 8yo1cv2wlhnk1lu50cu3iul79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472803641,2,32,1,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-10-16T11:32:33.469Z,2022-10-16T11:32:33Z,3848404291,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472803655,2,32,1,0,0,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2022-10-16T11:32:33.469Z,2022-10-17T03:02:15Z,3848404353,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472803699,3,1,1,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,50,50,2022-10-16T11:32:33.634Z,2022-10-17T03:17:59Z,3851525749,178,,3848404531,141,49.4,3848404535,213,3.2,3848404533,212,15.5,3848404527,56,Back,3848404529,140,35.2,3848404537,279,S,,,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472803715,4,1,1,0,1,7zibyotq1x1hq6pmgibhr0e6s,1,40.6,51.2,2022-10-16T11:32:35.241Z,2022-10-17T09:09:02Z,3848404623,141,63.3,3848404619,56,Back,3848404627,213,2.7,3851525807,178,,3848404621,140,22.3,3848404625,212,20.9,,,,,,,cefs6b83ei4gcyuscfopw32ay,A. Yusuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472803791,5,1,1,0,4,7zibyotq1x1hq6pmgibhr0e6s,1,25.1,56.4,2022-10-16T11:32:37.626Z,2022-10-17T09:09:01Z,3848404983,140,24.8,3848404989,213,4.7,3851525877,178,,3848404987,212,7.0,3848404981,56,Back,3848404985,141,46.1,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472803837,6,1,1,0,7,7zibyotq1x1hq6pmgibhr0e6s,1,30.1,33.8,2022-10-16T11:32:41.407Z,2022-10-17T09:09:00Z,3848405155,141,12.3,3848405151,56,Back,3848405157,212,14.7,3851525925,178,,3848405159,213,4.8,3848405153,140,31.1,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472803865,7,1,1,0,10,7zibyotq1x1hq6pmgibhr0e6s,0,33.3,8.3,2022-10-16T11:32:43.876Z,2022-10-17T09:08:59Z,3848405299,140,66.5,3848405305,213,0.4,3848405301,141,28.8,3848405297,56,Center,3848405307,1,,3851526053,178,,3848405295,155,,3848405303,212,37.5,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472803899,3,1,1,0,12,5z1b7fuvpqe6vnigvopomvecu,1,29.6,73.8,2022-10-16T11:32:46.403Z,2022-10-17T09:08:58Z,3848405495,56,Back,3851526195,21,,3848405503,213,2.2,3848405497,140,24.1,3851526193,178,,3848405501,212,10.3,3848405499,141,86.3,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
