id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/11/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/10/value,assist,qualifier/16/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/14/value,qualifier/17/value,qualifier/19/value
2476097231,1,34,16,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-10-23T10:25:42.704Z,2022-10-23T10:46:03Z,3865762763,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3865762759,59,"1, 2, 21, 8, 23, 51, 14, 16, 18, 24, 10, 11, 26, 32, 34, 48, 61, 99",3865762767,197,3769,3865762765,194,9tc6mprxpu2rc5ptlp5ljw7h1,3865762761,130,8,3865762757,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3865762755,30,"r0hm6ahwcvdu57bgfi5zkslx, 1h9jdj5ag99myeoirxzh92od1, 5u6h6cptsad9e6n4uv76q0fl5, cefs6b83ei4gcyuscfopw32ay, 9tc6mprxpu2rc5ptlp5ljw7h1, ecwzzrkn1snbua5yu4gehxm2, 9tgbdheyuooa8cfz06l577end, 5jywyphhwu9j4bphz0720kb9, eg4piy0kcdtdopqpd3lcl5j2t, d19yalwh3i2olvpwoi89feqjt, dcjf15sf1dbb6w17foz25uuei, cl2mi40x3gjsan1iifpbwec4p, 4114auk4o8n6higc918qymc4p, 2tsn78gg5xyw81srfdn05hw8a, cyh16toqa9wxmxepg635ecgve, a7ip51ik4rkqcvgdsh64ln09g, 8yo1cv2wlhnk1lu50cu3iul79, ex7y8oe78ewwmibz41qbmwhxx",3865762769,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476107625,1,34,16,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2022-10-23T10:47:32.924Z,2022-10-23T10:47:33Z,3865811565,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3865811567,59,"26, 23, 5, 17, 46, 2, 28, 8, 18, 34, 11, 4, 7, 10, 22, 25, 35, 40",3865811583,197,3313,3865811563,30,"jflu7a5n4f3ezoj20z0kje5m, 3yb66hal4fvr04bawz0y3efhl, d1rgv9cgncdgr1h61phrxoc89, ama1ibpjcfu206icrfmkgfavp, 68vmg4qgr11vppc48hs8402jt, 5enjhxrx2jrjqtgb9wwq0baax, 1b6ab1mqzvhk547p0bdzbccfd, a8k3ubqsi0duc3g4u5jnvcoa1, 7wh91ajt4v3w9kfdpp5hf5mmt, 7jpasvui43tnyao6ijyuuyuqc, 9pvc7e65cfgtuipfen5zt463t, cma24hkdklib8007a42cso38q, 5qpyf80if6m1o5vkwf1yt034l, 14w9q2mu6yq235ic55fxs0w2y, an7okg1fciccqu6300k8phisq, 43nbjlhluajhnansrk7xmirkk, 561pn6ha3pwbofjt8gbqhj0iy, 7zmgaactx19n77j9fl08pahyi",3865811579,194,a8k3ubqsi0duc3g4u5jnvcoa1,3865811571,130,8,3865811587,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3865811575,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476131191,2,32,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2022-10-23T11:30:07.892Z,2022-10-23T11:30:08Z,3865928527,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476131203,2,32,1,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-10-23T11:30:07.892Z,2022-10-24T01:30:04Z,3865928555,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476131233,3,1,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,49.8,50.1,2022-10-23T11:30:07.967Z,2022-10-24T01:40:06Z,3865928683,213,3.6,3865928675,56,Back,3865928677,140,26.2,3865928685,279,S,3865928681,212,27.0,3869096737,178,,3865928679,141,34.3,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476131243,4,1,1,0,3,89xivtxk59uzvhdsd6miao6tm,1,28.4,36.1,2022-10-23T11:30:11.056Z,2022-10-24T05:26:05Z,3865928725,213,1.6,3865928721,141,60.6,3865928717,56,Back,3865928719,140,27.5,3869096755,178,,3865928723,212,16.7,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476131289,5,1,1,0,5,89xivtxk59uzvhdsd6miao6tm,1,29.7,60,2022-10-23T11:30:13.489Z,2022-10-24T05:26:04Z,3865928949,212,12.7,3865928947,141,41.8,3865928945,140,27.1,3865928951,213,4.5,3865928943,56,Back,3869096777,178,,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476131321,6,1,1,0,10,89xivtxk59uzvhdsd6miao6tm,1,34.1,24.6,2022-10-23T11:30:18.114Z,2022-10-24T05:26:03Z,3865929081,56,Back,3865929085,141,47.2,3865929087,212,22.5,3865929089,213,2.4,3865929083,140,18.5,3869096969,178,,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476131339,7,1,1,0,13,89xivtxk59uzvhdsd6miao6tm,1,18.5,41.5,2022-10-23T11:30:21.587Z,2022-10-24T05:26:02Z,3869097017,178,,3865929187,213,1.3,3865929181,140,23.2,3865929185,212,20.2,3865929179,56,Back,3865929183,141,70.3,,,,,,,jflu7a5n4f3ezoj20z0kje5m,M. Vandevoordt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476131391,8,1,1,0,16,89xivtxk59uzvhdsd6miao6tm,1,29.1,73.9,2022-10-23T11:30:24.871Z,2022-10-24T05:26:01Z,3869097151,178,,3865929423,213,1.1,3865929419,141,97.1,3865929417,140,36.5,3865929415,56,Back,3865929421,212,17.6,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
