id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/9/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/13/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2533145011,1,34,16,0,0,920raeoumft3q2wmvc296uceo,1,0,0,2023-04-14T17:54:05.398Z,2023-04-14T18:23:12Z,4187734989,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4187734981,30,"btyk45f7gmz3ck2dafpp22yg9, 6n1rvd0axpp159h9wkkd7lwfe, 87d73x3gkomc4soukr5uweqc5, 4pbx40gvdmacim2n0k2qt41cl, c4brcsqfli5mds4vhma627yl1, 3bhmh2ks5ma4rqda9zff6w251, 8zz5lnxo7twq8ntb7e0qfvbv9, 5ecklu1u6t21rhh8fh4zoq2cq, 72xzl0yjdetvqp2n1pmzyqvze, 14xb29tv90y8uataijmh03rah, bz77hr28a1yskifpuvzu8smsq, aspoedbe2vkfbqaz67fc2ftg5, b6iptgqyakgohlyuyk3d807ah, 4gnprufs4yyf7wq9mzmkmf622, ae26s08xs4l50sfm0r6jbsley, 39bcswfqnpa07b4afevezejo4, 164kbzdgdvclxn5zikw5hug6i, e86y9awoxfnzzb9htvjzc17v8",4187734985,59,"16, 28, 7, 12, 25, 3, 26, 6, 99, 18, 10, 1, 17, 19, 21, 38, 66, 42",4187734993,197,11586,4187734983,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4187734995,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187734987,130,18,4187734991,194,8zz5lnxo7twq8ntb7e0qfvbv9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533145425,1,34,16,0,0,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2023-04-14T17:55:15.800Z,2023-04-14T17:55:15Z,4187737379,30,"bxcwnf87pf8ijzbxy70ewcfe1, eg2u042cthz9undb4xz0pu8rt, 93hp5gm29ke90ugdimd9xf949, corn6i066rh7c7veva0sm3oid, 76y4awqbdef5yxiovt27i57th, 48f3zlksc3r230qb78c5emnyt, 187wxh3jjn8hqbu7fyw7wullh, 69ivqkcipxp15b7x5jl83ud49, 2bz8ey1mxuv6uo8duu7if6k4q, cllq8xizuqut48xxqc3btz97u, d6r3vkalhudms84f6fs415wid, 8bh749b5p635490hik1pj40yd, 464o8uslv6z2fdm269j97gt4a, bxudrqx99a3zv5gajdzxz38id, 6a0e28nxlyyw7ghe4wzumlzh1, bci3k14ed9oqcchpmtq37rnx1, eq5hfgqm32c7qmj6xwp7j9iqc, 3z1lfdoy92bq8airglbhx32tw",4187737381,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4187737389,194,48f3zlksc3r230qb78c5emnyt,4187737393,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187737385,130,13,4187737383,59,"16, 13, 11, 34, 20, 6, 8, 14, 10, 22, 77, 9, 17, 21, 28, 30, 51, 61",4187737391,197,16111,4187737387,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189711,2,32,1,0,0,920raeoumft3q2wmvc296uceo,1,0,0,2023-04-14T19:01:17.122Z,2023-04-14T19:01:17Z,4187977607,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189717,3,32,1,0,0,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2023-04-14T19:01:17.122Z,2023-04-15T06:12:26Z,4187977627,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189769,3,1,1,0,0,920raeoumft3q2wmvc296uceo,1,49.8,50,2023-04-14T19:01:17.142Z,2023-04-15T06:18:12Z,4187977857,212,12.8,4187977853,140,37.6,4187977861,279,S,4187977855,141,50.3,4189032549,178,,4187977859,213,3.1,4187977851,56,Back,,,,14xb29tv90y8uataijmh03rah,D. Heymans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189775,4,1,1,0,1,920raeoumft3q2wmvc296uceo,1,42.3,51.3,2023-04-14T19:01:18.982Z,2023-04-15T12:39:15Z,4187977887,212,6.3,4187977883,140,44.6,4187977885,141,59.9,4189032693,178,,4187977881,56,Back,4187977889,213,1.2,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189785,5,1,1,0,2,920raeoumft3q2wmvc296uceo,1,47.5,60.5,2023-04-14T19:01:19.846Z,2023-04-15T12:39:14Z,4187977947,212,7.0,4187977943,140,41.3,4189032857,178,,4187977945,141,56.7,4187977941,56,Back,4187977949,213,3.5,,,,,,,5ecklu1u6t21rhh8fh4zoq2cq,A. Zorgane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189849,6,1,1,0,4,920raeoumft3q2wmvc296uceo,1,44.2,58.8,2023-04-14T19:01:21.343Z,2023-04-15T12:39:14Z,4187978291,140,30.1,4187978295,212,19.4,4189032985,178,,4187978293,141,77.3,4187978289,56,Back,4187978297,213,2.4,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189905,7,1,1,0,7,920raeoumft3q2wmvc296uceo,1,35.6,78.7,2023-04-14T19:01:24.512Z,2023-04-15T12:39:12Z,4189033127,178,,4187978611,213,1.3,4187978605,140,38.1,4187978609,212,9.9,4187978607,141,92.7,4187978603,56,Back,,,,,,,4pbx40gvdmacim2n0k2qt41cl,J. Kayembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189929,8,1,1,0,10,920raeoumft3q2wmvc296uceo,0,40.8,95.4,2023-04-14T19:01:27.909Z,2023-04-15T12:39:11Z,4187978735,141,84.8,4187978729,155,,4189033247,178,,4187978731,56,Left,4187978739,213,6.0,4187978737,212,27.9,4187978733,140,66.5,,,,87d73x3gkomc4soukr5uweqc5,I. Mbenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
