id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2479691017,9,1,1,0,18,bw9wm8pqfzcchumhiwdt2w15c,1,43.3,80.6,2022-10-30T17:31:29.624Z,2022-10-31T10:02:32Z,3884839683,213,0.2,3884839677,140,81.9,3886043065,178,,3884839675,56,Left,3884839681,212,41.0,3884839673,155,,3884839679,141,89.7,3884839685,1,,91sex5ir1pp4b2beotoua7mqx,D. Ouédraogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479691031,10,1,1,0,20,bw9wm8pqfzcchumhiwdt2w15c,1,82.6,83.9,2022-10-30T17:31:32.407Z,2022-10-31T10:02:32Z,3884839765,141,91.1,3886043189,178,,3884839761,56,Left,3884839767,212,6.4,3884839771,213,2.3,3884839763,140,78.7,,,,,,,2vmpkyku0hwv0zdbbzunt2xux,S. Kiyine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479691041,11,1,1,0,23,bw9wm8pqfzcchumhiwdt2w15c,1,76,88.8,2022-10-30T17:31:34.827Z,2022-10-31T10:02:31Z,3884839839,213,0.2,3884839827,140,82.9,3884839831,141,91.2,3884839823,56,Left,3884839835,212,7.4,3886043345,178,,,,,,,,9fvwcsajeousbo5o0e84cj2sp,H. Mendyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479691101,12,1,1,0,27,bw9wm8pqfzcchumhiwdt2w15c,1,81.6,92,2022-10-30T17:31:38.674Z,2022-10-31T10:02:30Z,3884840171,140,97.2,3885305901,223,,3886043381,178,,3884841743,154,,3884840179,1,,3884840169,56,Center,3884840167,155,,3884840177,213,5.2,2vmpkyku0hwv0zdbbzunt2xux,S. Kiyine,1,3884840175,212,37.3,3884841741,210,13,3884840165,2,3884840173,141,42.7,3885305903,20,,,,,,,,,,,,,,,,,,,,,,,,,,
2479691107,13,13,1,0,28,bw9wm8pqfzcchumhiwdt2w15c,1,98.3,44.1,2022-10-30T17:31:40.480Z,2022-10-31T10:02:30Z,3884840209,60,,3884841773,102,41.7,3884841781,231,46.4,3884841099,15,,3884841763,84,,3886044021,388,,3884841765,29,,3884841775,103,18.1,cinzr4hnryu433l6z40j5x49h,Mario González,,3884841777,214,,3884841767,154,,3884841769,55,3884841779,230,98.9,3884841105,328,12,3884840205,22,3884840213,56,Center,,,,,,,,,,,,,,,,,,,,
2479691093,3,5,1,0,29,8y3iucyxguipljcmf87a11bk9,1,-1.2,57.6,2022-10-30T17:31:41.365Z,2022-10-31T05:43:15Z,3884840273,233,14,3884840139,346,,3884840137,56,Back,,,,,,,,,,,,,,,,7s4ws0u4erq1jfobqpsj0aoes,M. Samoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479691111,14,5,1,0,29,bw9wm8pqfzcchumhiwdt2w15c,0,101.2,42.4,2022-10-30T17:31:41.365Z,2022-10-31T05:43:15Z,3884840233,56,Center,3884840279,233,3,3884840235,346,,,,,,,,,,,,,,,,,cinzr4hnryu433l6z40j5x49h,Mario González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479691323,4,1,1,0,43,8y3iucyxguipljcmf87a11bk9,1,5.7,53.8,2022-10-30T17:31:55.424Z,2022-10-31T09:34:14Z,3884841509,141,33.4,3884841517,237,,3884841511,212,15.1,3884841503,124,,3884841505,56,Back,3884841513,213,5.1,3884841507,140,11.5,,,,6q53ei01tbb5kxjr1mhfjysph,P. Nardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479691421,5,1,1,0,48,8y3iucyxguipljcmf87a11bk9,1,14.1,34.3,2022-10-30T17:31:59.604Z,2022-10-31T10:02:29Z,3884842087,141,5.0,3886044193,178,,3884842085,140,24.0,3884842083,56,Back,3884842091,213,5.2,3884842089,212,22.5,,,,,,,etos5xv3v2ptiktdk5yuhrjkl,M. Ngadeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479775695,718,3,1,0,50,8y3iucyxguipljcmf87a11bk9,0,20.9,7.8,2022-10-30T17:32:01.610Z,2022-10-31T10:02:28Z,3886044311,178,,3885307875,465,,3885307871,56,Back,3885307877,467,2vmpkyku0hwv0zdbbzunt2xux,3885307873,285,,,,,,,,,,,ettrapmxg36vw2egivejegzc9,J. Okumu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479691425,6,4,1,0,51,8y3iucyxguipljcmf87a11bk9,1,27.4,4.1,2022-10-30T17:32:03.242Z,2022-10-31T10:02:27Z,3884842113,13,,3884842119,152,,3884842117,56,Back,3884953091,233,15,3884842121,285,,3884842115,295,,,,,,,,ettrapmxg36vw2egivejegzc9,J. Okumu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479691487,15,4,1,0,51,bw9wm8pqfzcchumhiwdt2w15c,0,72.6,95.9,2022-10-30T17:32:03.243Z,2022-10-31T10:02:27Z,3884842461,152,,3884842459,56,Left,3884953103,233,6,3884842463,286,,3884842455,13,,3886044375,178,,3884842457,295,,,,,2vmpkyku0hwv0zdbbzunt2xux,S. Kiyine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479691663,7,1,1,1,9,8y3iucyxguipljcmf87a11bk9,1,18,17.3,2022-10-30T17:32:20.665Z,2022-10-31T10:02:27Z,3884843333,140,22.1,3884843335,141,75.9,3884843337,212,40.1,3884843329,152,,3884843339,213,1.5,3884843327,196,,3884843325,155,,3886044493,178,,etos5xv3v2ptiktdk5yuhrjkl,M. Ngadeu,,3884843323,5,,3884843341,1,,3884843331,56,,,,,,Back,,,,,,,,,,,,,,,,,,,,,,,,,
2479691687,8,1,1,1,14,8y3iucyxguipljcmf87a11bk9,0,33.9,86.3,2022-10-30T17:32:25.721Z,2022-10-31T10:02:26Z,3884843507,1,,3884843501,141,92.0,3884843495,155,,3884843497,56,Left,3884843505,213,0.1,3884843503,212,39.0,3886044589,178,,3884843499,140,70.9,eyvf8uu7jltbzalaov3qt1w5,B. Godeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479691759,16,12,1,1,17,bw9wm8pqfzcchumhiwdt2w15c,1,31.3,10.1,2022-10-30T17:32:28.663Z,2022-10-31T10:02:25Z,3884843943,213,4.6,3884843967,167,,3885309557,15,,3884843939,141,0.0,3884843937,140,30.8,3884843941,212,8.2,3884843935,56,Back,3886044731,388,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479691769,9,5,1,1,19,8y3iucyxguipljcmf87a11bk9,1,68.2,101.3,2022-10-30T17:32:30.586Z,2022-10-31T05:43:58Z,3884843981,347,,3884843979,56,Left,3884844017,233,17,,,,,,,,,,,,,,,,eyvf8uu7jltbzalaov3qt1w5,B. Godeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479691763,17,5,1,1,19,bw9wm8pqfzcchumhiwdt2w15c,0,31.8,-1.3,2022-10-30T17:32:30.586Z,2022-10-31T05:43:59Z,3884843961,347,,3884844025,233,9,3884843959,56,Back,,,,,,,,,,,,,,,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479691799,10,1,1,1,20,8y3iucyxguipljcmf87a11bk9,1,70.2,100,2022-10-30T17:32:32.111Z,2022-10-31T10:02:25Z,3884844169,213,3.8,3884844163,140,60.3,3884844155,107,,3884844165,141,90.0,3884844167,212,12.7,3884844159,56,Left,,,,,,,c517lc5fmsd9ugk638s2o9iad,Núrio Fortuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479691809,11,1,1,1,23,8y3iucyxguipljcmf87a11bk9,1,61.7,92.5,2022-10-30T17:32:34.866Z,2022-10-31T10:02:24Z,3884844215,213,0.0,3884844209,140,70.0,3884844211,141,92.7,3886045077,178,,3884844207,56,Left,3884844213,212,8.7,,,,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479776293,719,61,1,1,24,8y3iucyxguipljcmf87a11bk9,0,65.8,93.6,2022-10-30T17:32:35.881Z,2022-10-31T10:02:23Z,3885310871,56,Left,3886045155,178,,,,,,,,,,,,,,,,,,,,8fs5klbsyx06c5ds9s1i3xu96,Hong Hyun-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479691829,18,49,1,1,25,bw9wm8pqfzcchumhiwdt2w15c,1,32.2,5.5,2022-10-30T17:32:37.176Z,2022-10-31T10:02:23Z,,,,,,,,,,,,,,,,,,,,,,,,,a8pgjuz5yrbxyf1t905gj327d,Mousa Al Tamari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479920847,1258,67,1,1,25,bw9wm8pqfzcchumhiwdt2w15c,1,33.2,5,2022-10-30T17:32:37.182Z,2022-10-31T10:02:23Z,3886090849,233,931,,,,,,,,,,,,,,,,,,,,,,a8pgjuz5yrbxyf1t905gj327d,Mousa Al Tamari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479920845,931,67,1,1,25,8y3iucyxguipljcmf87a11bk9,0,66.8,95,2022-10-30T17:32:37.183Z,2022-10-31T10:02:22Z,3886090853,233,1258,,,,,,,,,,,,,,,,,,,,,,c517lc5fmsd9ugk638s2o9iad,Núrio Fortuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479691847,19,1,1,1,26,bw9wm8pqfzcchumhiwdt2w15c,1,34,11.1,2022-10-30T17:32:38.400Z,2022-10-31T10:02:22Z,3884844461,212,10.8,3884844459,141,26.7,3886045355,178,,3884844463,213,1.8,3884844455,56,Back,3884844457,140,32.0,,,,,,,a8pgjuz5yrbxyf1t905gj327d,Mousa Al Tamari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479691859,20,1,1,1,27,bw9wm8pqfzcchumhiwdt2w15c,1,34,20.1,2022-10-30T17:32:39.124Z,2022-10-31T10:02:21Z,3886045485,178,,3884844523,212,13.4,3884844525,213,2.6,3884844515,56,Back,3884844517,140,23.1,3884844521,141,30.4,,,,,,,91qd93lqgpe700ps0b6a7ntn9,K. Malinov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479691907,21,1,1,1,30,bw9wm8pqfzcchumhiwdt2w15c,1,23.7,23.6,2022-10-30T17:32:42.377Z,2022-10-31T10:02:21Z,3886045569,178,,3884844803,141,43.7,3884844799,56,Back,3884844801,140,9.6,3884844807,213,2.4,3884844805,212,20.1,,,,,,,73z9v9oz73hlmnswrzp860yj9,C. De Norre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479692001,22,1,1,1,33,bw9wm8pqfzcchumhiwdt2w15c,1,11.5,42.1,2022-10-30T17:32:45.173Z,2022-10-31T10:02:20Z,3884845387,141,76.6,3884845385,140,27.3,3884845383,56,Back,3886045673,178,,3884845391,213,1.0,3884845389,212,28.7,,,,,,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479692049,23,1,1,1,40,bw9wm8pqfzcchumhiwdt2w15c,1,33.9,76.8,2022-10-30T17:32:51.916Z,2022-10-31T10:02:18Z,3884845621,56,Back,3884845627,212,24.3,3884845625,141,41.0,3886045829,178,,3884845623,140,33.9,3884845629,213,4.7,,,,,,,91sex5ir1pp4b2beotoua7mqx,D. Ouédraogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479692123,24,1,1,1,46,bw9wm8pqfzcchumhiwdt2w15c,1,38.7,45.4,2022-10-30T17:32:57.673Z,2022-10-31T10:02:17Z,3884846019,140,39.7,3884846023,212,22.3,3886045893,178,,3884846025,213,1.5,3884846017,56,Back,3884846021,141,78.2,,,,,,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479692139,25,1,1,1,51,bw9wm8pqfzcchumhiwdt2w15c,1,46.7,82.5,2022-10-30T17:33:03.056Z,2022-10-31T10:02:16Z,3884846133,141,73.0,3884846135,212,7.9,3884846137,213,5.3,3884846129,56,Center,3884846131,140,51.1,3886045997,178,,,,,,,,91sex5ir1pp4b2beotoua7mqx,D. Ouédraogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479692167,26,1,1,1,53,bw9wm8pqfzcchumhiwdt2w15c,1,52,77.6,2022-10-30T17:33:04.758Z,2022-10-31T10:02:15Z,3884846289,141,72.6,3884846291,212,10.9,3884846293,213,6.0,3884846285,56,Center,3886046069,178,,3884846287,140,61.9,,,,,,,73z9v9oz73hlmnswrzp860yj9,C. De Norre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479692185,27,1,1,1,53,bw9wm8pqfzcchumhiwdt2w15c,1,61.3,73.2,2022-10-30T17:33:05.385Z,2022-10-31T10:02:14Z,3884846405,213,1.2,3886046199,178,,3884846401,141,96.3,3884846397,56,Left,3884846399,140,67.8,3884846403,212,17.1,,,,,,,cinzr4hnryu433l6z40j5x49h,Mario González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479692241,28,1,1,1,56,bw9wm8pqfzcchumhiwdt2w15c,1,68.7,96.7,2022-10-30T17:33:08.512Z,2022-10-31T10:02:13Z,3886046263,178,,3884846751,56,Back,3884846763,212,24.7,3884846753,140,45.3,3884846767,213,3.3,3884846759,141,92.6,,,,,,,9fvwcsajeousbo5o0e84cj2sp,H. Mendyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479692295,29,1,1,2,1,bw9wm8pqfzcchumhiwdt2w15c,1,51.8,83.5,2022-10-30T17:33:13.198Z,2022-10-31T10:02:12Z,3884847085,212,18.5,3886046341,178,,3884847079,56,Left,3884847081,140,67.6,3884847089,213,0.5,3884847083,141,95.4,,,,,,,91sex5ir1pp4b2beotoua7mqx,D. Ouédraogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479692343,30,1,1,2,4,bw9wm8pqfzcchumhiwdt2w15c,1,68.3,96.9,2022-10-30T17:33:15.864Z,2022-10-31T10:02:11Z,3884847291,212,10.6,3884847297,213,4.6,3884847289,141,81.5,3884847285,56,Left,3884847287,140,66.7,3886046421,178,,,,,,,,9fvwcsajeousbo5o0e84cj2sp,H. Mendyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479692385,31,1,1,2,5,bw9wm8pqfzcchumhiwdt2w15c,1,70.6,83.6,2022-10-30T17:33:17.312Z,2022-10-31T10:02:10Z,3884847537,141,94.5,3884847535,140,71.1,3886046493,178,,3884847543,213,1.5,3884847533,56,Left,3884847539,212,7.4,,,,,,,73z9v9oz73hlmnswrzp860yj9,C. De Norre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479692417,32,1,1,2,7,bw9wm8pqfzcchumhiwdt2w15c,1,74.8,97.2,2022-10-30T17:33:19.445Z,2022-10-31T10:02:09Z,3884847715,56,Left,3884847721,212,15.8,3884847717,140,61.0,3884847719,141,87.8,3886046563,178,,3884847723,213,3.6,,,,,,,9fvwcsajeousbo5o0e84cj2sp,H. Mendyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479938377,1145,83,1,2,11,8y3iucyxguipljcmf87a11bk9,1,35.4,17.5,2022-10-30T17:33:23.445Z,2022-10-31T09:34:36Z,3886172945,399,240135,,,,,,,,,,,,,,,,,,,,,,1khy4w78z012p8z20gcp0nrvt,H. Cuypers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479692425,33,1,1,2,11,bw9wm8pqfzcchumhiwdt2w15c,0,64.6,82.5,2022-10-30T17:33:23.462Z,2022-10-31T10:02:08Z,3884847759,141,77.9,3884847763,213,3.7,3885725975,233,12,3884847761,212,5.5,3885314009,236,,3885314011,286,,3886046799,178,,3884847755,56,Center,91sex5ir1pp4b2beotoua7mqx,D. Ouédraogo,,3884847757,140,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479692457,12,74,1,2,12,8y3iucyxguipljcmf87a11bk9,1,34.9,21.8,2022-10-30T17:33:23.546Z,2022-10-31T10:02:07Z,3885725983,233,33,3886046855,178,,3884847961,56,Back,3885314249,285,,,,,,,,,,,,,,1khy4w78z012p8z20gcp0nrvt,H. Cuypers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479692461,34,1,1,2,14,bw9wm8pqfzcchumhiwdt2w15c,0,51.4,72.6,2022-10-30T17:33:25.744Z,2022-10-31T10:02:07Z,3884847983,141,96.4,3884847977,155,,3884847987,213,0.5,3884847981,140,77.5,3886046965,178,,3884847979,56,Left,3884847985,212,31.8,,,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479692495,13,1,1,2,16,8y3iucyxguipljcmf87a11bk9,0,28.2,13.6,2022-10-30T17:33:28.121Z,2022-10-31T10:02:07Z,3884848185,213,0.2,3884848175,3,,3884848179,140,38.9,3886047045,388,,3884848181,141,17.0,3884848177,56,Back,3884848183,212,11.5,,,,ettrapmxg36vw2egivejegzc9,J. Okumu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479692465,35,43,1,2,16,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2022-10-30T17:33:28.220Z,2022-10-30T17:34:01Z,3884848013,347,0,3884850711,144,5,3884848011,56,Left,,,,,,,,,,,,,,,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479692581,36,1,1,2,18,bw9wm8pqfzcchumhiwdt2w15c,1,57,81.3,2022-10-30T17:33:30.223Z,2022-10-31T10:02:06Z,3884848685,213,5.2,3886047335,388,,3884848679,140,65.5,3884848681,141,57.6,3886047337,21,,3884848677,56,Center,3884848683,212,18.4,,,,91sex5ir1pp4b2beotoua7mqx,D. Ouédraogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
