id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2484915077,1,34,16,0,0,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-11-12T18:54:28.253Z,2022-11-14T09:38:12Z,3912125805,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3912125819,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3912125803,30,"1psqmd0h77b385bljq2emftgp, 4kuxth5k98x4cgfrfweu1u51, 3k4ulxeya73ac9foemis7p6mt, 25ey2mcvgwz6ls2612os5hzv9, 92x3r5pxmvkgaxups0gdrvq39, btz2lf5s3h6svre1o5jgmvf85, ezg4lhvy2z4pkyvfrmi17y11x, b6hva6wki38za3hipscirr4h6, evktllmp3l6mfb6o4im0ag0ve, 1df9uegp2hsbc4813no3mdvx1, 9aafa664l1husrkrgqv25l42d, 3eywxsna9qzi1egis1uj4l6mt, zd582wgzhdcz8n6oipywt3vt, calut2wcnvfps97uj7dartf4l, bkdtlerryn5f6iwvk5fcrku7d, mlqit2c8my1ewqy6avrfhf8q, 5egzwt11xlx1vz5dk9yu29q1g, cxuqd5jlug75nm2blahmxek2c",3912125813,194,25ey2mcvgwz6ls2612os5hzv9,3912125809,130,4,3912125811,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3912125815,197,1947,3912125807,59,"1, 5, 21, 16, 23, 27, 66, 6, 10, 22, 11, 7, 8, 15, 17, 18, 28, 39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484917567,1,34,16,0,0,920raeoumft3q2wmvc296uceo,1,0,0,2022-11-12T19:00:47.236Z,2022-11-14T09:38:11Z,3912140445,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3912140453,194,8zz5lnxo7twq8ntb7e0qfvbv9,3912140443,30,"btyk45f7gmz3ck2dafpp22yg9, 39bcswfqnpa07b4afevezejo4, 87d73x3gkomc4soukr5uweqc5, 4pbx40gvdmacim2n0k2qt41cl, ae26s08xs4l50sfm0r6jbsley, eb1rih67f03kwljbge37id1ck, 8zz5lnxo7twq8ntb7e0qfvbv9, 5ecklu1u6t21rhh8fh4zoq2cq, 8o0a3k1bbim9y2kd6ljyoiwpg, 7xw0h0pegzhoix5hb4hipj2l1, 14xb29tv90y8uataijmh03rah, aspoedbe2vkfbqaz67fc2ftg5, 7t9bynn5mbmy3b0v9cduifxex, bz77hr28a1yskifpuvzu8smsq, d7ml58kwwpetvnw46qja9ru5m, c4brcsqfli5mds4vhma627yl1, e2nb1takpw6q7f6txp8xbfkk5, 72xzl0yjdetvqp2n1pmzyqvze",3912140455,197,11586,3912140451,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3912140449,130,17,3912140457,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3912140447,59,"16, 38, 7, 12, 21, 31, 26, 6, 45, 8, 18, 1, 5, 10, 15, 25, 44, 99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484955419,2,32,1,0,0,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-11-12T19:45:09.498Z,2022-11-12T19:45:11Z,3912343959,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484955415,3,32,1,0,0,920raeoumft3q2wmvc296uceo,1,0,0,2022-11-12T19:45:09.498Z,2022-11-13T08:31:53Z,3912343949,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484955441,4,1,1,0,0,920raeoumft3q2wmvc296uceo,1,50.5,50.1,2022-11-12T19:45:09.546Z,2022-11-13T08:54:16Z,3912344095,141,49.0,3912344091,56,Back,3912344101,279,S,3912344093,140,36.4,3912344099,213,3.2,3912344097,212,14.8,3913276221,178,,,,,7xw0h0pegzhoix5hb4hipj2l1,A. Gholizadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484955487,5,1,1,0,2,920raeoumft3q2wmvc296uceo,0,36.4,49,2022-11-12T19:45:12.144Z,2022-11-13T08:54:21Z,3912344389,56,Right,3912344397,213,5.7,3912344399,1,,3912344387,155,,3912344393,141,0.0,3913276277,178,,3912344395,212,62.3,3912344391,140,85.7,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484955515,3,5,1,0,7,b7jmo07lqav0wfe2mtlzyspak,1,14.2,102,2022-11-12T19:45:17.433Z,2022-11-13T08:54:23Z,3912344563,347,,3912344561,56,Back,3912344585,233,6,,,,,,,,,,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484955489,6,5,1,0,7,920raeoumft3q2wmvc296uceo,0,85.8,-2,2022-11-12T19:45:17.433Z,2022-11-13T08:54:23Z,3912344635,233,3,3912344403,347,,3912344401,56,Right,,,,,,,,,,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484955549,4,1,1,0,11,b7jmo07lqav0wfe2mtlzyspak,1,14.2,100,2022-11-12T19:45:20.552Z,2022-11-13T08:54:28Z,3912344751,1,,3912344743,140,37.6,3912344739,107,,3912344741,56,Back,3912344745,141,94.1,3912344747,212,25.2,3912344749,213,6.1,,,,3k4ulxeya73ac9foemis7p6mt,B. Bolingoli-Mbombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484955557,5,1,1,0,12,b7jmo07lqav0wfe2mtlzyspak,0,23.7,93.9,2022-11-12T19:45:21.859Z,2022-11-13T15:14:57Z,3913276529,178,,3912344787,213,6.0,3912344783,141,85.6,3912344779,56,Back,3912344781,140,39.6,3912344785,212,17.6,,,,,,,9aafa664l1husrkrgqv25l42d,N. Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
