id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/18/value,qualifier/19/value
2479543787,103,5,1,9,9,ecj1gmc7pqcjo4sc9hvghj5u3,1,60.9,101.5,2022-10-30T15:09:31.308Z,2022-10-31T05:07:11Z,3884037877,347,,3884037909,233,86,3884037873,56,Left,,,,,,,,,,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479543403,101,43,1,9,10,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-10-30T15:09:31.805Z,2022-10-30T15:09:36Z,3884036615,144,61,3884035831,56,Left,,,,,,,,,,,,,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479543873,104,1,1,9,21,ecj1gmc7pqcjo4sc9hvghj5u3,1,55.6,100,2022-10-30T15:09:43.613Z,2022-10-31T09:24:50Z,3884038339,212,28.6,3884039411,189,,3884038343,1,,3884038333,56,Center,3884038341,213,5.2,3884038337,141,64.6,3884038335,140,69.0,3884038329,107,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479543885,105,50,1,9,23,ecj1gmc7pqcjo4sc9hvghj5u3,1,62.1,70.3,2022-10-30T15:09:45.388Z,2022-10-31T09:24:50Z,3884038391,286,,3884038389,56,Center,3884038537,233,87,,,,,,,,,,,,,,,,a6cke0ad2pvuyahweuch772ay,V. Boniface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479543843,87,7,1,9,23,jb4xejoxjfk5a0a50bo8hvst,1,37.9,29.7,2022-10-30T15:09:45.471Z,2022-10-31T09:24:50Z,3884038501,233,105,3884038177,56,Back,3884038179,285,,3885064353,384,,3886007765,178,,,,,,,,,,,6cztmz0yq3ifdkkz4hpe47krt,S. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479731719,766,49,1,9,24,jb4xejoxjfk5a0a50bo8hvst,1,42.3,20.1,2022-10-30T15:09:46.271Z,2022-10-31T09:24:49Z,,,,,,,,,,,,,,,,,,,,,,,,,4e5jvz1t60a2l67c5a9r2qne,M. Cachbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479543907,88,1,1,9,24,jb4xejoxjfk5a0a50bo8hvst,1,42.3,20.6,2022-10-30T15:09:46.328Z,2022-10-31T09:24:49Z,3884038573,213,1.9,3886007971,178,,3884038565,56,Back,3884038571,212,26.0,3884038569,141,57.2,3884038567,140,35.1,,,,,,,4e5jvz1t60a2l67c5a9r2qne,M. Cachbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479543955,89,1,1,9,26,jb4xejoxjfk5a0a50bo8hvst,1,40.1,47.9,2022-10-30T15:09:48.441Z,2022-10-31T09:24:49Z,3884038793,56,Back,3884038797,141,73.3,3886008031,178,,3884038799,212,17.5,3884038795,140,42.6,3884038801,213,1.4,,,,,,,6cztmz0yq3ifdkkz4hpe47krt,S. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479544033,90,1,1,9,27,jb4xejoxjfk5a0a50bo8hvst,1,44.7,64.1,2022-10-30T15:09:49.116Z,2022-10-31T09:24:48Z,3884039263,213,2.7,3884039261,212,13.5,3884039255,56,Back,3886008093,178,,3884039259,141,72.3,3884039257,140,33.0,,,,,,,ageous8x40a5qja50md060ull,L. Abanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479544099,92,1,1,9,28,jb4xejoxjfk5a0a50bo8hvst,1,35.2,68.1,2022-10-30T15:09:50.618Z,2022-10-31T09:24:48Z,3884039625,212,34.8,3884039643,1,,3884039607,140,64.4,3886008151,178,,3884039601,56,Left,3884039615,141,92.4,3884039635,213,0.5,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479544037,91,43,1,9,31,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-10-30T15:09:53.090Z,2022-10-30T18:29:19Z,3885065655,144,49,,,,,,,,,,,,,,,,,,,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479544267,93,1,1,9,33,jb4xejoxjfk5a0a50bo8hvst,0,71.1,94,2022-10-30T15:09:55.535Z,2022-10-31T09:24:47Z,3885066039,72,,3884040517,140,88.8,3886008211,178,,3884040513,155,,3885066037,224,,3884040525,1,,3884040519,141,54.2,3884040521,212,32.8,ageous8x40a5qja50md060ull,L. Abanda,3884040511,2,,,3884040515,56,3884040523,213,5.3,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479544317,106,12,1,9,35,ecj1gmc7pqcjo4sc9hvghj5u3,1,10.9,49.1,2022-10-30T15:09:56.986Z,2022-10-31T09:24:46Z,3884040819,212,35.2,3884040813,140,11.1,3884040809,56,Back,3884041103,15,,3884040821,213,1.6,3884040895,167,,3886008313,388,,3884040815,141,100.0,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479544351,94,5,1,9,39,jb4xejoxjfk5a0a50bo8hvst,1,89.1,-1.4,2022-10-30T15:10:00.975Z,2022-10-31T05:08:08Z,3884040967,347,,3884040963,56,Right,3884040993,233,107,,,,,,,,,,,,,,,,ageous8x40a5qja50md060ull,L. Abanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479544327,107,5,1,9,39,ecj1gmc7pqcjo4sc9hvghj5u3,0,10.9,101.4,2022-10-30T15:10:00.975Z,2022-10-31T05:08:08Z,3884041039,233,94,3884040827,56,Back,3884040833,347,,,,,,,,,,,,,,,,,7bwjxz6bwt7h070dbv1l8woyy,I. Kandouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479544473,95,1,1,9,42,jb4xejoxjfk5a0a50bo8hvst,1,88.2,0,2022-10-30T15:10:04.019Z,2022-10-31T09:24:46Z,3884041639,140,79.4,3884041633,107,,3884041641,141,6.4,3884041651,213,2.6,3884041645,212,10.9,3884041635,56,Right,,,,,,,4e5jvz1t60a2l67c5a9r2qne,M. Cachbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479544495,96,3,1,9,47,jb4xejoxjfk5a0a50bo8hvst,0,83.8,29.9,2022-10-30T15:10:08.711Z,2022-10-31T09:24:44Z,3884041803,56,Center,3884041805,286,,3885066461,465,,3884041849,211,,3886008511,178,,,,,,,,,,,9bnvh1i6mu45yvkz257c0x1at,M. Sambu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479544567,108,12,1,9,48,ecj1gmc7pqcjo4sc9hvghj5u3,1,9.2,65.8,2022-10-30T15:10:09.989Z,2022-10-31T09:24:44Z,3884042171,140,0.0,3884042335,167,,3884042177,212,16.4,3884042173,141,83.2,3884042181,213,2.3,3886008575,178,,3884042169,56,Back,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479544637,97,6,1,9,51,jb4xejoxjfk5a0a50bo8hvst,1,95.9,25.8,2022-10-30T15:10:12.760Z,2022-10-31T05:08:25Z,3884042611,233,109,3884042585,75,,3884042583,56,Center,,,,,,,,,,,,,,,,9bnvh1i6mu45yvkz257c0x1at,M. Sambu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479544579,109,6,1,9,51,ecj1gmc7pqcjo4sc9hvghj5u3,0,4.1,74.2,2022-10-30T15:10:12.760Z,2022-10-31T05:08:25Z,3884042671,233,97,3884042233,73,,3884042231,56,Back,,,,,,,,,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479545287,98,1,1,10,17,jb4xejoxjfk5a0a50bo8hvst,0,99.5,0.5,2022-10-30T15:10:38.929Z,2022-10-31T05:08:38Z,3884046175,2,,3884046189,212,34.7,3884046193,1,,3884046183,56,Center,3884046187,141,51.0,3885070553,72,,3884046185,140,94.6,3884046177,6,,4e5jvz1t60a2l67c5a9r2qne,M. Cachbach,3884046191,213,1.7,,3884046181,223,3886008781,178,,3884046179,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479545345,110,12,1,10,18,ecj1gmc7pqcjo4sc9hvghj5u3,1,1.6,49.3,2022-10-30T15:10:40.428Z,2022-10-31T09:24:44Z,3884046505,56,Back,3884046567,15,,3886008853,388,,3884046507,140,21.1,3884046511,212,23.0,3884046513,213,0.5,3884046509,141,64.8,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479545549,111,12,1,10,23,ecj1gmc7pqcjo4sc9hvghj5u3,1,19,53.5,2022-10-30T15:10:44.850Z,2022-10-31T09:24:43Z,3886008953,388,,3884047639,141,57.6,3884047643,213,0.2,3884047637,140,33.7,3884047641,212,15.7,3884047635,56,Back,,,,,,,7bwjxz6bwt7h070dbv1l8woyy,I. Kandouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479545723,99,1,1,10,25,jb4xejoxjfk5a0a50bo8hvst,1,69,50.9,2022-10-30T15:10:47.231Z,2022-10-31T09:24:43Z,3884048565,213,3.1,3884048559,140,33.2,3884048557,56,Back,3884048563,212,37.6,3884048567,1,,3886009013,388,,3884048555,3,,3884048561,141,50.6,7sxsul4lzfxl1nzca1nq715re,S. Lahssaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479545751,100,27,1,10,30,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-10-30T15:10:52.066Z,2022-10-31T05:09:05Z,3884048721,41,Injury,3884048769,233,112,3884048723,53,7sxsul4lzfxl1nzca1nq715re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479545557,112,27,1,10,30,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-10-30T15:10:52.066Z,2022-10-31T05:09:06Z,3884048787,233,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479548809,101,28,1,12,44,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-10-30T15:13:06.210Z,2022-10-31T05:09:11Z,3884065127,55,100,3884065385,233,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479548837,113,28,1,12,44,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-10-30T15:13:06.210Z,2022-10-31T05:09:11Z,3884065309,55,112,3884065419,233,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479549241,114,68,1,13,2,ecj1gmc7pqcjo4sc9hvghj5u3,0,0,0,2022-10-30T15:13:24.142Z,2022-10-31T05:09:14Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479549263,102,68,1,13,2,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-10-30T15:13:24.328Z,2022-10-31T05:09:17Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479549401,103,1,1,13,4,jb4xejoxjfk5a0a50bo8hvst,1,49.5,56.5,2022-10-30T15:13:25.840Z,2022-10-31T09:24:43Z,3884068497,56,Back,3884068523,212,22.1,3884068521,141,75.3,3884068499,140,32.3,3884068525,213,2.5,3886009355,178,,,,,,,,4e5jvz1t60a2l67c5a9r2qne,M. Cachbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479549463,104,1,1,13,6,jb4xejoxjfk5a0a50bo8hvst,1,31.6,73.1,2022-10-30T15:13:28.416Z,2022-10-31T09:24:42Z,3884068769,141,92.6,3884068767,140,37.2,3884068773,213,1.2,3886009431,178,,3884068765,56,Back,3884068771,212,14.5,,,,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479549535,105,1,1,13,8,jb4xejoxjfk5a0a50bo8hvst,1,37.6,88.5,2022-10-30T15:13:30.263Z,2022-10-31T09:24:41Z,3884069175,212,7.6,3886009489,178,,3884069169,140,31.0,3884069165,56,Back,3884069173,141,83.9,3884069177,213,3.6,,,,,,,6cztmz0yq3ifdkkz4hpe47krt,S. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479549581,106,1,1,13,12,jb4xejoxjfk5a0a50bo8hvst,1,26.3,75.5,2022-10-30T15:13:34.304Z,2022-10-31T09:24:40Z,3884069425,140,37.5,3884069431,213,0.9,3884069423,56,Back,3886009541,178,,3884069427,141,95.6,3884069429,212,18.0,,,,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479549703,107,1,1,13,14,jb4xejoxjfk5a0a50bo8hvst,1,34.8,91.6,2022-10-30T15:13:36.624Z,2022-10-31T09:24:39Z,3884070107,212,10.7,3884070103,140,24.7,3884070109,213,3.2,3884070101,56,Back,3886009581,178,,3884070105,141,90.0,,,,,,,6cztmz0yq3ifdkkz4hpe47krt,S. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479909623,1166,43,1,13,17,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-10-30T15:13:39.132Z,2022-10-31T06:33:28Z,3886038113,399,531001,3886097915,144,83,,,,,,,,,,,,,,,,,,,7vv4ef3y8swdekozwaent3ai1,D. Vanzeir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479549715,108,4,1,13,17,jb4xejoxjfk5a0a50bo8hvst,1,25.3,92.7,2022-10-30T15:13:39.321Z,2022-10-31T09:24:38Z,3884070359,233,115,3884070163,13,,3884070167,152,,3884070169,265,,3884070165,56,Back,3884070171,285,,,,,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479549745,115,4,1,13,17,ecj1gmc7pqcjo4sc9hvghj5u3,0,74.7,7.3,2022-10-30T15:13:39.322Z,2022-10-31T09:24:38Z,3884070299,13,,3884070305,265,,3886009637,178,,3884070307,286,,3884070381,233,108,3884070303,152,,3884070301,56,Right,,,,7vv4ef3y8swdekozwaent3ai1,D. Vanzeir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479549897,109,2,1,13,24,jb4xejoxjfk5a0a50bo8hvst,1,27.3,90.5,2022-10-30T15:13:45.801Z,2022-10-31T09:24:38Z,3884071149,56,Left,3884071147,152,,3884071173,140,79.4,3884071143,5,,3884071181,1,,3884082937,7,8058605f3gip7nglewe7svqzu,3886009697,178,,3884071175,141,82.6,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479549975,117,55,1,13,24,ecj1gmc7pqcjo4sc9hvghj5u3,1,41.2,29.3,2022-10-30T15:13:45.802Z,2022-10-31T09:24:37Z,,,,,,,,,,,,,,,,,,,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479549921,116,43,1,13,27,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-10-30T15:13:49.421Z,2022-10-30T15:13:53Z,3884071221,141,12.0,3884071223,212,8.3,3884071217,56,Back,3884071213,3,0,3884071899,144,1,3884071219,140,30.9,3884071225,213,6.0,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479549939,110,43,1,13,29,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-10-30T15:13:50.803Z,2022-10-30T15:14:49Z,3884079951,144,61,3884071355,56,Left,,,,,,,,,,,,,,,,,,,7ruin2kz9zjzba57tdbec7n4l,Vagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479550085,118,1,1,13,31,ecj1gmc7pqcjo4sc9hvghj5u3,1,25.9,15.1,2022-10-30T15:13:52.803Z,2022-10-31T09:24:37Z,3884072213,212,21.7,3884072201,241,,3884072217,213,0.7,3884072209,141,34.8,3884072203,56,Back,3884072199,5,,3886009789,178,,3884072205,140,42.2,7bwjxz6bwt7h070dbv1l8woyy,I. Kandouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479550103,119,1,1,13,33,ecj1gmc7pqcjo4sc9hvghj5u3,0,35.5,27.5,2022-10-30T15:13:55.411Z,2022-10-31T09:24:36Z,3886009837,178,,3884072309,212,16.5,3884072303,56,Back,3884072311,213,0.7,3884072307,141,43.9,3884072305,140,47.1,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479550151,111,49,1,13,34,jb4xejoxjfk5a0a50bo8hvst,1,52.1,60.4,2022-10-30T15:13:56.208Z,2022-10-31T09:24:36Z,,,,,,,,,,,,,,,,,,,,,,,,,4e5jvz1t60a2l67c5a9r2qne,M. Cachbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479550271,112,1,1,13,35,jb4xejoxjfk5a0a50bo8hvst,1,54.3,59.4,2022-10-30T15:13:57.226Z,2022-10-31T09:24:35Z,3884073185,213,5.9,3886009965,178,,3884073175,140,72.9,3884073179,141,49.3,3884073171,56,Center,3884073181,212,20.7,,,,,,,4e5jvz1t60a2l67c5a9r2qne,M. Cachbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479550317,113,1,1,13,42,jb4xejoxjfk5a0a50bo8hvst,0,84.9,27.2,2022-10-30T15:14:03.728Z,2022-10-31T09:24:34Z,3886010049,178,,3884073423,140,86.7,3884073427,212,12.3,3884073429,213,1.4,3884073421,56,Center,3884073425,141,45.1,,,,,,,8058605f3gip7nglewe7svqzu,M. Mouandilmadji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479550327,120,8,1,13,42,ecj1gmc7pqcjo4sc9hvghj5u3,1,15.1,57.8,2022-10-30T15:14:04.323Z,2022-10-31T09:24:33Z,3884073449,56,Back,3885077833,385,,3886010109,178,,,,,,,,,,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479550405,121,12,1,13,43,ecj1gmc7pqcjo4sc9hvghj5u3,1,13,51,2022-10-30T15:14:04.867Z,2022-10-31T09:24:33Z,3884073877,56,Back,3884073887,212,11.7,3884073897,213,2.3,3884073879,140,5.4,3884073883,141,63.6,3886010209,178,,,,,,,,7bwjxz6bwt7h070dbv1l8woyy,I. Kandouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479550993,122,12,1,13,45,ecj1gmc7pqcjo4sc9hvghj5u3,1,4.2,60.1,2022-10-30T15:14:07.214Z,2022-10-31T09:24:33Z,3886010449,178,,3884076993,212,41.7,3884076987,56,Back,3884076989,140,37.2,3884076991,141,94.1,3884076995,213,0.6,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479550593,114,1,1,13,49,jb4xejoxjfk5a0a50bo8hvst,1,54.2,5.2,2022-10-30T15:14:10.856Z,2022-10-31T09:24:32Z,3884074755,56,Back,3884074761,141,18.5,3884074767,213,2.7,3884074757,140,34.1,3884074765,212,23.0,3886010543,178,,,,,,,,5oa6glaxweluggb6odyxb4uz9,D. Opare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479550663,115,1,1,13,53,jb4xejoxjfk5a0a50bo8hvst,1,37.9,15.1,2022-10-30T15:14:15.223Z,2022-10-31T09:24:31Z,3884075099,141,38.6,3884075097,140,43.1,3886010971,178,,3884075103,213,1.2,3884075095,56,Back,3884075101,212,16.9,,,,,,,a52575bcqr3acuweauiyzsb56,M. Mbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479550809,116,1,1,13,55,jb4xejoxjfk5a0a50bo8hvst,1,44.5,34.9,2022-10-30T15:14:17.038Z,2022-10-31T09:24:30Z,3884075903,141,69.4,3884075907,213,2.1,3884075899,56,Back,3884075901,140,30.9,3884075905,212,27.5,3886011113,178,,,,,,,,6cztmz0yq3ifdkkz4hpe47krt,S. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479550895,117,1,1,14,1,jb4xejoxjfk5a0a50bo8hvst,1,44,63.5,2022-10-30T15:14:23.487Z,2022-10-31T09:24:29Z,3884076371,56,Back,3884076379,213,3.5,3884076373,140,31.5,3884076377,212,14.1,3886011153,178,,3884076375,141,56.1,,,,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479551003,118,1,1,14,5,jb4xejoxjfk5a0a50bo8hvst,1,32.8,56.6,2022-10-30T15:14:26.752Z,2022-10-31T09:24:28Z,3884077059,212,27.8,3884077053,56,Back,3884077057,141,49.9,3884077063,213,3.3,3884077055,140,6.7,3886011261,178,,,,,,,,a52575bcqr3acuweauiyzsb56,M. Mbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479551103,119,1,1,14,8,jb4xejoxjfk5a0a50bo8hvst,0,4.7,49.2,2022-10-30T15:14:30.088Z,2022-10-31T09:24:27Z,3884077551,141,55.8,3884077549,140,52.0,3884077547,56,Center,3884077553,212,49.9,3884077557,213,0.1,3884077563,1,,3886011315,178,,3884077545,157,,9ch1zw030nu94b2v7t9pzyqne,T. Galjé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479551197,120,4,1,14,11,jb4xejoxjfk5a0a50bo8hvst,1,49.8,52.7,2022-10-30T15:14:33.477Z,2022-10-31T09:24:27Z,3884077991,294,,3884077989,13,,3884077997,286,,3884077993,56,Back,3884078043,233,123,3884077995,152,,,,,,,,8058605f3gip7nglewe7svqzu,M. Mouandilmadji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479551189,123,4,1,14,11,ecj1gmc7pqcjo4sc9hvghj5u3,0,50.2,47.3,2022-10-30T15:14:33.478Z,2022-10-31T09:24:26Z,3884077957,285,,3884077953,56,Center,3886011417,388,,3884077951,294,,3884077949,13,,3884077955,152,,3884078073,233,120,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479551821,121,1,1,14,30,jb4xejoxjfk5a0a50bo8hvst,1,50.1,57.1,2022-10-30T15:14:52.610Z,2022-10-31T09:24:26Z,3884081195,212,18.6,3886011473,178,,3884081193,141,31.7,3884081183,152,,3884081179,5,,3884081187,56,Center,3884081197,213,5.1,3884081191,140,56.7,7sxsul4lzfxl1nzca1nq715re,S. Lahssaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479551867,122,1,1,14,32,jb4xejoxjfk5a0a50bo8hvst,1,51.6,37,2022-10-30T15:14:54.437Z,2022-10-31T09:24:25Z,3886011525,178,,3884081445,213,4.9,3884081433,56,Right,3884081441,141,13.4,3884081437,140,55.2,3884081443,212,16.5,,,,,,,6cztmz0yq3ifdkkz4hpe47krt,S. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479551907,123,1,1,14,35,jb4xejoxjfk5a0a50bo8hvst,1,53.2,8.5,2022-10-30T15:14:57.537Z,2022-10-31T09:24:25Z,3884081635,141,4.7,3886011563,178,,3884081633,140,58.6,3884081637,212,6.2,3884081639,213,5.9,3884081631,56,Right,,,,,,,5oa6glaxweluggb6odyxb4uz9,D. Opare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479551939,124,1,1,14,37,jb4xejoxjfk5a0a50bo8hvst,0,55.5,0.1,2022-10-30T15:14:58.762Z,2022-10-31T09:24:24Z,3884081821,56,Right,3884081835,213,0.6,3884081823,140,65.9,3886011601,178,,3884081831,212,13.4,3884081825,141,11.5,,,,,,,9bnvh1i6mu45yvkz257c0x1at,M. Sambu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479551959,124,61,1,14,37,ecj1gmc7pqcjo4sc9hvghj5u3,1,43.7,98.8,2022-10-30T15:14:58.852Z,2022-10-31T09:24:24Z,3884081929,56,Back,3886011637,178,,,,,,,,,,,,,,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479552151,125,1,1,14,37,jb4xejoxjfk5a0a50bo8hvst,0,59.5,9.1,2022-10-30T15:14:59.506Z,2022-10-31T09:24:23Z,3884082905,141,0.0,3884082897,56,Right,3884082913,213,5.8,3886011787,178,,3884082901,140,70.4,3884082909,212,13.0,,,,,,,6cztmz0yq3ifdkkz4hpe47krt,S. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479551971,125,5,1,14,38,ecj1gmc7pqcjo4sc9hvghj5u3,1,34.8,101.4,2022-10-30T15:15:00.314Z,2022-10-31T05:12:14Z,3884087569,233,126,3884081997,56,Back,3884081999,347,,,,,,,,,,,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
