id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2462198125,1,34,16,0,0,1uk609mhtsfhokhaewjapb26,1,0,0,2022-09-18T18:16:55.208Z,2022-09-18T19:14:51Z,3791904377,130,12,3791904369,30,"2unnytu55d7lvws7h3r86yhud, 5lbzx05vthw9nbhpmzw5e1562, 6vh5n14h1knmx7yut84q2f2l1, ezb815xw3yx3r3ey51zovop91, 54y1k9ysgdtdvv9ss72ruxiad, 6fdwd71dx2qu7uzzs3ozm9x7u, esrwjtmubaz21j01ndpollrrp, 4o8lvm1ffxrywogokfztc6sb9, 93weoj4q60xtxdntko7hobg4q, 8yy638bmdymhzkbrvho3qezft, 280b4j6oidfonglcbr2vlj59m, 6yegi163rq5fsloppfubi3sh5, 6eg8vaxpqsd6cyh736h7bq4x6, 8b95khn8h8qz3y4u4coajs5at, bd4cjnn4k45ry7ci5tsaawf10, 9n5wjnjloy0c2euwhsu9u1y39, 5zdapzrncz7vch3yrgftfp5g, 6t7ezta9mftdtk20pgxa30r85",3791904383,194,6vh5n14h1knmx7yut84q2f2l1,3791904371,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3791904375,59,"31, 6, 30, 66, 24, 4, 26, 33, 9, 22, 32, 1, 7, 10, 12, 20, 25, 77",3791914749,197,13968,3791904379,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3791904387,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462198995,1,34,16,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-09-18T18:18:10.492Z,2022-09-18T19:36:23Z,3791908817,194,3z37ancgteqhbhpygl0brzzdh,3791908811,59,"30, 62, 14, 18, 56, 4, 61, 10, 11, 99, 7, 3, 16, 29, 54, 55, 59, 70",3791908815,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3791908807,30,"3z37ancgteqhbhpygl0brzzdh, b3vvxolwxcukqk76hb4scvh79, 78fx1xqqtcqm2g4h1dj8beml1, 8f77xyqg4womglj1o8udq77qh, 88nmn961vtb3bnt9v9rye1h0q, av0ok8e56osu0z8sxtlvvw9ud, 7je01bs3a4q6c2gd02ee6da3u, bu7cw3305zs2u7uj2ed5t867e, 5yw1c3i4j9zyt52vomrfbxyol, 7snt4uu7f2d0g7utjm2xfis8a, 5don85s7097g5df42m429b8ix, 1qqhtdvpixhe5zt9mq9omsoh5, 3wwi5vf2l1qbz7e5zdjoy8yga, 8lj9hc8u1351oczzu81mryluc, 8q8qxzmb9j1vntg5llyqa35uy, cu3a4pb4a9g6d0qir3oakd46i, e2w5cj66plnx3kuhnehgswsus, c4n7kjp8c47trslpssnyqjo16",3791908813,130,2,3791908809,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3791908821,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3791908819,197,3044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462223195,2,32,1,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-09-18T19:01:01.685Z,2022-09-19T06:40:12Z,3792046783,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462223187,2,32,1,0,0,1uk609mhtsfhokhaewjapb26,1,0,0,2022-09-18T19:01:01.685Z,2022-09-18T19:01:01Z,3792046737,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462223241,3,1,1,0,0,1uk609mhtsfhokhaewjapb26,1,50.1,50,2022-09-18T19:01:01.695Z,2022-09-19T06:50:15Z,3792046989,213,3.2,3792046977,56,Back,3792046987,212,14.9,3792046991,279,S,3793311929,178,,3792046985,141,49.0,3792046981,140,35.9,,,,8yy638bmdymhzkbrvho3qezft,D. Lamkel Zé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462223245,4,1,1,0,1,1uk609mhtsfhokhaewjapb26,1,41.6,50.4,2022-09-18T19:01:03.416Z,2022-09-19T12:36:41Z,3792047015,212,6.5,3792047011,140,47.7,3792047017,213,6.1,3792047013,141,48.9,3792047009,56,Back,3793311989,178,,,,,,,,280b4j6oidfonglcbr2vlj59m,S. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462223267,5,1,1,0,2,1uk609mhtsfhokhaewjapb26,1,49.6,50.9,2022-09-18T19:01:04.284Z,2022-09-19T12:36:41Z,3792047101,212,9.0,3792047099,141,43.6,3793312015,178,,3792047103,213,3.7,3792047095,140,42.4,3792047091,56,Back,,,,,,,8yy638bmdymhzkbrvho3qezft,D. Lamkel Zé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462223369,6,1,1,0,3,1uk609mhtsfhokhaewjapb26,1,46.7,49.8,2022-09-18T19:01:04.929Z,2022-09-19T12:36:41Z,3792047527,141,53.3,3792065615,210,15,3793312061,178,,3792047533,1,,3792047529,212,35.3,3792047531,213,0.1,3792047521,155,,3792047525,140,80.2,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,1,3792065617,154,3792047523,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462223373,7,15,1,0,10,1uk609mhtsfhokhaewjapb26,1,83.8,59.4,2022-09-18T19:01:11.704Z,2022-09-19T12:36:39Z,3792065647,102,51.4,3792065639,29,,3792065649,103,19,3792065655,230,95.9,3793312109,178,,3792047551,22,,3792058733,82,,3792065635,17,,93weoj4q60xtxdntko7hobg4q,B. Messaoudi,,3792065657,231,3792065653,147,55.6,52.4,3793072835,78,3792058747,233,3,3792065651,146,86.8,3792058729,20,3792065641,154,3792047555,56,Center,3792065643,55,6,,,,,,,,,,,,,,,,
2462223387,3,10,1,0,10,6vyr13j6kbwdtxjwm1m4m8nu2,1,15.6,43.3,2022-09-18T19:01:11.767Z,2022-09-19T12:36:38Z,3792047623,56,Back,3793312145,178,,3792058765,233,7,3792047621,94,,,,,,,,,,,,,,av0ok8e56osu0z8sxtlvvw9ud,W. Hoedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462223431,4,3,1,0,12,6vyr13j6kbwdtxjwm1m4m8nu2,0,38.8,57.4,2022-09-18T19:01:14.631Z,2022-09-19T12:36:37Z,3792047887,286,,3793129693,233,8,3792047823,56,Back,3793073189,464,,3793312193,178,,,,,,,,,,,5yw1c3i4j9zyt52vomrfbxyol,L. Refaelov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
