id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2440381269,6,1,1,0,12,b7jmo07lqav0wfe2mtlzyspak,1,74.6,97.6,2022-07-30T16:16:16.924Z,2022-07-31T07:42:58Z,3675976743,1,,3675824915,140,40.5,3677240771,178,,3675824923,213,3.2,3675824917,141,93.1,3675824921,212,35.9,3675824913,56,Back,,,,9aafa664l1husrkrgqv25l42d,N. Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381305,7,1,1,0,15,b7jmo07lqav0wfe2mtlzyspak,1,48.6,91.3,2022-07-30T16:16:20.154Z,2022-07-31T07:42:57Z,3675825129,213,5.6,3675825123,140,59.6,3677241211,178,,3675825121,56,Center,3675825127,212,15.2,3675825125,141,76.7,,,,,,,3k4ulxeya73ac9foemis7p6mt,B. Bolingoli-Mbombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381289,4,43,1,0,15,2b57rbw94i9ohnbch52owvqtq,1,0,0,2022-07-30T16:16:20.279Z,2022-07-30T17:04:52Z,3675976309,144,61,3675825033,56,Back,,,,,,,,,,,,,,,,,,,5ghjnuqhf7kvbwqlo8jqv0bqi,R. D'Haese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381325,8,1,1,0,17,b7jmo07lqav0wfe2mtlzyspak,1,55.4,76.8,2022-07-30T16:16:21.597Z,2022-07-31T07:42:56Z,3677241567,178,,3675825235,56,Back,3675825241,212,17.1,3675825237,140,44.3,3675825243,213,2.3,3675825239,141,95.3,,,,,,,bkdtlerryn5f6iwvk5fcrku7d,S. Oum Gouet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381369,9,1,1,0,18,b7jmo07lqav0wfe2mtlzyspak,1,42,91.2,2022-07-30T16:16:23.202Z,2022-07-31T07:42:56Z,3675825465,140,35.9,3675825469,212,7.2,3677241807,178,,3675825471,213,3.6,3675825463,56,Back,3675825467,141,86.3,,,,,,,3k4ulxeya73ac9foemis7p6mt,B. Bolingoli-Mbombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381415,10,1,1,0,21,b7jmo07lqav0wfe2mtlzyspak,1,26.4,82.4,2022-07-30T16:16:25.901Z,2022-07-31T07:42:55Z,3677242015,178,,3675825685,140,12.5,3675825683,56,Back,3675825689,212,19.7,3675825687,141,62.9,3675825691,213,3.9,,,,,,,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381443,11,1,1,0,24,b7jmo07lqav0wfe2mtlzyspak,1,15,54,2022-07-30T16:16:29.277Z,2022-07-31T07:42:54Z,3675825835,140,25.3,3677242735,178,,3675825841,213,5.1,3675825837,141,20.0,3675825833,56,Back,3675825839,212,25.5,,,,,,,1psqmd0h77b385bljq2emftgp,G. Coucke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381493,12,1,1,0,27,b7jmo07lqav0wfe2mtlzyspak,1,20.6,21.1,2022-07-30T16:16:31.484Z,2022-07-31T07:42:54Z,3675826109,56,Back,3677243105,178,,3675826117,141,5.9,3675826113,140,27.6,3675826121,213,5.3,3675826119,212,12.7,,,,,,,92x3r5pxmvkgaxups0gdrvq39,T. Peyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381503,13,1,1,0,28,b7jmo07lqav0wfe2mtlzyspak,0,25.6,1.2,2022-07-30T16:16:32.855Z,2022-07-31T07:42:54Z,3675826179,56,Right,3675826177,155,,3677243497,178,,3675826185,212,40.3,3675826189,1,,3675826183,141,0.0,3675826181,140,64.0,3675826187,213,6.3,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381561,5,5,1,0,30,2b57rbw94i9ohnbch52owvqtq,1,39.4,101.2,2022-07-30T16:16:35.193Z,2022-07-31T00:37:10Z,3675826477,56,Back,3675826479,347,,3675826503,233,14,,,,,,,,,,,,,,,,5ghjnuqhf7kvbwqlo8jqv0bqi,R. D'Haese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381511,14,5,1,0,30,b7jmo07lqav0wfe2mtlzyspak,0,60.6,-1.2,2022-07-30T16:16:35.193Z,2022-07-31T00:37:10Z,3675826229,347,,3675826227,56,Right,3675826517,233,5,,,,,,,,,,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381659,6,1,1,0,44,2b57rbw94i9ohnbch52owvqtq,1,42.7,100,2022-07-30T16:16:49.134Z,2022-07-31T07:42:53Z,3675827011,107,,3675827017,141,91.4,3675827019,212,19.5,3675827013,56,Left,3675827021,213,5.9,3675827015,140,60.1,,,,,,,78n7z9tmen93v4l0nj1vnlujt,A. Albanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440689681,812,67,1,0,46,2b57rbw94i9ohnbch52owvqtq,1,56.5,87.9,2022-07-30T16:16:50.445Z,2022-07-31T07:42:53Z,3677521737,233,1156,,,,,,,,,,,,,,,,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440689679,1156,67,1,0,46,b7jmo07lqav0wfe2mtlzyspak,0,43.5,12.1,2022-07-30T16:16:50.446Z,2022-07-31T07:42:52Z,3677521753,233,812,,,,,,,,,,,,,,,,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381663,7,61,1,0,46,2b57rbw94i9ohnbch52owvqtq,0,56.2,89.8,2022-07-30T16:16:50.488Z,2022-07-31T07:42:52Z,3677244689,178,,3675827041,56,Left,,,,,,,,,,,,,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381677,8,5,1,0,47,2b57rbw94i9ohnbch52owvqtq,0,56.2,102,2022-07-30T16:16:51.549Z,2022-07-31T00:37:33Z,3675827107,56,Left,3675827135,233,15,3675827109,347,,,,,,,,,,,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381683,15,5,1,0,47,b7jmo07lqav0wfe2mtlzyspak,1,43.8,-2,2022-07-30T16:16:51.549Z,2022-07-31T00:37:33Z,3675827125,56,Back,3675827127,347,,3675827131,233,8,,,,,,,,,,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381699,16,1,1,0,50,b7jmo07lqav0wfe2mtlzyspak,1,51.4,0,2022-07-30T16:16:55.103Z,2022-07-31T07:42:52Z,3675827185,56,Right,3675827183,107,,3675827193,213,1.2,3675827189,141,14.4,3675827187,140,55.1,3675827191,212,11.8,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381707,17,1,1,0,51,b7jmo07lqav0wfe2mtlzyspak,1,52.6,9.1,2022-07-30T16:16:55.935Z,2022-07-31T07:42:51Z,3675827223,56,Right,3675827231,213,5.5,3675827229,212,5.6,3675827227,141,3.2,3677245669,178,,3675827225,140,56.3,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381709,18,1,1,0,53,b7jmo07lqav0wfe2mtlzyspak,1,56.9,1,2022-07-30T16:16:57.469Z,2022-07-31T07:42:50Z,3675827247,212,12.2,3677245895,178,,3675827237,56,Right,3675827251,213,0.8,3675827243,141,14.0,3675827239,140,64.9,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381713,19,50,1,0,54,b7jmo07lqav0wfe2mtlzyspak,1,65.6,8.7,2022-07-30T16:16:58.368Z,2022-07-31T07:42:50Z,3675827353,233,9,3675827263,286,,3675827261,56,Right,,,,,,,,,,,,,,,,3nr55odndzunwlb658bsnlwx5,J. Ngoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381723,9,7,1,0,54,2b57rbw94i9ohnbch52owvqtq,1,34.4,91.3,2022-07-30T16:16:58.582Z,2022-07-31T07:42:50Z,3676651377,384,,3675827307,285,,3675827305,56,Back,3677248207,178,,3675827337,233,19,,,,,,,,,,243h2yiww7rrz20i0le43jtux,Z. Medley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381725,10,49,1,0,55,2b57rbw94i9ohnbch52owvqtq,1,37.7,93.5,2022-07-30T16:16:59.435Z,2022-07-31T07:42:49Z,,,,,,,,,,,,,,,,,,,,,,,,,92resfejh2m1oygglkjdk0u7d,Kenny Rocha Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381737,11,61,1,0,55,2b57rbw94i9ohnbch52owvqtq,0,37.7,93.3,2022-07-30T16:16:59.491Z,2022-07-31T07:42:49Z,3677251143,178,,3675827373,56,Back,,,,,,,,,,,,,,,,,,,92resfejh2m1oygglkjdk0u7d,Kenny Rocha Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440691539,1178,67,1,0,56,b7jmo07lqav0wfe2mtlzyspak,1,57.6,6.1,2022-07-30T16:17:00.868Z,2022-07-31T07:42:49Z,3677531935,233,819,,,,,,,,,,,,,,,,,,,,,,3nr55odndzunwlb658bsnlwx5,J. Ngoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440691537,819,67,1,0,56,2b57rbw94i9ohnbch52owvqtq,0,42.4,93.9,2022-07-30T16:17:00.869Z,2022-07-31T07:42:48Z,3677531947,233,1178,,,,,,,,,,,,,,,,,,,,,,92resfejh2m1oygglkjdk0u7d,Kenny Rocha Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381749,20,43,1,0,56,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-07-30T16:17:01.110Z,2022-07-30T17:06:09Z,3675827431,56,Right,3675982505,144,61,,,,,,,,,,,,,,,,,,,3nr55odndzunwlb658bsnlwx5,J. Ngoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381751,21,50,1,0,57,b7jmo07lqav0wfe2mtlzyspak,1,53.3,7.9,2022-07-30T16:17:01.628Z,2022-07-31T07:42:47Z,3675827437,286,,3675827699,233,12,3675827435,56,Right,,,,,,,,,,,,,,,,3nr55odndzunwlb658bsnlwx5,J. Ngoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381793,12,7,1,0,57,2b57rbw94i9ohnbch52owvqtq,1,46.7,92.1,2022-07-30T16:17:02.157Z,2022-07-31T07:42:47Z,3675827659,56,Back,3677255127,178,,3675827679,233,21,3675827661,285,,3676651889,383,,,,,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381817,13,1,1,0,58,2b57rbw94i9ohnbch52owvqtq,1,50.5,89.4,2022-07-30T16:17:03.284Z,2022-07-31T07:42:47Z,3675827775,140,66.3,3675827781,213,5.9,3677255871,178,,3675827777,141,79.0,3675827779,212,18.0,3675827773,56,Left,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381843,14,1,1,0,59,2b57rbw94i9ohnbch52owvqtq,1,54.6,76.9,2022-07-30T16:17:04.069Z,2022-07-31T07:42:46Z,3675827909,140,67.6,3675827915,213,0.8,3677256207,178,,3675827907,56,Left,3675827911,141,95.9,3675827913,212,18.8,,,,,,,9m3bkbdedtddfeix57rj2f7c9,D. Atanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381851,15,1,1,1,2,2b57rbw94i9ohnbch52owvqtq,0,62,99.1,2022-07-30T16:17:06.711Z,2022-07-31T07:42:46Z,3677256585,178,,3675827949,212,2.3,3675827943,56,Left,3675827951,213,2.1,3675827947,141,100.0,3675827945,140,60.8,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381855,16,5,1,1,3,2b57rbw94i9ohnbch52owvqtq,0,58.8,102,2022-07-30T16:17:07.329Z,2022-07-31T00:40:39Z,3675828175,233,22,3675827967,347,,3675827965,56,Left,,,,,,,,,,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381887,22,5,1,1,3,b7jmo07lqav0wfe2mtlzyspak,1,41.2,-2,2022-07-30T16:17:07.329Z,2022-07-31T00:40:39Z,3675828153,347,,3675828169,233,16,3675828151,56,Back,,,,,,,,,,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381895,23,1,1,1,6,b7jmo07lqav0wfe2mtlzyspak,1,46.6,0,2022-07-30T16:17:10.866Z,2022-07-31T07:42:45Z,3675828197,140,42.5,3675828203,213,2.0,3675828193,107,,3675828201,212,11.6,3675828199,141,13.8,3675828195,56,Back,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381905,24,1,1,1,7,b7jmo07lqav0wfe2mtlzyspak,1,46.6,10.8,2022-07-30T16:17:11.732Z,2022-07-31T07:42:45Z,3675828267,213,3.2,3675828261,140,37.2,3675828263,141,9.5,3675828265,212,9.9,3675828259,56,Back,3677258419,178,,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381933,25,1,1,1,9,b7jmo07lqav0wfe2mtlzyspak,1,39.7,7.8,2022-07-30T16:17:13.365Z,2022-07-31T07:42:45Z,3675828421,212,14.2,3675828419,141,12.8,3675828417,140,26.6,3675828423,213,2.9,3675828415,56,Back,3677258697,178,,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381979,26,1,1,1,10,b7jmo07lqav0wfe2mtlzyspak,1,25.9,9.7,2022-07-30T16:17:14.907Z,2022-07-31T07:42:44Z,3675828631,56,Back,3675828637,212,26.5,3675828639,213,2.0,3675828633,140,14.3,3677259277,178,,3675828635,141,44.3,,,,,,,92x3r5pxmvkgaxups0gdrvq39,T. Peyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440382041,27,1,1,1,15,b7jmo07lqav0wfe2mtlzyspak,1,13.7,43.7,2022-07-30T16:17:19.756Z,2022-07-31T07:42:43Z,3675828997,212,19.7,3675828991,56,Back,3675828993,140,31.3,3675828999,213,0.4,3675828995,141,53.9,3677259499,178,,,,,,,,1psqmd0h77b385bljq2emftgp,G. Coucke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440382075,28,1,1,1,21,b7jmo07lqav0wfe2mtlzyspak,1,42.7,57,2022-07-30T16:17:25.429Z,2022-07-31T07:42:41Z,3675829173,141,93.5,3675829171,140,46.0,3675829177,213,1.4,3675829169,56,Back,3677259815,178,,3675829175,212,25.1,,,,,,,bkdtlerryn5f6iwvk5fcrku7d,S. Oum Gouet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440382095,29,1,1,1,24,b7jmo07lqav0wfe2mtlzyspak,1,44.9,90.6,2022-07-30T16:17:28.525Z,2022-07-31T07:42:40Z,3677260039,178,,3675829259,56,Back,3675829261,140,42.8,3675829273,213,4.5,3675829263,141,71.7,3675829269,212,13.0,,,,,,,3k4ulxeya73ac9foemis7p6mt,B. Bolingoli-Mbombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440382129,30,1,1,1,26,b7jmo07lqav0wfe2mtlzyspak,1,43.4,73.9,2022-07-30T16:17:30.331Z,2022-07-31T07:42:39Z,3675829435,140,26.8,3675829437,141,43.0,3675829441,213,4.0,3675829439,212,27.3,3677260259,178,,3675829433,56,Back,,,,,,,bkdtlerryn5f6iwvk5fcrku7d,S. Oum Gouet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440382165,31,1,1,1,29,b7jmo07lqav0wfe2mtlzyspak,1,37.8,35.1,2022-07-30T16:17:34.094Z,2022-07-31T07:42:38Z,3675829629,140,41.6,3675829631,141,15.2,3675829637,213,5.0,3675829627,56,Back,3675829633,212,14.1,3677260465,178,,,,,,,,92x3r5pxmvkgaxups0gdrvq39,T. Peyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440382219,32,1,1,1,33,b7jmo07lqav0wfe2mtlzyspak,0,51.8,0.1,2022-07-30T16:17:37.356Z,2022-07-31T07:42:38Z,3675829943,140,91.8,3675829939,155,,3675829949,213,0.3,3675829947,212,43.9,3675829941,56,Right,3677260629,178,,3675829951,1,,3675829945,141,18.8,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440382241,17,12,1,1,36,2b57rbw94i9ohnbch52owvqtq,1,9.7,77.9,2022-07-30T16:17:41.044Z,2022-07-31T07:42:37Z,3675830023,213,1.5,3675830017,140,11.1,3675830019,141,100.0,3675830021,212,16.5,3675830053,167,,3677261035,178,,3675830015,56,Back,,,,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440382243,18,5,1,1,38,2b57rbw94i9ohnbch52owvqtq,0,7.8,101.5,2022-07-30T16:17:42.343Z,2022-07-31T00:41:40Z,3675830041,347,,3675830419,233,33,3675830039,56,Back,,,,,,,,,,,,,,,,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440382307,33,5,1,1,38,b7jmo07lqav0wfe2mtlzyspak,1,92.2,-1.5,2022-07-30T16:17:42.343Z,2022-07-31T00:41:40Z,3675830379,347,,3675830375,56,Right,3675830407,233,18,,,,,,,,,,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
