id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2439995683,1,34,16,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-07-29T18:15:04.979Z,2022-07-31T13:51:02Z,3673724851,130,12,3673724857,197,8159,3673724847,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3673724849,59,"49, 2, 94, 44, 16, 26, 8, 17, 11, 13, 20, 3, 10, 19, 21, 23, 24, 85",3673724861,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3673724853,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3673724845,30,"a8kdcx3797ityilpw31jaj4r9, aajft01g5yggw0is5fbfh3105, e44w6g1c1ojf854svzswpl0x5, 1i1xcco82x0ppbac6j5z59x49, 5w0ohhrm0ojscyjh3e0o8ffmd, f0ean6buvvp9l4rh1ayvnnill, 5j13tgvpwi7m3y6rjd8q08tt5, 6xam5bquregefbepxd9rwfdh, ai5p5wgft6c09bjbldz9sfeac, 7vv4ef3y8swdekozwaent3ai1, 39tod1iad3ztq17qveh8pwp9l, iexm93yyblnrtx8d6rqqrdux, 9iwffl0g5exjfzvdp7auat27e, ths196pehnfyf4f4scmqj8ph, 1a9u2g4hynrz2e93sz1evhpzp, di9k6xr6j4arjoltl7s9yp6cq, 6q2k8vf5j1lxcz83fituqb310, 2fbq6ac2mma2tyjc2kqrpfms4",3673724855,194,6xam5bquregefbepxd9rwfdh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439996013,1,34,16,0,0,920raeoumft3q2wmvc296uceo,1,0,0,2022-07-29T18:17:18.431Z,2022-07-29T18:17:18Z,3673726693,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3673726681,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3673726679,30,"btyk45f7gmz3ck2dafpp22yg9, 6n1rvd0axpp159h9wkkd7lwfe, 4pbx40gvdmacim2n0k2qt41cl, 7t9bynn5mbmy3b0v9cduifxex, ae26s08xs4l50sfm0r6jbsley, 3bhmh2ks5ma4rqda9zff6w251, 5ecklu1u6t21rhh8fh4zoq2cq, e2nb1takpw6q7f6txp8xbfkk5, 7a7fh24imj9q522a58dsg6up5, bz77hr28a1yskifpuvzu8smsq, 8zz5lnxo7twq8ntb7e0qfvbv9, 8o0a3k1bbim9y2kd6ljyoiwpg, aspoedbe2vkfbqaz67fc2ftg5, 87d73x3gkomc4soukr5uweqc5, 7xw0h0pegzhoix5hb4hipj2l1, 14xb29tv90y8uataijmh03rah, eb1rih67f03kwljbge37id1ck, 39bcswfqnpa07b4afevezejo4",3673726691,197,11586,3673726683,59,"16, 28, 12, 5, 21, 3, 6, 44, 70, 10, 26, 45, 1, 7, 8, 18, 31, 38",3673726685,130,12,3673726689,194,8zz5lnxo7twq8ntb7e0qfvbv9,3673726687,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000651,3,43,1,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-07-29T18:45:08.261Z,2022-07-29T18:45:45Z,3673753259,144,1,3673752747,279,S,3673752745,213,2.9,3673752743,212,15.2,3673752741,141,55.1,3673752737,56,Back,3673752739,140,35.9,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000615,2,32,1,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-07-29T18:45:20.975Z,2022-07-30T03:18:20Z,3673752535,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000617,2,32,1,0,0,920raeoumft3q2wmvc296uceo,1,0,0,2022-07-29T18:45:20.975Z,2022-07-29T18:45:21Z,3673752537,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000673,4,1,1,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,50.4,49.4,2022-07-29T18:45:21.001Z,2022-07-30T04:51:26Z,3673752849,56,Back,3673752857,213,3.1,3673752859,279,S,3674194229,178,,3673752855,212,13.9,3673752853,141,50.6,3673752851,140,37.2,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000675,5,1,1,0,4,ecj1gmc7pqcjo4sc9hvghj5u3,1,41.7,48.7,2022-07-29T18:45:25.047Z,2022-07-30T09:16:54Z,3673752875,56,Back,3673752877,140,39.3,3673752879,141,75.7,3673752883,213,1.7,3673752881,212,18.5,3674194237,178,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000685,6,1,1,0,7,ecj1gmc7pqcjo4sc9hvghj5u3,1,42.4,82.4,2022-07-29T18:45:28.921Z,2022-07-30T09:16:53Z,3673752935,140,36.5,3673752941,213,4.4,3673752933,56,Back,3674194241,178,,3673752937,141,55.4,3673752939,212,19.4,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000701,7,1,1,0,10,ecj1gmc7pqcjo4sc9hvghj5u3,1,38.8,59.2,2022-07-29T18:45:31.594Z,2022-07-30T09:16:52Z,3673753007,213,4.9,3673752999,56,Back,3674326393,1,,3673753005,212,32.3,3673753003,141,12.3,3673753001,140,43.7,3674194245,178,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000711,8,1,1,0,15,ecj1gmc7pqcjo4sc9hvghj5u3,1,52.2,9.5,2022-07-29T18:45:36.176Z,2022-07-30T09:16:51Z,3673753055,141,35.8,3673753053,140,41.1,3674194293,178,,3673753059,213,2.1,3673753051,56,Back,3673753057,212,21.3,,,,,,,f0ean6buvvp9l4rh1ayvnnill,R. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000741,9,1,1,0,17,ecj1gmc7pqcjo4sc9hvghj5u3,1,38.2,42.2,2022-07-29T18:45:38.873Z,2022-07-30T09:16:50Z,3673753211,140,48.7,3674194325,178,,3673753217,213,1.1,3673753213,141,76.3,3673753209,56,Back,3673753215,212,25.7,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000743,10,1,1,0,19,ecj1gmc7pqcjo4sc9hvghj5u3,1,49.4,81.4,2022-07-29T18:45:40.757Z,2022-07-30T09:16:50Z,3674194337,178,,3673753225,140,37.5,3673753223,56,Back,3673753231,213,4.2,3673753227,141,48.7,3673753229,212,25.5,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000753,11,1,1,0,22,ecj1gmc7pqcjo4sc9hvghj5u3,1,36.1,52.7,2022-07-29T18:45:43.161Z,2022-07-30T09:16:49Z,3673753263,140,45.9,3673753265,141,12.8,3673753267,212,29.0,3673753269,213,5.1,3673753261,56,Back,3674194345,178,,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000761,12,1,1,0,25,ecj1gmc7pqcjo4sc9hvghj5u3,0,49.5,12.5,2022-07-29T18:45:46.498Z,2022-07-30T09:16:49Z,3673753317,141,0.0,3673753319,212,38.2,3673753311,155,,3673753321,213,6.0,3674194373,178,,3673753315,140,84.7,3673753313,56,Right,3673753323,1,,f0ean6buvvp9l4rh1ayvnnill,R. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000813,3,5,1,0,29,920raeoumft3q2wmvc296uceo,1,16.3,101.8,2022-07-29T18:45:50.075Z,2022-07-30T04:51:58Z,3673753681,233,13,3673753659,56,Back,3673753661,347,,,,,,,,,,,,,,,,,bz77hr28a1yskifpuvzu8smsq,Y. Badji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000765,13,5,1,0,29,ecj1gmc7pqcjo4sc9hvghj5u3,0,83.7,-1.8,2022-07-29T18:45:50.075Z,2022-07-30T04:51:58Z,3673753715,233,3,3673753331,347,,3673753329,56,Right,,,,,,,,,,,,,,,,f0ean6buvvp9l4rh1ayvnnill,R. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
