id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2440000823,4,1,1,0,41,920raeoumft3q2wmvc296uceo,0,21.4,100,2022-07-29T18:46:02.090Z,2022-07-30T09:16:49Z,3673753723,140,35.7,3673753725,141,95.3,3673753729,213,6.0,3673753727,212,15.7,3673753719,107,,3673753721,56,Back,,,,,,,4pbx40gvdmacim2n0k2qt41cl,J. Kayembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000833,14,1,1,0,42,ecj1gmc7pqcjo4sc9hvghj5u3,1,58.4,8.3,2022-07-29T18:46:03.895Z,2022-07-30T09:16:48Z,3673753791,140,66.2,3674195019,388,,3673753789,56,Center,3673753787,3,,3673753797,213,1.1,3673753793,141,32.8,3673753795,212,18.6,,,,f0ean6buvvp9l4rh1ayvnnill,R. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000841,16,49,1,0,44,ecj1gmc7pqcjo4sc9hvghj5u3,1,66.4,31.2,2022-07-29T18:46:05.647Z,2022-07-30T09:16:48Z,,,,,,,,,,,,,,,,,,,,,,,,,ai5p5wgft6c09bjbldz9sfeac,S. Adingra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440081877,858,43,1,0,45,920raeoumft3q2wmvc296uceo,1,0,0,2022-07-29T18:46:06.556Z,2022-07-30T06:18:55Z,3674204619,399,535818,3674238761,144,83,,,,,,,,,,,,,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000839,15,1,1,0,45,ecj1gmc7pqcjo4sc9hvghj5u3,1,62.3,29.5,2022-07-29T18:46:06.626Z,2022-07-30T09:16:47Z,3674195063,178,,3673753833,213,5.0,3673753827,140,64.5,3673753829,141,17.2,3673753831,212,8.7,3673753825,56,Right,,,,,,,ai5p5wgft6c09bjbldz9sfeac,S. Adingra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000849,17,43,1,0,46,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-07-29T18:46:07.250Z,2022-07-29T23:39:53Z,3673997893,144,1,3673753875,56,Right,3673753881,212,10.0,3673753879,141,21.0,3673753883,213,4.9,3673753877,140,62.5,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000867,18,1,1,0,47,ecj1gmc7pqcjo4sc9hvghj5u3,1,61.5,16.9,2022-07-29T18:46:08.800Z,2022-07-30T09:16:47Z,3673753961,213,6.0,3673753959,212,19.2,3674195085,178,,3673753957,141,10.0,3673753955,140,79.2,3673753953,56,Right,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000871,19,1,1,0,52,ecj1gmc7pqcjo4sc9hvghj5u3,0,98.4,16.7,2022-07-29T18:46:13.938Z,2022-07-30T09:16:45Z,3673999417,386,,3673753977,141,23.4,3674195215,178,,3673753969,2,,3673753975,140,96.9,3673999419,20,,3673753973,56,Center,3673999415,225,,7vv4ef3y8swdekozwaent3ai1,D. Vanzeir,3673753979,212,4.8,3673753981,213,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000875,5,8,1,0,53,920raeoumft3q2wmvc296uceo,1,1.9,81.4,2022-07-29T18:46:14.445Z,2022-07-30T09:16:45Z,3674195265,178,,3673753997,56,Back,3673999457,385,,,,,,,,,,,,,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000885,6,6,1,0,54,920raeoumft3q2wmvc296uceo,0,0,79.9,2022-07-29T18:46:15.023Z,2022-07-30T04:55:43Z,3673754035,56,Back,3673754049,73,,3673754083,233,20,,,,,,,,,,,,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000891,20,6,1,0,54,ecj1gmc7pqcjo4sc9hvghj5u3,1,100,20.1,2022-07-29T18:46:15.023Z,2022-07-30T04:55:43Z,3673754067,233,6,3673754063,56,Right,3673754065,75,,,,,,,,,,,,,,,,,7vv4ef3y8swdekozwaent3ai1,D. Vanzeir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000923,21,1,1,1,22,ecj1gmc7pqcjo4sc9hvghj5u3,0,99.5,0.5,2022-07-29T18:46:43.016Z,2022-07-30T04:55:46Z,3673999953,72,,3673754267,212,34.1,3673754257,155,,3673754261,56,Center,3674195311,178,,3673754269,213,1.7,3673754265,141,50.3,3673754271,1,,6xam5bquregefbepxd9rwfdh,T. Teuma,3673754263,140,96.1,3673754259,223,,3673754253,2,3673754255,6,,,,,,,,,,,,,,,,,,,,,,,,
2440000955,7,4,1,1,22,920raeoumft3q2wmvc296uceo,1,7.4,44.2,2022-07-29T18:46:43.840Z,2022-07-30T12:48:02Z,3673754435,285,,3673754433,152,,3673754441,233,22,3673754429,294,,3673754427,13,,3673754431,56,Back,,,,,,,ae26s08xs4l50sfm0r6jbsley,S. Andreou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000947,22,4,1,1,22,ecj1gmc7pqcjo4sc9hvghj5u3,0,92.6,55.8,2022-07-29T18:46:43.841Z,2022-07-30T12:48:02Z,3673754447,233,7,3674195401,178,,3673754391,13,,3673754393,294,,3673754395,56,Center,3673754397,152,,3673754399,286,,,,,f0ean6buvvp9l4rh1ayvnnill,R. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000969,8,1,1,1,38,920raeoumft3q2wmvc296uceo,1,2.9,53.6,2022-07-29T18:46:59.220Z,2022-07-30T09:16:45Z,3673754511,141,78.1,3673754509,140,12.6,3673754515,213,1.0,3673754507,56,Back,3673754513,212,19.5,3673754503,5,,3674195435,178,,3673754505,152,,btyk45f7gmz3ck2dafpp22yg9,H. Koffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000971,9,1,1,1,40,920raeoumft3q2wmvc296uceo,0,16.2,80.4,2022-07-29T18:47:01.782Z,2022-07-30T09:16:44Z,3673754521,56,Left,3673754519,155,,3673754525,141,96.8,3673754523,140,61.2,3674195479,178,,3673754531,1,,3673754529,213,0.2,3673754527,212,48.5,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000975,23,1,1,1,44,ecj1gmc7pqcjo4sc9hvghj5u3,1,42,8.7,2022-07-29T18:47:04.976Z,2022-07-30T09:16:44Z,3674195517,388,,3673754537,3,,3673754539,56,Center,3673754541,140,53.6,3673754545,212,16.2,3673754543,141,24.4,3673754547,213,0.7,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000977,24,49,1,1,46,ecj1gmc7pqcjo4sc9hvghj5u3,1,52,25,2022-07-29T18:47:07.228Z,2022-07-30T09:16:43Z,,,,,,,,,,,,,,,,,,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000983,25,1,1,1,46,ecj1gmc7pqcjo4sc9hvghj5u3,0,52.1,24.7,2022-07-29T18:47:07.271Z,2022-07-30T09:16:43Z,3673754587,212,40.8,3673754589,213,0.1,3673754585,141,27.7,3674195613,178,,3673754591,1,,3673754583,140,90.9,3673754581,56,Center,3673754597,157,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440000985,10,49,1,1,50,920raeoumft3q2wmvc296uceo,1,9.6,73.6,2022-07-29T18:47:11.171Z,2022-07-30T09:16:43Z,,,,,,,,,,,,,,,,,,,,,,,,,btyk45f7gmz3ck2dafpp22yg9,H. Koffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440001005,11,1,1,1,55,920raeoumft3q2wmvc296uceo,1,13.4,54.5,2022-07-29T18:47:16.733Z,2022-07-30T09:16:41Z,3674195651,178,,3673754723,213,6.1,3673754719,141,50.4,3673754717,140,30.8,3673754721,212,18.5,3673754715,56,Back,,,,,,,btyk45f7gmz3ck2dafpp22yg9,H. Koffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440001019,12,1,1,1,57,920raeoumft3q2wmvc296uceo,1,27.5,47.4,2022-07-29T18:47:18.938Z,2022-07-30T09:16:40Z,3674195967,178,,3673754777,140,19.6,3673754783,213,4.2,3673754779,141,27.7,3673754775,56,Back,3673754781,212,15.8,,,,,,,5ecklu1u6t21rhh8fh4zoq2cq,A. Zorgane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440082005,881,43,1,1,59,920raeoumft3q2wmvc296uceo,1,0,0,2022-07-29T18:47:20.009Z,2022-07-30T05:18:11Z,3674205853,178,0,3674205911,144,82,,,,,,,,,,,,,,,,,,,ae26s08xs4l50sfm0r6jbsley,S. Andreou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440001039,14,1,1,2,1,920raeoumft3q2wmvc296uceo,1,22.4,19,2022-07-29T18:47:22.475Z,2022-07-30T09:16:39Z,3673754837,56,Right,3673754839,140,74.1,3673754835,155,,3673754841,141,17.9,3673754845,213,6.3,3673754843,212,54.3,3674198991,178,,3673754847,1,,3bhmh2ks5ma4rqda9zff6w251,S. Knežević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440001035,13,43,1,2,1,920raeoumft3q2wmvc296uceo,1,0,0,2022-07-29T18:47:22.513Z,2022-07-30T08:21:20Z,3673754815,141,31.2,3674295055,144,1,3673754813,140,38.6,3673754819,212,18.0,3673754823,213,0.2,3674195987,178,0,3673754811,56,Back,,,,3bhmh2ks5ma4rqda9zff6w251,S. Knežević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440001043,15,44,1,2,4,920raeoumft3q2wmvc296uceo,1,66.3,17.2,2022-07-29T18:47:25.486Z,2022-07-30T09:16:39Z,3673754861,286,,3673754859,56,Right,3673754865,233,26,,,,,,,,,,,,,,,,bz77hr28a1yskifpuvzu8smsq,Y. Badji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440001031,26,44,1,2,4,ecj1gmc7pqcjo4sc9hvghj5u3,0,33.7,82.8,2022-07-29T18:47:25.487Z,2022-07-30T09:16:39Z,3673754801,56,Back,3673754803,285,,3673754885,233,15,,,,,,,,,,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440001051,16,1,1,2,4,920raeoumft3q2wmvc296uceo,0,66.1,15.9,2022-07-29T18:47:25.619Z,2022-07-30T09:16:38Z,3674199111,388,,3673754911,141,0.0,3673754907,140,78.3,3673754913,212,17.4,3673754899,3,,3673754903,56,Right,3673754917,213,5.5,,,,bz77hr28a1yskifpuvzu8smsq,Y. Badji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440001053,17,5,1,2,6,920raeoumft3q2wmvc296uceo,0,72.1,-1.4,2022-07-29T18:47:27.253Z,2022-07-30T05:05:25Z,3673754941,233,27,3673754919,56,Right,3673754921,347,,,,,,,,,,,,,,,,,bz77hr28a1yskifpuvzu8smsq,Y. Badji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440001047,27,5,1,2,6,ecj1gmc7pqcjo4sc9hvghj5u3,1,27.9,101.4,2022-07-29T18:47:27.253Z,2022-07-30T05:05:25Z,3673754923,233,17,3673754891,347,,3673754889,56,Back,,,,,,,,,,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440001081,28,1,1,2,18,ecj1gmc7pqcjo4sc9hvghj5u3,1,35.5,100,2022-07-29T18:47:39.399Z,2022-07-30T09:16:38Z,3673755071,107,,3673755081,213,5.9,3673755079,212,8.6,3673755077,141,96.8,3673755073,56,Back,3673755075,140,43.2,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440001085,29,1,1,2,20,ecj1gmc7pqcjo4sc9hvghj5u3,0,40.9,96.8,2022-07-29T18:47:41.395Z,2022-07-30T09:16:37Z,3673755099,56,Back,3673755101,140,34.6,3673755107,213,3.1,3673755105,212,6.6,3674197115,178,,3673755103,141,97.4,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440082829,964,67,1,2,21,920raeoumft3q2wmvc296uceo,1,64.7,2.6,2022-07-29T18:47:42.129Z,2022-07-30T09:16:37Z,3674214113,233,1015,,,,,,,,,,,,,,,,,,,,,,7a7fh24imj9q522a58dsg6up5,A. Zaroury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440082827,1015,67,1,2,21,ecj1gmc7pqcjo4sc9hvghj5u3,0,35.3,97.4,2022-07-29T18:47:42.130Z,2022-07-30T09:16:37Z,3674214117,233,964,,,,,,,,,,,,,,,,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440001093,18,8,1,2,21,920raeoumft3q2wmvc296uceo,1,64.1,5,2022-07-29T18:47:42.164Z,2022-07-30T09:16:36Z,3673755137,56,Right,3674003341,385,,3674197137,178,,,,,,,,,,,,,,,,,7a7fh24imj9q522a58dsg6up5,A. Zaroury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440001095,19,5,1,2,21,920raeoumft3q2wmvc296uceo,0,64.7,-1.5,2022-07-29T18:47:42.415Z,2022-07-30T05:01:42Z,3673755177,233,30,3673755143,347,,3673755141,56,Right,,,,,,,,,,,,,,,,7a7fh24imj9q522a58dsg6up5,A. Zaroury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440001099,30,5,1,2,21,ecj1gmc7pqcjo4sc9hvghj5u3,1,35.3,101.5,2022-07-29T18:47:42.415Z,2022-07-30T05:01:42Z,3673755161,233,19,3673755159,347,,3673755157,56,Back,,,,,,,,,,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440001113,31,1,1,2,25,ecj1gmc7pqcjo4sc9hvghj5u3,1,38.7,100,2022-07-29T18:47:46.311Z,2022-07-30T09:16:36Z,3673755245,213,3.4,3673755243,212,18.4,3673755233,107,,3673755241,141,95.0,3673755239,140,21.6,3673755237,56,Back,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440001119,32,1,1,2,28,ecj1gmc7pqcjo4sc9hvghj5u3,1,22.9,90.6,2022-07-29T18:47:49.760Z,2022-07-30T09:16:35Z,3673755285,213,4.7,3673755279,140,23.1,3673755277,56,Back,3673755283,212,41.1,3673755275,196,,3673755287,1,,3674197389,178,,3673755281,141,30.1,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440001123,33,1,1,2,33,ecj1gmc7pqcjo4sc9hvghj5u3,1,27.5,28.1,2022-07-29T18:47:54.463Z,2022-07-30T09:16:34Z,3673755313,213,5.0,3674197439,178,,3673755309,141,5.5,3673755307,140,31.3,3673755305,56,Back,3673755311,212,15.9,,,,,,,f0ean6buvvp9l4rh1ayvnnill,R. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440001133,34,1,1,2,36,ecj1gmc7pqcjo4sc9hvghj5u3,1,34.5,14.3,2022-07-29T18:47:57.037Z,2022-07-30T09:16:33Z,3673755373,141,55.7,3673755375,212,28.2,3673755377,213,1.6,3674197471,178,,3673755369,56,Back,3673755371,140,32.4,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
