id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,keyPass,qualifier/11/value,qualifier/14/value,assist,qualifier/18/value
2481393917,6,5,1,0,8,920raeoumft3q2wmvc296uceo,0,55.4,-2,2022-11-04T19:45:44.077Z,2022-11-05T06:01:09Z,3893741691,233,5,3893741333,56,Right,3893741335,347,,,,,,,,,,,,,,,,,5ecklu1u6t21rhh8fh4zoq2cq,A. Zorgane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394041,6,1,1,0,13,89xivtxk59uzvhdsd6miao6tm,1,45.6,100,2022-11-04T19:45:49.369Z,2022-11-05T11:08:56Z,3893742045,141,85.7,3893742035,56,Back,3893742051,213,3.8,3893742041,140,32.4,3893742031,107,,3893742049,212,17.7,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394077,7,1,1,0,17,89xivtxk59uzvhdsd6miao6tm,1,31.1,77.8,2022-11-04T19:45:53.191Z,2022-11-05T11:08:55Z,3893742199,56,Back,3893742201,140,35.6,3893742207,213,4.9,3893742205,212,32.2,3893742203,141,31.0,3894367611,178,,3894733463,1,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394095,8,1,1,0,20,89xivtxk59uzvhdsd6miao6tm,1,34.9,39.5,2022-11-04T19:45:55.954Z,2022-11-05T11:08:55Z,3893742291,56,Back,3893742303,212,21.3,3893742299,141,10.0,3893742295,140,41.7,3894367663,178,,3893742307,213,5.1,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394173,9,1,1,0,23,89xivtxk59uzvhdsd6miao6tm,1,46.2,4.6,2022-11-04T19:45:58.986Z,2022-11-05T11:08:54Z,3894367705,178,,3893742749,212,15.3,3893742747,141,9.1,3893742751,213,0.2,3893742745,140,60.5,3893742743,56,Right,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394143,7,45,1,0,26,920raeoumft3q2wmvc296uceo,0,39.1,96.9,2022-11-04T19:46:01.679Z,2022-11-05T11:08:53Z,3893742821,233,10,3893742553,285,,3893742551,56,Back,,,,,,,,,,,,,,,,72xzl0yjdetvqp2n1pmzyqvze,A. Hosseinzadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394183,10,3,1,0,26,89xivtxk59uzvhdsd6miao6tm,1,60.9,3.1,2022-11-04T19:46:01.679Z,2022-11-05T11:08:53Z,3893742789,286,,3894167183,464,,3893742807,233,7,3893742787,56,Right,3894367831,178,,,,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481553501,1567,83,1,0,26,920raeoumft3q2wmvc296uceo,1,39.2,96.9,2022-11-04T19:46:01.750Z,2022-11-05T11:08:52Z,3894604895,399,213857,,,,,,,,,,,,,,,,,,,,,,72xzl0yjdetvqp2n1pmzyqvze,A. Hosseinzadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394209,11,1,1,0,27,89xivtxk59uzvhdsd6miao6tm,1,58.4,2.1,2022-11-04T19:46:02.766Z,2022-11-05T11:08:52Z,3893742937,212,27.9,3893742939,213,2.5,3893742929,140,36.7,3894367917,178,,3893742925,56,Back,3893742933,141,25.8,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394241,12,1,1,0,30,89xivtxk59uzvhdsd6miao6tm,1,40.4,21.8,2022-11-04T19:46:05.599Z,2022-11-05T11:08:51Z,3893743109,213,1.4,3894733389,1,,3894367979,178,,3893743107,212,32.1,3893743101,56,Back,3893743103,140,44.8,3893743105,141,68.5,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394269,13,1,1,0,35,89xivtxk59uzvhdsd6miao6tm,1,50.3,69.4,2022-11-04T19:46:10.695Z,2022-11-05T11:08:50Z,3894368031,178,,3893743303,141,42.2,3893743307,213,4.5,3893743299,56,Back,3893743305,212,18.8,3893743301,140,47.0,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394297,14,1,1,0,37,89xivtxk59uzvhdsd6miao6tm,1,48.6,40.7,2022-11-04T19:46:13.248Z,2022-11-05T11:08:49Z,3893743467,141,9.5,3893743469,212,24.6,3893743471,213,5.2,3894368069,178,,3893743463,56,Right,3893743465,140,60.5,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394363,15,1,1,0,40,89xivtxk59uzvhdsd6miao6tm,1,61,4.8,2022-11-04T19:46:16.476Z,2022-11-05T11:08:49Z,3894368129,178,,3893743811,212,15.6,3893743809,141,16.5,3893743801,56,Right,3893743813,213,0.5,3893743805,140,73.8,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394365,16,61,1,0,42,89xivtxk59uzvhdsd6miao6tm,0,74.4,9.5,2022-11-04T19:46:18.061Z,2022-11-05T11:08:48Z,3893743817,56,Right,3894368197,178,,,,,,,,,,,,,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394349,8,49,1,0,42,920raeoumft3q2wmvc296uceo,1,24.5,93.5,2022-11-04T19:46:18.588Z,2022-11-05T11:08:48Z,,,,,,,,,,,,,,,,,,,,,,,,,4pbx40gvdmacim2n0k2qt41cl,J. Kayembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394443,9,1,1,0,48,920raeoumft3q2wmvc296uceo,0,17.1,99,2022-11-04T19:46:24.324Z,2022-11-05T11:08:45Z,3893744207,212,26.0,3893744201,56,Back,3893744209,213,6.1,3893744203,140,41.2,3894368351,178,,3893744385,155,,3893744205,141,90.2,,,,4pbx40gvdmacim2n0k2qt41cl,J. Kayembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394469,17,8,1,0,50,89xivtxk59uzvhdsd6miao6tm,1,63.2,9.7,2022-11-04T19:46:25.882Z,2022-11-05T11:08:44Z,3894167205,383,,3893744321,56,Right,3894368407,178,,,,,,,,,,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394471,18,49,1,0,51,89xivtxk59uzvhdsd6miao6tm,1,61.1,8.7,2022-11-04T19:46:26.732Z,2022-11-05T11:08:44Z,,,,,,,,,,,,,,,,,,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394505,19,1,1,0,51,89xivtxk59uzvhdsd6miao6tm,1,61,8.8,2022-11-04T19:46:26.761Z,2022-11-05T11:08:44Z,3893744477,213,2.4,3894368499,178,,3893744469,56,Back,3893744471,140,41.6,3893744467,155,,3893744473,141,33.9,3893744475,212,26.6,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394525,20,1,1,0,53,89xivtxk59uzvhdsd6miao6tm,0,48.8,33.6,2022-11-04T19:46:28.851Z,2022-11-05T11:08:43Z,3893744593,140,72.0,3893744595,141,33.4,3894368527,178,,3893744597,212,24.4,3893744591,56,Center,3894167221,155,,3893744599,213,6.3,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394561,10,1,1,0,55,920raeoumft3q2wmvc296uceo,1,27.1,69.2,2022-11-04T19:46:31.005Z,2022-11-05T11:08:43Z,3893744809,56,Back,3893744811,140,42.6,3893744817,213,6.1,3893744807,157,,3894368631,178,,3893744819,1,,3893744815,212,16.6,3893744813,141,64.3,eb1rih67f03kwljbge37id1ck,M. Wasinski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394563,11,49,1,0,57,920raeoumft3q2wmvc296uceo,1,42.2,63.1,2022-11-04T19:46:33.004Z,2022-11-05T11:08:43Z,,,,,,,,,,,,,,,,,,,,,,,,,5ecklu1u6t21rhh8fh4zoq2cq,A. Zorgane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394673,12,1,1,1,0,920raeoumft3q2wmvc296uceo,1,37.8,64.4,2022-11-04T19:46:35.690Z,2022-11-05T11:08:41Z,3894368803,178,,3893745423,56,Back,3893745433,213,4.2,3893745427,140,25.4,3893745421,155,,3893745431,212,28.0,3893745429,141,28.0,,,,5ecklu1u6t21rhh8fh4zoq2cq,A. Zorgane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394733,13,1,1,1,4,920raeoumft3q2wmvc296uceo,0,21.5,28.6,2022-11-04T19:46:40.466Z,2022-11-05T11:08:40Z,3893745729,213,5.9,3894368927,178,,3893745727,212,54.5,3893745731,1,,3893745719,56,Right,3893745723,140,69.5,3894167223,155,,3893745725,141,0.0,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394739,14,5,1,1,10,920raeoumft3q2wmvc296uceo,0,63.5,-1.9,2022-11-04T19:46:45.925Z,2022-11-05T06:03:01Z,3893745751,56,Right,3893745755,347,,3893745989,233,21,,,,,,,,,,,,,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394783,21,5,1,1,10,89xivtxk59uzvhdsd6miao6tm,1,36.5,101.9,2022-11-04T19:46:45.925Z,2022-11-05T06:03:01Z,3893745967,56,Back,3893745985,233,14,3893745969,347,,,,,,,,,,,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394827,22,1,1,1,11,89xivtxk59uzvhdsd6miao6tm,1,26.6,100,2022-11-04T19:46:47.562Z,2022-11-05T11:08:40Z,3893746229,141,78.1,3893746227,140,29.8,3893746231,212,16.5,3893746223,107,,3893746233,213,4.9,3893746225,56,Back,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394931,23,1,1,1,17,89xivtxk59uzvhdsd6miao6tm,1,30.7,60.5,2022-11-04T19:46:53.084Z,2022-11-05T11:08:38Z,3894369799,178,,3893746773,141,10.9,3893746775,212,40.9,3893746779,1,,3893746769,56,Right,3893746777,213,5.3,3893746771,140,52.7,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481524275,888,83,1,1,22,920raeoumft3q2wmvc296uceo,1,34.7,91.7,2022-11-04T19:46:57.653Z,2022-11-05T11:08:37Z,3894449539,399,247348,,,,,,,,,,,,,,,,,,,,,,72xzl0yjdetvqp2n1pmzyqvze,A. Hosseinzadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481394983,24,1,1,1,26,89xivtxk59uzvhdsd6miao6tm,1,57.3,7.8,2022-11-04T19:47:02.217Z,2022-11-05T11:08:36Z,3893747015,213,3.2,3893747013,212,13.8,3893747007,56,Back,3893747009,140,44.2,3893747011,141,6.7,3894369893,178,,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481395019,25,1,1,1,30,89xivtxk59uzvhdsd6miao6tm,1,41.2,19.4,2022-11-04T19:47:06.137Z,2022-11-05T11:08:35Z,3894369937,178,,3893747213,141,66.0,3893747215,212,31.8,3893747217,213,1.5,3893747209,56,Back,3893747211,140,43.3,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481395065,26,1,1,1,33,89xivtxk59uzvhdsd6miao6tm,1,44,66.2,2022-11-04T19:47:08.877Z,2022-11-05T11:08:34Z,3893747449,212,22.6,3893747441,56,Left,3893747447,141,90.0,3893747451,213,0.8,3893747445,140,59.0,3894370045,178,,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481395069,27,50,1,1,34,89xivtxk59uzvhdsd6miao6tm,1,53.9,88.4,2022-11-04T19:47:10.074Z,2022-11-05T10:50:44Z,3893747661,233,15,3893747459,56,Left,3893747461,286,,,,,,,,,,,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481395099,15,7,1,1,35,920raeoumft3q2wmvc296uceo,0,46.1,11.6,2022-11-04T19:47:11.423Z,2022-11-05T10:50:45Z,3894370395,178,,3893747633,285,,3893747631,56,Back,3894167243,383,,3893747639,233,27,,,,,,,,,,39bcswfqnpa07b4afevezejo4,J. Tchatchoua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481395119,28,43,1,1,38,89xivtxk59uzvhdsd6miao6tm,1,0,0,2022-11-04T19:47:14.338Z,2022-11-04T19:47:38Z,3893747725,286,0,3893747723,56,Back,3893748977,144,3,,,,,,,,,,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481395167,29,1,1,1,39,89xivtxk59uzvhdsd6miao6tm,1,43.5,76.6,2022-11-04T19:47:15.097Z,2022-11-05T11:08:34Z,3893747953,212,29.1,3893747955,213,4.6,3893747949,140,41.4,3894370479,178,,3893747947,56,Back,3893747951,141,33.9,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481395207,30,1,1,1,42,89xivtxk59uzvhdsd6miao6tm,1,41.5,39.8,2022-11-04T19:47:18.305Z,2022-11-05T11:08:33Z,3893748175,213,5.6,3893748173,212,36.9,3894370595,178,,3893748167,56,Right,3893748171,141,7.4,3893748177,1,,3893748169,140,69.7,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481395225,31,1,1,1,47,89xivtxk59uzvhdsd6miao6tm,1,71.6,17,2022-11-04T19:47:22.777Z,2022-11-05T11:08:32Z,3893748257,140,78.3,3894370663,178,,3893748259,141,29.7,3893748261,212,11.1,3893748255,56,Center,3893748263,213,0.9,,,,,,,1b6ab1mqzvhk547p0bdzbccfd,J. Paintsil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481395257,32,1,1,1,47,89xivtxk59uzvhdsd6miao6tm,1,76.8,26.1,2022-11-04T19:47:23.299Z,2022-11-05T11:08:31Z,3893748407,140,90.7,3894370713,178,,3893748411,212,16.6,3893748409,141,14.4,3893748405,56,Right,3893748413,213,5.8,,,,,,,7wh91ajt4v3w9kfdpp5hf5mmt,P. Onuachu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481395275,33,1,1,1,50,89xivtxk59uzvhdsd6miao6tm,0,94.7,9.2,2022-11-04T19:47:26.124Z,2022-11-05T11:08:31Z,3893748487,56,Right,3894167265,224,,3893748491,141,15.3,3894370801,178,,3893748539,286,,3893748493,212,4.8,3894167267,20,,3893748495,213,2.1,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,3893748489,140,92.4,3893748533,236,3893748485,155,3893748483,2,3893748535,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481395259,16,12,1,1,50,920raeoumft3q2wmvc296uceo,1,5.5,87.9,2022-11-04T19:47:26.195Z,2022-11-05T11:08:30Z,3893748417,185,,3893748553,233,33,3894370971,389,,3893748419,56,Back,,,,,,,,,,,,,eb1rih67f03kwljbge37id1ck,M. Wasinski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481395271,17,6,1,1,51,920raeoumft3q2wmvc296uceo,0,0,88.7,2022-11-04T19:47:26.651Z,2022-11-05T06:04:55Z,3893748723,233,34,3893748505,73,,3893748469,56,Back,,,,,,,,,,,,,,,,eb1rih67f03kwljbge37id1ck,M. Wasinski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481395313,34,6,1,1,51,89xivtxk59uzvhdsd6miao6tm,1,100,11.3,2022-11-04T19:47:26.651Z,2022-11-05T06:04:54Z,3893748667,75,,3893748709,233,17,3893748665,56,Right,,,,,,,,,,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481395625,35,1,1,2,19,89xivtxk59uzvhdsd6miao6tm,0,99.5,0.5,2022-11-04T19:47:55.585Z,2022-11-05T06:04:58Z,3893750347,6,,3894167285,20,,3893750353,56,Center,3893750355,140,94.3,3893750359,212,30.2,3894371069,178,,3893750361,213,1.8,3893750349,155,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,3893750345,2,,3893750357,141,3893750351,224,,,,,,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481395637,18,12,1,2,21,920raeoumft3q2wmvc296uceo,1,3.8,50.1,2022-11-04T19:47:56.926Z,2022-11-05T11:08:30Z,3893750415,140,16.5,3893750421,213,5.5,3894371155,388,,3893750413,56,Back,3893750419,212,18.1,3893750443,15,,3893750417,141,32.2,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
