id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,assist,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2515214961,1,34,16,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2023-03-04T16:11:24.286Z,2023-03-04T16:11:24Z,4071767581,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4071767575,194,8jc7tw0nw37trgyli0oyz1soa,4071767563,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4071767579,197,6718,4071767561,30,"21ipfd9gxws9vqpw9002o8ve1, 84l7r4ud9ipuf9vc3ib5b4l0q, 5wn1xudozb4s78x0m8ch7vn8q, 52qemp1py9mm9unjvxaphv209, 5iuagsqdiiaadb5yuf7r4vzmc, bmbn4q2uorkgosgaig6migpux, 8jc7tw0nw37trgyli0oyz1soa, 3l1v52usaf9mmi9dwowdwv3e, 1gzgkjei16r4lt2fvcedy1jvt, a0ecz4nlxrr62dcwixtmjiwyy, 8d0ffyx2qnnp0limf5aou92ei, enyx6hc9mfglu3w2robv9hd9m, 2xba9p5cocj599cltnabjes45, ez9zc94k1nj4qxjf2hrvj5dgq, a5ls0i1ztco0zee3la61zv4rt, 8am2h5qc7296fima2r4wam63u, 7weuixp1j81ga9pjhouf2h2hh, 9hnyebqut9tmn4q0m0y9n3kd1",4071767573,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4071767565,59,"21, 41, 23, 4, 66, 5, 14, 17, 9, 34, 36, 8, 10, 11, 18, 24, 28, 89",4071767571,130,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515230579,1,34,16,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2023-03-04T16:17:45.258Z,2023-03-04T17:34:59Z,4071848703,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4071848693,30,"7nlpu8ocv423vqaooks0hifze, 9bnvh1i6mu45yvkz257c0x1at, 187qa5icsve3oak3t90r6rhsl, 4fgrf40ajhehju4kav49vobca, 1acbm9228tfggjx7htxjtcvrp, 5oa6glaxweluggb6odyxb4uz9, 6cztmz0yq3ifdkkz4hpe47krt, 5jxclq9dzjbbqptbzz5jnwand, 8058605f3gip7nglewe7svqzu, 7sxsul4lzfxl1nzca1nq715re, apusqhva0hdbf7zqb3twgeoa2, 7ruin2kz9zjzba57tdbec7n4l, e2ej1v66tqjgtpzdhjw7bghqt, e44sv1k4belucgkkem7qtkpd6, 3j1vhujla834m422svmrdh3pw, 89m2i076rpwreyl8h1o9kc6xg, 6h8nr55ieqsaiscoxje2ihmhg, bhytxjryyo8du8lf0xi0tzcb8",4071848697,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4071848701,130,11,4071848707,197,9282,4071848705,194,1acbm9228tfggjx7htxjtcvrp,4071848699,59,"30, 21, 18, 3, 23, 40, 27, 20, 10, 15, 5, 7, 8, 14, 16, 28, 29, 70",4071848709,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515324769,2,32,1,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2023-03-04T17:16:15.539Z,2023-03-04T17:16:18Z,4072359789,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515324761,2,32,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2023-03-04T17:16:15.539Z,2023-03-05T04:50:59Z,4072359749,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515324781,3,1,1,0,0,jb4xejoxjfk5a0a50bo8hvst,1,50,49.7,2023-03-04T17:16:15.579Z,2023-03-05T04:54:04Z,4074346119,178,,4072359859,213,3.2,4072359855,141,49.3,4072359851,56,Back,4072359887,279,S,4072359857,212,13.8,4072359853,140,36.9,,,,8058605f3gip7nglewe7svqzu,M. Mouandilmadji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515324811,4,1,1,0,1,jb4xejoxjfk5a0a50bo8hvst,1,51.3,49.8,2023-03-04T17:16:16.990Z,2023-03-05T09:26:13Z,4072360039,141,18.2,4074346305,178,,4072360035,56,Right,4072360043,213,4.9,4072360037,140,55.7,4072360041,212,22.0,,,,,,,7sxsul4lzfxl1nzca1nq715re,S. Lahssaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515324867,5,1,1,0,3,jb4xejoxjfk5a0a50bo8hvst,1,52.5,11.8,2023-03-04T17:16:19.467Z,2023-03-05T09:26:12Z,4072360327,141,13.7,4074346455,178,,4072360323,56,Right,4072360331,213,0.1,4072360329,212,17.6,4072360325,140,69.2,,,,,,,9bnvh1i6mu45yvkz257c0x1at,M. Sambu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515701913,897,67,1,0,5,jb4xejoxjfk5a0a50bo8hvst,1,66.1,7.4,2023-03-04T17:16:20.859Z,2023-03-05T09:26:11Z,4074395181,233,1015,,,,,,,,,,,,,,,,,,,,,,6cztmz0yq3ifdkkz4hpe47krt,S. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515701909,1015,67,1,0,5,3ix9om1svhd6obl0mbk1otgop,0,33.9,92.6,2023-03-04T17:16:20.860Z,2023-03-05T09:26:11Z,4074395185,233,897,,,,,,,,,,,,,,,,,,,,,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515324881,6,1,1,0,6,jb4xejoxjfk5a0a50bo8hvst,0,66.8,0.3,2023-03-04T17:16:21.877Z,2023-03-05T09:26:10Z,4072360395,213,0.7,4072360375,141,15.8,4074346569,178,,4072360371,56,Right,4072360389,212,15.6,4072360373,140,77.7,,,,,,,6cztmz0yq3ifdkkz4hpe47krt,S. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515324861,3,49,1,0,8,3ix9om1svhd6obl0mbk1otgop,1,22.9,91.5,2023-03-04T17:16:23.633Z,2023-03-05T09:26:10Z,,,,,,,,,,,,,,,,,,,,,,,,,8jc7tw0nw37trgyli0oyz1soa,C. Vanhoutte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515324893,4,1,1,0,8,3ix9om1svhd6obl0mbk1otgop,1,22.6,91.4,2023-03-04T17:16:23.667Z,2023-03-05T09:26:09Z,4072360417,141,71.2,4072360421,213,4.0,4074346809,178,,4072360413,140,11.7,4072360419,212,17.9,4072360409,56,Back,,,,,,,8jc7tw0nw37trgyli0oyz1soa,C. Vanhoutte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515324917,5,1,1,0,9,3ix9om1svhd6obl0mbk1otgop,0,15.4,74.2,2023-03-04T17:16:25.027Z,2023-03-05T09:26:09Z,4072360557,140,42.2,4072360563,213,0.2,4072360553,155,,4072360561,212,28.6,4072360559,141,82.1,4072360555,56,Back,4074346865,178,,,,,5iuagsqdiiaadb5yuf7r4vzmc,C. Ravych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515324957,7,1,1,0,12,jb4xejoxjfk5a0a50bo8hvst,0,60.5,21.9,2023-03-04T17:16:28.209Z,2023-03-05T09:26:08Z,4072360799,212,18.2,4074346915,178,,4072360801,213,1.1,4072360795,140,68.2,4072360797,141,45.8,4072360793,56,Center,,,,,,,5jxclq9dzjbbqptbzz5jnwand,A. Ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515324983,6,8,1,0,13,3ix9om1svhd6obl0mbk1otgop,1,35.3,70.6,2023-03-04T17:16:29.055Z,2023-03-05T09:26:07Z,4074346963,178,,4073276433,384,,4072360947,56,Back,,,,,,,,,,,,,,,,3l1v52usaf9mmi9dwowdwv3e,A. Francis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515325009,7,1,1,0,14,3ix9om1svhd6obl0mbk1otgop,0,46.3,71.8,2023-03-04T17:16:29.829Z,2023-03-05T09:26:07Z,4072361125,141,47.6,4072361129,213,4.9,4074347095,178,,4072361123,140,48.6,4072361121,56,Back,4072361127,212,16.6,,,,,,,1gzgkjei16r4lt2fvcedy1jvt,K. Denkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515702161,903,67,1,0,15,jb4xejoxjfk5a0a50bo8hvst,1,56.9,43.1,2023-03-04T17:16:30.775Z,2023-03-05T09:26:06Z,4074396357,233,1025,,,,,,,,,,,,,,,,,,,,,,apusqhva0hdbf7zqb3twgeoa2,S. Mvoué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515702159,1025,67,1,0,15,3ix9om1svhd6obl0mbk1otgop,0,43.1,56.9,2023-03-04T17:16:30.776Z,2023-03-05T09:26:06Z,4074396363,233,903,,,,,,,,,,,,,,,,,,,,,,a0ecz4nlxrr62dcwixtmjiwyy,T. Somers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515494901,798,8,1,0,15,jb4xejoxjfk5a0a50bo8hvst,1,56.1,43.7,2023-03-04T17:16:30.777Z,2023-03-05T09:26:06Z,4073280385,385,,4073279977,56,Center,4074352709,178,,,,,,,,,,,,,,,,,apusqhva0hdbf7zqb3twgeoa2,S. Mvoué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515326427,20,61,1,0,16,3ix9om1svhd6obl0mbk1otgop,0,53.6,64.1,2023-03-04T17:16:32.434Z,2023-03-05T09:26:05Z,4072368655,56,Center,4074353007,178,,,,,,,,,,,,,,,,,,,,1gzgkjei16r4lt2fvcedy1jvt,K. Denkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515495195,799,61,1,0,17,jb4xejoxjfk5a0a50bo8hvst,1,46.9,37.6,2023-03-04T17:16:32.554Z,2023-03-05T09:26:05Z,4074353085,178,,4073281521,56,Back,,,,,,,,,,,,,,,,,,,5jxclq9dzjbbqptbzz5jnwand,A. Ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515495515,800,49,1,0,18,jb4xejoxjfk5a0a50bo8hvst,1,48.8,41.9,2023-03-04T17:16:33.682Z,2023-03-05T09:26:04Z,,,,,,,,,,,,,,,,,,,,,,,,,7sxsul4lzfxl1nzca1nq715re,S. Lahssaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515325089,8,4,1,0,18,jb4xejoxjfk5a0a50bo8hvst,1,49.3,41.4,2023-03-04T17:16:34.473Z,2023-03-05T09:26:03Z,4072361591,13,,4072361723,233,8,4072361593,56,Back,4072361599,265,,4072361601,286,,4072361595,152,,,,,,,,7sxsul4lzfxl1nzca1nq715re,S. Lahssaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515325105,8,4,1,0,18,3ix9om1svhd6obl0mbk1otgop,0,50.7,58.6,2023-03-04T17:16:34.474Z,2023-03-05T09:26:03Z,4072361669,56,Center,4072361677,265,,4074353551,178,,4072361681,285,,4072361675,152,,4072361667,13,,4072361741,233,8,,,,3l1v52usaf9mmi9dwowdwv3e,A. Francis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515325209,9,1,1,0,27,jb4xejoxjfk5a0a50bo8hvst,1,45.7,27.7,2023-03-04T17:16:43.083Z,2023-03-05T09:26:02Z,4072362229,56,Center,4072362237,213,0.9,4072362231,140,68.7,4072362233,141,69.0,4074353731,178,,4072362235,212,37.0,4072362225,5,,4072362239,1,,5oa6glaxweluggb6odyxb4uz9,D. Opare,4072362227,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515325249,10,1,1,0,29,jb4xejoxjfk5a0a50bo8hvst,1,65.6,70.6,2023-03-04T17:16:45.488Z,2023-03-05T09:26:02Z,4072362497,56,Left,4072362503,212,12.5,4074353879,178,,4072362501,141,84.4,4072362499,140,57.8,4072362505,213,2.3,,,,,,,apusqhva0hdbf7zqb3twgeoa2,S. Mvoué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515325341,11,1,1,0,31,jb4xejoxjfk5a0a50bo8hvst,1,55.6,78.8,2023-03-04T17:16:46.576Z,2023-03-05T09:26:01Z,4072362909,212,18.6,4072362907,141,94.7,4074353943,178,,4072362911,213,0.6,4072362905,140,70.0,4072362903,56,Left,,,,,,,7sxsul4lzfxl1nzca1nq715re,S. Lahssaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515325385,12,1,1,0,33,jb4xejoxjfk5a0a50bo8hvst,1,67.5,98,2023-03-04T17:16:49.079Z,2023-03-05T09:26:00Z,4074354049,178,,4072363135,212,16.0,4072363133,141,83.2,4072363129,56,Left,4072363137,213,3.8,4072363131,140,55.6,,,,,,,187qa5icsve3oak3t90r6rhsl,M. Poaty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515325427,13,1,1,0,35,jb4xejoxjfk5a0a50bo8hvst,0,57.6,90.4,2023-03-04T17:16:51.532Z,2023-03-05T09:25:59Z,4072363353,213,3.8,4072363349,141,69.3,4072363345,56,Back,4072363351,212,23.9,4072363347,140,39.4,4074354505,178,,,,,,,,7sxsul4lzfxl1nzca1nq715re,S. Lahssaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515325365,9,49,1,0,36,3ix9om1svhd6obl0mbk1otgop,1,48.2,23.2,2023-03-04T17:16:52.050Z,2023-03-05T09:25:58Z,,,,,,,,,,,,,,,,,,,,,,,,,1gzgkjei16r4lt2fvcedy1jvt,K. Denkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515325463,10,1,1,0,39,3ix9om1svhd6obl0mbk1otgop,1,62.1,27.1,2023-03-04T17:16:55.277Z,2023-03-05T09:25:56Z,4074354709,178,,4072363509,212,21.9,4072363505,140,80.3,4072363507,141,11.4,4072363503,56,Right,4072363511,213,5.8,,,,,,,1gzgkjei16r4lt2fvcedy1jvt,K. Denkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515325479,11,1,1,0,42,3ix9om1svhd6obl0mbk1otgop,0,79.3,12.8,2023-03-04T17:16:57.732Z,2023-03-05T09:25:55Z,4072363599,140,86.9,4072363603,212,25.7,4073285987,224,,4072363601,141,48.7,4072363597,56,Center,4074354837,178,,4072363605,213,1.3,4073285989,20,,a0ecz4nlxrr62dcwixtmjiwyy,T. Somers,4072363593,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515325593,14,12,1,0,43,jb4xejoxjfk5a0a50bo8hvst,1,12,49.6,2023-03-04T17:16:59.267Z,2023-03-05T09:25:55Z,4072364219,141,62.9,4072364225,213,0.7,4074354923,178,,4072364209,56,Back,4072364215,140,22.3,4072364223,212,14.1,,,,,,,5oa6glaxweluggb6odyxb4uz9,D. Opare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515325535,12,13,1,0,45,3ix9om1svhd6obl0mbk1otgop,1,81.2,35.4,2023-03-04T17:17:01.192Z,2023-03-05T09:25:54Z,4072364587,102,81.3,4072364595,458,,4072364583,120,,4072363909,22,,4072364591,215,,4072364597,230,97.3,4072364585,73,,4072364593,328,,84l7r4ud9ipuf9vc3ib5b4l0q,H. Siquet,4074355159,178,4072364599,231,47,4072364589,103,8.3,4072363911,18,4072364281,20,4072363913,56,Center,,,,,,,,,,,,,,,,,,,,
2515325557,13,5,1,0,47,3ix9om1svhd6obl0mbk1otgop,0,100.6,73.4,2023-03-04T17:17:03.037Z,2023-03-05T05:02:02Z,4072364329,233,15,4072363995,346,,4072363993,56,Center,,,,,,,,,,,,,,,,84l7r4ud9ipuf9vc3ib5b4l0q,H. Siquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515325599,15,5,1,0,47,jb4xejoxjfk5a0a50bo8hvst,1,-0.6,26.6,2023-03-04T17:17:03.037Z,2023-03-05T05:02:02Z,4072364305,233,13,4072364257,346,,4072364255,56,Back,,,,,,,,,,,,,,,,5oa6glaxweluggb6odyxb4uz9,D. Opare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515325977,16,1,1,1,13,jb4xejoxjfk5a0a50bo8hvst,0,1.6,58.4,2023-03-04T17:17:28.675Z,2023-03-05T09:25:54Z,4072366287,140,56.8,4072366295,1,,4072366283,124,,4072366291,212,58.6,4072366297,74,,4072366289,141,71.1,4072366293,213,0.1,4072366285,56,Center,7nlpu8ocv423vqaooks0hifze,G. Dietsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515325993,14,1,1,1,17,3ix9om1svhd6obl0mbk1otgop,0,49.3,23.3,2023-03-04T17:17:32.838Z,2023-03-05T09:25:54Z,4072366377,3,,4072366389,213,0.6,4074355719,388,,4072366379,56,Center,4072366383,141,39.8,4072366387,212,21.3,4072366381,140,66.5,,,,3l1v52usaf9mmi9dwowdwv3e,A. Francis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515326031,17,1,1,1,18,jb4xejoxjfk5a0a50bo8hvst,1,39.8,73.3,2023-03-04T17:17:33.686Z,2023-03-05T09:25:53Z,4072366595,212,21.0,4074355803,178,,4072366591,140,59.4,4072366589,56,Center,4072366597,213,6.1,4072366593,141,67.2,,,,,,,4fgrf40ajhehju4kav49vobca,J. Nekadio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515326039,18,61,1,1,18,jb4xejoxjfk5a0a50bo8hvst,0,56.3,80.2,2023-03-04T17:17:34.510Z,2023-03-05T09:25:53Z,4074355947,178,,4072366619,56,Left,,,,,,,,,,,,,,,,,,,8058605f3gip7nglewe7svqzu,M. Mouandilmadji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515326025,15,50,1,1,19,3ix9om1svhd6obl0mbk1otgop,1,45,19.2,2023-03-04T17:17:35.373Z,2023-03-05T09:25:52Z,4073579885,233,19,4073293961,286,,4072366559,56,Back,,,,,,,,,,,,,,,,5iuagsqdiiaadb5yuf7r4vzmc,C. Ravych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515326055,19,7,1,1,19,jb4xejoxjfk5a0a50bo8hvst,0,55,80.8,2023-03-04T17:17:35.444Z,2023-03-05T09:25:52Z,4073579879,233,15,4072366693,56,Left,4074356221,178,,4073296453,385,,4073294209,285,,,,,,,,,,,8058605f3gip7nglewe7svqzu,M. Mouandilmadji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515498085,904,61,1,1,20,3ix9om1svhd6obl0mbk1otgop,1,44.4,18.9,2023-03-04T17:17:36.405Z,2023-03-05T09:25:51Z,4073297673,56,Back,4074356557,178,,,,,,,,,,,,,,,,,,,,5iuagsqdiiaadb5yuf7r4vzmc,C. Ravych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515703617,1085,67,1,1,20,3ix9om1svhd6obl0mbk1otgop,1,46.3,19.1,2023-03-04T17:17:36.449Z,2023-03-05T09:25:51Z,4074404523,233,940,,,,,,,,,,,,,,,,,,,,,,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515703613,940,67,1,1,20,jb4xejoxjfk5a0a50bo8hvst,0,53.7,80.9,2023-03-04T17:17:36.450Z,2023-03-05T09:25:50Z,4074404531,233,1085,,,,,,,,,,,,,,,,,,,,,,8058605f3gip7nglewe7svqzu,M. Mouandilmadji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515326069,16,1,1,1,20,3ix9om1svhd6obl0mbk1otgop,0,45.2,18.6,2023-03-04T17:17:36.451Z,2023-03-05T09:25:50Z,4074356623,178,,4073296859,140,60.7,4073296865,213,0.5,4073296863,212,19.1,4072366771,56,Center,4073296861,141,33.2,,,,,,,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515703967,955,67,1,1,22,jb4xejoxjfk5a0a50bo8hvst,1,43,75.9,2023-03-04T17:17:37.996Z,2023-03-05T09:25:50Z,4074406705,233,1097,,,,,,,,,,,,,,,,,,,,,,4fgrf40ajhehju4kav49vobca,J. Nekadio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515703965,1097,67,1,1,22,3ix9om1svhd6obl0mbk1otgop,0,57,24.1,2023-03-04T17:17:37.997Z,2023-03-05T09:25:49Z,4074406711,233,955,,,,,,,,,,,,,,,,,,,,,,1gzgkjei16r4lt2fvcedy1jvt,K. Denkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515363513,365,8,1,1,22,jb4xejoxjfk5a0a50bo8hvst,1,42.8,76.6,2023-03-04T17:17:38.005Z,2023-03-05T09:25:49Z,4074357027,178,,4072557633,56,Back,4073299103,383,,,,,,,,,,,,,,,,,4fgrf40ajhehju4kav49vobca,J. Nekadio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515326073,17,43,1,1,23,3ix9om1svhd6obl0mbk1otgop,1,0,0,2023-03-04T17:17:38.672Z,2023-03-04T18:06:30Z,4072366795,141,26.7,4072366799,213,4.2,4072366793,140,58.3,4072366791,56,Center,4072556547,144,1,4072366797,212,6.0,,,,,,,1gzgkjei16r4lt2fvcedy1jvt,K. Denkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515326127,20,1,1,1,26,jb4xejoxjfk5a0a50bo8hvst,1,35.6,97.9,2023-03-04T17:17:41.601Z,2023-03-05T09:25:48Z,4074357451,178,,4072367073,140,37.5,4072367077,212,15.3,4072367071,56,Back,4072367075,141,75.6,4072367079,213,4.8,,,,,,,4fgrf40ajhehju4kav49vobca,J. Nekadio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515326147,21,1,1,1,27,jb4xejoxjfk5a0a50bo8hvst,1,39.6,90,2023-03-04T17:17:42.559Z,2023-03-05T09:25:47Z,4072367235,213,6.0,4072367227,56,Center,4072367233,212,30.3,4072367231,141,78.4,4074357565,178,,4072367229,140,67.5,,,,,,,7sxsul4lzfxl1nzca1nq715re,S. Lahssaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
