id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,qualifier/17/value,assist
2481994979,427,49,1,0,7,jb4xejoxjfk5a0a50bo8hvst,1,43.1,50.4,2022-11-05T17:15:17.096Z,2022-11-06T08:52:58Z,,,,,,,,,,,,,,,,,,,,,,,,,cahevdu5yhhnh8qlj969b6dw,S. Trémoulet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481955025,6,1,1,0,10,jb4xejoxjfk5a0a50bo8hvst,0,53,75.6,2022-11-05T17:15:19.828Z,2022-11-06T08:52:56Z,3896661669,212,18.4,3896661671,213,1.4,3896661665,140,56.8,3898020961,178,,3896661663,56,Left,3896661667,141,100.0,,,,,,,cahevdu5yhhnh8qlj969b6dw,S. Trémoulet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481955071,6,5,1,0,11,2989v3kho9h5jaboe1nr7lx21,1,40.8,-2,2022-11-05T17:15:21.378Z,2022-11-06T03:54:34Z,3896661999,233,7,3896661965,56,Back,3896661967,347,,,,,,,,,,,,,,,,,9mmwn9yt1olhyr54j45e28xcl,G. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481955029,7,5,1,0,11,jb4xejoxjfk5a0a50bo8hvst,0,59.2,102,2022-11-05T17:15:21.378Z,2022-11-06T03:54:35Z,3896661691,347,,3896661689,56,Left,3896662003,233,6,,,,,,,,,,,,,,,,cahevdu5yhhnh8qlj969b6dw,S. Trémoulet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481955129,7,1,1,0,18,2989v3kho9h5jaboe1nr7lx21,1,47.1,0,2022-11-05T17:15:27.930Z,2022-11-06T08:52:56Z,3896662259,140,62.3,3896662257,56,Right,3896662265,213,0.4,3896662263,212,17.4,3896662255,107,,3896662261,141,8.3,,,,,,,9qafk5ke1yzqggkcmf1zqevp,W. Janssens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481955199,9,4,1,0,20,2989v3kho9h5jaboe1nr7lx21,1,62.5,3.5,2022-11-05T17:15:29.953Z,2022-11-06T08:52:56Z,3896662585,152,,3896662581,56,Right,3896662589,286,,3896662575,13,,3896662577,294,,3896662677,233,9,,,,,,,4rwvkp9xlyv314ceglbauou6t,S. Okazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481955205,9,4,1,0,20,jb4xejoxjfk5a0a50bo8hvst,0,37.5,96.5,2022-11-05T17:15:29.954Z,2022-11-06T08:52:55Z,3896662629,285,,3896662749,233,9,3896662625,56,Back,3896662627,152,,3896662621,13,,3898021205,178,,3896662623,294,,,,,cahevdu5yhhnh8qlj969b6dw,S. Trémoulet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481955117,8,43,1,0,20,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-11-05T17:15:30.249Z,2022-11-05T17:15:39Z,3896662221,285,0,3896662945,144,44,3896662219,56,Back,,,,,,,,,,,,,,,,cahevdu5yhhnh8qlj969b6dw,S. Trémoulet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481955139,8,43,1,0,20,2989v3kho9h5jaboe1nr7lx21,1,0,0,2022-11-05T17:15:30.250Z,2022-11-05T17:15:37Z,3896662319,233,8,3896662309,56,Right,3896662875,144,44,3896662311,286,0,,,,,,,,,,,,,4rwvkp9xlyv314ceglbauou6t,S. Okazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481955507,10,1,1,0,46,2989v3kho9h5jaboe1nr7lx21,1,62.7,4.2,2022-11-05T17:15:56.170Z,2022-11-06T08:52:55Z,3896669655,210,15,3896664279,5,,3896664285,56,Center,3896664295,1,,3896664283,152,,3896664287,140,85.8,3896664281,155,,3896669657,154,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,1,3896664289,141,61.5,3896664291,212,45.9,3898021293,178,3896664293,213,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2481955523,11,44,1,0,49,2989v3kho9h5jaboe1nr7lx21,1,86.8,60.4,2022-11-05T17:15:58.861Z,2022-11-06T08:52:55Z,3896664351,286,,3896664371,233,10,3896664349,56,Center,,,,,,,,,,,,,,,,4fc3xit5tx2o583prbwhkq8d1,T. Leistner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481955503,10,44,1,0,49,jb4xejoxjfk5a0a50bo8hvst,0,13.2,39.6,2022-11-05T17:15:58.862Z,2022-11-06T08:52:54Z,3896664417,233,11,3896664269,56,Back,3896664273,285,,,,,,,,,,,,,,,,,cahevdu5yhhnh8qlj969b6dw,S. Trémoulet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481955525,12,15,1,0,49,2989v3kho9h5jaboe1nr7lx21,1,87.3,62.3,2022-11-05T17:15:58.898Z,2022-11-06T08:52:54Z,3896669687,102,48.5,3896664363,56,Center,3896669699,146,93.8,3896664361,17,,3896669689,103,19,3896669697,82,,3896669679,29,,3896669677,78,,4fc3xit5tx2o583prbwhkq8d1,T. Leistner,1,3898021459,388,,3896669681,154,,3896669683,55,3896669693,328,,10,3896669675,15,3896669705,231,52.4,3896669703,230,96.4,3896669701,147,55.8,3896669671,24,3896669695,139,,,,,,,,,
2482073297,864,61,1,0,49,2989v3kho9h5jaboe1nr7lx21,1,87.1,51.8,2022-11-05T17:15:58.920Z,2022-11-06T08:52:53Z,3897290471,228,,3897290319,56,Center,3898021587,15,,3898021589,388,,,,,,,,,,,,,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481955565,13,13,1,0,49,2989v3kho9h5jaboe1nr7lx21,1,88.4,52.3,2022-11-05T17:15:59.348Z,2022-11-06T08:52:53Z,3896673617,29,,3896673613,24,,3896664563,17,,3896673625,103,81.9,3896668101,328,,3898021849,388,,3896673619,55,12,3896668097,15,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,3896673623,102,41.0,3896673627,230,97.7,3896664565,56,3896673615,81,,Center,3896673629,231,,,,,,,,,,,,,,52.2,,,,,,,,
2481955539,11,5,1,0,52,jb4xejoxjfk5a0a50bo8hvst,1,-1.2,60.3,2022-11-05T17:16:02.150Z,2022-11-06T03:55:26Z,3896664457,346,,3896666887,233,14,3896664455,56,Back,,,,,,,,,,,,,,,,cahevdu5yhhnh8qlj969b6dw,S. Trémoulet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481955785,14,5,1,0,52,2989v3kho9h5jaboe1nr7lx21,0,101.2,39.7,2022-11-05T17:16:02.150Z,2022-11-06T03:55:26Z,3896665805,56,Center,3896665807,346,,3896666917,233,11,,,,,,,,,,,,,,,,eakj3xa0pa88pajbvasbwqwdm,E. Bocat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481955827,12,1,1,1,14,jb4xejoxjfk5a0a50bo8hvst,0,5.4,58.5,2022-11-05T17:16:24.552Z,2022-11-06T08:52:52Z,3896665999,213,0.1,3896665995,141,69.0,3896666001,1,,3896665993,140,63.0,3896665991,56,Center,3896666003,74,,3896665997,212,60.9,3896665989,124,,9ch1zw030nu94b2v7t9pzyqne,T. Galjé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481955881,13,61,1,1,20,jb4xejoxjfk5a0a50bo8hvst,1,61.2,86.5,2022-11-05T17:16:30.501Z,2022-11-06T08:52:52Z,3898022109,388,,3896666283,56,Left,,,,,,,,,,,,,,,,,,,187qa5icsve3oak3t90r6rhsl,M. Poaty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482203501,888,67,1,1,22,2989v3kho9h5jaboe1nr7lx21,0,41.7,24.7,2022-11-05T17:16:32.142Z,2022-11-06T08:52:51Z,3898047195,233,861,,,,,,,,,,,,,,,,,,,,,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482203499,861,67,1,1,22,jb4xejoxjfk5a0a50bo8hvst,0,58.3,75.3,2022-11-05T17:16:32.143Z,2022-11-06T08:52:52Z,3898047199,233,888,,,,,,,,,,,,,,,,,,,,,,apusqhva0hdbf7zqb3twgeoa2,S. Mvoué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481955895,15,61,1,1,22,2989v3kho9h5jaboe1nr7lx21,0,41.7,24.7,2022-11-05T17:16:32.146Z,2022-11-06T08:52:50Z,3898022309,178,,3896666385,56,Back,,,,,,,,,,,,,,,,,,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481955911,16,1,1,1,22,2989v3kho9h5jaboe1nr7lx21,0,41.9,24.7,2022-11-05T17:16:32.181Z,2022-11-06T08:52:50Z,3898022513,178,,3897292093,212,32.3,3896666461,56,Center,3897292089,140,70.8,3897292091,141,41.0,3897292097,1,,3897292095,213,0.4,,,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956077,14,1,1,1,29,jb4xejoxjfk5a0a50bo8hvst,1,20.3,65.8,2022-11-05T17:16:39.001Z,2022-11-06T08:52:49Z,3896667529,213,4.9,3898022749,178,,3896667523,140,26.2,3896667527,212,28.9,3896667521,56,Back,3896667525,141,24.3,,,,,,,9ch1zw030nu94b2v7t9pzyqne,T. Galjé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482102637,835,3,1,1,36,jb4xejoxjfk5a0a50bo8hvst,0,31.3,14.3,2022-11-05T17:16:45.777Z,2022-11-06T08:52:47Z,3897465227,285,,3897465225,56,Back,3897465231,465,,3897465233,467,b24ytr3apnyp7z17c124tu1yi,3898022899,178,,,,,,,,,,,5oa6glaxweluggb6odyxb4uz9,D. Opare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956079,15,4,1,1,37,jb4xejoxjfk5a0a50bo8hvst,1,29.6,16.4,2022-11-05T17:16:46.753Z,2022-11-06T08:52:47Z,3898347515,285,,3896667535,56,Back,3896667533,13,,3896667537,152,,3896667657,233,17,3896667539,265,,,,,,,,5oa6glaxweluggb6odyxb4uz9,D. Opare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956101,17,4,1,1,37,2989v3kho9h5jaboe1nr7lx21,0,70.4,83.6,2022-11-05T17:16:46.754Z,2022-11-06T08:52:47Z,3896667641,265,,3898022949,178,,3896667639,152,,3896667637,56,Left,3898347513,286,,3896667635,13,,3896667669,233,15,,,,b24ytr3apnyp7z17c124tu1yi,D. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956437,16,1,1,2,5,jb4xejoxjfk5a0a50bo8hvst,1,29.4,15.6,2022-11-05T17:17:15.031Z,2022-11-06T08:52:46Z,3896669381,56,Back,3896669387,212,48.2,3896669383,140,38.6,3896669375,155,,3896669391,1,,3896669389,213,1.4,3896669385,141,85.0,3896669379,152,,5oa6glaxweluggb6odyxb4uz9,D. Opare,,3896669377,196,,3896669373,5,,3898023029,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956473,17,1,1,2,10,jb4xejoxjfk5a0a50bo8hvst,1,45,78.4,2022-11-05T17:17:19.720Z,2022-11-06T08:52:45Z,3896669591,141,84.8,3896669589,140,57.6,3898023099,178,,3896669593,212,13.9,3896669595,213,0.3,3896669587,56,Left,,,,,,,cahevdu5yhhnh8qlj969b6dw,S. Trémoulet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482203849,879,67,1,2,10,jb4xejoxjfk5a0a50bo8hvst,1,59.6,77.9,2022-11-05T17:17:20.297Z,2022-11-06T08:52:45Z,3898049313,233,890,,,,,,,,,,,,,,,,,,,,,,e44sv1k4belucgkkem7qtkpd6,V. Guillaume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482203847,890,67,1,2,10,2989v3kho9h5jaboe1nr7lx21,0,40.4,22.1,2022-11-05T17:17:20.298Z,2022-11-06T08:52:45Z,3898049329,233,879,,,,,,,,,,,,,,,,,,,,,,3krglbuxncb1fvl3p1sezhoq2,A. Al-Dakhil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956475,18,61,1,2,10,jb4xejoxjfk5a0a50bo8hvst,0,57.9,80.8,2022-11-05T17:17:20.543Z,2022-11-06T08:52:44Z,3898023213,178,,3896669605,56,Left,,,,,,,,,,,,,,,,,,,e44sv1k4belucgkkem7qtkpd6,V. Guillaume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956479,18,49,1,2,12,2989v3kho9h5jaboe1nr7lx21,1,43.2,15.9,2022-11-05T17:17:22.210Z,2022-11-06T08:52:44Z,,,,,,,,,,,,,,,,,,,,,,,,,4rwvkp9xlyv314ceglbauou6t,S. Okazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956495,19,1,1,2,12,2989v3kho9h5jaboe1nr7lx21,1,43.2,15.9,2022-11-05T17:17:22.234Z,2022-11-06T08:52:43Z,3896669749,140,24.1,3898023339,178,,3896669751,141,15.3,3896669753,212,20.1,3896669755,213,3.2,3896669747,56,Back,,,,,,,4rwvkp9xlyv314ceglbauou6t,S. Okazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956513,20,1,1,2,13,2989v3kho9h5jaboe1nr7lx21,1,33.1,14,2022-11-05T17:17:23.470Z,2022-11-06T08:52:43Z,3896669851,212,16.2,3896669845,56,Back,3896669853,213,2.2,3896669847,140,24.2,3898023405,178,,3896669849,141,33.4,,,,,,,9qafk5ke1yzqggkcmf1zqevp,W. Janssens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956525,21,1,1,2,14,2989v3kho9h5jaboe1nr7lx21,1,32.6,28.9,2022-11-05T17:17:24.259Z,2022-11-06T08:52:43Z,3896669919,212,18.3,3898023447,178,,3896669917,141,6.8,3896669913,56,Back,3896669921,213,4.1,3896669915,140,22.6,,,,,,,4fc3xit5tx2o583prbwhkq8d1,T. Leistner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956537,22,1,1,2,16,2989v3kho9h5jaboe1nr7lx21,0,30.8,5.5,2022-11-05T17:17:26.440Z,2022-11-06T08:52:42Z,3896670109,236,,3896669995,56,Back,3896670115,286,,3896670003,213,3.5,3898023481,178,,3896670001,212,1.7,3896669999,141,4.6,3896669997,140,29.3,9qafk5ke1yzqggkcmf1zqevp,W. Janssens,,3896670111,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956545,19,74,1,2,17,jb4xejoxjfk5a0a50bo8hvst,1,66.6,94,2022-11-05T17:17:26.651Z,2022-11-06T08:52:42Z,3898023507,178,,3896670045,285,,3896670043,56,Left,3896670121,233,22,,,,,,,,,,,,,187qa5icsve3oak3t90r6rhsl,M. Poaty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956557,20,5,1,2,18,jb4xejoxjfk5a0a50bo8hvst,0,68.1,102,2022-11-05T17:17:28.351Z,2022-11-06T03:57:24Z,3896670087,56,Left,3896670573,233,23,3896670089,347,,,,,,,,,,,,,,,,,187qa5icsve3oak3t90r6rhsl,M. Poaty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956639,23,5,1,2,18,2989v3kho9h5jaboe1nr7lx21,1,31.9,-2,2022-11-05T17:17:28.351Z,2022-11-06T03:57:24Z,3896670535,56,Back,3896670549,233,20,3896670537,347,,,,,,,,,,,,,,,,,9qafk5ke1yzqggkcmf1zqevp,W. Janssens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956681,24,1,1,2,28,2989v3kho9h5jaboe1nr7lx21,1,41.5,0,2022-11-05T17:17:38.595Z,2022-11-06T08:52:42Z,3896670719,56,Right,3896670725,212,11.0,3896670717,107,,3896670723,141,5.9,3896670721,140,50.8,3896670727,213,0.5,,,,,,,9qafk5ke1yzqggkcmf1zqevp,W. Janssens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956689,25,1,1,2,30,2989v3kho9h5jaboe1nr7lx21,0,52.9,5.6,2022-11-05T17:17:39.645Z,2022-11-06T08:52:41Z,3896670783,213,0.4,3896670781,212,5.8,3896670779,141,8.6,3896670773,168,,3896670777,140,58.1,3896670771,3,,3896670775,56,Right,3898023649,388,,9mmwn9yt1olhyr54j45e28xcl,G. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956719,21,1,1,2,30,jb4xejoxjfk5a0a50bo8hvst,1,44.2,93.9,2022-11-05T17:17:40.009Z,2022-11-06T08:52:41Z,3896670963,141,90.3,3896670955,56,Back,3896670953,3,,3896670965,212,4.0,3896670959,140,47.2,3896670969,213,5.6,3898023741,178,,,,,187qa5icsve3oak3t90r6rhsl,M. Poaty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956729,22,49,1,2,31,jb4xejoxjfk5a0a50bo8hvst,1,47,90.9,2022-11-05T17:17:41.489Z,2022-11-06T08:52:40Z,,,,,,,,,,,,,,,,,,,,,,,,,4e5jvz1t60a2l67c5a9r2qne,M. Cachbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956745,23,1,1,2,31,jb4xejoxjfk5a0a50bo8hvst,0,47,90.9,2022-11-05T17:17:41.510Z,2022-11-06T08:52:40Z,3898023843,178,,3896671083,1,,3896671081,213,2.7,3896671079,212,15.6,3896671073,56,Back,3896671071,157,,3896671077,141,100.0,3896671075,140,33.8,4e5jvz1t60a2l67c5a9r2qne,M. Cachbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956747,24,5,1,2,35,jb4xejoxjfk5a0a50bo8hvst,0,31.9,101.7,2022-11-05T17:17:44.991Z,2022-11-06T03:57:53Z,3896671091,347,,3896671089,56,Back,3896672057,233,26,,,,,,,,,,,,,,,,4e5jvz1t60a2l67c5a9r2qne,M. Cachbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956929,26,5,1,2,35,2989v3kho9h5jaboe1nr7lx21,1,68.1,-1.7,2022-11-05T17:17:44.991Z,2022-11-06T03:57:53Z,3896672037,347,,3896672043,233,24,3896672035,56,Right,,,,,,,,,,,,,,,,9mmwn9yt1olhyr54j45e28xcl,G. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
