id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value,qualifier/23/id,qualifier/23/qualifierId,qualifier/23/value
2499346345,222,59,1,25,5,3ix9om1svhd6obl0mbk1otgop,1,0,0,2023-01-21T17:41:16.136Z,2023-01-22T07:16:18Z,3988304851,56,Back,,,,,,,,,,,,,,,,,,,,,,21ipfd9gxws9vqpw9002o8ve1,Warleson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499346355,223,12,1,25,5,3ix9om1svhd6obl0mbk1otgop,1,29.4,72,2023-01-21T17:41:16.151Z,2023-01-22T07:16:18Z,3988304899,213,1.3,3988304897,212,21.1,3989271341,178,,3988304891,56,Back,3988304933,167,,3988304893,140,35.3,3988304895,141,100.0,,,,21ipfd9gxws9vqpw9002o8ve1,Warleson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499346437,215,5,1,25,7,2b57rbw94i9ohnbch52owvqtq,1,64.8,-1.6,2023-01-21T17:41:18.128Z,2023-01-22T02:49:57Z,3988305269,233,224,3988305247,56,Right,3988305249,347,,,,,,,,,,,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499346367,224,5,1,25,7,3ix9om1svhd6obl0mbk1otgop,0,35.2,101.6,2023-01-21T17:41:18.128Z,2023-01-22T02:49:57Z,3988304929,56,Back,3988305285,233,215,3988304931,347,,,,,,,,,,,,,,,,,21ipfd9gxws9vqpw9002o8ve1,Warleson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499346449,216,1,1,25,14,2b57rbw94i9ohnbch52owvqtq,1,71.8,0,2023-01-21T17:41:24.639Z,2023-01-22T07:16:18Z,3988305319,141,1.7,3988305317,140,72.9,3988305313,107,,3988305315,56,Right,3988305323,213,1.1,3988305321,212,2.4,3989075593,189,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499346459,217,1,1,25,14,2b57rbw94i9ohnbch52owvqtq,1,76.5,0.7,2023-01-21T17:41:24.707Z,2023-01-22T07:16:17Z,3989279133,178,,3988305379,213,2.7,3988305363,56,Right,3988305375,212,4.4,3988305367,140,72.8,3988305371,141,3.7,3989075603,189,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499346461,218,1,1,25,14,2b57rbw94i9ohnbch52owvqtq,0,75.9,2.3,2023-01-21T17:41:25.557Z,2023-01-22T07:16:16Z,3988305915,213,0.9,3988305939,286,,3988305911,141,5.0,3988305933,236,,3989279235,178,,3988305913,212,2.3,3988305935,233,225,3988305909,140,77.2,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,3988305383,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499346455,225,74,1,25,14,3ix9om1svhd6obl0mbk1otgop,1,22.9,95.5,2023-01-21T17:41:25.597Z,2023-01-22T07:16:16Z,3989279319,178,,3988305357,285,,3988305355,56,Back,3988305953,233,218,,,,,,,,,,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499346553,219,5,1,25,15,2b57rbw94i9ohnbch52owvqtq,1,71.6,-1.6,2023-01-21T17:41:26.257Z,2023-01-22T03:16:06Z,3988305945,233,226,3988305907,347,,3988305905,56,Right,,,,,,,,,,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499346477,226,5,1,25,15,3ix9om1svhd6obl0mbk1otgop,0,28.4,101.6,2023-01-21T17:41:26.257Z,2023-01-22T03:16:06Z,3988305485,56,Back,3988305961,233,219,3988305487,347,,,,,,,,,,,,,,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499346627,220,1,1,25,30,2b57rbw94i9ohnbch52owvqtq,1,75.6,0,2023-01-21T17:41:41.311Z,2023-01-22T07:16:15Z,3988306357,212,15.1,3988306359,213,0.4,3988306349,56,Right,3988306355,141,7.6,3988306345,107,,3988306353,140,88.6,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499346631,221,3,1,25,32,2b57rbw94i9ohnbch52owvqtq,0,90.4,7.8,2023-01-21T17:41:42.978Z,2023-01-22T07:16:14Z,3989075947,464,,3988306411,233,227,3989279853,178,,3988306377,56,Right,3988306379,286,,,,,,,,,,,3zkgg98u1fvuospd2avl4qy2,I. Durdov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499346633,227,7,1,25,33,3ix9om1svhd6obl0mbk1otgop,0,9.6,92.2,2023-01-21T17:41:44.131Z,2023-01-22T07:16:14Z,3989279917,178,,3989075803,385,,3988306399,233,221,3988306383,285,,3988306381,56,Back,,,,,,,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499346663,222,61,1,25,33,2b57rbw94i9ohnbch52owvqtq,0,89.4,5.5,2023-01-21T17:41:44.208Z,2023-01-22T07:16:13Z,3989280065,178,,3988306547,56,Right,,,,,,,,,,,,,,,,,,,3zkgg98u1fvuospd2avl4qy2,I. Durdov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499487317,802,1,1,25,33,3ix9om1svhd6obl0mbk1otgop,0,8.6,94.2,2023-01-21T17:41:44.566Z,2023-01-22T07:16:13Z,3989076567,1,,3989076559,140,35.5,3989076557,56,Back,3989076555,157,,3989076561,141,83.7,3989076563,212,29.1,3989280113,178,,3989076565,213,6.0,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499487373,836,1,1,25,35,2b57rbw94i9ohnbch52owvqtq,0,73.8,5.4,2023-01-21T17:41:46.084Z,2023-01-22T07:16:12Z,3989280177,388,,3989077009,3,,3989077017,212,9.3,3989077019,213,1.5,3989077013,140,74.1,3989077011,56,Right,3989077015,141,19.0,,,,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499487411,803,61,1,25,36,3ix9om1svhd6obl0mbk1otgop,1,18,79.1,2023-01-21T17:41:47.216Z,2023-01-22T07:16:12Z,3989077271,56,Back,3989280335,178,,,,,,,,,,,,,,,,,,,,3l1v52usaf9mmi9dwowdwv3e,A. Francis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499346679,228,12,1,25,37,3ix9om1svhd6obl0mbk1otgop,1,14.3,70.1,2023-01-21T17:41:48.397Z,2023-01-22T07:16:12Z,3988306643,213,5.6,3988306641,212,32.6,3989280369,178,,3988306635,56,Back,3988306637,140,38.3,3988306639,141,39.7,,,,,,,5iuagsqdiiaadb5yuf7r4vzmc,C. Ravych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499346683,223,1,1,25,40,2b57rbw94i9ohnbch52owvqtq,0,62.3,46.1,2023-01-21T17:41:51.302Z,2023-01-22T07:16:11Z,3988306669,56,Center,3989280471,178,,3988306675,212,14.1,3988306667,3,,3988306671,140,70.4,3988306673,141,62.7,3988306677,213,0.9,,,,czsmg1hjqbmzhz8x91y3b0yc5,B. Capon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499346739,229,1,1,25,42,3ix9om1svhd6obl0mbk1otgop,1,27.8,49.4,2023-01-21T17:41:53.361Z,2023-01-22T07:16:11Z,3988307009,213,4.8,3988307007,212,15.6,3988306997,3,,3988306999,56,Back,3989280623,388,,3988307001,140,29.8,3988307005,141,26.7,,,,3l1v52usaf9mmi9dwowdwv3e,A. Francis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499346745,230,4,1,25,44,3ix9om1svhd6obl0mbk1otgop,1,34,33.3,2023-01-21T17:41:55.340Z,2023-01-22T07:16:10Z,3988307033,13,,3989466107,286,,3988307035,56,Back,3988307323,233,224,3988307037,152,,3988307039,265,,,,,,,,84l7r4ud9ipuf9vc3ib5b4l0q,H. Siquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499346791,224,4,1,25,44,2b57rbw94i9ohnbch52owvqtq,0,66,66.7,2023-01-21T17:41:55.341Z,2023-01-22T07:16:10Z,3988307305,265,,3989466097,285,,3988307301,56,Center,3988307303,152,,3989280753,178,,3988307299,13,,3988307339,233,230,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347033,231,1,1,26,14,3ix9om1svhd6obl0mbk1otgop,0,39.8,31.8,2023-01-21T17:42:25.440Z,2023-01-22T07:16:09Z,3988308693,5,,3988308707,213,0.0,3988308695,155,,3989280827,178,,3988308703,141,32.4,3988308701,140,69.9,3988308697,152,,3988308705,212,31.6,bmbn4q2uorkgosgaig6migpux,B. Popović,3988308699,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347051,225,1,1,26,17,2b57rbw94i9ohnbch52owvqtq,0,28.9,73.1,2023-01-21T17:42:27.910Z,2023-01-22T07:16:09Z,3988308799,56,Back,3988308805,212,5.7,3988308797,3,,3988308803,141,73.9,3988308801,140,34.3,3989280903,388,,3988308807,213,0.1,,,,czsmg1hjqbmzhz8x91y3b0yc5,B. Capon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347091,232,1,1,26,20,3ix9om1svhd6obl0mbk1otgop,1,64.6,20,2023-01-21T17:42:31.160Z,2023-01-22T07:16:07Z,3988308965,56,Center,3988308971,212,14.5,3988308973,213,1.4,3988308969,141,41.0,3988308967,140,67.1,3989281021,178,,,,,,,,3l1v52usaf9mmi9dwowdwv3e,A. Francis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347125,233,1,1,26,22,3ix9om1svhd6obl0mbk1otgop,0,70.5,34.6,2023-01-21T17:42:33.076Z,2023-01-22T07:16:06Z,3988309111,141,44.3,3988309113,212,23.1,3988309115,213,0.3,3989281091,178,,3988309109,140,91.6,3988309107,56,Center,,,,,,,8jc7tw0nw37trgyli0oyz1soa,C. Vanhoutte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347121,226,52,1,26,24,2b57rbw94i9ohnbch52owvqtq,1,10.1,57.5,2023-01-21T17:42:35.510Z,2023-01-22T07:16:06Z,3989281123,178,,3989078145,376,,,,,,,,,,,,,,,,,,,,d0itp0eyxewvnm2shm0manw7p,D. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347269,227,1,1,26,35,2b57rbw94i9ohnbch52owvqtq,1,15.4,62.4,2023-01-21T17:42:46.206Z,2023-01-22T07:16:05Z,3988310009,140,24.0,3988310007,56,Back,3989281281,178,,3988310011,141,89.3,3988310013,212,20.4,3988310015,213,1.1,3988310005,123,,,,,d0itp0eyxewvnm2shm0manw7p,D. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347297,228,1,1,26,37,2b57rbw94i9ohnbch52owvqtq,1,23.6,88.1,2023-01-21T17:42:47.792Z,2023-01-22T07:16:05Z,3988310153,56,Back,3988310155,140,32.1,3989281339,178,,3988310161,213,0.5,3988310157,141,95.3,3988310159,212,10.2,,,,,,,czsmg1hjqbmzhz8x91y3b0yc5,B. Capon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347309,229,1,1,26,39,2b57rbw94i9ohnbch52owvqtq,0,35.3,97,2023-01-21T17:42:50.567Z,2023-01-22T07:16:04Z,3989281427,178,,3988310217,140,64.0,3988310219,141,86.2,3988310221,212,31.0,3988310223,213,6.0,3989078397,155,,3988310215,56,Left,,,,3m13ipluel0m6cotha7n7vrop,T. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347307,234,49,1,26,41,3ix9om1svhd6obl0mbk1otgop,1,39.5,13,2023-01-21T17:42:52.198Z,2023-01-22T07:16:03Z,,,,,,,,,,,,,,,,,,,,,,,,,5iuagsqdiiaadb5yuf7r4vzmc,C. Ravych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347331,235,1,1,26,42,3ix9om1svhd6obl0mbk1otgop,0,39.6,11.2,2023-01-21T17:42:52.723Z,2023-01-22T07:16:02Z,3988310345,213,0.1,3988310341,141,14.6,3988310343,212,31.1,3988310335,155,,3988310339,140,69.1,3989281535,178,,3988310337,56,Right,,,,5iuagsqdiiaadb5yuf7r4vzmc,C. Ravych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347345,230,49,1,26,45,2b57rbw94i9ohnbch52owvqtq,1,31.7,88.6,2023-01-21T17:42:56.135Z,2023-01-22T07:16:02Z,,,,,,,,,,,,,,,,,,,,,,,,,czsmg1hjqbmzhz8x91y3b0yc5,B. Capon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347375,231,1,1,26,45,2b57rbw94i9ohnbch52owvqtq,1,31.6,88.5,2023-01-21T17:42:56.172Z,2023-01-22T07:16:01Z,3988310589,56,Back,3988310595,212,32.1,3988310593,141,58.4,3988310591,140,8.1,3988310597,213,3.8,3989281653,178,,3989465993,1,,,,,czsmg1hjqbmzhz8x91y3b0yc5,B. Capon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347407,232,1,1,26,48,2b57rbw94i9ohnbch52owvqtq,0,8.2,63.8,2023-01-21T17:42:58.881Z,2023-01-22T07:16:01Z,3988310751,212,29.1,3988310753,213,5.9,3988310745,56,Back,3988310755,1,,3988310743,157,,3989281703,178,,3988310747,140,34.2,3988310749,141,48.8,d0itp0eyxewvnm2shm0manw7p,D. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347417,236,1,1,26,50,3ix9om1svhd6obl0mbk1otgop,0,63,51.5,2023-01-21T17:43:01.393Z,2023-01-22T07:16:00Z,3988310859,141,66.3,3989281781,178,,3988310857,140,73.0,3988310861,212,14.5,3988310863,213,0.8,3988310855,56,Center,3988310853,3,,,,,8jc7tw0nw37trgyli0oyz1soa,C. Vanhoutte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347431,233,1,1,26,52,2b57rbw94i9ohnbch52owvqtq,1,23.8,42.1,2023-01-21T17:43:03.284Z,2023-01-22T07:16:00Z,3988310939,212,14.2,3988310937,141,59.7,3988310935,140,31.0,3988310931,3,,3988310933,56,Back,3988310941,213,1.0,3989281891,388,,,,,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347453,234,1,1,26,54,2b57rbw94i9ohnbch52owvqtq,1,29.5,52.6,2023-01-21T17:43:04.644Z,2023-01-22T07:16:00Z,3988311061,213,0.1,3988311053,56,Back,3988311051,3,,3988311055,140,38.0,3988311057,141,53.7,3988311059,212,9.0,3989281973,388,,,,,8thfkx6q306ewh6mlba8ztqzt,A. Amade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347457,235,61,1,26,55,2b57rbw94i9ohnbch52owvqtq,0,35.5,43.5,2023-01-21T17:43:06.009Z,2023-01-22T07:15:59Z,3988311077,56,Back,3989282023,178,,,,,,,,,,,,,,,,,,,,92resfejh2m1oygglkjdk0u7d,Kenny Rocha Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499532665,876,67,1,26,56,3ix9om1svhd6obl0mbk1otgop,1,58.4,50.6,2023-01-21T17:43:07.482Z,2023-01-22T07:15:59Z,3989303333,233,884,,,,,,,,,,,,,,,,,,,,,,5iuagsqdiiaadb5yuf7r4vzmc,C. Ravych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499532663,884,67,1,26,56,2b57rbw94i9ohnbch52owvqtq,0,41.6,49.4,2023-01-21T17:43:07.483Z,2023-01-22T07:15:58Z,3989303337,233,876,,,,,,,,,,,,,,,,,,,,,,92resfejh2m1oygglkjdk0u7d,Kenny Rocha Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347471,237,1,1,26,56,3ix9om1svhd6obl0mbk1otgop,0,56.6,50.3,2023-01-21T17:43:07.485Z,2023-01-22T07:15:58Z,3989282069,178,,3988311151,141,12.3,3988311155,213,5.4,3988311149,140,76.1,3988311157,1,,3988311145,157,,3988311153,212,33.0,3988311147,56,Right,5iuagsqdiiaadb5yuf7r4vzmc,C. Ravych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347541,236,1,1,27,1,2b57rbw94i9ohnbch52owvqtq,1,22.8,88.5,2023-01-21T17:43:11.737Z,2023-01-22T07:15:57Z,3988311503,56,Back,3989282109,178,,3988311505,140,42.1,3988311511,213,0.2,3988311509,212,20.6,3988311507,141,93.8,,,,,,,czsmg1hjqbmzhz8x91y3b0yc5,B. Capon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347545,237,3,1,27,2,2b57rbw94i9ohnbch52owvqtq,0,43.6,96.4,2023-01-21T17:43:13.050Z,2023-01-22T07:15:56Z,3988311521,56,Back,3988311929,233,238,3988311523,286,,3989078749,465,,3989282183,178,,,,,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347575,238,7,1,27,3,3ix9om1svhd6obl0mbk1otgop,0,56.4,3.6,2023-01-21T17:43:13.961Z,2023-01-22T07:15:56Z,3989078781,385,,3988311665,56,Right,3989282273,178,,3988311725,233,237,3988311667,285,,,,,,,,,,,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347555,238,61,1,27,3,2b57rbw94i9ohnbch52owvqtq,1,43.6,96.5,2023-01-21T17:43:13.976Z,2023-01-22T07:15:55Z,3989282429,178,,3988311565,56,Back,,,,,,,,,,,,,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347561,239,5,1,27,4,2b57rbw94i9ohnbch52owvqtq,0,46.4,101.4,2023-01-21T17:43:15.004Z,2023-01-22T03:20:28Z,3988311591,56,Back,3988311593,347,,3988312077,233,239,,,,,,,,,,,,,,,,3m13ipluel0m6cotha7n7vrop,T. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347655,239,5,1,27,4,3ix9om1svhd6obl0mbk1otgop,1,53.6,-1.4,2023-01-21T17:43:15.004Z,2023-01-22T03:20:27Z,3988312045,56,Right,3988312073,233,239,3988312047,347,,,,,,,,,,,,,,,,,84l7r4ud9ipuf9vc3ib5b4l0q,H. Siquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347669,240,1,1,27,13,3ix9om1svhd6obl0mbk1otgop,1,54.3,0,2023-01-21T17:43:23.770Z,2023-01-22T07:15:55Z,3988312123,107,,3988312125,56,Right,3988312129,141,10.7,3988312127,140,71.3,3988312131,212,19.5,3988312133,213,0.4,,,,,,,84l7r4ud9ipuf9vc3ib5b4l0q,H. Siquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347701,241,1,1,27,16,3ix9om1svhd6obl0mbk1otgop,1,71.4,13.2,2023-01-21T17:43:26.865Z,2023-01-22T07:15:53Z,3988312305,56,Right,3988312313,213,3.5,3988312311,212,3.9,3988312307,140,67.9,3988312309,141,11.1,3989282609,178,,,,,,,,1gzgkjei16r4lt2fvcedy1jvt,K. Denkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347747,242,1,1,27,18,3ix9om1svhd6obl0mbk1otgop,1,67.7,8.9,2023-01-21T17:43:28.643Z,2023-01-22T07:15:52Z,3988312563,213,0.1,3989282649,178,,3988312561,212,24.9,3988312555,56,Right,3988312553,155,,3988312557,140,91.3,3988312559,141,12.2,,,,3l1v52usaf9mmi9dwowdwv3e,A. Francis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347751,243,1,1,27,22,3ix9om1svhd6obl0mbk1otgop,0,95.4,2.4,2023-01-21T17:43:32.948Z,2023-01-22T07:15:52Z,3988312635,236,,3988312637,233,240,3988312567,56,Right,3988312575,213,1.8,3989282747,178,,3988312571,141,11.9,3988312641,286,,3988312569,140,93.7,a0ecz4nlxrr62dcwixtmjiwyy,T. Somers,3988312573,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347763,240,74,1,27,22,2b57rbw94i9ohnbch52owvqtq,1,5.2,97,2023-01-21T17:43:32.954Z,2023-01-22T07:15:51Z,3988312667,233,243,3988312621,285,,3989282797,178,,3988312619,56,Back,,,,,,,,,,,,,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347773,241,6,1,27,22,2b57rbw94i9ohnbch52owvqtq,0,0,87.8,2023-01-21T17:43:33.360Z,2023-01-22T03:20:56Z,3988312671,73,,3988312659,56,Back,3988312743,233,244,,,,,,,,,,,,,,,,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499347781,244,6,1,27,22,3ix9om1svhd6obl0mbk1otgop,1,100,12.2,2023-01-21T17:43:33.360Z,2023-01-22T03:20:56Z,3988312689,56,Right,3988312691,75,,3988312695,233,241,,,,,,,,,,,,,,,,a0ecz4nlxrr62dcwixtmjiwyy,T. Somers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499348171,245,1,1,27,59,3ix9om1svhd6obl0mbk1otgop,0,99.5,0.5,2023-01-21T17:44:10.567Z,2023-01-22T03:20:59Z,3988314739,224,,3989079037,20,,3989282979,178,,3988314747,212,32.3,3988314745,141,45.1,3988314741,56,Center,3988314733,2,,3988314737,155,,8jc7tw0nw37trgyli0oyz1soa,C. Vanhoutte,3988314749,213,1.9,3988314751,1,,3988314743,140,3988314735,6,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499348181,242,12,1,28,1,2b57rbw94i9ohnbch52owvqtq,1,8.7,48.4,2023-01-21T17:44:12.493Z,2023-01-22T07:15:51Z,3989283061,388,,3988314837,15,,3988314799,56,Back,3988314805,212,28.8,3988314803,141,69.3,3988314801,140,32.6,3988314807,213,0.5,,,,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499348227,246,15,1,28,3,3ix9om1svhd6obl0mbk1otgop,1,73.5,40.7,2023-01-21T17:44:14.562Z,2023-01-22T07:15:50Z,3988316643,103,17.7,3988316655,147,51.3,3988315793,25,,3988316651,458,,3988315043,56,Center,3988316703,233,243,3988316649,328,,3989283143,178,,3l1v52usaf9mmi9dwowdwv3e,A. Francis,3988316641,102,50.0,3988315041,18,,3988316645,215,3988316653,146,,,3988315795,20,99.7,,3988316647,108,,,3988316639,78,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499348209,243,10,1,28,4,2b57rbw94i9ohnbch52owvqtq,1,1.9,50.4,2023-01-21T17:44:15.551Z,2023-01-22T07:15:50Z,3988314927,178,,3988316681,177,,3988314929,182,,3988316711,233,246,3988314931,56,Back,3989079379,377,,,,,,,,d0itp0eyxewvnm2shm0manw7p,D. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499348211,244,52,1,28,5,2b57rbw94i9ohnbch52owvqtq,1,3,51.8,2023-01-21T17:44:16.261Z,2023-01-22T07:15:49Z,3989079387,377,,3989283199,178,,,,,,,,,,,,,,,,,,,,d0itp0eyxewvnm2shm0manw7p,D. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499348251,245,1,1,28,8,2b57rbw94i9ohnbch52owvqtq,0,16.2,58.6,2023-01-21T17:44:18.881Z,2023-01-22T07:15:49Z,3988315223,287,,3988315215,212,48.0,3988315213,141,80.0,3988315211,140,59.8,3988315217,213,0.3,3988315219,1,,3988315207,123,,3988315209,56,Left,d0itp0eyxewvnm2shm0manw7p,D. Phillips,3989283311,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
