id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId
2466701783,1,34,16,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-10-02T18:06:08.227Z,2022-10-02T18:59:09Z,3815841395,30,"6sdv4s8oz558wfhx72vwlpvu2, 6wt29oce6gsthhpmhq705vl9m, dxnhp97vrepkx0kcr0d46yb1m, 2xletuhhaxmfqbjbgq4ehpyol, c1grrjf29wtfgbni2qkydf9ey, 8qa4s74yhn2u9n5tm4mfi934k, 87aix2c3m5x08nsurhjql51p1, 7abgw25wb5amn0uq347d4x61h, 1ekfu3u2d9vh73lw2dzdcr1wq, codwa9jioox7i007f4iazwst1, eiqmp3nbc50r40bl86u2sj55h, 1fu9y7gemoii89ejj7bkex78p, 8xjlysmwl5vnhcnvsynftjd62, 6r9qf9hptfwyefpsk9douhnt, ditnpqgspoih5ich7c5vn44fe, a67xx4g0dvxgvnqn86taup9ii, 6pmuxgyfaqn2h0x69o5l1mq22, 50iwwx11r99cvce6x8cp52c16",3815841397,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3815841409,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3815841405,194,eiqmp3nbc50r40bl86u2sj55h,3815841401,130,12,3815841407,197,4954,3815841399,59,"1, 2, 29, 3, 35, 28, 4, 23, 7, 9, 8, 10, 11, 14, 15, 22, 25, 33",3815841403,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466701947,1,34,16,0,0,2989v3kho9h5jaboe1nr7lx21,1,0,0,2022-10-02T18:06:28.572Z,2022-10-02T22:13:16Z,3815842285,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3815842287,59,"21, 4, 77, 20, 37, 22, 27, 44, 30, 91, 6, 7, 10, 11, 12, 16, 19, 26",3815842293,194,4fc3xit5tx2o583prbwhkq8d1,3815842289,130,12,3815842283,30,"5q4wztjkk6nuwapm7qgey9w45, e5oet393vired282yco4i7gfd, eakj3xa0pa88pajbvasbwqwdm, 12lkxylg8puzxow8ewpsd0b11, 4fc3xit5tx2o583prbwhkq8d1, 9qafk5ke1yzqggkcmf1zqevp, 9rwn5wckqcb5inw1dhhmpj1t5, a375qgbjxnpucpz3hprf2fkr9, 4rwvkp9xlyv314ceglbauou6t, 9mmwn9yt1olhyr54j45e28xcl, 7d57au4z5cuxc5k6tu6qgp94a, bk9fq3chnhmw3u36qz5vf1vjd, 77487qauk9fkzlesgze21odsl, 3i85rbmn6qd5x4y29hk78rmy1, 3hbsrnnpcsjiocm57mcsf36xh, esvfsx8gxqw8h0codqz5xmnmc, 7n75ohdnbi436je81n5f8f9m2, 5a2sf4o445ei5pqiinvmjmpcl",3815842295,197,16140,3815842291,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3815842297,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728223,2,32,1,0,0,2989v3kho9h5jaboe1nr7lx21,1,0,0,2022-10-02T19:02:52.489Z,2022-10-03T04:59:38Z,3815987359,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728213,2,32,1,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-10-02T19:02:52.489Z,2022-10-02T19:02:52Z,3815987309,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728233,3,1,1,0,0,9njsy633rh1tyri7l2jaju5o,1,50.1,50,2022-10-02T19:02:53.049Z,2022-10-03T05:22:47Z,3815987427,140,40.0,3815987425,56,Back,3815987433,213,3.2,3815987429,141,48.8,3816889697,178,,3815987435,279,S,3815987431,212,10.6,,,,codwa9jioox7i007f4iazwst1,S. Prevljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728253,4,1,1,0,2,9njsy633rh1tyri7l2jaju5o,1,41.1,49.1,2022-10-02T19:02:54.689Z,2022-10-03T09:44:17Z,3815987549,56,Back,3815987553,141,20.9,3816889739,178,,3815987551,140,31.3,3815987555,212,21.8,3815987557,213,4.2,,,,,,,87aix2c3m5x08nsurhjql51p1,J. Jeggo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728257,5,1,1,0,5,9njsy633rh1tyri7l2jaju5o,0,32.6,21.4,2022-10-02T19:02:57.501Z,2022-10-03T09:44:16Z,3815987571,140,34.9,3815987575,212,5.2,3815987577,213,5.2,3815987597,233,3,3815987595,236,,3815987569,56,Back,3815987573,141,14.7,3816889797,178,,8qa4s74yhn2u9n5tm4mfi934k,R. Paeshuyse,3815987567,155,3815987601,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728255,3,74,1,0,5,2989v3kho9h5jaboe1nr7lx21,1,66.3,84.1,2022-10-02T19:02:57.607Z,2022-10-03T09:44:15Z,3815987563,285,,3815987617,233,5,3815987561,56,Left,3816889843,178,,,,,,,,,,,,,,4rwvkp9xlyv314ceglbauou6t,S. Okazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728323,6,1,1,0,11,9njsy633rh1tyri7l2jaju5o,0,10.4,2.6,2022-10-02T19:03:03.964Z,2022-10-03T09:44:15Z,3815987951,213,6.1,3815987937,56,Back,3815987949,212,15.3,3815987945,141,0.0,3815987933,157,,3815987941,140,24.8,3815987953,1,,3816889927,178,,8qa4s74yhn2u9n5tm4mfi934k,R. Paeshuyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466728377,4,5,1,0,11,2989v3kho9h5jaboe1nr7lx21,1,78.4,101.6,2022-10-02T19:03:04.351Z,2022-10-03T05:23:18Z,3815988313,347,,3815988311,56,Left,3815988317,233,7,,,,,,,,,,,,,,,,4rwvkp9xlyv314ceglbauou6t,S. Okazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
