id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2473894297,8,1,1,0,19,920raeoumft3q2wmvc296uceo,1,74.8,4.6,2022-10-18T16:30:56.820Z,2022-10-19T10:43:47Z,3854070529,213,2.8,3855592027,178,,3854070527,212,7.6,3854070523,140,67.9,3854070521,56,Right,3854070525,141,7.9,,,,,,,39bcswfqnpa07b4afevezejo4,J. Tchatchoua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894323,9,1,1,0,20,920raeoumft3q2wmvc296uceo,1,67.9,7.9,2022-10-18T16:30:57.708Z,2022-10-19T10:43:51Z,3854070669,141,29.7,3855592167,178,,3854070667,140,70.3,3854070671,212,15.0,3854070673,213,1.4,3854070665,56,Center,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894335,10,1,1,0,22,920raeoumft3q2wmvc296uceo,1,71.9,31,2022-10-18T16:31:00.377Z,2022-10-19T10:43:57Z,3855592351,178,,3854070739,213,3.7,3854070735,141,16.4,3854070731,56,Right,3854070733,140,55.8,3854070737,212,19.6,,,,,,,e2nb1takpw6q7f6txp8xbfkk5,R. Morioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894351,11,1,1,0,24,920raeoumft3q2wmvc296uceo,1,55.8,16.4,2022-10-18T16:31:02.266Z,2022-10-19T10:53:59Z,3854070863,213,2.1,3854070861,212,27.9,3855602811,178,,3854070849,56,Back,3854070857,141,51.3,3854070853,140,41.8,,,,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894413,12,1,1,0,27,920raeoumft3q2wmvc296uceo,1,43.3,62.7,2022-10-18T16:31:05.133Z,2022-10-19T10:54:04Z,3854071209,213,1.5,3854071207,212,18.5,3855602865,178,,3854071205,141,89.9,3854071201,56,Back,3854071203,140,44.6,,,,,,,ae26s08xs4l50sfm0r6jbsley,S. Andreou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894421,13,1,1,0,30,920raeoumft3q2wmvc296uceo,0,44.6,89.9,2022-10-18T16:31:08.131Z,2022-10-19T10:54:09Z,3854071253,56,Left,3855602915,178,,3854071255,140,77.1,3854071257,141,80.6,3854071263,1,,3854071261,213,6.1,3854071259,212,34.7,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474191311,1143,67,1,0,32,1uk609mhtsfhokhaewjapb26,1,33.6,18.3,2022-10-18T16:31:09.850Z,2022-10-19T15:06:08Z,3855666755,233,970,,,,,,,,,,,,,,,,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474191307,970,67,1,0,32,920raeoumft3q2wmvc296uceo,0,66.4,81.7,2022-10-18T16:31:09.851Z,2022-10-19T11:49:04Z,3855666759,233,1143,,,,,,,,,,,,,,,,,,,,,,72xzl0yjdetvqp2n1pmzyqvze,A. Hosseinzadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894445,4,8,1,0,32,1uk609mhtsfhokhaewjapb26,1,33.5,18.5,2022-10-18T16:31:09.890Z,2022-10-19T15:06:09Z,3855602997,178,,3854071411,56,Back,3855167297,384,,,,,,,,,,,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474093347,760,3,1,0,33,920raeoumft3q2wmvc296uceo,0,57.7,91.9,2022-10-18T16:31:10.680Z,2022-10-19T14:36:25Z,3855167873,56,Left,3855167875,286,,3855603247,178,,3855168219,464,,3855237809,233,6,,,,,,,,,,4pbx40gvdmacim2n0k2qt41cl,J. Kayembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894499,6,7,1,0,33,1uk609mhtsfhokhaewjapb26,1,42.3,8.1,2022-10-18T16:31:10.722Z,2022-10-19T14:36:26Z,3854071723,56,Back,3855168293,384,,3855603313,178,,3855237805,233,760,3855168017,285,,,,,,,,,,,5lbzx05vthw9nbhpmzw5e1562,O. Sych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894465,5,49,1,0,34,1uk609mhtsfhokhaewjapb26,1,41.1,10.1,2022-10-18T16:31:11.799Z,2022-10-19T11:49:31Z,,,,,,,,,,,,,,,,,,,,,,,,,esrwjtmubaz21j01ndpollrrp,K. Vandendriessche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894505,7,4,1,0,36,1uk609mhtsfhokhaewjapb26,1,42.4,15.7,2022-10-18T16:31:13.609Z,2022-10-19T10:54:49Z,3854071793,233,14,3854071751,295,,3854071755,152,,3854071753,56,Back,3854071757,286,,3854071749,13,,,,,,,,esrwjtmubaz21j01ndpollrrp,K. Vandendriessche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894507,14,4,1,0,36,920raeoumft3q2wmvc296uceo,0,57.6,84.3,2022-10-18T16:31:13.610Z,2022-10-19T14:53:41Z,3854071763,56,Left,3854071765,152,,3854071761,295,,3854071811,233,7,3855603543,178,,3854071759,13,,3854071767,285,,,,,4pbx40gvdmacim2n0k2qt41cl,J. Kayembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894599,8,1,1,0,49,1uk609mhtsfhokhaewjapb26,1,41.1,27,2022-10-18T16:31:26.691Z,2022-10-19T11:08:36Z,3854072311,212,28.6,3854072303,152,,3854072307,140,35.8,3854072313,213,1.8,3854072305,56,Back,3854072301,5,,3855622703,178,,3854072331,189,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,3854072309,141,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894615,9,1,1,0,51,1uk609mhtsfhokhaewjapb26,1,43.4,75.1,2022-10-18T16:31:29.553Z,2022-10-19T11:08:41Z,3854072397,141,96.0,3854072395,140,48.1,3854072393,56,Back,3854072399,212,15.0,3854072401,213,1.2,3855622789,178,,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894645,10,1,1,0,55,1uk609mhtsfhokhaewjapb26,1,46.7,92.3,2022-10-18T16:31:33.580Z,2022-10-19T11:08:43Z,3854072509,213,4.2,3854072507,212,13.6,3855622841,178,,3854072501,56,Back,3854072505,141,75.1,3854072503,140,40.1,,,,,,,6vh5n14h1knmx7yut84q2f2l1,K. D'Haene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894695,11,1,1,0,59,1uk609mhtsfhokhaewjapb26,1,37.7,67.9,2022-10-18T16:31:36.993Z,2022-10-19T11:08:47Z,3854072805,212,18.7,3854072801,140,37.2,3854072803,141,40.4,3854072807,213,4.7,3855622881,178,,3854072799,56,Back,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894723,12,1,1,1,2,1uk609mhtsfhokhaewjapb26,1,41.5,28,2022-10-18T16:31:39.673Z,2022-10-19T11:08:50Z,3855622943,178,,3854072973,141,5.8,3854072971,140,65.6,3854072975,212,29.5,3854072977,213,5.7,3854072969,56,Right,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894743,13,1,1,1,5,1uk609mhtsfhokhaewjapb26,1,58.3,17.4,2022-10-18T16:31:43.361Z,2022-10-19T11:08:54Z,3855623043,178,,3854073079,213,2.9,3854073073,140,44.2,3854073075,141,22.2,3854073071,56,Back,3854073077,212,15.2,,,,,,,5lbzx05vthw9nbhpmzw5e1562,O. Sych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894765,14,1,1,1,8,1uk609mhtsfhokhaewjapb26,1,44.7,15,2022-10-18T16:31:46.071Z,2022-10-19T11:08:58Z,3854073181,140,63.2,3854073185,212,20.6,3854073183,141,5.0,3854073187,213,5.9,3854073179,56,Right,3855623137,178,,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894801,15,1,1,1,11,1uk609mhtsfhokhaewjapb26,1,68.4,5,2022-10-18T16:31:49.153Z,2022-10-19T11:09:40Z,3855623901,178,,3854073381,140,82.0,3854073385,212,23.3,3854073383,141,32.1,3854073379,56,Center,3854073387,213,0.9,,,,,,,esrwjtmubaz21j01ndpollrrp,K. Vandendriessche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894803,16,50,1,1,13,1uk609mhtsfhokhaewjapb26,1,80.8,32.2,2022-10-18T16:31:51.584Z,2022-10-19T14:24:02Z,3854073399,286,,3854073395,56,Center,3854073451,233,15,,,,,,,,,,,,,,,,6437iwpplyfh71o9b7uxdylii,P. Guèye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894809,15,7,1,1,14,920raeoumft3q2wmvc296uceo,0,19.2,67.8,2022-10-18T16:31:51.858Z,2022-10-19T11:09:48Z,3855169071,385,,3854073443,233,16,3854073427,285,,3854073425,56,Back,3855624055,178,,,,,,,,,,,e2nb1takpw6q7f6txp8xbfkk5,R. Morioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894835,17,1,1,1,16,1uk609mhtsfhokhaewjapb26,1,75.6,27.4,2022-10-18T16:31:54.183Z,2022-10-19T14:24:22Z,3854073559,212,13.8,3854073563,213,1.0,3855624145,178,,3854073557,141,44.3,3854074141,210,13,3854073553,56,Center,3854073555,140,82.9,,,,6437iwpplyfh71o9b7uxdylii,P. Guèye,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894839,18,13,1,1,18,1uk609mhtsfhokhaewjapb26,1,83.1,41.2,2022-10-18T16:31:56.001Z,2022-10-19T14:24:22Z,3855624237,178,,3854074143,83,,3854074147,55,17,3854073791,20,,3854074153,103,4.2,3854073577,22,,3854074157,230,98.6,3854073581,56,Center,bd4cjnn4k45ry7ci5tsaawf10,H. Keïta,3854074145,29,,,3854074159,231,48.4,3854073579,17,3854074151,102,58.0,3854074155,215,,,,,,,,,,,,,,,,,,,,,,,,
2473894851,16,5,1,1,20,920raeoumft3q2wmvc296uceo,1,-1.2,39.4,2022-10-18T16:31:57.936Z,2022-10-19T11:10:02Z,3854073625,346,,3854073621,56,Back,3854073659,233,19,,,,,,,,,,,,,,,,e2nb1takpw6q7f6txp8xbfkk5,R. Morioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894855,19,5,1,1,20,1uk609mhtsfhokhaewjapb26,0,101.2,60.6,2022-10-18T16:31:57.936Z,2022-10-19T11:10:01Z,3854073641,346,,3854073665,233,16,3854073639,56,Center,,,,,,,,,,,,,,,,bd4cjnn4k45ry7ci5tsaawf10,H. Keïta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895109,17,1,1,1,43,920raeoumft3q2wmvc296uceo,0,3.8,47.2,2022-10-18T16:32:21.068Z,2022-10-19T11:10:04Z,3854075107,212,59.2,3854075111,1,,3854075113,74,,3854075103,140,58.2,3854075105,141,24.3,3854075101,56,Center,3854075109,213,6.0,3854075099,124,,aspoedbe2vkfbqaz67fc2ftg5,P. Patron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895137,20,1,1,1,46,1uk609mhtsfhokhaewjapb26,1,40.9,84.2,2022-10-18T16:32:24.456Z,2022-10-19T11:10:09Z,3854075215,3,,3854075229,141,75.4,3854075225,140,66.2,3855624575,388,,3854075233,212,27.2,3854075235,213,6.1,3854075219,56,Center,,,,bd4cjnn4k45ry7ci5tsaawf10,H. Keïta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895169,22,1,1,1,48,1uk609mhtsfhokhaewjapb26,1,63.2,77.9,2022-10-18T16:32:26.009Z,2022-10-19T11:10:23Z,3854075409,56,Center,3854075417,213,4.9,3854075413,141,62.0,3854075415,212,11.0,3854075411,140,65.3,3855624919,178,,,,,,,,6437iwpplyfh71o9b7uxdylii,P. Guèye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895143,21,49,1,1,48,1uk609mhtsfhokhaewjapb26,1,63.2,77.9,2022-10-18T16:32:26.569Z,2022-10-19T11:10:15Z,,,,,,,,,,,,,,,,,,,,,,,,,6437iwpplyfh71o9b7uxdylii,P. Guèye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895193,23,1,1,1,52,1uk609mhtsfhokhaewjapb26,1,73.6,48.9,2022-10-18T16:32:29.600Z,2022-10-19T11:10:26Z,3854075549,213,5.6,3855624993,178,,3854075547,212,24.4,3854075545,141,25.6,3854075541,56,Center,3854075543,140,91.3,,,,,,,8yy638bmdymhzkbrvho3qezft,D. Lamkel Zé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895207,24,1,1,1,55,1uk609mhtsfhokhaewjapb26,0,96.6,27,2022-10-18T16:32:32.679Z,2022-10-19T11:10:30Z,3854075651,213,1.9,3854075649,212,13.3,3854075643,56,Center,3854075645,140,92.8,3855625071,178,,3854075647,141,45.7,,,,,,,93weoj4q60xtxdntko7hobg4q,B. Messaoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895235,18,12,1,1,55,920raeoumft3q2wmvc296uceo,1,5,58.2,2022-10-18T16:32:33.515Z,2022-10-19T11:10:37Z,3854075833,141,78.4,3854075829,56,Back,3854075831,140,25.6,3854075835,212,25.6,3855625201,178,,3854075837,213,0.6,,,,,,,ae26s08xs4l50sfm0r6jbsley,S. Andreou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895241,19,49,1,1,58,920raeoumft3q2wmvc296uceo,1,25.6,78.4,2022-10-18T16:32:35.746Z,2022-10-19T11:10:42Z,,,,,,,,,,,,,,,,,,,,,,,,,4pbx40gvdmacim2n0k2qt41cl,J. Kayembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895267,20,3,1,1,58,920raeoumft3q2wmvc296uceo,1,27,75.8,2022-10-18T16:32:35.980Z,2022-10-19T11:10:46Z,3855625353,178,,3854075987,56,Back,3854075989,285,,3855170485,465,,3854076017,233,25,,,,,,,,,,4pbx40gvdmacim2n0k2qt41cl,J. Kayembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895245,25,45,1,1,58,1uk609mhtsfhokhaewjapb26,0,73,24.2,2022-10-18T16:32:35.980Z,2022-10-19T11:10:46Z,3854075879,286,,3854076029,233,20,3854075877,56,Center,,,,,,,,,,,,,,,,5lbzx05vthw9nbhpmzw5e1562,O. Sych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895337,21,1,1,2,2,920raeoumft3q2wmvc296uceo,1,43.5,93.8,2022-10-18T16:32:39.708Z,2022-10-19T11:10:50Z,3854076371,1,,3854076363,140,74.1,3854076361,56,Left,3854076365,141,88.3,3854076367,212,32.3,3854076369,213,6.2,3855625491,178,,,,,4pbx40gvdmacim2n0k2qt41cl,J. Kayembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895355,22,1,1,2,10,920raeoumft3q2wmvc296uceo,0,95.3,73.9,2022-10-18T16:32:47.795Z,2022-10-19T11:10:53Z,3854076495,56,Left,3854076497,140,92.9,3854076503,213,1.9,3854076501,212,8.9,3855625557,178,,3854076499,141,86.5,,,,,,,72xzl0yjdetvqp2n1pmzyqvze,A. Hosseinzadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895377,26,1,1,2,11,1uk609mhtsfhokhaewjapb26,0,7,7.7,2022-10-18T16:32:49.532Z,2022-10-19T11:10:57Z,3854076613,56,Back,3854076611,157,,3854076615,140,10.8,3854076617,141,7.6,3854076621,213,6.3,3854076623,1,,3855625669,178,,3854076619,212,4.0,5lbzx05vthw9nbhpmzw5e1562,O. Sych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895365,23,61,1,2,12,920raeoumft3q2wmvc296uceo,1,92.2,88.6,2022-10-18T16:32:49.608Z,2022-10-19T11:11:05Z,3855625859,21,,3854076559,56,Left,3855625861,178,,,,,,,,,,,,,,,,,4pbx40gvdmacim2n0k2qt41cl,J. Kayembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895391,24,5,1,2,12,920raeoumft3q2wmvc296uceo,0,88.8,101.6,2022-10-18T16:32:50.245Z,2022-10-19T11:11:21Z,3854076855,233,27,3854076713,347,,3854076711,56,Left,,,,,,,,,,,,,,,,4pbx40gvdmacim2n0k2qt41cl,J. Kayembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895413,27,5,1,2,12,1uk609mhtsfhokhaewjapb26,1,11.2,-1.6,2022-10-18T16:32:50.245Z,2022-10-19T11:11:20Z,3854076823,56,Back,3854076839,233,24,3854076825,347,,,,,,,,,,,,,,,,,5lbzx05vthw9nbhpmzw5e1562,O. Sych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895435,28,1,1,2,15,1uk609mhtsfhokhaewjapb26,1,11.6,0,2022-10-18T16:32:53.561Z,2022-10-19T11:11:32Z,3854076961,141,6.8,3854076965,213,0.3,3854076963,212,19.9,3854076959,140,29.7,3854076955,107,,3854076957,56,Back,,,,,,,5lbzx05vthw9nbhpmzw5e1562,O. Sych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895445,29,1,1,2,19,1uk609mhtsfhokhaewjapb26,1,28.5,4,2022-10-18T16:32:56.680Z,2022-10-19T11:11:35Z,3854077049,1,,3854077039,56,Right,3855626495,178,,3854077047,213,0.1,3854077045,212,44.3,3854077041,140,70.6,3854077043,141,8.9,,,,esrwjtmubaz21j01ndpollrrp,K. Vandendriessche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
