id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,assist
2452661763,8,1,1,0,21,9njsy633rh1tyri7l2jaju5o,1,19.4,73.9,2022-08-28T19:00:29.624Z,2022-08-29T16:03:07Z,3741183363,140,23.3,3741183369,213,4.8,3741183361,56,Back,3742516129,178,,3741183367,212,39.7,3741183365,141,15.8,3741183371,1,,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452918219,1024,83,1,0,28,2nhn3ikl1ciq34w3hcp883d6p,1,67.8,80,2022-08-28T19:00:36.246Z,2022-08-29T16:03:05Z,3742555961,399,563529,,,,,,,,,,,,,,,,,,,,,,21545vwheo9a30u5hgnsrecmi,L. Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452661795,9,1,1,0,30,9njsy633rh1tyri7l2jaju5o,1,25.2,23.1,2022-08-28T19:00:38.094Z,2022-08-29T16:03:04Z,3741183579,140,8.0,3741183585,213,2.8,3741183583,212,19.0,3741183577,56,Back,3741183581,141,31.8,3742516143,178,,,,,,,,8qa4s74yhn2u9n5tm4mfi934k,R. Paeshuyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452661833,10,1,1,0,31,9njsy633rh1tyri7l2jaju5o,1,12,36.2,2022-08-28T19:00:39.312Z,2022-08-29T16:03:04Z,3741183737,140,43.3,3741183745,1,,3741183735,56,Back,3741183733,157,,3741183743,213,5.7,3742516185,178,,3741183739,141,5.8,3741183741,212,38.8,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452661863,11,1,1,0,34,9njsy633rh1tyri7l2jaju5o,0,45.7,4.3,2022-08-28T19:00:42.718Z,2022-08-29T16:03:03Z,3741183891,212,12.6,3741183883,3,,3741183893,213,0.8,3741183889,141,17.1,3741183887,140,54.4,3742516225,388,,3741183885,56,Right,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452661881,4,49,1,0,35,2nhn3ikl1ciq34w3hcp883d6p,1,44.1,88.6,2022-08-28T19:00:44.011Z,2022-08-29T16:03:03Z,,,,,,,,,,,,,,,,,,,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452661931,5,1,1,0,37,2nhn3ikl1ciq34w3hcp883d6p,1,45.4,85.2,2022-08-28T19:00:45.236Z,2022-08-29T16:03:02Z,3741184279,140,36.6,3741184285,213,4.3,3741184281,141,50.6,3741184283,212,25.3,3741184277,56,Back,3742516285,178,,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452662007,6,1,1,0,39,2nhn3ikl1ciq34w3hcp883d6p,1,34.7,58.3,2022-08-28T19:00:47.739Z,2022-08-29T16:03:02Z,3741184685,141,19.7,3741184687,212,26.2,3742516323,178,,3741184689,213,4.7,3741184681,56,Back,3741184683,140,34.5,,,,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452662033,7,1,1,0,42,2nhn3ikl1ciq34w3hcp883d6p,0,33.9,21.8,2022-08-28T19:00:50.588Z,2022-08-29T16:03:01Z,3742516361,178,,3741184845,140,56.9,3741184847,141,0.0,3741184849,212,28.8,3741184841,155,,3741184843,56,Right,3741184851,213,5.7,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452662041,8,5,1,0,45,2nhn3ikl1ciq34w3hcp883d6p,0,57.8,-1.6,2022-08-28T19:00:53.197Z,2022-08-29T05:17:15Z,3741184887,56,Right,3741184889,347,,3741185643,233,12,,,,,,,,,,,,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452662179,12,5,1,0,45,9njsy633rh1tyri7l2jaju5o,1,42.2,101.6,2022-08-28T19:00:53.197Z,2022-08-29T05:17:14Z,3741185577,347,,3741185623,233,8,3741185573,56,Back,,,,,,,,,,,,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452662223,13,1,1,0,50,9njsy633rh1tyri7l2jaju5o,1,46.8,100,2022-08-28T19:00:58.548Z,2022-08-29T16:03:01Z,3741185853,212,12.1,3741185845,107,,3741185849,140,37.2,3741185851,141,92.0,3741185847,56,Back,3741185855,213,3.7,,,,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452662275,14,1,1,0,55,9njsy633rh1tyri7l2jaju5o,1,40.2,84.2,2022-08-28T19:01:03.863Z,2022-08-29T16:02:59Z,3741186135,140,27.7,3742516461,178,,3741186137,141,73.6,3741186141,213,3.6,3741186139,212,15.0,3741186133,56,Back,,,,,,,87aix2c3m5x08nsurhjql51p1,J. Jeggo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452662311,15,1,1,0,58,9njsy633rh1tyri7l2jaju5o,1,31.1,62.3,2022-08-28T19:01:06.131Z,2022-08-29T16:02:58Z,3741186345,212,25.3,3741186347,213,4.3,3742516479,178,,3741186339,56,Back,3741186341,140,22.3,3741186343,141,27.6,,,,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452662357,16,1,1,1,0,9njsy633rh1tyri7l2jaju5o,1,29.4,20.2,2022-08-28T19:01:08.882Z,2022-08-29T16:02:58Z,3741186657,213,4.9,3741186655,212,9.4,3741186649,56,Back,3741186653,141,6.5,3742516507,178,,3741186651,140,30.8,,,,,,,8qa4s74yhn2u9n5tm4mfi934k,R. Paeshuyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452662375,17,1,1,1,4,9njsy633rh1tyri7l2jaju5o,0,37.9,2.5,2022-08-28T19:01:12.503Z,2022-08-29T16:02:57Z,3742516527,178,,3741186755,212,24.6,3741186757,213,0.1,3741186751,140,61.2,3741186753,141,6.4,3741186749,56,Right,,,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452662413,9,1,1,1,5,2nhn3ikl1ciq34w3hcp883d6p,1,40.7,97.4,2022-08-28T19:01:13.632Z,2022-08-29T16:02:57Z,3741187007,213,5.4,3741187005,212,6.2,3741187003,141,90.6,3742516557,178,,3741186999,56,Back,3741187001,140,44.7,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452662427,11,49,1,1,6,2nhn3ikl1ciq34w3hcp883d6p,1,47.6,90.3,2022-08-28T19:01:14.888Z,2022-08-29T16:02:56Z,,,,,,,,,,,,,,,,,,,,,,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452662421,10,1,1,1,7,2nhn3ikl1ciq34w3hcp883d6p,1,46.2,88,2022-08-28T19:01:15.447Z,2022-08-29T16:02:56Z,3741187027,141,76.9,3741187031,213,4.3,3741187025,140,43.3,3741187023,56,Back,3742516601,178,,3741187029,212,8.1,,,,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452662463,12,1,1,1,8,2nhn3ikl1ciq34w3hcp883d6p,1,44.2,77,2022-08-28T19:01:16.413Z,2022-08-29T16:02:55Z,3741187215,140,46.9,3741187217,141,86.2,3741187223,213,1.1,3742516625,178,,3741187219,212,6.9,3741187213,56,Back,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452662513,13,1,1,1,9,2nhn3ikl1ciq34w3hcp883d6p,0,50.4,84.8,2022-08-28T19:01:17.984Z,2022-08-29T16:02:54Z,3741187471,212,27.5,3741187465,56,Left,3742516653,178,,3741187473,213,0.2,3741187467,140,76.0,3741187469,141,93.0,,,,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452662525,18,49,1,1,13,9njsy633rh1tyri7l2jaju5o,1,26.8,3,2022-08-28T19:01:21.199Z,2022-08-29T16:02:54Z,,,,,,,,,,,,,,,,,,,,,,,,,8qa4s74yhn2u9n5tm4mfi934k,R. Paeshuyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452662649,19,1,1,1,13,9njsy633rh1tyri7l2jaju5o,1,26.8,3,2022-08-28T19:01:21.216Z,2022-08-29T16:02:53Z,3741188223,141,35.2,3741188221,140,4.1,3741188227,213,2.4,3742516717,178,,3743317295,1,,3741188219,56,Back,3741188225,212,32.4,,,,8qa4s74yhn2u9n5tm4mfi934k,R. Paeshuyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452662765,20,1,1,1,19,9njsy633rh1tyri7l2jaju5o,0,8.2,45.4,2022-08-28T19:01:27.960Z,2022-08-29T16:02:52Z,3741188731,212,48.7,3741188727,140,42.8,3741188733,213,0.7,3741188725,56,Back,3741188723,155,,3741188735,1,,3742516859,178,,3741188729,141,93.0,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452662745,14,44,1,1,22,2nhn3ikl1ciq34w3hcp883d6p,1,57.1,15.5,2022-08-28T19:01:30.724Z,2022-08-29T16:02:52Z,3741188629,56,Right,3741188869,233,21,3741188631,286,,,,,,,,,,,,,,,,,1ezai0a0n3xem17lwhtxwaml1,T. Dierckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452662775,21,44,1,1,22,9njsy633rh1tyri7l2jaju5o,0,42.9,84.5,2022-08-28T19:01:30.725Z,2022-08-29T16:02:51Z,3741188885,233,14,3741188815,285,,3741188813,56,Back,,,,,,,,,,,,,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452662773,15,1,1,1,22,2nhn3ikl1ciq34w3hcp883d6p,0,56.7,11.9,2022-08-28T19:01:30.771Z,2022-08-29T16:02:51Z,3741188797,56,Back,3741188795,3,,3741188805,213,3.6,3741188803,212,11.3,3742516923,388,,3741188801,141,4.7,3741188799,140,47.0,,,,1ezai0a0n3xem17lwhtxwaml1,T. Dierckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452662819,22,1,1,1,24,9njsy633rh1tyri7l2jaju5o,0,53.1,95.5,2022-08-28T19:01:32.831Z,2022-08-29T16:02:51Z,3741189007,140,40.2,3742516959,178,,3741189013,213,2.9,3741189005,56,Back,3741189011,212,14.1,3741189009,141,100.0,,,,,,,1ekfu3u2d9vh73lw2dzdcr1wq,I. Nuhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452663031,16,5,1,1,26,2nhn3ikl1ciq34w3hcp883d6p,1,60,-1.4,2022-08-28T19:01:34.737Z,2022-08-29T05:19:03Z,3741190151,56,Right,3741190185,233,23,3741190153,347,,,,,,,,,,,,,,,,,1ezai0a0n3xem17lwhtxwaml1,T. Dierckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452662827,23,5,1,1,26,9njsy633rh1tyri7l2jaju5o,0,40,101.4,2022-08-28T19:01:34.737Z,2022-08-29T05:19:04Z,3741189043,56,Back,3741190237,233,16,3741189045,347,,,,,,,,,,,,,,,,,1ekfu3u2d9vh73lw2dzdcr1wq,I. Nuhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452663081,17,1,1,1,36,2nhn3ikl1ciq34w3hcp883d6p,0,63.4,0,2022-08-28T19:01:44.893Z,2022-08-29T16:02:50Z,3741190453,141,13.7,3741190449,56,Right,3741190451,140,73.2,3741190457,213,0.8,3741190447,107,,3741190455,212,14.5,,,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452663105,24,8,1,1,38,9njsy633rh1tyri7l2jaju5o,1,23.6,95.7,2022-08-28T19:01:46.323Z,2022-08-29T16:02:50Z,3741899993,385,,3742517081,178,,3741190613,56,Back,,,,,,,,,,,,,,,,87aix2c3m5x08nsurhjql51p1,J. Jeggo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452663145,18,5,1,1,39,2nhn3ikl1ciq34w3hcp883d6p,1,77.9,-1.8,2022-08-28T19:01:48.004Z,2022-08-29T05:19:37Z,3741190815,56,Right,3741190817,347,,3741190849,233,25,,,,,,,,,,,,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452663121,25,5,1,1,39,9njsy633rh1tyri7l2jaju5o,0,22.1,101.8,2022-08-28T19:01:48.004Z,2022-08-29T05:19:37Z,3741190863,233,18,3741190671,56,Back,3741190673,347,,,,,,,,,,,,,,,,,87aix2c3m5x08nsurhjql51p1,J. Jeggo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452663323,19,1,1,1,47,2nhn3ikl1ciq34w3hcp883d6p,1,81.5,0,2022-08-28T19:01:55.343Z,2022-08-29T16:02:50Z,3741191817,213,2.0,3741191815,212,7.5,3741191809,56,Right,3741191807,107,,3741191813,141,8.2,3741191811,140,78.3,,,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452663371,20,1,1,1,51,2nhn3ikl1ciq34w3hcp883d6p,1,75.3,23.2,2022-08-28T19:01:59.211Z,2022-08-29T16:02:48Z,3741192115,140,82.0,3741192123,212,19.1,3742517249,178,,3741192119,141,49.3,3741192113,56,Center,3741192127,213,1.2,,,,,,,21545vwheo9a30u5hgnsrecmi,L. Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452919119,1057,67,1,1,52,2nhn3ikl1ciq34w3hcp883d6p,1,84.3,43,2022-08-28T19:02:00.330Z,2022-08-29T16:02:48Z,3742558873,233,1220,,,,,,,,,,,,,,,,,,,,,,7y2fbdkqsz35hgsib6rail1hx,Igor Vetokele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452919117,1220,67,1,1,52,9njsy633rh1tyri7l2jaju5o,0,15.7,57,2022-08-28T19:02:00.331Z,2022-08-29T16:02:47Z,3742558883,233,1057,,,,,,,,,,,,,,,,,,,,,,8qa4s74yhn2u9n5tm4mfi934k,R. Paeshuyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452663383,21,61,1,1,52,2nhn3ikl1ciq34w3hcp883d6p,0,82.6,43.7,2022-08-28T19:02:00.437Z,2022-08-29T16:02:47Z,3742517305,178,,3741192199,56,Center,,,,,,,,,,,,,,,,,,,7y2fbdkqsz35hgsib6rail1hx,Igor Vetokele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452663413,26,49,1,1,53,9njsy633rh1tyri7l2jaju5o,1,21.1,61.2,2022-08-28T19:02:01.716Z,2022-08-29T16:02:47Z,,,,,,,,,,,,,,,,,,,,,,,,,7abgw25wb5amn0uq347d4x61h,I. Christie-Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452663445,27,1,1,1,54,9njsy633rh1tyri7l2jaju5o,0,21.5,58.4,2022-08-28T19:02:02.392Z,2022-08-29T16:02:46Z,3741192519,140,31.1,3741192525,212,18.5,3741192517,56,Back,3741192521,141,35.5,3742517387,178,,3741192529,213,5.3,,,,,,,7abgw25wb5amn0uq347d4x61h,I. Christie-Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452663463,22,49,1,1,56,2nhn3ikl1ciq34w3hcp883d6p,1,69.5,64.7,2022-08-28T19:02:04.393Z,2022-08-29T16:02:46Z,,,,,,,,,,,,,,,,,,,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452663527,23,1,1,1,58,2nhn3ikl1ciq34w3hcp883d6p,1,77.7,67.6,2022-08-28T19:02:06.541Z,2022-08-29T16:02:44Z,3741192907,141,75.1,3741192911,213,0.5,3741192905,140,87.1,3741192903,56,Center,3742517493,178,,3741192909,212,11.1,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452663551,24,1,1,1,59,2nhn3ikl1ciq34w3hcp883d6p,0,87.3,77.1,2022-08-28T19:02:07.973Z,2022-08-29T16:02:44Z,3742517529,178,,3741901423,72,,3741901421,224,,3741193033,213,5.3,3741193139,233,28,3741193025,141,70.9,3741193011,2,,3741193015,155,,50tfyk5k7qkm1kwv9rrneriwa,J. Bernát,3741193135,236,3741193029,212,5.0,3741193021,140,89.9,3741193145,286,3741193017,56,Center,,,,,,,,,,,,,,,,
2452663561,28,12,1,1,59,9njsy633rh1tyri7l2jaju5o,1,12.8,27.1,2022-08-28T19:02:08.064Z,2022-08-29T16:02:44Z,3742517601,178,,3741193165,233,24,3741193075,185,,3741193077,56,Back,,,,,,,,,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452663585,25,6,1,2,2,2nhn3ikl1ciq34w3hcp883d6p,1,96.3,74.8,2022-08-28T19:02:10.213Z,2022-08-29T05:20:37Z,3741193197,56,Center,3741193199,73,,3741193253,233,29,,,,,,,,,,,,,,,,50tfyk5k7qkm1kwv9rrneriwa,J. Bernát,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452663591,29,6,1,2,2,9njsy633rh1tyri7l2jaju5o,0,3.7,25.2,2022-08-28T19:02:10.213Z,2022-08-29T05:20:37Z,3741193211,56,Back,3741193213,73,,3741193321,233,25,,,,,,,,,,,,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452664109,26,1,1,2,24,2nhn3ikl1ciq34w3hcp883d6p,0,99.5,99.5,2022-08-28T19:02:32.542Z,2022-08-29T05:20:42Z,3741196173,2,,3742517805,178,,3741196177,6,,3741196201,213,4.5,3741196187,224,,3741902147,72,,3741196197,141,60.2,3741196183,155,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,3741196199,212,3741196191,56,Center,3741196193,140,92.9,,,,,,27.6,,,,,,,,,,,,,,,
2452664225,31,4,1,2,26,9njsy633rh1tyri7l2jaju5o,1,5.8,53.1,2022-08-28T19:02:34.545Z,2022-08-29T16:02:43Z,3741912769,295,,3741196837,56,Back,3741196835,13,,3741196843,285,,3741297997,233,27,3741196839,152,,,,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452664505,27,4,1,2,26,2nhn3ikl1ciq34w3hcp883d6p,0,94.2,46.9,2022-08-28T19:02:34.546Z,2022-08-29T16:02:43Z,3741198365,13,,3741198371,56,Center,3741198379,286,,3741298029,233,31,3741912805,295,,3742518097,178,,3741198375,152,,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
