id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/10/value,qualifier/15/value,qualifier/18/value,qualifier/13/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2440883967,1,34,16,0,0,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2022-07-31T13:11:13.771Z,2022-08-01T07:32:36Z,3678533247,130,12,3678533249,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3678533243,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3678533255,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3678533251,194,x3g0yyxs0j4o8fxphxtf0st1,3678533245,59,"22, 7, 2, 4, 5, 77, 27, 3, 9, 10, 20, 11, 14, 19, 25, 44, 72, 91",3678533241,30,"byfrgpc6tgz8lto1gor03y5sl, 5asv6uc3a4xxsr9u30kdfc0ve, 1hlvnmu8we38d44sdexhhxcyd, 980t379w5cp7umv1eltwlfca1, 9ajh8tm9rl0i2sa09c9dfu0h5, 6tvnsmtj9mma96e8famksevv9, ecnh65kkhku5mdkr3il4fl6tx, 3qbl0ps3ms998s0apmpkre3md, 9mlj7fxon5zy1qmktvvcwjrl6, 7ew7g18qo649t8ld44omgib55, x3g0yyxs0j4o8fxphxtf0st1, 3rrges782prcprsn207dk4zit, 16o074zua15qkk7x0me7gi1w4, 4f8xb5sbyksacxmifi375h7qi, bhn5mxfek9byb7m8sovpizzkl, l6y4o9t2b0jxaxo85oztok45, jw8lb54ua2iufebwnu8k68t0, 398isvyux7zpjiwa2hzsxyc16",3678533253,197,16049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440884021,1,34,16,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-07-31T13:11:22.678Z,2022-07-31T13:11:49Z,3678533575,30,"50iwwx11r99cvce6x8cp52c16, ditnpqgspoih5ich7c5vn44fe, 1fu9y7gemoii89ejj7bkex78p, 4rkl9bef513htcb8toe8lvkyx, c1grrjf29wtfgbni2qkydf9ey, 6wt29oce6gsthhpmhq705vl9m, eiqmp3nbc50r40bl86u2sj55h, 7abgw25wb5amn0uq347d4x61h, 1ekfu3u2d9vh73lw2dzdcr1wq, codwa9jioox7i007f4iazwst1, 6r9qf9hptfwyefpsk9douhnt, 2xletuhhaxmfqbjbgq4ehpyol, 8xjlysmwl5vnhcnvsynftjd62, 1s48glvpagsxfh15j8ilh0fai, 8qa4s74yhn2u9n5tm4mfi934k, bjmg69xipgocepwk89487klih, 6j27w3k7pefcyszg5b38lreac, 20oiek3wd33mihfp13csvq6i2",3678533583,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3678533581,130,12,3678533585,194,eiqmp3nbc50r40bl86u2sj55h,3678533579,59,"33, 15, 10, 21, 35, 2, 8, 23, 7, 9, 14, 3, 11, 20, 28, 30, 47, 99",3678533577,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3678533589,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3678533587,197,8121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440909687,2,32,1,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-07-31T14:00:14.538Z,2022-07-31T20:52:55Z,3678676849,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440909683,3,32,1,0,0,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2022-07-31T14:00:14.538Z,2022-07-31T14:00:14Z,3678676843,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440909709,4,1,1,0,0,1oyb7oym5nwzny8vxf03szd2h,1,50.1,50,2022-07-31T14:00:14.559Z,2022-08-01T00:41:57Z,3679858583,178,,3678676987,213,2.7,3678676979,141,58.2,3678676991,279,S,3678676973,56,Back,3678676983,212,12.2,3678676975,140,39.8,,,,9mlj7fxon5zy1qmktvvcwjrl6,Ferran Jutglà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440909729,5,1,1,0,1,1oyb7oym5nwzny8vxf03szd2h,1,40.5,59,2022-07-31T14:00:16.397Z,2022-08-01T01:58:14Z,3678677109,141,66.9,3678677107,140,22.7,3678677111,212,19.4,3679858743,178,,3678677113,213,2.9,3678677105,56,Back,,,,,,,3qbl0ps3ms998s0apmpkre3md,É. Balanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440909749,6,1,1,0,5,1oyb7oym5nwzny8vxf03szd2h,1,22.3,64,2022-07-31T14:00:19.541Z,2022-08-01T01:58:14Z,3679858851,178,,3678677243,212,19.8,3678677237,56,Back,3678677239,140,9.4,3678677245,213,4.0,3678677241,141,42.8,,,,,,,980t379w5cp7umv1eltwlfca1,S. Nsoki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440909767,7,1,1,0,10,1oyb7oym5nwzny8vxf03szd2h,1,9.6,42.6,2022-07-31T14:00:25.056Z,2022-08-01T01:58:13Z,3678677333,141,69.3,3678677331,140,52.9,3678677335,212,49.0,3678677327,155,,3678677329,56,Center,3678677337,213,0.4,3678677339,1,,3679858875,178,,byfrgpc6tgz8lto1gor03y5sl,S. Mignolet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440909771,8,1,1,0,12,1oyb7oym5nwzny8vxf03szd2h,0,51.6,66.4,2022-07-31T14:00:27.292Z,2022-08-01T01:58:12Z,3678677363,56,Center,3678677365,140,64.6,3678677371,213,5.9,3679860199,388,,3678677369,212,14.5,3678677367,141,59.4,,,,,,,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440909797,3,1,1,0,14,9njsy633rh1tyri7l2jaju5o,1,40.2,41.4,2022-07-31T14:00:28.769Z,2022-08-01T01:58:12Z,3678677533,56,Back,3678677541,213,1.1,3678677539,212,10.1,3679860695,178,,3678677535,140,44.6,3678677537,141,54.6,,,,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
