id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2502843823,2,34,16,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2023-02-01T16:53:12.068Z,2023-02-01T17:51:29Z,4006608411,197,8121,4006608399,30,"6sdv4s8oz558wfhx72vwlpvu2, 6wt29oce6gsthhpmhq705vl9m, dxnhp97vrepkx0kcr0d46yb1m, eiqmp3nbc50r40bl86u2sj55h, c1grrjf29wtfgbni2qkydf9ey, 8qa4s74yhn2u9n5tm4mfi934k, 8xjlysmwl5vnhcnvsynftjd62, ditnpqgspoih5ich7c5vn44fe, codwa9jioox7i007f4iazwst1, 6r9qf9hptfwyefpsk9douhnt, 77fldfqlxps1xbdg29anv4vai, 1ekfu3u2d9vh73lw2dzdcr1wq, 1fu9y7gemoii89ejj7bkex78p, 7abgw25wb5amn0uq347d4x61h, 6s5hiok2ywsv4kfxfql8iorth, 6pmuxgyfaqn2h0x69o5l1mq22, 41gpjj5od0ww4rnopzgp1oetw, 50iwwx11r99cvce6x8cp52c16",4006608409,194,eiqmp3nbc50r40bl86u2sj55h,4006608405,130,8,4006608401,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4006608407,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4006608413,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006608403,59,"1, 2, 29, 8, 35, 28, 11, 15, 9, 14, 17, 7, 10, 23, 24, 25, 27, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502843931,1,34,16,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-02-01T16:55:47.876Z,2023-02-02T13:12:42Z,4006609157,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4006609153,59,"26, 23, 5, 17, 3, 4, 28, 8, 7, 34, 11, 10, 14, 19, 22, 27, 40, 77",4006609163,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006609159,194,a8k3ubqsi0duc3g4u5jnvcoa1,4006609149,30,"jflu7a5n4f3ezoj20z0kje5m, 3yb66hal4fvr04bawz0y3efhl, d1rgv9cgncdgr1h61phrxoc89, ama1ibpjcfu206icrfmkgfavp, a3on8aipuz77wn25jm2r312lm, cma24hkdklib8007a42cso38q, 1b6ab1mqzvhk547p0bdzbccfd, a8k3ubqsi0duc3g4u5jnvcoa1, 5qpyf80if6m1o5vkwf1yt034l, 7jpasvui43tnyao6ijyuuyuqc, 9pvc7e65cfgtuipfen5zt463t, 14w9q2mu6yq235ic55fxs0w2y, 19htxtc8lmbfsv83py7hzqb8q, 1e7snjsrbh93xt5ti1oyuqxka, an7okg1fciccqu6300k8phisq, 3ypxn1nvgv8e321sq5394w3my, 7zmgaactx19n77j9fl08pahyi, c8m4ox6n1v89qbbjq73s5ezmx",4006609151,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4006609155,130,8,4006609161,197,3313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502856377,2,32,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-02-01T17:45:07.407Z,2023-02-01T17:45:07Z,4006678361,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502856383,3,32,1,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2023-02-01T17:45:07.407Z,2023-02-02T06:27:05Z,4006678387,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502856401,3,1,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,49.9,49.7,2023-02-01T17:45:07.489Z,2023-02-02T07:05:35Z,4007624841,178,,4006678477,213,2.6,4006678473,141,53.1,4006678469,56,Back,4006678479,279,S,4006678471,140,46.0,4006678475,212,4.7,,,,5qpyf80if6m1o5vkwf1yt034l,M. Samatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502856411,4,1,1,0,2,89xivtxk59uzvhdsd6miao6tm,1,47.9,50.5,2023-02-01T17:45:09.466Z,2023-02-02T11:56:24Z,4006678525,213,4.4,4006678521,141,15.3,4007624875,178,,4006678519,140,39.4,4006678523,212,25.5,4006678517,56,Back,,,,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502856449,5,1,1,0,4,89xivtxk59uzvhdsd6miao6tm,1,37.7,18.6,2023-02-01T17:45:11.992Z,2023-02-02T11:56:23Z,4007624923,178,,4006678723,213,2.6,4006678717,140,22.8,4006678715,56,Back,4006678721,212,18.5,4006678719,141,33.1,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502856473,6,1,1,0,6,89xivtxk59uzvhdsd6miao6tm,1,19.7,35.5,2023-02-01T17:45:14.332Z,2023-02-02T11:56:22Z,4006678845,212,12.2,4006678841,140,13.1,4007624977,178,,4006678843,141,50.3,4006678847,213,2.2,4006678839,56,Back,,,,,,,a3on8aipuz77wn25jm2r312lm,Mujaid Sadick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502856477,7,1,1,0,11,89xivtxk59uzvhdsd6miao6tm,0,8.3,58.3,2023-02-01T17:45:18.509Z,2023-02-02T11:56:21Z,4006678867,140,40.9,4007625005,178,,4006678873,213,0.2,4006678863,155,,4006678869,141,67.9,4006678875,1,,4006678865,56,Back,4006678871,212,34.8,jflu7a5n4f3ezoj20z0kje5m,M. Vandevoordt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502856493,4,1,1,0,13,9njsy633rh1tyri7l2jaju5o,1,58.3,21.7,2023-02-01T17:45:20.760Z,2023-02-02T11:56:20Z,4006678951,212,13.2,4006678949,141,22.7,4006678945,56,Center,4006678947,140,70.9,4006678953,213,0.1,4006678943,3,,4007625041,178,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
