id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2481902129,1,34,16,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-11-05T16:29:57.546Z,2022-11-05T16:29:57Z,3896373491,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3896373487,194,8jc7tw0nw37trgyli0oyz1soa,3896373483,130,18,3896373477,30,"d5ecnjd6h89iepxrvrlfn97ft, a0ecz4nlxrr62dcwixtmjiwyy, 5wn1xudozb4s78x0m8ch7vn8q, 52qemp1py9mm9unjvxaphv209, 5iuagsqdiiaadb5yuf7r4vzmc, bmbn4q2uorkgosgaig6migpux, 2jhi0lbbo65dsfv4ho9pmlgix, 8jc7tw0nw37trgyli0oyz1soa, 2xba9p5cocj599cltnabjes45, 8d0ffyx2qnnp0limf5aou92ei, 1gzgkjei16r4lt2fvcedy1jvt, b13ly8cuyvgraih4y0wxuami2, enyx6hc9mfglu3w2robv9hd9m, ez9zc94k1nj4qxjf2hrvj5dgq, 3l1v52usaf9mmi9dwowdwv3e, 1e7u0otkuyc81nhumjkcrvmd, 21ipfd9gxws9vqpw9002o8ve1, 7weuixp1j81ga9pjhouf2h2hh",3896373479,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3896373481,59,"1, 34, 23, 4, 66, 5, 22, 14, 10, 36, 9, 7, 8, 11, 17, 19, 21, 28",3896373489,197,6718,3896373485,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481913133,1,34,16,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2022-11-05T16:37:46.432Z,2022-11-05T17:50:07Z,3896434327,130,13,3896434335,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3896434323,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3896434331,194,f3e9qk9oz4feldhgetdpcd0ph,3896434333,197,8055,3896434321,30,"49vbniwasp2kyt27jw0cv6m6t, a8pgjuz5yrbxyf1t905gj327d, 2vmpkyku0hwv0zdbbzunt2xux, 91sex5ir1pp4b2beotoua7mqx, 4juerzftkeiuzctoiei6dmtp1, dmk8usvqtzv60bwkoxk7kfqxg, dvomh2gx3wd5x5v1dmlnkdpzp, 73z9v9oz73hlmnswrzp860yj9, cinzr4hnryu433l6z40j5x49h, f3e9qk9oz4feldhgetdpcd0ph, d1j29sgb7rmc6dxe3koyyr0et, cni0rxu9fo9lfqqhggmqrdvpx, 1kst4u41rlyirggwoo1m8ovdh, avubg95m07a6rted50ejdkftg, cjf412x9sg56vos0jkj85k3ys, f5kjetb4nb0bj9ms9lxl24zfu, 58b30n3a3qc1s5tpfn8er7tw4, 73pmo92alzawlt2yo2bfartn9",3896434329,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3896434325,59,"12, 11, 13, 15, 14, 25, 6, 24, 9, 33, 10, 5, 7, 23, 27, 38, 43, 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956157,2,32,1,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2022-11-05T17:16:56.435Z,2022-11-05T17:16:58Z,3896667931,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956149,2,32,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-11-05T17:16:56.435Z,2022-11-05T22:47:55Z,3896667895,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956203,3,1,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,50.1,50.1,2022-11-05T17:16:56.512Z,2022-11-06T04:12:15Z,3896668201,279,S,3896668191,56,Back,3896668199,213,3.2,3896668195,141,46.3,3896668197,212,25.2,3896668193,140,26.2,3898039029,178,,,,,1gzgkjei16r4lt2fvcedy1jvt,K. Denkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956257,4,1,1,0,3,3ix9om1svhd6obl0mbk1otgop,0,27.6,46.4,2022-11-05T17:16:59.477Z,2022-11-06T09:07:14Z,3896668455,1,,3896668445,140,75.1,3896668449,212,53.5,3896668441,155,,3898039081,178,,3896668453,213,5.9,3896668443,56,Right,3896668447,141,17.9,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956269,3,44,1,0,6,bw9wm8pqfzcchumhiwdt2w15c,1,29.9,69.2,2022-11-05T17:17:02.746Z,2022-11-06T09:07:13Z,3896669711,233,5,3896668497,285,,3896668495,56,Back,,,,,,,,,,,,,,,,dvomh2gx3wd5x5v1dmlnkdpzp,J. Dom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956261,5,44,1,0,6,3ix9om1svhd6obl0mbk1otgop,0,70.1,30.8,2022-11-05T17:17:02.747Z,2022-11-06T09:07:13Z,3896668473,286,,3896668471,56,Center,3896669729,233,3,,,,,,,,,,,,,,,,a0ecz4nlxrr62dcwixtmjiwyy,T. Somers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956565,5,1,1,0,6,bw9wm8pqfzcchumhiwdt2w15c,0,29.1,70.3,2022-11-05T17:17:02.756Z,2022-11-06T09:07:13Z,3896670165,213,1.7,3896670155,3,,3896670159,140,28.5,3896670161,141,78.8,3898039277,388,,3896670163,212,5.8,3896670157,56,Back,,,,dvomh2gx3wd5x5v1dmlnkdpzp,J. Dom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481956291,6,61,1,0,6,3ix9om1svhd6obl0mbk1otgop,1,70.1,30.6,2022-11-05T17:17:02.837Z,2022-11-06T09:07:12Z,3896668555,56,Center,3898039385,21,,3898039387,388,,,,,,,,,,,,,,,,,a0ecz4nlxrr62dcwixtmjiwyy,T. Somers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
