id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/9/value,qualifier/10/value,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/value,qualifier/19/value
2461404439,4,5,1,0,6,2nhn3ikl1ciq34w3hcp883d6p,1,40.6,101.4,2022-09-17T18:46:12.745Z,2022-09-18T02:07:50Z,3787707723,233,8,3787707701,347,,3787707699,56,Back,,,,,,,,,,,,,,,,2j8y06wuinnx87eetadj55zo5,N. Chadli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461404261,8,5,1,0,6,920raeoumft3q2wmvc296uceo,0,59.4,-1.4,2022-09-17T18:46:12.745Z,2022-09-18T02:07:50Z,3787706805,56,Right,3787706807,347,,3787707795,233,4,,,,,,,,,,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461404479,5,1,1,0,18,2nhn3ikl1ciq34w3hcp883d6p,1,41.3,100,2022-09-17T18:46:24.808Z,2022-09-18T08:25:46Z,3787707947,140,35.6,3787707945,56,Back,3787707953,213,4.2,3787707951,212,13.2,3787707943,107,,3787707949,141,84.4,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461404507,6,1,1,0,21,2nhn3ikl1ciq34w3hcp883d6p,1,37.4,89.7,2022-09-17T18:46:26.846Z,2022-09-18T08:25:45Z,3788881921,388,,3787708129,213,3.3,3787708125,141,85.1,3787708127,212,24.5,3787708121,56,Back,3787708123,140,14.3,,,,,,,2j8y06wuinnx87eetadj55zo5,N. Chadli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461404583,7,1,1,0,23,2nhn3ikl1ciq34w3hcp883d6p,1,17.7,91.5,2022-09-17T18:46:29.307Z,2022-09-18T08:25:45Z,3788881979,178,,3787708537,140,10.2,3787708535,56,Back,3787708541,212,28.4,3787708539,141,51.3,3787708543,213,4.4,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461404639,8,1,1,0,27,2nhn3ikl1ciq34w3hcp883d6p,1,6.5,60.5,2022-09-17T18:46:33.300Z,2022-09-18T08:25:44Z,3787708799,213,0.1,3787708789,141,64.3,3787708803,1,,3787708785,56,Back,3787708787,140,43.2,3788882013,178,,3787708783,155,,3787708795,212,38.6,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461404663,9,1,1,0,30,2nhn3ikl1ciq34w3hcp883d6p,1,42.7,59.4,2022-09-17T18:46:35.876Z,2022-09-18T08:25:44Z,3787708911,56,Back,3787708917,212,6.5,3787708915,141,62.9,3787708913,140,36.9,3788882121,21,,3788882119,388,,3787708919,213,2.8,,,,21545vwheo9a30u5hgnsrecmi,L. Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461404677,10,1,1,0,30,2nhn3ikl1ciq34w3hcp883d6p,0,38.2,63.4,2022-09-17T18:46:36.748Z,2022-09-18T08:25:43Z,3787708997,212,4.1,3787708995,141,59.1,3787708991,56,Back,3787708993,140,40.9,3787708999,213,5.5,3788882283,178,,,,,,,,f3wwl40dd2xm8oeof6n6y7rhl,Lucas Mineiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461404669,9,49,1,0,31,920raeoumft3q2wmvc296uceo,1,59.5,43.6,2022-09-17T18:46:37.737Z,2022-09-18T08:25:43Z,,,,,,,,,,,,,,,,,,,,,,,,,5ecklu1u6t21rhh8fh4zoq2cq,A. Zorgane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461404703,10,1,1,0,32,920raeoumft3q2wmvc296uceo,1,59.5,43.5,2022-09-17T18:46:37.830Z,2022-09-18T08:25:42Z,3787709155,140,68.3,3787709157,141,27.0,3787709151,155,,3787709161,213,5.4,3787709153,56,Center,3788882413,178,,3787709159,212,14.5,,,,5ecklu1u6t21rhh8fh4zoq2cq,A. Zorgane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461404767,11,1,1,0,33,920raeoumft3q2wmvc296uceo,1,64.7,27.5,2022-09-17T18:46:38.977Z,2022-09-18T08:25:42Z,3787709481,212,4.0,3787709479,141,25.8,3788882763,388,,3787709483,213,3.4,3787709475,56,Center,3787709477,140,61.1,,,,,,,7xw0h0pegzhoix5hb4hipj2l1,A. Gholizadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461404853,12,1,1,0,37,920raeoumft3q2wmvc296uceo,1,75.9,4.2,2022-09-17T18:46:43.661Z,2022-09-18T08:25:40Z,3787709927,56,Right,3787709933,212,10.3,3787709929,140,74.1,3788883197,178,,3787709935,213,1.8,3787709931,141,19.1,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461404905,13,1,1,0,42,920raeoumft3q2wmvc296uceo,1,94.2,6.6,2022-09-17T18:46:48.749Z,2022-09-18T08:25:38Z,3788883333,178,,3787710129,56,Center,3787710133,141,27.0,3787710131,140,80.6,3787710135,212,19.9,3787710137,213,2.4,,,,,,,7xw0h0pegzhoix5hb4hipj2l1,A. Gholizadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405009,14,1,1,0,44,920raeoumft3q2wmvc296uceo,1,82.4,26.3,2022-09-17T18:46:50.531Z,2022-09-18T08:25:37Z,3787710649,140,72.6,3788883497,178,,3787710653,212,11.0,3787710647,56,Center,3787710651,141,31.9,3787710655,213,2.8,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405055,15,1,1,0,50,920raeoumft3q2wmvc296uceo,0,75.6,25.7,2022-09-17T18:46:56.629Z,2022-09-18T08:25:34Z,3787710859,213,0.8,3787710849,56,Center,3787710853,140,94.1,3788883593,178,,3787710845,155,,3787710857,212,26.7,3787710855,141,52.7,,,,5ecklu1u6t21rhh8fh4zoq2cq,A. Zorgane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405061,11,52,1,0,52,2nhn3ikl1ciq34w3hcp883d6p,1,5.5,46,2022-09-17T18:46:58.455Z,2022-09-18T08:25:34Z,3788883717,178,,3788238959,376,,,,,,,,,,,,,,,,,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405159,12,1,1,0,57,2nhn3ikl1ciq34w3hcp883d6p,1,15.4,41,2022-09-17T18:47:03.138Z,2022-09-18T08:25:34Z,3788883831,178,,3787711379,213,5.0,3787711369,123,,3787711373,140,23.2,3787711375,141,3.4,3787711377,212,26.8,3787711371,56,Back,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405641,20,51,1,0,59,2nhn3ikl1ciq34w3hcp883d6p,1,25.3,9.9,2022-09-17T18:47:05.568Z,2022-09-18T08:25:33Z,3787714159,169,,,,,,,,,,,,,,,,,,,,,,,e2z19y8is5m24brpa3gzn02qx,B. Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405181,13,1,1,0,59,2nhn3ikl1ciq34w3hcp883d6p,0,25.5,9.8,2022-09-17T18:47:05.657Z,2022-09-18T08:25:33Z,3787711489,140,15.3,3788884239,178,,3787711493,212,16.9,3787711487,56,Back,3787711491,141,29.1,3787711495,213,2.3,,,,,,,e2z19y8is5m24brpa3gzn02qx,B. Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405187,16,49,1,1,1,920raeoumft3q2wmvc296uceo,1,82.1,66.1,2022-09-17T18:47:07.657Z,2022-09-18T08:25:32Z,,,,,,,,,,,,,,,,,,,,,,,,,14xb29tv90y8uataijmh03rah,D. Heymans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405275,17,1,1,1,3,920raeoumft3q2wmvc296uceo,1,81.3,63.4,2022-09-17T18:47:09.354Z,2022-09-18T08:25:31Z,3787712013,56,Center,3787712017,141,44.2,3787712015,140,80.8,3787714345,154,,3787712019,212,13.1,3787712021,213,4.7,3788884583,178,,3787714343,210,15,14xb29tv90y8uataijmh03rah,D. Heymans,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405283,18,15,1,1,5,920raeoumft3q2wmvc296uceo,1,83.7,42.4,2022-09-17T18:47:11.045Z,2022-09-18T02:09:21Z,3787714421,147,46.8,3787714403,103,19,3787714393,55,17,3787714419,146,91.6,3787713631,82,,3787714423,230,91.7,3787714413,328,,3787713627,17,,5ecklu1u6t21rhh8fh4zoq2cq,A. Zorgane,3787713667,233,14,,3787714407,214,3787712049,22,3787714385,78,3787712053,56,Center,3787714399,102,51.4,3787713625,20,3787714387,29,3787714389,154,3787714425,231,57.8,3788884707,178,,,,,,,,,,,,,
2461405289,14,10,1,1,5,2nhn3ikl1ciq34w3hcp883d6p,1,11.1,56.9,2022-09-17T18:47:11.297Z,2022-09-18T08:25:31Z,3787712089,94,,3787712091,56,Back,3787713703,233,18,3788884955,389,,,,,,,,,,,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405351,15,49,1,1,9,2nhn3ikl1ciq34w3hcp883d6p,1,21,99.9,2022-09-17T18:47:15.736Z,2022-09-18T08:25:30Z,,,,,,,,,,,,,,,,,,,,,,,,,2j8y06wuinnx87eetadj55zo5,N. Chadli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405431,16,1,1,1,11,2nhn3ikl1ciq34w3hcp883d6p,1,13.3,99.5,2022-09-17T18:47:17.643Z,2022-09-18T08:25:30Z,3788885171,178,,3787712875,56,Back,3787712877,140,8.3,3787712883,213,4.4,3787712881,212,19.2,3787712879,141,72.4,,,,,,,2j8y06wuinnx87eetadj55zo5,N. Chadli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405485,17,1,1,1,16,2nhn3ikl1ciq34w3hcp883d6p,1,5.8,94.1,2022-09-17T18:47:22.160Z,2022-09-18T08:25:29Z,3787713219,155,,3787713225,140,31.6,3787713227,141,87.2,3787713223,56,Back,3787713231,213,6.1,3788885293,178,,3787713229,212,27.5,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405491,18,61,1,1,18,2nhn3ikl1ciq34w3hcp883d6p,0,36.5,88.1,2022-09-17T18:47:24.150Z,2022-09-18T08:25:28Z,3788885473,178,,3787713253,56,Back,,,,,,,,,,,,,,,,,,,7y2fbdkqsz35hgsib6rail1hx,Igor Vetokele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405505,19,5,1,1,20,2nhn3ikl1ciq34w3hcp883d6p,0,30,101.8,2022-09-17T18:47:26.277Z,2022-09-18T02:09:46Z,3787713301,56,Back,3787713305,347,,3787713689,233,19,,,,,,,,,,,,,,,,7y2fbdkqsz35hgsib6rail1hx,Igor Vetokele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405553,19,5,1,1,20,920raeoumft3q2wmvc296uceo,1,70,-1.8,2022-09-17T18:47:26.277Z,2022-09-18T02:09:45Z,3787713619,56,Right,3787713637,233,19,3787713621,347,,,,,,,,,,,,,,,,,5ecklu1u6t21rhh8fh4zoq2cq,A. Zorgane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405719,20,1,1,1,34,920raeoumft3q2wmvc296uceo,1,67.8,0,2022-09-17T18:47:39.923Z,2022-09-18T08:25:28Z,3787714549,141,16.8,3787714543,107,,3787714551,212,13.1,3787714553,213,1.3,3787714545,56,Right,3787714547,140,71.4,,,,,,,6n1rvd0axpp159h9wkkd7lwfe,K. Nkuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405735,21,1,1,1,36,920raeoumft3q2wmvc296uceo,1,63,15.9,2022-09-17T18:47:42.352Z,2022-09-18T08:25:27Z,3787714629,213,5.3,3788886297,178,,3787714623,140,67.3,3787714625,141,6.7,3787714627,212,7.7,3787714621,56,Right,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405799,22,1,1,1,38,920raeoumft3q2wmvc296uceo,1,54,4,2022-09-17T18:47:44.431Z,2022-09-18T08:25:26Z,3787714959,56,Back,3787714969,1,,3788886411,178,,3787714963,141,72.4,3787714967,213,2.0,3787714955,155,,3787714965,212,50.4,3787714957,196,,5ecklu1u6t21rhh8fh4zoq2cq,A. Zorgane,3787714961,140,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405829,23,1,1,1,45,920raeoumft3q2wmvc296uceo,1,42.1,73.8,2022-09-17T18:47:50.957Z,2022-09-18T08:25:26Z,3787715149,56,Left,3787715151,140,55.0,3787715155,212,19.1,3788886543,178,,3787715157,213,0.8,3787715153,141,93.5,,,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405861,24,1,1,1,47,920raeoumft3q2wmvc296uceo,1,51.6,93.8,2022-09-17T18:47:53.315Z,2022-09-18T08:25:25Z,3788886631,178,,3787715337,56,Back,3787715345,213,3.7,3787715339,140,40.2,3787715341,141,81.7,3787715343,212,14.5,,,,,,,39bcswfqnpa07b4afevezejo4,J. Tchatchoua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405895,25,1,1,1,50,920raeoumft3q2wmvc296uceo,1,39.2,77.1,2022-09-17T18:47:56.105Z,2022-09-18T08:25:24Z,3788886697,178,,3787715549,212,10.5,3787715551,213,5.8,3787715545,140,48.2,3787715547,141,70.5,3787715541,56,Back,,,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405945,26,1,1,1,53,920raeoumft3q2wmvc296uceo,1,47,66.3,2022-09-17T18:47:58.915Z,2022-09-18T08:25:23Z,3787715877,140,42.6,3787715875,56,Back,3787715883,213,4.6,3788886729,178,,3787715879,141,13.4,3787715885,1,,3787715881,212,36.3,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405973,27,1,1,1,56,920raeoumft3q2wmvc296uceo,1,48.8,21.9,2022-09-17T18:48:02.635Z,2022-09-18T08:25:22Z,3787716051,56,Right,3788886823,178,,3787716057,212,17.8,3787716055,141,3.2,3787716053,140,60.7,3787716059,213,5.5,,,,,,,3bhmh2ks5ma4rqda9zff6w251,S. Knežević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461405999,28,1,1,1,59,920raeoumft3q2wmvc296uceo,1,57.6,1.8,2022-09-17T18:48:05.175Z,2022-09-18T08:25:21Z,3787716233,212,12.4,3787716229,141,20.0,3788886899,178,,3787716225,140,57.5,3787716237,213,1.6,3787716221,56,Right,,,,,,,6n1rvd0axpp159h9wkkd7lwfe,K. Nkuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461406047,29,1,1,2,1,920raeoumft3q2wmvc296uceo,1,59.3,13.4,2022-09-17T18:48:06.884Z,2022-09-18T08:25:20Z,3787716447,56,Right,3787716453,212,13.7,3787716455,213,5.8,3787716451,141,3.4,3788886965,178,,3787716449,140,70.6,,,,,,,5ecklu1u6t21rhh8fh4zoq2cq,A. Zorgane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461622403,1119,43,1,2,1,920raeoumft3q2wmvc296uceo,1,0,0,2022-09-17T18:48:07.506Z,2022-09-18T02:36:45Z,3788946861,178,0,3788947069,144,82,,,,,,,,,,,,,,,,,,,7xw0h0pegzhoix5hb4hipj2l1,A. Gholizadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461406087,30,1,1,2,3,920raeoumft3q2wmvc296uceo,0,64.5,0.7,2022-09-17T18:48:08.940Z,2022-09-18T08:25:19Z,3787716613,196,,3787716611,155,,3787716617,140,59.1,3787716615,56,Center,3787716619,141,69.1,3787716621,212,46.9,3787716625,1,,3788887043,178,,7xw0h0pegzhoix5hb4hipj2l1,A. Gholizadeh,3787716623,213,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461406121,21,61,1,2,5,2nhn3ikl1ciq34w3hcp883d6p,0,42.9,33.8,2022-09-17T18:48:11.702Z,2022-09-18T08:25:19Z,3788887317,388,,3787716861,56,Back,,,,,,,,,,,,,,,,,,,1kr8slemziskw8bm2ir4shlud,H. Akbunar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461406169,31,1,1,2,7,920raeoumft3q2wmvc296uceo,1,47.5,60.4,2022-09-17T18:48:13.306Z,2022-09-18T08:25:18Z,3787717097,56,Back,3787717095,155,,3787717103,212,20.1,3787717099,140,47.5,3788887497,178,,3787717105,213,1.6,3787717101,141,90.0,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461406173,22,45,1,2,11,2nhn3ikl1ciq34w3hcp883d6p,0,49.3,11.8,2022-09-17T18:48:16.960Z,2022-09-18T08:25:17Z,3787717201,233,32,3787717125,285,,3787717123,56,Back,,,,,,,,,,,,,,,,1kr8slemziskw8bm2ir4shlud,H. Akbunar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
