id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,keyPass,qualifier/13/value,qualifier/14/value,qualifier/16/value,qualifier/15/value,qualifier/18/value
2499633479,209,49,1,22,19,7zibyotq1x1hq6pmgibhr0e6s,1,9,13.7,2023-01-22T12:53:00.024Z,2023-01-23T08:19:27Z,,,,,,,,,,,,,,,,,,,,,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633495,210,1,1,22,20,7zibyotq1x1hq6pmgibhr0e6s,0,6.9,16.6,2023-01-22T12:53:00.968Z,2023-01-23T08:19:26Z,3989830975,56,Back,3989830973,157,,3989830983,213,6.1,3989830985,1,,3989830981,212,43.6,3991545789,178,,3989830979,141,6.7,3989830977,140,47.9,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633505,183,49,1,22,24,5z1b7fuvpqe6vnigvopomvecu,1,52.2,89.5,2023-01-22T12:53:04.913Z,2023-01-23T08:19:26Z,,,,,,,,,,,,,,,,,,,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633509,184,1,1,22,24,5z1b7fuvpqe6vnigvopomvecu,0,49.9,91.3,2023-01-22T12:53:05.640Z,2023-01-23T08:19:25Z,3991223129,236,,3991222947,141,90.5,3991545859,178,,3991222951,213,6.2,3991233259,233,211,3991222945,140,54.1,3991223131,286,,3991222949,212,4.4,76y4awqbdef5yxiovt27i57th,M. Bokadi,3989831027,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633517,211,74,1,22,24,7zibyotq1x1hq6pmgibhr0e6s,1,49.6,10.6,2023-01-22T12:53:05.679Z,2023-01-23T08:19:25Z,3991233267,233,184,3991545877,178,,3989831053,285,,3989831051,56,Back,,,,,,,,,,,,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633599,185,5,1,22,25,5z1b7fuvpqe6vnigvopomvecu,1,50.4,102,2023-01-22T12:53:06.111Z,2023-01-23T03:51:57Z,3989831503,233,212,3989831475,56,Left,3989831477,347,,,,,,,,,,,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633521,212,5,1,22,25,7zibyotq1x1hq6pmgibhr0e6s,0,49.6,-2,2023-01-22T12:53:06.111Z,2023-01-23T03:51:58Z,3989831067,56,Back,3989831069,347,,3989831511,233,185,,,,,,,,,,,,,,,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633613,186,1,1,22,35,5z1b7fuvpqe6vnigvopomvecu,1,48.1,100,2023-01-22T12:53:16.200Z,2023-01-23T08:19:24Z,3989831569,212,17.4,3989831567,141,84.1,3989831571,213,3.9,3989831561,107,,3989831563,56,Back,3989831565,140,36.2,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633641,187,1,1,22,40,5z1b7fuvpqe6vnigvopomvecu,1,32.5,76.5,2023-01-22T12:53:21.679Z,2023-01-23T08:19:23Z,3989831705,212,20.0,3989831703,141,47.8,3989831701,140,36.5,3989831707,213,4.9,3989831699,56,Back,3991546023,178,,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633651,188,1,1,22,44,5z1b7fuvpqe6vnigvopomvecu,0,40.9,35.9,2023-01-22T12:53:25.188Z,2023-01-23T08:19:22Z,3991546055,178,,3989831763,213,6.0,3989831755,56,Center,3989831761,212,29.0,3989831759,141,23.7,3989831757,140,67.4,,,,,,,187wxh3jjn8hqbu7fyw7wullh,G. Cimirot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633657,213,61,1,22,45,7zibyotq1x1hq6pmgibhr0e6s,1,40.2,73.9,2023-01-22T12:53:26.323Z,2023-01-23T08:19:21Z,3991546105,178,,3989831783,56,Back,,,,,,,,,,,,,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633669,214,49,1,22,47,7zibyotq1x1hq6pmgibhr0e6s,1,39,94.1,2023-01-22T12:53:28.128Z,2023-01-23T08:19:21Z,,,,,,,,,,,,,,,,,,,,,,,,,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633687,215,1,1,22,47,7zibyotq1x1hq6pmgibhr0e6s,1,39,94.1,2023-01-22T12:53:28.137Z,2023-01-23T08:19:20Z,3989832001,140,88.8,3989831999,56,Center,3989831997,157,,3989832003,141,70.9,3989832005,212,54.6,3991546149,178,,3989832007,213,6.0,3989832009,1,,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633689,216,61,1,22,53,7zibyotq1x1hq6pmgibhr0e6s,0,87.1,68.3,2023-01-22T12:53:34.614Z,2023-01-23T08:19:20Z,3989832013,56,Center,3991546221,178,,,,,,,,,,,,,,,,,,,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633701,189,49,1,22,54,5z1b7fuvpqe6vnigvopomvecu,1,11.2,28.9,2023-01-22T12:53:35.625Z,2023-01-23T08:19:19Z,,,,,,,,,,,,,,,,,,,,,,,,,187wxh3jjn8hqbu7fyw7wullh,G. Cimirot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633707,190,1,1,22,55,5z1b7fuvpqe6vnigvopomvecu,1,6.8,25.9,2023-01-22T12:53:36.713Z,2023-01-23T08:19:19Z,3989832133,56,Back,3989832135,140,3.4,3989832137,141,45.7,3989832141,213,1.8,3989832139,212,13.9,3991546279,178,,,,,,,,187wxh3jjn8hqbu7fyw7wullh,G. Cimirot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633715,191,1,1,22,57,5z1b7fuvpqe6vnigvopomvecu,0,1.6,45.9,2023-01-22T12:53:38.177Z,2023-01-23T08:19:18Z,3989832175,56,Back,3989832173,155,,3991546303,178,,3989832177,140,41.9,3989832179,141,30.3,3989832181,212,43.6,3989832183,213,6.0,3989832185,1,,bxcwnf87pf8ijzbxy70ewcfe1,A. Bodart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633721,217,44,1,22,59,7zibyotq1x1hq6pmgibhr0e6s,1,63.6,62.5,2023-01-22T12:53:40.072Z,2023-01-23T08:19:18Z,3989832215,56,Center,3989832217,286,,3989832223,233,192,,,,,,,,,,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633717,192,44,1,22,59,5z1b7fuvpqe6vnigvopomvecu,0,36.4,37.5,2023-01-22T12:53:40.073Z,2023-01-23T08:19:17Z,3989832191,285,,3989832233,233,217,3989832189,56,Back,,,,,,,,,,,,,,,,3z1lfdoy92bq8airglbhx32tw,C. Çanak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633723,218,1,1,22,59,7zibyotq1x1hq6pmgibhr0e6s,1,62.9,61.5,2023-01-22T12:53:40.158Z,2023-01-23T08:19:17Z,3989832241,141,51.0,3989832237,56,Center,3989832243,212,10.2,3989832235,3,,3989832239,140,69.9,3991546353,388,,3989832245,213,5.5,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633727,219,49,1,23,0,7zibyotq1x1hq6pmgibhr0e6s,1,69.1,54.4,2023-01-22T12:53:41.379Z,2023-01-23T08:19:16Z,,,,,,,,,,,,,,,,,,,,,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633731,220,1,1,23,1,7zibyotq1x1hq6pmgibhr0e6s,0,70.8,56.7,2023-01-22T12:53:42.497Z,2023-01-23T08:19:15Z,3989832275,56,Center,3991546429,178,,3989832283,213,1.1,3989832277,140,75.6,3989832281,212,11.8,3989832279,141,72.4,,,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633741,193,1,1,23,2,5z1b7fuvpqe6vnigvopomvecu,0,21.4,24.5,2023-01-22T12:53:43.609Z,2023-01-23T08:19:15Z,3989832343,1,,3989832341,213,5.6,3989832329,157,,3989832339,212,29.5,3989832337,141,0.0,3991546515,178,,3989832331,56,Back,3989832335,140,43.7,187wxh3jjn8hqbu7fyw7wullh,G. Cimirot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633747,194,5,1,23,6,5z1b7fuvpqe6vnigvopomvecu,0,43.5,-1.7,2023-01-22T12:53:46.827Z,2023-01-23T03:53:41Z,3989832361,56,Back,3989832935,233,221,3989832363,347,,,,,,,,,,,,,,,,,187wxh3jjn8hqbu7fyw7wullh,G. Cimirot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633839,221,5,1,23,6,7zibyotq1x1hq6pmgibhr0e6s,1,56.5,101.7,2023-01-22T12:53:46.827Z,2023-01-23T03:53:40Z,3989832925,233,194,3989832909,56,Left,3989832911,347,,,,,,,,,,,,,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633853,222,1,1,23,24,7zibyotq1x1hq6pmgibhr0e6s,1,57.2,100,2023-01-22T12:54:05.186Z,2023-01-23T08:19:14Z,3989832975,56,Left,3989832973,107,,3989832983,213,5.5,3989832981,212,13.2,3989832979,141,87.7,3989832977,140,66.1,,,,,,,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633861,223,1,1,23,25,7zibyotq1x1hq6pmgibhr0e6s,1,62.7,85.4,2023-01-22T12:54:06.420Z,2023-01-23T08:19:14Z,3989833025,212,8.1,3989833023,141,94.8,3989833019,56,Left,3991546625,178,,3989833021,140,67.5,3989833027,213,0.9,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633877,224,1,1,23,26,7zibyotq1x1hq6pmgibhr0e6s,0,65.8,97.9,2023-01-22T12:54:07.780Z,2023-01-23T08:19:14Z,3989833111,140,87.9,3989833115,212,25.1,3989833113,141,83.9,3989833109,56,Left,3989833117,213,5.9,3991546651,178,,,,,,,,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633897,225,61,1,23,27,7zibyotq1x1hq6pmgibhr0e6s,0,70.5,90.3,2023-01-22T12:54:08.331Z,2023-01-23T08:19:13Z,3991546675,178,,3989833203,56,Left,,,,,,,,,,,,,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633881,195,49,1,23,29,5z1b7fuvpqe6vnigvopomvecu,1,15.3,17.6,2023-01-22T12:54:10.360Z,2023-01-23T08:19:13Z,,,,,,,,,,,,,,,,,,,,,,,,,187wxh3jjn8hqbu7fyw7wullh,G. Cimirot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633907,196,1,1,23,29,5z1b7fuvpqe6vnigvopomvecu,1,13.8,18.3,2023-01-22T12:54:10.570Z,2023-01-23T08:19:12Z,3991546735,178,,3989833269,212,22.1,3989833267,141,47.3,3989833271,213,2.0,3989833263,56,Back,3989833265,140,4.4,,,,,,,187wxh3jjn8hqbu7fyw7wullh,G. Cimirot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633927,197,1,1,23,33,5z1b7fuvpqe6vnigvopomvecu,0,2.4,60.7,2023-01-22T12:54:14.553Z,2023-01-23T08:19:11Z,3989833369,213,0.5,3989833367,212,47.5,3989833359,155,,3989833371,1,,3989833361,56,Back,3991546759,178,,3989833363,140,43.0,3989833365,141,91.4,bxcwnf87pf8ijzbxy70ewcfe1,A. Bodart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633947,226,1,1,23,36,7zibyotq1x1hq6pmgibhr0e6s,0,55.4,11.6,2023-01-22T12:54:17.642Z,2023-01-23T08:19:11Z,3989833469,212,17.5,3989833473,1,,3991546805,388,,3989833463,56,Center,3989833467,141,26.7,3989833465,140,68.9,3989833471,213,0.6,3989833461,157,,1h9jdj5ag99myeoirxzh92od1,R. De Laet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633951,198,1,1,23,39,5z1b7fuvpqe6vnigvopomvecu,0,27.7,74.4,2023-01-22T12:54:20.393Z,2023-01-23T08:19:10Z,3989833487,141,73.0,3991546825,178,,3989833489,212,1.0,3989833485,140,28.0,3989833483,56,Back,3989833481,3,,3989833491,213,5.0,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633953,227,61,1,23,39,7zibyotq1x1hq6pmgibhr0e6s,1,71.8,24.6,2023-01-22T12:54:20.402Z,2023-01-23T08:19:10Z,3991546891,388,,3989833493,56,Center,3991546889,21,,,,,,,,,,,,,,,,,d19yalwh3i2olvpwoi89feqjt,J. Ekkelenkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633961,199,1,1,23,40,5z1b7fuvpqe6vnigvopomvecu,1,24.5,63,2023-01-22T12:54:21.602Z,2023-01-23T08:19:09Z,3989833547,213,6.0,3991547145,178,,3989833539,56,Back,3989833541,140,36.4,3989833545,212,13.1,3989833543,141,57.2,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633963,200,1,1,23,42,5z1b7fuvpqe6vnigvopomvecu,1,32.8,59.9,2023-01-22T12:54:22.978Z,2023-01-23T08:19:09Z,3989833565,212,15.5,3989833563,141,49.6,3989833561,140,46.0,3989833567,213,5.8,3989833559,56,Back,3991548031,178,,,,,,,,69ivqkcipxp15b7x5jl83ud49,S. Alzate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499957459,942,67,1,23,44,5z1b7fuvpqe6vnigvopomvecu,1,46.7,45.5,2023-01-22T12:54:24.857Z,2023-01-23T08:19:08Z,3991563715,233,1130,,,,,,,,,,,,,,,,,,,,,,3z1lfdoy92bq8airglbhx32tw,C. Çanak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499957457,1130,67,1,23,44,7zibyotq1x1hq6pmgibhr0e6s,0,53.3,54.5,2023-01-22T12:54:24.858Z,2023-01-23T08:19:08Z,3991563719,233,942,,,,,,,,,,,,,,,,,,,,,,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633965,201,50,1,23,44,5z1b7fuvpqe6vnigvopomvecu,1,44.6,48.4,2023-01-22T12:54:25.691Z,2023-01-23T08:19:07Z,3989833573,286,,3989833571,56,Back,3989833627,233,228,,,,,,,,,,,,,,,,3z1lfdoy92bq8airglbhx32tw,C. Çanak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633973,228,7,1,23,45,7zibyotq1x1hq6pmgibhr0e6s,1,55.4,51.6,2023-01-22T12:54:26.144Z,2023-01-23T08:19:07Z,3991548105,178,,3991224769,383,,3989833619,233,201,3989833611,56,Center,3989833613,285,,,,,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633977,229,49,1,23,46,7zibyotq1x1hq6pmgibhr0e6s,1,52,57.4,2023-01-22T12:54:27.242Z,2023-01-23T08:19:06Z,,,,,,,,,,,,,,,,,,,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499633993,230,1,1,23,47,7zibyotq1x1hq6pmgibhr0e6s,1,47.3,64.7,2023-01-22T12:54:28.738Z,2023-01-23T08:19:05Z,3989833697,212,24.1,3989833699,213,3.8,3991549941,178,,3989833691,56,Back,3989833695,141,42.5,3989833693,140,29.4,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499634007,231,1,1,23,51,7zibyotq1x1hq6pmgibhr0e6s,0,32.3,40.4,2023-01-22T12:54:32.257Z,2023-01-23T08:19:04Z,3991549953,178,,3989833769,213,6.1,3989833759,155,,3989833767,212,39.5,3989833771,1,,3989833761,56,Center,3989833763,140,68.9,3989833765,141,27.1,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499634017,202,49,1,23,53,5z1b7fuvpqe6vnigvopomvecu,1,30,72.9,2023-01-22T12:54:34.665Z,2023-01-23T08:19:03Z,,,,,,,,,,,,,,,,,,,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499634025,203,1,1,23,55,5z1b7fuvpqe6vnigvopomvecu,1,27.4,70.6,2023-01-22T12:54:35.962Z,2023-01-23T08:19:02Z,3989833837,213,3.9,3989833829,56,Back,3989833831,140,24.3,3989833833,141,65.8,3989833835,212,4.6,3991549995,178,,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499634031,204,1,1,23,55,5z1b7fuvpqe6vnigvopomvecu,1,24.7,62.9,2023-01-22T12:54:36.562Z,2023-01-23T08:19:02Z,3989833859,141,73.6,3989833857,140,27.1,3989833861,212,7.7,3989833863,213,1.2,3991550011,178,,3989833855,56,Back,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499634063,205,1,1,23,57,5z1b7fuvpqe6vnigvopomvecu,1,28.3,69.9,2023-01-22T12:54:38.299Z,2023-01-23T08:19:01Z,3989834001,213,0.8,3989833997,141,93.0,3989833999,212,21.9,3989833993,56,Back,3989833995,140,42.8,3991550035,178,,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499634089,206,1,1,24,2,5z1b7fuvpqe6vnigvopomvecu,1,53.1,88.2,2023-01-22T12:54:42.824Z,2023-01-23T08:18:59Z,3989834149,56,Left,3989834155,212,6.4,3989834153,141,96.2,3991550055,178,,3989834151,140,56.3,3989834157,213,1.0,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499634099,207,1,1,24,7,5z1b7fuvpqe6vnigvopomvecu,1,67.7,97.4,2023-01-22T12:54:48.081Z,2023-01-23T08:18:56Z,3989834229,56,Left,3989834237,213,6.2,3989834231,140,69.5,3991550067,178,,3989834233,141,97.1,3989834235,212,1.9,,,,,,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499634123,208,1,1,24,8,5z1b7fuvpqe6vnigvopomvecu,1,74.6,99.9,2023-01-22T12:54:48.907Z,2023-01-23T08:18:56Z,3989834387,56,Left,3989834389,140,69.9,3991550107,178,,3989834391,141,82.7,3989834395,213,4.3,3989834393,212,12.7,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499634141,210,4,1,24,10,5z1b7fuvpqe6vnigvopomvecu,1,79,84.2,2023-01-22T12:54:51.178Z,2023-01-23T08:18:54Z,3989834519,286,,3989834523,233,232,3989834515,152,,3989834513,56,Left,3989834511,13,,3989835821,295,,,,,,,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499634135,232,4,1,24,10,7zibyotq1x1hq6pmgibhr0e6s,0,21,15.8,2023-01-22T12:54:51.179Z,2023-01-23T08:18:54Z,3989834475,13,,3989835701,295,,3989834527,233,210,3989834483,285,,3989834477,56,Back,3991550129,178,,3989834479,152,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499634127,209,43,1,24,12,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2023-01-22T12:54:53.688Z,2023-01-22T12:54:56Z,3989834425,56,Center,3989834427,286,0,3989834469,144,50,,,,,,,,,,,,,,,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499634387,211,1,1,25,6,5z1b7fuvpqe6vnigvopomvecu,1,73.6,83.6,2023-01-22T12:55:47.171Z,2023-01-23T08:18:53Z,3991226889,72,,3989835775,56,Center,3989835783,213,5.2,3989835781,212,24.4,3989835767,2,,3989835779,141,52.4,3989835771,155,,3991226887,224,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,3989835773,152,,3989838201,154,,3991550135,178,,3989835777,140,85.1,3989835769,5,,,3989838199,210,,,,,,,,,,,,,,,,,,1,15,,,,
2499634391,212,15,1,25,7,5z1b7fuvpqe6vnigvopomvecu,1,84.3,59.6,2023-01-22T12:55:48.091Z,2023-01-23T08:18:53Z,3989838207,154,,3989838215,103,16.5,3989838063,24,,3989838217,146,96.5,3989838069,328,,3989838205,29,,3989838219,147,50.4,3989838203,78,,69ivqkcipxp15b7x5jl83ud49,S. Alzate,3989835801,56,Center,3989835799,17,,3989838209,55,211,3989838213,102,49.4,3989838227,233,234,,3991550151,388,3989838065,15,,,,,,,,,,,,,,,,,,,,,
2499634397,234,10,1,25,8,7zibyotq1x1hq6pmgibhr0e6s,1,1.9,49.2,2023-01-22T12:55:48.944Z,2023-01-23T08:18:52Z,3991227069,377,,3989835839,56,Back,3989835837,182,,3989838079,233,212,3989835835,178,,3989835833,177,,,,,,,,r0hm6ahwcvdu57bgfi5zkslx,J. Butez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499634395,233,52,1,25,8,7zibyotq1x1hq6pmgibhr0e6s,1,1.8,49.8,2023-01-22T12:55:49.268Z,2023-01-23T08:18:51Z,3991550157,178,,3991227143,377,,,,,,,,,,,,,,,,,,,,r0hm6ahwcvdu57bgfi5zkslx,J. Butez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499634445,235,1,1,25,19,7zibyotq1x1hq6pmgibhr0e6s,1,15,59.5,2023-01-22T12:55:59.964Z,2023-01-23T08:18:51Z,3989836139,56,Back,3989836141,140,24.5,3989836137,123,,3989836145,212,17.9,3989836143,141,81.4,3989836147,213,1.0,3991550183,178,,,,,r0hm6ahwcvdu57bgfi5zkslx,J. Butez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499634451,236,1,1,25,24,7zibyotq1x1hq6pmgibhr0e6s,1,41.3,85.1,2023-01-22T12:56:05.416Z,2023-01-23T08:18:50Z,3989836181,213,2.0,3989836179,212,6.6,3989836177,141,93.9,3991550187,178,,3989836173,56,Back,3989836175,140,38.7,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499634489,237,1,1,25,26,7zibyotq1x1hq6pmgibhr0e6s,1,41.3,95.6,2023-01-22T12:56:06.931Z,2023-01-23T08:18:49Z,3989836395,56,Back,3989836397,140,24.6,3989836403,213,4.1,3991550199,178,,3989836399,141,61.5,3989836401,212,29.1,,,,,,,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499634517,238,1,1,25,32,7zibyotq1x1hq6pmgibhr0e6s,1,27.5,58.9,2023-01-22T12:56:13.219Z,2023-01-23T08:18:47Z,3991550211,178,,3989836529,140,34.5,3989836527,56,Back,3989836531,141,75.4,3989836535,213,1.0,3989836533,212,13.4,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499634533,239,1,1,25,36,7zibyotq1x1hq6pmgibhr0e6s,1,34.4,86.6,2023-01-22T12:56:16.988Z,2023-01-23T08:18:46Z,3989836627,212,23.1,3989836629,213,4.3,3989836621,56,Back,3989836623,140,24.8,3989836625,141,56.0,3991550233,178,,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499634545,240,1,1,25,41,7zibyotq1x1hq6pmgibhr0e6s,1,24.8,58,2023-01-22T12:56:22.524Z,2023-01-23T08:18:43Z,3989836683,213,1.4,3989836677,140,26.6,3989836679,141,73.8,3989836681,212,10.9,3991550261,178,,3989836675,56,Back,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
