id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/16/value,assist
2527555115,66,49,1,7,40,9njsy633rh1tyri7l2jaju5o,1,36.2,53.3,2023-04-02T14:08:01.821Z,2023-04-03T06:36:10Z,,,,,,,,,,,,,,,,,,,,,,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527555193,67,1,1,7,41,9njsy633rh1tyri7l2jaju5o,0,36.4,51.5,2023-04-02T14:08:03.003Z,2023-04-03T06:36:13Z,4157975373,141,96.3,4160437689,178,,4157975375,212,43.9,4157975371,140,66.5,4157975377,213,0.8,4157975369,56,Left,4159383137,155,,4157975379,1,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527555253,108,49,1,7,46,6vyr13j6kbwdtxjwm1m4m8nu2,1,39.4,5.8,2023-04-02T14:08:08.060Z,2023-04-03T06:36:19Z,,,,,,,,,,,,,,,,,,,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527555301,109,1,1,7,48,6vyr13j6kbwdtxjwm1m4m8nu2,1,38.4,2.8,2023-04-02T14:08:09.825Z,2023-04-03T06:36:23Z,4157975973,140,26.4,4157975971,56,Back,4157975975,141,24.7,4157975979,212,19.5,4157975983,213,2.3,4160437857,178,,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527555387,110,1,1,7,50,6vyr13j6kbwdtxjwm1m4m8nu2,1,27.6,24.3,2023-04-02T14:08:12.591Z,2023-04-03T06:36:26Z,4157976449,212,25.9,4160437895,178,,4157976445,140,6.9,4157976447,141,45.1,4157976443,56,Back,4157976451,213,2.6,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527555491,111,1,1,7,54,6vyr13j6kbwdtxjwm1m4m8nu2,1,7,45.7,2023-04-02T14:08:16.209Z,2023-04-03T06:36:31Z,4157977049,212,42.3,4157977053,1,,4157977045,141,93.3,4157977039,56,Back,4160437987,178,,4157977043,140,33.0,4157977037,155,,4157977051,213,0.9,3wwi5vf2l1qbz7e5zdjoy8yga,B. Verbruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527555521,112,1,1,8,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,60.2,90.6,2023-04-02T14:08:21.980Z,2023-04-03T06:36:34Z,4157977237,212,10.1,4157977235,141,93.8,4157977231,56,Left,4157977239,213,0.2,4157977233,140,69.6,4160438089,178,,,,,,,,6rarodhofviwmh5jd0ly8lp4a,M. N'Diaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527555581,113,1,1,8,2,6vyr13j6kbwdtxjwm1m4m8nu2,1,69.6,92.3,2023-04-02T14:08:24.725Z,2023-04-03T06:36:37Z,4157977489,56,Center,4157977497,213,3.6,4157977491,140,50.5,4157977495,212,22.8,4160438149,178,,4157977493,141,76.4,,,,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527555683,114,43,1,8,6,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2023-04-02T14:08:27.973Z,2023-04-02T14:08:44Z,4157978013,140,66.5,4157978019,213,6.2,4157978017,212,8.7,4157979313,144,1,4157978011,56,Left,4157978015,141,81.4,,,,,,,8f77xyqg4womglj1o8udq77qh,M. Ashimeru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527555691,115,4,1,8,6,6vyr13j6kbwdtxjwm1m4m8nu2,1,60.4,80,2023-04-02T14:08:28.291Z,2023-04-03T06:36:41Z,4157978059,265,,4157978057,152,,4157978055,56,Left,4157978061,286,,4157978053,13,,4157978277,233,68,,,,,,,8f77xyqg4womglj1o8udq77qh,M. Ashimeru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527555733,68,4,1,8,6,9njsy633rh1tyri7l2jaju5o,0,39.6,20,2023-04-02T14:08:28.292Z,2023-04-03T06:36:41Z,4157978293,233,115,4157978251,265,,4160438191,178,,4157978253,285,,4157978249,152,,4157978245,13,,4157978247,56,Back,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527556087,116,1,1,8,22,6vyr13j6kbwdtxjwm1m4m8nu2,1,53.3,73,2023-04-02T14:08:44.106Z,2023-04-03T06:36:47Z,4157979859,140,62.6,4157979855,152,,4157979857,56,Center,4157979863,212,11.6,4157979853,5,,4157979861,141,63.7,4160438291,178,,4157979865,213,5.7,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527823573,911,3,1,8,23,6vyr13j6kbwdtxjwm1m4m8nu2,0,68.3,60.2,2023-04-02T14:08:45.472Z,2023-04-03T06:36:58Z,4159384207,465,,4160438461,178,,4159384209,467,ditnpqgspoih5ich7c5vn44fe,4159384197,56,Center,4159384203,286,,,,,,,,,,,5yw1c3i4j9zyt52vomrfbxyol,L. Refaelov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527556091,117,4,1,8,23,6vyr13j6kbwdtxjwm1m4m8nu2,1,59.8,63.4,2023-04-02T14:08:45.594Z,2023-04-03T06:37:01Z,4157979877,13,,4157979879,56,Center,4157979883,265,,4157979881,152,,4157979885,286,,4157980111,233,69,,,,,,,5yw1c3i4j9zyt52vomrfbxyol,L. Refaelov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527556107,69,4,1,8,23,9njsy633rh1tyri7l2jaju5o,0,40.2,36.6,2023-04-02T14:08:45.595Z,2023-04-03T06:37:01Z,4160438525,178,,4157979965,56,Back,4157979967,152,,4157979969,265,,4157979971,285,,4157979963,13,,4157980137,233,117,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527556233,70,17,1,8,28,9njsy633rh1tyri7l2jaju5o,1,0,0,2023-04-02T14:08:50.074Z,2023-04-03T06:37:04Z,4157980601,31,,4157980603,158,,,,,,,,,,,,,,,,,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527556849,118,1,1,8,55,6vyr13j6kbwdtxjwm1m4m8nu2,1,63,60,2023-04-02T14:09:17.152Z,2023-04-03T06:37:08Z,4157983725,140,68.8,4157983721,152,,4157983727,141,55.5,4157983731,213,5.8,4157983719,5,,4157983729,212,6.8,4160438689,178,,4157983723,56,Center,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527556869,119,1,1,8,56,6vyr13j6kbwdtxjwm1m4m8nu2,1,68.8,55.5,2023-04-02T14:09:18.167Z,2023-04-03T06:37:11Z,4157983849,140,68.6,4157983841,56,Center,4160438781,178,,4157983859,213,1.6,4157983851,141,68.4,4157983855,212,8.8,,,,,,,3q2ibq6hhxyht8046ib49ye39,A. Dreyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527556903,120,1,1,8,57,6vyr13j6kbwdtxjwm1m4m8nu2,1,68.6,68.4,2023-04-02T14:09:19.204Z,2023-04-03T06:37:14Z,4157984047,213,4.0,4157984045,212,9.9,4157984041,140,62.3,4160438813,178,,4157984039,56,Center,4157984043,141,57.6,,,,,,,5yw1c3i4j9zyt52vomrfbxyol,L. Refaelov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527556979,121,1,1,9,0,6vyr13j6kbwdtxjwm1m4m8nu2,0,62.6,56.4,2023-04-02T14:09:21.874Z,2023-04-03T06:37:16Z,4157984461,141,17.4,4157984465,213,5.7,4157984467,1,,4160438867,178,,4157984459,140,100.0,4157984463,212,48.4,4157984455,155,,4157984457,56,Right,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527556987,71,5,1,9,3,9njsy633rh1tyri7l2jaju5o,1,-1.3,85.2,2023-04-02T14:09:25.092Z,2023-04-03T06:37:18Z,4157984499,56,Back,4157984501,346,,4157984549,233,122,,,,,,,,,,,,,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527556983,122,5,1,9,3,6vyr13j6kbwdtxjwm1m4m8nu2,0,101.3,14.8,2023-04-02T14:09:25.092Z,2023-04-03T06:37:18Z,4157984567,233,71,4157984489,56,Right,4157984491,346,,,,,,,,,,,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527557899,72,1,1,9,38,9njsy633rh1tyri7l2jaju5o,1,4.9,58.5,2023-04-02T14:10:00.654Z,2023-04-03T06:37:22Z,4157988899,213,0.1,4157988903,1,,4157988895,212,54.1,4157988891,141,65.5,4157988887,56,Center,4157988885,124,,4157988909,74,,4157988889,140,56.2,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527557917,73,1,1,9,42,9njsy633rh1tyri7l2jaju5o,0,56.2,65.5,2023-04-02T14:10:03.948Z,2023-04-03T06:37:27Z,4157988997,140,67.4,4157988991,3,,4157988995,56,Center,4157989001,212,13.8,4160439083,388,,4157988999,141,54.8,4157989003,213,5.7,4157988993,168,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527557961,123,1,1,9,43,6vyr13j6kbwdtxjwm1m4m8nu2,1,36.2,57,2023-04-02T14:10:05.402Z,2023-04-03T06:37:33Z,4157989223,3,,4157989233,213,0.7,4157989225,56,Back,4157989227,140,43.9,4157989231,212,10.3,4160439175,178,,4157989229,141,66.4,,,,6rarodhofviwmh5jd0ly8lp4a,M. N'Diaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527557973,124,49,1,9,45,6vyr13j6kbwdtxjwm1m4m8nu2,1,43.9,66.4,2023-04-02T14:10:07.477Z,2023-04-03T06:37:39Z,,,,,,,,,,,,,,,,,,,,,,,,,5yw1c3i4j9zyt52vomrfbxyol,L. Refaelov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527558159,125,1,1,9,47,6vyr13j6kbwdtxjwm1m4m8nu2,1,58.9,72.4,2023-04-02T14:10:09.603Z,2023-04-03T06:37:42Z,4160439289,178,,4157990203,141,93.0,4157990199,56,Left,4157990207,213,0.6,4157990205,212,24.2,4157990201,140,77.7,,,,,,,5yw1c3i4j9zyt52vomrfbxyol,L. Refaelov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527558203,126,1,1,9,53,6vyr13j6kbwdtxjwm1m4m8nu2,1,79.3,81.4,2023-04-02T14:10:15.563Z,2023-04-03T06:37:45Z,4157990441,213,4.4,4160439321,178,,4157990433,141,70.2,4157990427,140,77.0,4157990425,56,Center,4157990437,212,8.0,,,,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527558237,127,1,1,9,54,6vyr13j6kbwdtxjwm1m4m8nu2,0,77.1,70.3,2023-04-02T14:10:16.083Z,2023-04-03T06:37:48Z,4157990575,56,Center,4157990577,140,89.4,4157990581,212,13.0,4160439357,178,,4157990579,141,72.1,4157990583,213,0.1,,,,,,,5yw1c3i4j9zyt52vomrfbxyol,L. Refaelov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527558223,74,49,1,9,54,9njsy633rh1tyri7l2jaju5o,1,15.9,35.4,2023-04-02T14:10:16.657Z,2023-04-03T06:37:52Z,,,,,,,,,,,,,,,,,,,,,,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527558263,75,1,1,9,55,9njsy633rh1tyri7l2jaju5o,1,15.2,35.1,2023-04-02T14:10:17.528Z,2023-04-03T06:37:57Z,4157990713,140,24.0,4160439497,178,,4157990721,212,9.9,4157990725,213,0.4,4157990711,56,Back,4157990715,141,40.4,,,,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527558319,76,1,1,9,57,9njsy633rh1tyri7l2jaju5o,0,23.5,39.2,2023-04-02T14:10:18.942Z,2023-04-03T06:37:59Z,4157991013,1,,4157991003,56,Center,4160439519,178,,4157991009,212,38.3,4157991011,213,6.1,4157991005,140,59.1,4157991001,157,,4157991007,141,26.7,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527558375,128,49,1,10,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,37.4,72.7,2023-04-02T14:10:22.366Z,2023-04-03T06:38:06Z,,,,,,,,,,,,,,,,,,,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527558443,129,1,1,10,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,37.3,72.9,2023-04-02T14:10:22.395Z,2023-04-03T06:38:09Z,4160439613,178,,4157991637,56,Back,4157991645,213,3.7,4157991641,141,54.2,4157991643,212,26.0,4157991639,140,15.7,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527558525,130,1,1,10,4,6vyr13j6kbwdtxjwm1m4m8nu2,1,14.5,53.1,2023-04-02T14:10:26.067Z,2023-04-03T06:38:11Z,4160439637,178,,4157991999,140,30.5,4157992005,212,27.2,4157992001,141,21.6,4157991997,56,Back,4157992011,213,5.4,,,,,,,3wwi5vf2l1qbz7e5zdjoy8yga,B. Verbruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527558631,131,1,1,10,8,6vyr13j6kbwdtxjwm1m4m8nu2,1,32.5,23.1,2023-04-02T14:10:30.403Z,2023-04-03T06:38:14Z,4157992523,155,,4157992531,141,95.0,4157992525,196,,4157992529,140,36.3,4157992533,212,49.1,4157992535,213,1.5,4160439665,178,,4157992527,56,Back,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,4157992539,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527558657,77,45,1,10,12,9njsy633rh1tyri7l2jaju5o,0,51.9,14.5,2023-04-02T14:10:34.587Z,2023-04-03T06:38:17Z,4157992895,233,132,4157992643,285,,4157992641,56,Right,,,,,,,,,,,,,,,,8xjlysmwl5vnhcnvsynftjd62,K. N’Dri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527558683,132,3,1,10,12,6vyr13j6kbwdtxjwm1m4m8nu2,1,48.1,85.5,2023-04-02T14:10:34.587Z,2023-04-03T06:38:17Z,4157992787,56,Back,4159386071,465,,4160439689,178,,4157992789,286,,4157992819,233,77,,,,,,,,,,6rarodhofviwmh5jd0ly8lp4a,M. N'Diaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527558761,133,1,1,10,15,6vyr13j6kbwdtxjwm1m4m8nu2,1,55.1,68.1,2023-04-02T14:10:37.450Z,2023-04-03T06:38:19Z,4157993173,213,4.8,4157993169,141,30.0,4157993171,212,25.9,4160439721,178,,4157993165,56,Center,4157993167,140,56.1,,,,,,,6rarodhofviwmh5jd0ly8lp4a,M. N'Diaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527558871,134,1,1,10,18,6vyr13j6kbwdtxjwm1m4m8nu2,1,56.5,29.8,2023-04-02T14:10:40.483Z,2023-04-03T06:38:23Z,4157993733,212,18.6,4157993729,140,64.0,4157993735,213,5.1,4157993731,141,5.0,4157993727,56,Right,4160439801,178,,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527558943,135,1,1,10,21,6vyr13j6kbwdtxjwm1m4m8nu2,1,64.8,5.5,2023-04-02T14:10:43.065Z,2023-04-03T06:38:27Z,4157994183,213,0.6,4157994179,141,31.8,4157994177,140,91.7,4160439865,178,,4157994175,56,Center,4157994173,155,,4157994185,1,,4157994181,212,33.4,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527559083,136,1,1,10,25,6vyr13j6kbwdtxjwm1m4m8nu2,1,88.2,23.9,2023-04-02T14:10:47.576Z,2023-04-03T06:38:32Z,4157994933,2,,4157994941,141,81.5,4157994945,213,1.3,4157994947,1,,4159386437,72,,4159386435,223,,4157994939,140,98.2,4157994943,212,40.6,8q7c0yi5x7vh7032jgbeytal1,B. Raman,4160439947,178,,4157994935,155,4157994937,56,Left,,,,,,,,,,,,,,,,,,,,,,,
2527559123,137,1,1,10,30,6vyr13j6kbwdtxjwm1m4m8nu2,1,99.4,82,2023-04-02T14:10:51.870Z,2023-04-03T06:38:37Z,4157995159,56,Left,4160440009,178,,4157995163,141,90.0,4157995161,140,88.0,4157995165,212,13.1,4157995167,213,2.7,,,,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527559131,138,1,1,10,33,6vyr13j6kbwdtxjwm1m4m8nu2,0,86.4,90,2023-04-02T14:10:54.779Z,2023-04-03T06:38:40Z,4159386833,223,,4157995221,213,4.9,4157995211,155,,4157995217,141,50.1,4159386839,20,,4157995219,212,27.7,4160440063,178,,4157995209,2,,5yw1c3i4j9zyt52vomrfbxyol,L. Refaelov,4157995215,140,91.6,4157995213,56,,,,,,,,,,Center,,,,,,,,,,,,,,,,
2527559175,78,12,1,10,34,9njsy633rh1tyri7l2jaju5o,1,11.4,46.9,2023-04-02T14:10:55.870Z,2023-04-03T06:38:42Z,4160440095,178,,4157995469,141,20.4,4157995471,212,18.1,4157995465,56,Back,4157995467,140,9.6,4157995473,213,4.6,,,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527559233,79,12,1,10,35,9njsy633rh1tyri7l2jaju5o,1,9.6,20.4,2023-04-02T14:10:57.645Z,2023-04-03T06:38:45Z,4157995813,141,0.0,4160440123,178,,4157995915,167,,4157995811,140,12.7,4157995815,212,15.6,4157995817,213,4.9,4157995807,56,Back,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527559249,80,5,1,10,39,9njsy633rh1tyri7l2jaju5o,0,11.8,-2,2023-04-02T14:11:00.871Z,2023-04-03T06:38:48Z,4157997599,233,139,4157995881,56,Back,4157995883,347,,,,,,,,,,,,,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527559571,139,5,1,10,39,6vyr13j6kbwdtxjwm1m4m8nu2,1,88.2,102,2023-04-02T14:11:00.871Z,2023-04-03T06:38:48Z,4157997485,347,,4157997543,233,80,4157997483,56,Left,,,,,,,,,,,,,,,,5yw1c3i4j9zyt52vomrfbxyol,L. Refaelov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527559687,140,1,1,10,47,6vyr13j6kbwdtxjwm1m4m8nu2,1,89.2,100,2023-04-02T14:11:09.240Z,2023-04-03T06:38:51Z,4157998129,212,9.9,4157998127,141,95.0,4157998121,107,,4157998125,140,80.9,4157998131,213,3.6,4157998123,56,Left,,,,,,,5yw1c3i4j9zyt52vomrfbxyol,L. Refaelov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527559703,141,4,1,10,49,6vyr13j6kbwdtxjwm1m4m8nu2,1,76.6,94.8,2023-04-02T14:11:10.987Z,2023-04-03T06:38:54Z,4157998193,13,,4157998201,286,,4157998199,152,,4157998195,295,,4157998197,56,Left,4157998253,233,81,,,,,,,6rarodhofviwmh5jd0ly8lp4a,M. N'Diaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527559665,81,4,1,10,49,9njsy633rh1tyri7l2jaju5o,0,23.4,5.2,2023-04-02T14:11:10.988Z,2023-04-03T06:38:54Z,4160440317,178,,4157998023,295,,4157998283,233,141,4157998021,13,,4157998025,56,Back,4157998027,152,,4157998029,285,,,,,8xjlysmwl5vnhcnvsynftjd62,K. N’Dri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527560395,142,1,1,11,27,6vyr13j6kbwdtxjwm1m4m8nu2,0,77.4,94.1,2023-04-02T14:11:49.237Z,2023-04-03T06:38:59Z,4158001949,140,100.0,4158001953,141,36.6,4158001941,155,,4158001945,56,Center,4159409153,20,,4160440413,178,,4158001959,1,,4158001939,5,,5yw1c3i4j9zyt52vomrfbxyol,L. Refaelov,4158001943,152,,4159409151,223,4158001937,2,,4158001957,213,5.3,4158001955,212,46.5,,,,,,,,,,,,,,,,,
2527560425,82,5,1,11,30,9njsy633rh1tyri7l2jaju5o,1,-1.4,67.1,2023-04-02T14:11:52.325Z,2023-04-03T06:39:02Z,4158002105,346,,4158002103,56,Back,4158002165,233,143,,,,,,,,,,,,,,,,8xjlysmwl5vnhcnvsynftjd62,K. N’Dri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527560405,143,5,1,11,30,6vyr13j6kbwdtxjwm1m4m8nu2,0,101.4,32.9,2023-04-02T14:11:52.325Z,2023-04-03T06:39:03Z,4158001999,56,Center,4158002203,233,82,4158002001,346,,,,,,,,,,,,,,,,,5yw1c3i4j9zyt52vomrfbxyol,L. Refaelov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527561209,83,1,1,12,3,9njsy633rh1tyri7l2jaju5o,1,4.8,59.7,2023-04-02T14:12:25.498Z,2023-04-03T06:39:05Z,4158006253,140,44.1,4158006249,124,,4158006261,1,,4158006265,74,,4158006259,213,0.5,4158006257,212,46.6,4158006251,56,Back,4158006255,141,91.4,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527561221,84,1,1,12,7,9njsy633rh1tyri7l2jaju5o,1,41.9,86.3,2023-04-02T14:12:29.012Z,2023-04-03T06:39:12Z,4158006353,212,4.5,4158006349,141,79.7,4158006415,156,,4158006345,56,Back,4158006347,140,41.9,4160440641,21,,4160440639,178,,4158006355,213,4.7,1fu9y7gemoii89ejj7bkex78p,R. Charles-Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527561291,85,1,1,12,8,9njsy633rh1tyri7l2jaju5o,1,41.9,79.7,2023-04-02T14:12:29.861Z,2023-04-03T06:39:15Z,4158006771,141,91.5,4160440717,178,,4158006777,212,12.3,4158006765,140,33.0,4158006761,56,Back,4158006781,213,2.4,,,,,,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527561345,86,1,1,12,10,9njsy633rh1tyri7l2jaju5o,0,33.3,91.1,2023-04-02T14:12:31.885Z,2023-04-03T06:39:20Z,4158006981,155,,4158006985,56,Center,4158006993,141,74.4,4158007003,1,,4158006989,140,75.5,4160440809,178,,4158007001,213,6.0,4158006997,212,45.7,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527561397,144,1,1,12,12,6vyr13j6kbwdtxjwm1m4m8nu2,0,24.1,20.3,2023-04-02T14:12:34.480Z,2023-04-03T06:39:26Z,4158007267,56,Back,4158007279,213,5.4,4158007265,3,,4160440913,178,,4158007275,212,12.0,4158007271,141,7.1,4158007269,140,31.7,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527561421,87,1,1,12,14,9njsy633rh1tyri7l2jaju5o,1,71.4,85.4,2023-04-02T14:12:36.431Z,2023-04-03T06:39:31Z,4158007423,56,Left,4160441001,388,,4158007429,212,11.3,4158007425,140,60.6,4158007427,141,84.8,4158007431,213,3.2,,,,,,,6pmuxgyfaqn2h0x69o5l1mq22,D. Gassama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527561507,88,1,1,12,15,9njsy633rh1tyri7l2jaju5o,1,60.8,83.2,2023-04-02T14:12:37.381Z,2023-04-03T06:39:35Z,4158007895,141,74.4,4158007891,56,Center,4158007897,212,9.8,4158007899,213,5.6,4160441041,178,,4158007893,140,68.2,,,,,,,1fu9y7gemoii89ejj7bkex78p,R. Charles-Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527561529,89,3,1,12,16,9njsy633rh1tyri7l2jaju5o,0,82.5,71.2,2023-04-02T14:12:38.539Z,2023-04-03T06:39:39Z,4158008005,211,,4158007979,286,,4160441073,178,,4159409265,465,,4158007977,56,Center,,,,,,,,,,8xjlysmwl5vnhcnvsynftjd62,K. N’Dri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527561541,145,49,1,12,18,6vyr13j6kbwdtxjwm1m4m8nu2,1,13.2,20.9,2023-04-02T14:12:40.689Z,2023-04-03T06:39:43Z,,,,,,,,,,,,,,,,,,,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527561589,146,1,1,12,20,6vyr13j6kbwdtxjwm1m4m8nu2,0,12.7,18,2023-04-02T14:12:42.636Z,2023-04-03T06:39:45Z,4158008263,141,26.4,4160441175,178,,4158008259,56,Back,4158008261,140,19.6,4158008265,212,9.2,4158008267,213,0.7,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527561605,90,61,1,12,21,9njsy633rh1tyri7l2jaju5o,0,79.8,70.2,2023-04-02T14:12:43.535Z,2023-04-03T06:39:50Z,4160441231,178,,4158008331,56,Center,,,,,,,,,,,,,,,,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527561701,147,1,1,12,23,6vyr13j6kbwdtxjwm1m4m8nu2,1,14.2,47.9,2023-04-02T14:12:45.553Z,2023-04-03T06:39:53Z,4158008833,141,78.5,4158008829,56,Back,4160441263,178,,4158008837,213,0.8,4158008831,140,31.7,4158008835,212,27.8,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
