id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/13/value,qualifier/16/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2458070451,4,12,1,0,12,2b57rbw94i9ohnbch52owvqtq,1,5.8,40.9,2022-09-10T16:16:02.741Z,2022-09-11T07:02:00Z,3769946665,213,5.8,3769946659,140,21.5,3771769053,388,,3769946669,15,,3769946663,212,19.1,3769946661,141,26.8,3769946657,56,Back,,,,243h2yiww7rrz20i0le43jtux,Z. Medley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070533,5,12,1,0,14,2b57rbw94i9ohnbch52owvqtq,1,17.1,26.1,2022-09-10T16:16:04.590Z,2022-09-11T07:02:00Z,3769946997,140,42.6,3769947003,213,6.0,3771769095,388,,3769946999,141,15.9,3769947001,212,27.7,3769946995,56,Back,,,,,,,92resfejh2m1oygglkjdk0u7d,Kenny Rocha Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458237595,928,44,1,0,16,9njsy633rh1tyri7l2jaju5o,1,62.1,79.1,2022-09-10T16:16:06.389Z,2022-09-11T07:01:59Z,3771152091,233,737,3770872637,56,Left,3770872639,286,,,,,,,,,,,,,,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458237727,737,44,1,0,16,2b57rbw94i9ohnbch52owvqtq,0,37.9,20.9,2022-09-10T16:16:06.390Z,2022-09-11T07:01:59Z,3771152097,233,928,3770873281,285,,3770873279,56,Back,,,,,,,,,,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070553,7,1,1,0,16,9njsy633rh1tyri7l2jaju5o,0,62.1,83.1,2022-09-10T16:16:06.468Z,2022-09-11T07:01:59Z,3769954893,212,13.3,3771769211,388,,3769954895,213,1.9,3769954889,140,58.1,3769947113,56,Left,3769954887,3,,3769954891,141,100.0,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070719,7,5,1,0,19,2b57rbw94i9ohnbch52owvqtq,1,40.2,-1.6,2022-09-10T16:16:09.046Z,2022-09-11T00:50:44Z,3769947993,56,Back,3769947995,347,,3769948039,233,8,,,,,,,,,,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070621,8,5,1,0,19,9njsy633rh1tyri7l2jaju5o,0,59.8,101.6,2022-09-10T16:16:09.046Z,2022-09-11T00:50:45Z,3769947505,347,,3769948047,233,7,3769947503,56,Left,,,,,,,,,,,,,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070539,6,43,1,0,19,2b57rbw94i9ohnbch52owvqtq,1,0,0,2022-09-10T16:16:09.121Z,2022-09-10T16:16:17Z,3769947019,140,38.3,3769947025,213,4.3,3769947015,3,0,3769947023,212,8.0,3769947581,144,1,3769947021,141,2.9,3769947017,56,Back,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070743,8,1,1,0,34,2b57rbw94i9ohnbch52owvqtq,1,35.4,0,2022-09-10T16:16:24.679Z,2022-09-11T07:01:58Z,3769948139,140,34.5,3769948141,141,9.8,3769948135,107,,3769948145,213,1.7,3769948137,56,Back,3769948143,212,7.8,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070755,9,1,1,0,35,2b57rbw94i9ohnbch52owvqtq,1,34.7,12.9,2022-09-10T16:16:25.347Z,2022-09-11T07:01:58Z,3769948215,140,56.9,3769948223,1,,3769948219,212,23.7,3771769345,178,,3769948213,56,Right,3769948211,157,,3769948221,213,6.1,3769948217,141,7.0,92resfejh2m1oygglkjdk0u7d,Kenny Rocha Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070775,10,1,1,0,36,2b57rbw94i9ohnbch52owvqtq,0,53.7,10.4,2022-09-10T16:16:26.615Z,2022-09-11T07:01:58Z,3771769399,388,,3769948337,213,0.3,3769948327,3,,3769948331,140,56.6,3769948329,56,Right,3769948333,141,11.7,3769948335,212,3.2,,,,b3y2ov2ju75fr5u5e2rerj1ex,F. Hornby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070785,9,49,1,0,37,9njsy633rh1tyri7l2jaju5o,1,47.6,87.6,2022-09-10T16:16:26.810Z,2022-09-11T07:01:57Z,,,,,,,,,,,,,,,,,,,,,,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070887,10,1,1,0,37,9njsy633rh1tyri7l2jaju5o,1,45.8,84.9,2022-09-10T16:16:27.690Z,2022-09-11T07:01:57Z,3769949063,1,,3769949059,212,38.7,3769949053,140,17.2,3771769507,178,,3769949049,56,Back,3769949061,213,3.8,3769949057,141,49.0,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070911,11,1,1,0,45,9njsy633rh1tyri7l2jaju5o,0,21.5,58.7,2022-09-10T16:16:35.712Z,2022-09-11T07:01:55Z,3769949201,212,54.5,3769949197,140,69.9,3771769545,178,,3769949195,56,Left,3769949203,213,0.4,3769949193,155,,3769949205,1,,3769949199,141,87.7,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070943,11,1,1,0,48,2b57rbw94i9ohnbch52owvqtq,0,38.8,17.1,2022-09-10T16:16:38.108Z,2022-09-11T07:01:55Z,3769949377,141,2.8,3769949371,3,,3771769573,388,,3769949379,212,20.5,3769949373,56,Right,3769949375,140,56.0,3769949381,213,5.8,,,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070967,12,1,1,0,51,9njsy633rh1tyri7l2jaju5o,0,46.3,93.4,2022-09-10T16:16:40.964Z,2022-09-11T07:01:54Z,3769949559,56,Center,3769949565,212,29.3,3771769607,178,,3769949563,141,71.1,3769949561,140,70.2,3769949557,155,,3769949567,213,5.7,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070979,12,44,1,0,53,2b57rbw94i9ohnbch52owvqtq,1,35.2,22.3,2022-09-10T16:16:43.016Z,2022-09-11T07:15:01Z,3769949621,233,13,3769949603,56,Back,3769949607,285,,,,,,,,,,,,,,,,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070969,13,44,1,0,53,9njsy633rh1tyri7l2jaju5o,0,64.8,77.7,2022-09-10T16:16:43.017Z,2022-09-11T07:01:54Z,3769949649,233,12,3769949575,286,,3769949573,56,Center,,,,,,,,,,,,,,,,a67xx4g0dvxgvnqn86taup9ii,S. Soumano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070999,13,1,1,0,53,2b57rbw94i9ohnbch52owvqtq,1,35.7,13.2,2022-09-10T16:16:43.094Z,2022-09-11T07:01:53Z,3769949747,212,11.4,3769949741,56,Back,3769949739,3,,3769949743,140,41.2,3769949749,213,1.0,3771769721,388,,3769949745,141,27.6,,,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071005,14,49,1,0,56,2b57rbw94i9ohnbch52owvqtq,1,40.3,35.3,2022-09-10T16:16:45.906Z,2022-09-11T07:01:53Z,,,,,,,,,,,,,,,,,,,,,,,,,3s0tyude1pghox634ij87srft,S. Dewaele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071007,15,1,1,0,56,2b57rbw94i9ohnbch52owvqtq,0,40.3,35.6,2022-09-10T16:16:45.943Z,2022-09-11T07:01:53Z,3769949787,56,Center,3769949791,141,43.9,3769949789,140,50.5,3769949795,213,0.5,3769949793,212,12.1,3771769805,178,,,,,,,,3s0tyude1pghox634ij87srft,S. Dewaele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458414059,953,67,1,0,56,9njsy633rh1tyri7l2jaju5o,1,53.5,56.3,2022-09-10T16:16:46.670Z,2022-09-11T07:01:52Z,3771863973,233,755,,,,,,,,,,,,,,,,,,,,,,8qa4s74yhn2u9n5tm4mfi934k,R. Paeshuyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458414053,755,67,1,0,56,2b57rbw94i9ohnbch52owvqtq,0,46.5,43.7,2022-09-10T16:16:46.671Z,2022-09-11T07:01:52Z,3771863997,233,953,,,,,,,,,,,,,,,,,,,,,,b3y2ov2ju75fr5u5e2rerj1ex,F. Hornby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071021,14,8,1,0,56,9njsy633rh1tyri7l2jaju5o,1,52.6,55.8,2022-09-10T16:16:46.683Z,2022-09-11T07:01:52Z,3771769835,178,,3770878189,385,,3769949887,56,Center,,,,,,,,,,,,,,,,8qa4s74yhn2u9n5tm4mfi934k,R. Paeshuyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071087,16,1,1,1,1,2b57rbw94i9ohnbch52owvqtq,0,16.3,29.7,2022-09-10T16:16:51.508Z,2022-09-11T07:01:51Z,3769950239,212,11.2,3769950241,213,5.9,3769950233,56,Back,3769950235,140,26.0,3769950237,141,23.0,3771769867,388,,3769950231,3,,,,,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071215,17,4,1,1,3,2b57rbw94i9ohnbch52owvqtq,1,22.3,26.3,2022-09-10T16:16:53.682Z,2022-09-11T07:01:51Z,3769950983,285,,3769950979,56,Back,3769950977,10,,3769950981,152,,3769950985,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071145,15,4,1,1,3,9njsy633rh1tyri7l2jaju5o,0,77.7,73.7,2022-09-10T16:16:53.683Z,2022-09-11T07:01:51Z,3769950559,286,,3769950989,233,17,3769958173,10,,3769950555,56,Center,3769950557,241,,3771769907,178,,,,,,,,1ekfu3u2d9vh73lw2dzdcr1wq,I. Nuhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071253,18,1,1,1,9,2b57rbw94i9ohnbch52owvqtq,0,26,28.6,2022-09-10T16:16:58.826Z,2022-09-11T07:01:50Z,3769951193,1,,3769951185,140,66.2,3769951183,56,Center,3769951189,212,46.6,3769951179,157,,3770880547,189,,3771769975,178,,3769951177,5,,92resfejh2m1oygglkjdk0u7d,Kenny Rocha Santos,3769951181,152,3769951187,141,57.5,3769951191,213,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458239845,929,61,1,1,15,9njsy633rh1tyri7l2jaju5o,1,37.7,41.1,2022-09-10T16:17:05.476Z,2022-09-11T07:01:50Z,3771770005,178,,3770884235,56,Back,,,,,,,,,,,,,,,,,,,8qa4s74yhn2u9n5tm4mfi934k,R. Paeshuyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458240303,738,61,1,1,19,2b57rbw94i9ohnbch52owvqtq,0,69.1,69.6,2022-09-10T16:17:08.933Z,2022-09-11T07:01:49Z,3771770055,178,,3770886513,56,Center,,,,,,,,,,,,,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458414313,954,43,1,1,19,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-09-10T16:17:08.994Z,2022-09-11T01:20:49Z,3771868617,144,82,3771865163,178,0,,,,,,,,,,,,,,,,,,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071279,18,49,1,1,20,9njsy633rh1tyri7l2jaju5o,1,20.1,36.2,2022-09-10T16:17:10.655Z,2022-09-11T07:01:49Z,,,,,,,,,,,,,,,,,,,,,,,,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071261,17,43,1,1,21,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-09-10T16:17:11.428Z,2022-09-10T19:43:01Z,3770886707,144,8,3769951221,56,Back,,,,,,,,,,,,,,,,,,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071287,19,43,1,1,22,2b57rbw94i9ohnbch52owvqtq,1,0,0,2022-09-10T16:17:12.673Z,2022-09-10T19:43:25Z,3769951337,56,Center,3770888907,144,61,,,,,,,,,,,,,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071345,19,1,1,1,24,9njsy633rh1tyri7l2jaju5o,0,23.8,10.5,2022-09-10T16:17:14.583Z,2022-09-11T07:01:47Z,3769951611,56,Center,3769951609,155,,3769951621,1,,3769951617,212,51.5,3769951615,141,23.6,3771770123,178,,3769951619,213,0.2,3769951613,140,72.1,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458415243,757,43,1,1,27,2b57rbw94i9ohnbch52owvqtq,1,0,0,2022-09-10T16:17:17.092Z,2022-09-11T01:21:28Z,3771870361,178,0,3771870633,144,82,3771870363,21,0,,,,,,,,,,,,,,,,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071357,20,49,1,1,27,2b57rbw94i9ohnbch52owvqtq,1,45.4,84,2022-09-10T16:17:17.212Z,2022-09-11T07:01:47Z,,,,,,,,,,,,,,,,,,,,,,,,,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071367,21,1,1,1,29,2b57rbw94i9ohnbch52owvqtq,1,35.5,80.4,2022-09-10T16:17:19.137Z,2022-09-11T07:01:47Z,3770892081,212,29.0,3770892077,140,12.0,3771770175,178,,3770892079,141,57.9,3770892083,213,3.7,3769951759,56,Back,,,,,,,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071413,20,43,1,1,32,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-09-10T16:17:22.211Z,2022-09-10T19:44:09Z,3769951997,286,0,3770891759,144,7,3769952011,233,21,3769951995,56,Right,,,,,,,,,,,,,a67xx4g0dvxgvnqn86taup9ii,S. Soumano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071453,22,1,1,1,39,2b57rbw94i9ohnbch52owvqtq,0,14.6,53.3,2022-09-10T16:17:29.046Z,2022-09-11T07:01:46Z,3769952217,213,6.1,3771770207,178,,3769952209,56,Center,3769952211,140,61.1,3769952207,157,,3769952213,141,38.8,3769952219,1,,3769952215,212,49.8,99eumu17h5sxriw5vfczvdb6d,G. Hubert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071487,21,1,1,1,42,9njsy633rh1tyri7l2jaju5o,1,41.6,56.4,2022-09-10T16:17:32.089Z,2022-09-11T07:01:46Z,3771770273,178,,3769952439,141,55.5,3769952441,212,14.2,3769952433,3,,3769952435,56,Center,3769952437,140,55.1,3769952443,213,6.2,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071491,22,61,1,1,43,9njsy633rh1tyri7l2jaju5o,0,52.1,55.9,2022-09-10T16:17:33.359Z,2022-09-11T07:01:45Z,3771770299,178,,3769952447,56,Center,,,,,,,,,,,,,,,,,,,6s5hiok2ywsv4kfxfql8iorth,M. Wakaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071493,23,1,1,1,44,2b57rbw94i9ohnbch52owvqtq,0,49.2,46.1,2022-09-10T16:17:33.926Z,2022-09-11T07:01:45Z,3769952459,141,44.0,3769952453,3,,3771770351,178,,3769952455,56,Center,3769952463,213,6.0,3769952461,212,5.8,3769952457,140,54.6,,,,3s0tyude1pghox634ij87srft,S. Dewaele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071561,23,1,1,1,45,9njsy633rh1tyri7l2jaju5o,1,44.9,57.2,2022-09-10T16:17:34.969Z,2022-09-11T07:01:45Z,3769952783,56,Center,3769952789,212,35.7,3769952793,1,,3771770393,178,,3769952785,140,78.2,3769952787,141,68.1,3769952791,213,0.2,3769952781,157,,87aix2c3m5x08nsurhjql51p1,J. Jeggo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458489825,1108,83,1,1,50,2b57rbw94i9ohnbch52owvqtq,1,20.6,36,2022-09-10T16:17:39.926Z,2022-09-11T07:01:44Z,3772278223,399,532104,,,,,,,,,,,,,,,,,,,,,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071567,24,61,1,1,50,9njsy633rh1tyri7l2jaju5o,0,80.6,66.7,2022-09-10T16:17:40.691Z,2022-09-11T07:01:43Z,3769952815,56,Center,3771781621,178,,,,,,,,,,,,,,,,,,,,a67xx4g0dvxgvnqn86taup9ii,S. Soumano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071573,24,49,1,1,51,2b57rbw94i9ohnbch52owvqtq,1,18.1,32,2022-09-10T16:17:41.629Z,2022-09-11T07:01:43Z,,,,,,,,,,,,,,,,,,,,,,,,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
