id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,keyPass,qualifier/11/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/18/value
2498712151,11,1,1,0,15,1oyb7oym5nwzny8vxf03szd2h,1,47.8,68,2023-01-19T19:53:45.844Z,2023-01-20T07:43:35Z,3984969375,140,47.2,3984969381,213,1.6,3985220365,178,,3984969377,141,89.6,3984969379,212,14.7,3984969373,56,Back,,,,,,,ecnh65kkhku5mdkr3il4fl6tx,C. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712155,12,1,1,0,17,1oyb7oym5nwzny8vxf03szd2h,1,49.1,91.4,2023-01-19T19:53:48.158Z,2023-01-20T07:43:34Z,3984969391,56,Back,3984969393,140,41.9,3984969395,141,86.8,3984969397,212,8.2,3984969399,213,3.5,3985220425,178,,,,,,,,16o074zua15qkk7x0me7gi1w4,B. Meijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712157,13,1,1,0,20,1oyb7oym5nwzny8vxf03szd2h,1,37.5,85.8,2023-01-19T19:53:50.571Z,2023-01-20T07:43:33Z,3985220453,178,,3984969409,212,20.0,3984969405,140,32.8,3984969407,141,57.3,3984969411,213,4.5,3984969403,56,Back,,,,,,,ecnh65kkhku5mdkr3il4fl6tx,C. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712159,14,1,1,0,22,1oyb7oym5nwzny8vxf03szd2h,1,30.9,61.4,2023-01-19T19:53:52.869Z,2023-01-20T07:43:32Z,3984969423,140,32.5,3984969421,56,Back,3984969427,212,21.6,3984969425,141,29.7,3985220497,178,,3984969429,213,4.8,,,,,,,cn6uwymow3ewbnr6niqumao0k,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712163,15,1,1,0,24,1oyb7oym5nwzny8vxf03szd2h,1,32,34.6,2023-01-19T19:53:55.222Z,2023-01-20T07:43:30Z,3984969447,212,22.0,3984969445,141,8.6,3984969443,140,44.4,3985220513,178,,3984969441,56,Back,3984969449,213,5.3,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712167,16,1,1,0,27,1oyb7oym5nwzny8vxf03szd2h,1,44.4,15.4,2023-01-19T19:53:58.221Z,2023-01-20T07:43:29Z,3984969459,56,Back,3984969461,140,35.2,3984969463,141,29.5,3984969465,212,13.6,3985220549,178,,3984969467,213,2.4,,,,,,,6tvnsmtj9mma96e8famksevv9,Clinton Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712179,17,1,1,0,30,1oyb7oym5nwzny8vxf03szd2h,1,37.8,37.1,2023-01-19T19:54:00.863Z,2023-01-20T07:43:28Z,3985220553,178,,3984969519,196,,3984969529,213,1.3,3984969525,141,92.7,3984969527,212,38.8,3984969521,56,Back,3984969531,1,,3984969523,140,45.9,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712185,18,1,1,0,33,1oyb7oym5nwzny8vxf03szd2h,1,47,93.7,2023-01-19T19:54:03.835Z,2023-01-20T07:43:27Z,3984969559,140,36.0,3985220569,178,,3984969557,56,Back,3984969565,213,4.2,3984969563,212,23.1,3984969561,141,64.3,,,,,,,16o074zua15qkk7x0me7gi1w4,B. Meijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712191,19,1,1,0,37,1oyb7oym5nwzny8vxf03szd2h,1,39.1,65.4,2023-01-19T19:54:07.804Z,2023-01-20T07:43:26Z,3984969621,56,Back,3984969623,140,45.6,3984969625,141,83.5,3984969627,212,14.1,3984969629,213,1.1,3985220579,178,,,,,,,,cn6uwymow3ewbnr6niqumao0k,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712193,20,1,1,0,40,1oyb7oym5nwzny8vxf03szd2h,1,50,83.6,2023-01-19T19:54:10.574Z,2023-01-20T07:43:24Z,3984969639,140,62.2,3984969641,141,94.7,3985220597,178,,3984969637,56,Left,3984969643,212,14.9,3984969645,213,0.5,,,,,,,16o074zua15qkk7x0me7gi1w4,B. Meijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712197,21,1,1,0,42,1oyb7oym5nwzny8vxf03szd2h,0,54.9,95.3,2023-01-19T19:54:13.192Z,2023-01-20T07:43:22Z,3984969659,212,5.7,3985220613,178,,3984969653,56,Left,3984969673,233,6,3984969671,236,,3984969661,213,5.5,3984969677,286,,3984969657,141,89.3,7ew7g18qo649t8ld44omgib55,N. Lang,3984969655,140,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712201,6,74,1,0,42,2989v3kho9h5jaboe1nr7lx21,1,45.8,4.3,2023-01-19T19:54:13.222Z,2023-01-20T07:43:22Z,3984969669,285,,3984969679,233,21,3985220633,178,,3984969667,56,Back,,,,,,,,,,,,,b24ytr3apnyp7z17c124tu1yi,D. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712199,22,61,1,0,43,1oyb7oym5nwzny8vxf03szd2h,1,54,95.2,2023-01-19T19:54:13.503Z,2023-01-20T07:43:21Z,3985220661,178,,3984969665,56,Left,,,,,,,,,,,,,,,,,,,7ew7g18qo649t8ld44omgib55,N. Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712205,7,49,1,0,44,2989v3kho9h5jaboe1nr7lx21,1,53.9,7.9,2023-01-19T19:54:15.204Z,2023-01-20T07:43:21Z,,,,,,,,,,,,,,,,,,,,,,,,,e5oet393vired282yco4i7gfd,D. Hashioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712213,8,50,1,0,46,2989v3kho9h5jaboe1nr7lx21,1,69.7,11.5,2023-01-19T19:54:17.171Z,2023-01-20T07:43:20Z,3984969715,286,,3984969735,233,23,3984969713,56,Right,,,,,,,,,,,,,,,,e5oet393vired282yco4i7gfd,D. Hashioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712215,23,7,1,0,47,1oyb7oym5nwzny8vxf03szd2h,1,30.3,88.5,2023-01-19T19:54:17.497Z,2023-01-20T07:43:19Z,3984969717,56,Back,3984969725,233,8,3984969719,285,,3985220757,178,,3985085479,383,,,,,,,,,,,7ew7g18qo649t8ld44omgib55,N. Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712217,24,49,1,0,48,1oyb7oym5nwzny8vxf03szd2h,1,21,91.3,2023-01-19T19:54:18.940Z,2023-01-20T07:43:19Z,,,,,,,,,,,,,,,,,,,,,,,,,7ew7g18qo649t8ld44omgib55,N. Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712227,25,1,1,0,48,1oyb7oym5nwzny8vxf03szd2h,1,20.7,91.3,2023-01-19T19:54:18.968Z,2023-01-20T07:43:18Z,3984969773,141,52.4,3984969771,140,4.4,3984969777,213,4.1,3984969775,212,31.5,3984969769,56,Back,3985220783,178,,,,,,,,7ew7g18qo649t8ld44omgib55,N. Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712233,26,1,1,0,52,1oyb7oym5nwzny8vxf03szd2h,1,5.2,59.9,2023-01-19T19:54:22.448Z,2023-01-20T07:43:17Z,3984969809,141,62.7,3984969813,213,0.1,3985220823,178,,3984969811,212,19.9,3984969807,140,24.1,3984969805,56,Back,,,,,,,byfrgpc6tgz8lto1gor03y5sl,S. Mignolet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712243,27,1,1,0,56,1oyb7oym5nwzny8vxf03szd2h,1,26.2,46,2023-01-19T19:54:26.563Z,2023-01-20T07:43:16Z,3984969847,213,5.2,3984969845,212,26.8,3984969843,141,11.4,3984969841,140,38.5,3984969839,56,Back,3985220863,178,,,,,,,,mkq18lpl3d44wxq974mci5wq,R. Onyedika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712247,28,1,1,1,0,1oyb7oym5nwzny8vxf03szd2h,1,44.4,10.3,2023-01-19T19:54:30.462Z,2023-01-20T07:43:15Z,3984969859,141,5.8,3985220955,178,,3984969863,213,4.4,3984969861,212,3.3,3984969857,140,43.3,3984969855,56,Back,,,,,,,6tvnsmtj9mma96e8famksevv9,Clinton Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498761599,686,83,1,1,1,2989v3kho9h5jaboe1nr7lx21,1,52.7,96.8,2023-01-19T19:54:32.089Z,2023-01-20T07:43:14Z,3985230175,399,424622,,,,,,,,,,,,,,,,,,,,,,bk9fq3chnhmw3u36qz5vf1vjd,A. Koita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712251,29,1,1,1,1,1oyb7oym5nwzny8vxf03szd2h,0,47.3,3.2,2023-01-19T19:54:32.108Z,2023-01-20T07:43:13Z,3984969879,213,3.1,3984969871,56,Back,3984969873,140,26.4,3985221087,178,,3984969875,141,3.7,3984969877,212,21.9,,,,,,,acx78ftnm61hm01wpmme77hbe,T. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712253,9,49,1,1,5,2989v3kho9h5jaboe1nr7lx21,1,72.1,96.6,2023-01-19T19:54:35.447Z,2023-01-20T07:43:13Z,,,,,,,,,,,,,,,,,,,,,,,,,bk9fq3chnhmw3u36qz5vf1vjd,A. Koita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712267,10,15,1,1,9,2989v3kho9h5jaboe1nr7lx21,1,90.1,67.6,2023-01-19T19:54:40.004Z,2023-01-20T07:43:11Z,3985221215,178,,3985085763,64,,3984970093,230,97.3,3984969929,56,Center,3984970017,72,,3984971191,233,30,3984969925,22,,3984970083,103,19,bk9fq3chnhmw3u36qz5vf1vjd,A. Koita,3984970091,147,65.7,3984970089,146,94.5,3984970095,231,55,3985085765,76,3984970085,215,3984970087,458,3984970081,102,52.7,3984970021,82,,,,,,,,,,,,,,
2498712285,30,10,1,1,9,1oyb7oym5nwzny8vxf03szd2h,1,9.1,33.3,2023-01-19T19:54:40.099Z,2023-01-20T07:43:10Z,3985221243,178,,3984971199,233,10,3984969999,94,,3984970001,56,Back,,,,,,,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712269,11,61,1,1,9,2989v3kho9h5jaboe1nr7lx21,1,91.3,67.6,2023-01-19T19:54:40.228Z,2023-01-20T07:43:10Z,3984969937,56,Center,3985221327,389,,,,,,,,,,,,,,,,,,,,bk9fq3chnhmw3u36qz5vf1vjd,A. Koita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712273,12,5,1,1,11,2989v3kho9h5jaboe1nr7lx21,0,101.5,66.8,2023-01-19T19:54:41.589Z,2023-01-20T04:18:38Z,3984971217,233,31,3984969945,56,Center,3984969947,346,,,,,,,,,,,,,,,,,bk9fq3chnhmw3u36qz5vf1vjd,A. Koita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712289,31,5,1,1,11,1oyb7oym5nwzny8vxf03szd2h,1,-1.5,33.2,2023-01-19T19:54:41.589Z,2023-01-20T04:18:38Z,3984970023,56,Back,3984970025,346,,3984971213,233,12,,,,,,,,,,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712307,32,1,1,1,28,1oyb7oym5nwzny8vxf03szd2h,1,4.2,51.3,2023-01-19T19:54:59.085Z,2023-01-20T07:43:09Z,3984970109,213,0.9,3984970111,1,,3984970101,56,Back,3984970099,124,,3984970103,140,24.3,3984970115,237,,3984970105,141,90.6,3984970107,212,34.1,byfrgpc6tgz8lto1gor03y5sl,S. Mignolet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712311,33,1,1,1,30,1oyb7oym5nwzny8vxf03szd2h,1,22.6,95.5,2023-01-19T19:55:00.545Z,2023-01-20T07:43:09Z,3985221497,178,,3984970129,213,5.9,3984970121,56,Back,3984970123,140,35.0,3984970125,141,88.4,3984970127,212,13.9,,,,,,,16o074zua15qkk7x0me7gi1w4,B. Meijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712313,34,1,1,1,31,1oyb7oym5nwzny8vxf03szd2h,1,36.6,96.2,2023-01-19T19:55:01.485Z,2023-01-20T07:43:08Z,3984970133,56,Back,3984970137,141,88.1,3984970135,140,22.2,3984970141,213,3.5,3984970139,212,16.1,3985221555,178,,,,,,,,7ew7g18qo649t8ld44omgib55,N. Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712315,35,1,1,1,33,1oyb7oym5nwzny8vxf03szd2h,1,22.4,94.1,2023-01-19T19:55:03.377Z,2023-01-20T07:43:07Z,3984970153,213,4.6,3984970149,141,67.0,3984970151,212,18.5,3985221567,178,,3984970145,56,Back,3984970147,140,20.5,,,,,,,16o074zua15qkk7x0me7gi1w4,B. Meijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712321,36,1,1,1,36,1oyb7oym5nwzny8vxf03szd2h,1,22.2,68.6,2023-01-19T19:55:06.377Z,2023-01-20T07:43:06Z,3984970179,212,36.5,3984970183,1,,3985221579,178,,3984970181,213,4.9,3984970173,56,Back,3984970177,141,15.6,3984970175,140,27.5,,,,cn6uwymow3ewbnr6niqumao0k,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712331,37,1,1,1,39,1oyb7oym5nwzny8vxf03szd2h,1,34.4,17.6,2023-01-19T19:55:10.239Z,2023-01-20T07:43:06Z,3984970221,212,13.0,3984970223,213,5.5,3984970215,56,Back,3984970217,140,43.3,3985221601,178,,3984970219,141,4.4,,,,,,,6tvnsmtj9mma96e8famksevv9,Clinton Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712333,38,1,1,1,43,1oyb7oym5nwzny8vxf03szd2h,1,35.4,9.9,2023-01-19T19:55:13.536Z,2023-01-20T07:43:05Z,3984970231,141,30.1,3985221609,178,,3984970233,212,16.3,3984970235,213,2.1,3984970227,56,Back,3984970229,140,27.1,,,,,,,acx78ftnm61hm01wpmme77hbe,T. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712341,39,1,1,1,45,1oyb7oym5nwzny8vxf03szd2h,1,26.3,34.1,2023-01-19T19:55:15.892Z,2023-01-20T07:43:04Z,3984970269,213,1.3,3984970261,56,Back,3984970263,140,30.8,3984970265,141,61.8,3984970267,212,19.4,3985221621,178,,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712349,40,1,1,1,49,1oyb7oym5nwzny8vxf03szd2h,1,35.2,66.2,2023-01-19T19:55:19.387Z,2023-01-20T07:43:02Z,3984970305,212,24.4,3985221637,178,,3984970307,213,1.1,3984970301,140,46.3,3984970303,141,97.7,3984970299,56,Back,,,,,,,cn6uwymow3ewbnr6niqumao0k,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712353,41,61,1,1,50,1oyb7oym5nwzny8vxf03szd2h,0,48.8,99.9,2023-01-19T19:55:20.942Z,2023-01-20T07:43:02Z,3984970323,56,Back,3985221661,178,,,,,,,,,,,,,,,,,,,,7ew7g18qo649t8ld44omgib55,N. Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712375,13,5,1,1,50,2989v3kho9h5jaboe1nr7lx21,1,55.6,-1.3,2023-01-19T19:55:21.132Z,2023-01-20T04:19:20Z,3984970377,56,Right,3984970381,233,42,3984970379,347,,,,,,,,,,,,,,,,,e5oet393vired282yco4i7gfd,D. Hashioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712357,42,5,1,1,50,1oyb7oym5nwzny8vxf03szd2h,0,44.4,101.3,2023-01-19T19:55:21.132Z,2023-01-20T04:19:21Z,3984970385,233,13,3984970329,56,Back,3984970331,347,,,,,,,,,,,,,,,,,7ew7g18qo649t8ld44omgib55,N. Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498712385,14,1,1,2,3,2989v3kho9h5jaboe1nr7lx21,1,48.8,0,2023-01-19T19:55:34.263Z,2023-01-20T07:43:01Z,3984970423,107,,3984970433,213,0.6,3984970431,212,17.6,3984970427,140,62.4,3984970425,56,Right,3984970429,141,13.6,,,,,,,e5oet393vired282yco4i7gfd,D. Hashioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
